,Piłkarz,Wiek,Narodowość,Pozycja,Poz,Wartość rynkowa,Klub pozyskujący/oddający państwo,Klub pozyskujący/oddający nazwa,Kwota odstępnego,Rodzaj transferu,Dotyczy klubu,Sezon
0,Alexandru PascanuA. Pascanu,20,Rumunia,Środkowy obrońca,ŚOB,400 tys. €,Anglia,Leicester U23,600 tys. €,Kupno,CFR Cluj,2019/2020
1,Catalin GolofcaC. Golofca,29,Rumunia,Prawy napastnik,PNP,800 tys. €,Rumunia,FC Botosani,500 tys. €,Kupno,CFR Cluj,2019/2020
2,Yacouba SyllaY. Sylla,28,Mali,Defensywny pomocnik,DPM,700 tys. €,Norwegia,Strømsgodset,400 tys. €,Kupno,CFR Cluj,2019/2020
3,Andrei BurcaA. Burca,26,Rumunia,Środkowy obrońca,ŚOB,"1,00 mln €",Rumunia,FC Botosani,200 tys. €,Kupno,CFR Cluj,2019/2020
4,Denis CiobotariuD. Ciobotariu,21,Rumunia,Środkowy obrońca,ŚOB,650 tys. €,Rumunia,Dinamo Bukaresz,150 tys. €,Kupno,CFR Cluj,2019/2020
5,Razvan AndronicR. Andronic,20,Rumunia,Prawy pomocnik,PPM,200 tys. €,Rumunia,FC Botosani,60 tys. €,Kupno,CFR Cluj,2019/2020
6,Mihai ButeanM. Butean,22,Rumunia,Prawy obrońca,POB,"1,00 mln €",Rumunia,Astra Giurgiu,Bez odstępnego,Kupno,CFR Cluj,2019/2020
7,Michaël PereiraM. Pereira,31,Francja,Prawy napastnik,PNP,400 tys. €,Turcja,Y. Malatyaspor,Bez odstępnego,Kupno,CFR Cluj,2019/2020
8,Giannis KontoesG. Kontoes,33,Grecja,Prawy obrońca,POB,200 tys. €,Grecja,Apollon Smyrnis,Bez odstępnego,Kupno,CFR Cluj,2019/2020
9,Grzegorz SandomierskiG. Sandomierski,30,Polska,Bramkarz,BRK,200 tys. €,Polska,Jagiellonia,Bez odstępnego,Kupno,CFR Cluj,2019/2020
10,Luís AurélioL. Aurélio,30,Portugalia,Środkowy pomocnik,ŚPM,600 tys. €,Rumunia,Gaz Metan,Bez odstępnego,Kupno,CFR Cluj,2019/2020
11,Cosmin VatcaC. Vatca,37,Rumunia,Bramkarz,BRK,150 tys. €,Rumunia,FC Voluntari,Bez odstępnego,Kupno,CFR Cluj,2019/2020
12,Mike CestorM. Cestor,27,Demokratyczna Republika Kongo,Środkowy obrońca,ŚOB,850 tys. €,Rumunia,Astra Giurgiu,Bez odstępnego,Kupno,CFR Cluj,2019/2020
13,Alexandru ChipciuA. Chipciu,30,Rumunia,Prawy pomocnik,PPM,800 tys. €,Belgia,RSC Anderlecht,Bez odstępnego,Kupno,CFR Cluj,2019/2020
14,Mario RondónM. Rondón,33,Wenezuela,Środkowy napastnik,ŚNP,550 tys. €,Rumunia,Gaz Metan,Bez odstępnego,Kupno,CFR Cluj,2019/2020
15,Lacina TraoréL. Traoré,29,Wybrzeże Kości Słoniowej,Środkowy napastnik,ŚNP,"1,00 mln €",Węgry,Újpest FC,?,Kupno,CFR Cluj,2019/2020
16,Mateo SusicM. Susic,28,Bośnia i Hercegowina,Prawy obrońca,POB,650 tys. €,Mołdawia,Sheriff,?,Kupno,CFR Cluj,2019/2020
17,Bryan NouvierB. Nouvier,24,Francja,Lewy napastnik,LNP,500 tys. €,Polska,Raków,100 tys. €,Sprzedaż,CFR Cluj,2019/2020
18,Emmanuel CulioE. Culio,36,Argentyna,Środkowy pomocnik,ŚPM,-,Argentyna,Quilmes,Bez odstępnego,Sprzedaż,CFR Cluj,2019/2020
19,Sebastian MailatS. Mailat,22,Rumunia,Lewy napastnik,LNP,200 tys. €,Rumunia,U Cluj,Bez odstępnego,Sprzedaż,CFR Cluj,2019/2020
20,Adrian RusA. Rus,25,Rumunia,Bramkarz,BRK,100 tys. €,-,Bez klubu,Bez odstępnego,Sprzedaż,CFR Cluj,2019/2020
21,Ádám LangÁ. Lang,26,Węgry,Środkowy obrońca,ŚOB,600 tys. €,Cypr,Omonia Nikozja,Bez odstępnego,Sprzedaż,CFR Cluj,2019/2020
22,Mate MalesM. Males,30,Chorwacja,Środkowy pomocnik,ŚPM,500 tys. €,Norwegia,Sarpsborg 08,Bez odstępnego,Sprzedaż,CFR Cluj,2019/2020
23,Andrei PeteleuA. Peteleu,27,Rumunia,Prawy obrońca,POB,600 tys. €,Mołdawia,Sheriff,Bez odstępnego,Sprzedaż,CFR Cluj,2019/2020
24,Thierry MoutinhoT. Moutinho,28,Portugalia,Prawy napastnik,PNP,450 tys. €,Rumunia,FCSB,Bez odstępnego,Sprzedaż,CFR Cluj,2019/2020
25,Andrei MuresanA. Muresan,34,Rumunia,Środkowy obrońca,ŚOB,500 tys. €,Rumunia,U Cluj,Bez odstępnego,Sprzedaż,CFR Cluj,2019/2020
26,Cosmin VatcaC. Vatca,37,Rumunia,Bramkarz,BRK,150 tys. €,-,Bez klubu,Bez odstępnego,Sprzedaż,CFR Cluj,2019/2020
27,Robert TambeR. Tambe,26,Kamerun,Środkowy napastnik,ŚNP,400 tys. €,Chiny,SX Chang'an At.,Bez odstępnego,Sprzedaż,CFR Cluj,2019/2020
28,Cristian BudC. Bud,34,Rumunia,Środkowy napastnik,ŚNP,250 tys. €,Rumunia,AFC Turris,Bez odstępnego,Sprzedaż,CFR Cluj,2019/2020
29,Razvan HorjR. Horj,24,Rumunia,Środkowy obrońca,ŚOB,50 tys. €,Rumunia,U Cluj,-,Sprzedaż,CFR Cluj,2019/2020
30,Adrian PetreA. Petre,22,Rumunia,Środkowy napastnik,ŚNP,"1,30 mln €",Dania,Esbjerg fB,800 tys. €,Kupno,FCSB,2019/2020
31,Ionut VinaI. Vina,24,Rumunia,Środkowy pomocnik,ŚPM,"1,50 mln €",Rumunia,FC Viitorul,750 tys. €,Kupno,FCSB,2019/2020
32,Razvan OaidaR. Oaida,21,Rumunia,Środkowy pomocnik,ŚPM,600 tys. €,Rumunia,FC Botosani,700 tys. €,Kupno,FCSB,2019/2020
33,Darius OlaruD. Olaru,21,Rumunia,Ofensywny pomocnik,OPM,"1,10 mln €",Rumunia,Gaz Metan,600 tys. €,Kupno,FCSB,2019/2020
34,Ionut PantiruI. Pantiru,23,Rumunia,Lewy obrońca,LOB,400 tys. €,Rumunia,CSM Poli Iași,200 tys. €,Kupno,FCSB,2019/2020
35,Valentin CretuV. Cretu,30,Rumunia,Prawy obrońca,POB,550 tys. €,Rumunia,Gaz Metan,125 tys. €,Kupno,FCSB,2019/2020
36,Adrian SutA. Sut,20,Rumunia,Środkowy pomocnik,ŚPM,300 tys. €,Rumunia,Ac. Clinceni,Bez odstępnego,Kupno,FCSB,2019/2020
37,Juvhel TsoumouJ. Tsoumou,28,Kongo,Środkowy napastnik,ŚNP,550 tys. €,Rumunia,FC Hermannstadt,Bez odstępnego,Kupno,FCSB,2019/2020
38,Claudiu BeluC. Belu,25,Rumunia,Prawy obrońca,POB,"1,20 mln €",Rumunia,Astra Giurgiu,Bez odstępnego,Kupno,FCSB,2019/2020
39,Thierry MoutinhoT. Moutinho,28,Portugalia,Prawy napastnik,PNP,450 tys. €,Rumunia,CFR Cluj,Bez odstępnego,Kupno,FCSB,2019/2020
40,Lukasz GikiewiczL. Gikiewicz,31,Polska,Środkowy napastnik,ŚNP,200 tys. €,Arabia Saudyjska,Hajer,Bez odstępnego,Kupno,FCSB,2019/2020
41,George MironG. Miron,25,Rumunia,Środkowy obrońca,ŚOB,800 tys. €,Rumunia,FC Botosani,Bez odstępnego,Kupno,FCSB,2019/2020
42,Diogo SalomãoD. Salomão,30,Portugalia,Lewy napastnik,LNP,850 tys. €,Arabia Saudyjska,Al-Hazm,Bez odstępnego,Kupno,FCSB,2019/2020
43,Sorin SerbanS. Serban,19,Rumunia,Lewy obrońca,LOB,50 tys. €,Rumunia,M. Baia Mare,?,Kupno,FCSB,2019/2020
44,Romario BenzarR. Benzar,27,Rumunia,Prawy obrońca,POB,"2,50 mln €",Włochy,Lecce,"2,00 mln €",Sprzedaż,FCSB,2019/2020
45,Júnior MoraisJúnior Morais,32,Brazylia,Lewy obrońca,LOB,900 tys. €,Turcja,Gaziantep FK,600 tys. €,Sprzedaż,FCSB,2019/2020
46,Mihai BalasaM. Balasa,24,Rumunia,Środkowy obrońca,ŚOB,"1,30 mln €",Rumunia,CS U Craiova,100 tys. €,Sprzedaż,FCSB,2019/2020
47,Adrian StoianA. Stoian,28,Rumunia,Lewy napastnik,LNP,650 tys. €,Włochy,AS Livorno,Bez odstępnego,Sprzedaż,FCSB,2019/2020
48,Lukasz GikiewiczL. Gikiewicz,32,Polska,Środkowy napastnik,ŚNP,100 tys. €,Jordania,Al-Faisaly,Bez odstępnego,Sprzedaż,FCSB,2019/2020
49,Diogo SalomãoD. Salomão,31,Portugalia,Lewy napastnik,LNP,500 tys. €,Portugalia,Santa Clara,Bez odstępnego,Sprzedaż,FCSB,2019/2020
50,Raul RusescuR. Rusescu,30,Rumunia,Środkowy napastnik,ŚNP,500 tys. €,Turcja,Giresunspor,Bez odstępnego,Sprzedaż,FCSB,2019/2020
51,Mihai RomanM. Roman,34,Rumunia,Prawy napastnik,PNP,300 tys. €,Rumunia,FC Botosani,Bez odstępnego,Sprzedaż,FCSB,2019/2020
52,Thierry MoutinhoT. Moutinho,28,Portugalia,Prawy napastnik,PNP,400 tys. €,Hiszpania,Córdoba CF,Bez odstępnego,Sprzedaż,FCSB,2019/2020
53,Juvhel TsoumouJ. Tsoumou,29,Kongo,Środkowy napastnik,ŚNP,400 tys. €,Chiny,LN SY Urban,Bez odstępnego,Sprzedaż,FCSB,2019/2020
54,Daniel BenzarD. Benzar,21,Rumunia,Prawy napastnik,PNP,350 tys. €,Rumunia,FC Voluntari,Bez odstępnego,Sprzedaż,FCSB,2019/2020
55,Ioan HoraIoan Hora,31,Rumunia,Środkowy napastnik,ŚNP,550 tys. €,Rumunia,Gaz Metan,Bez odstępnego,Sprzedaż,FCSB,2019/2020
56,Florentin MateiF. Matei,26,Rumunia,Ofensywny pomocnik,OPM,700 tys. €,Rumunia,Astra Giurgiu,Bez odstępnego,Sprzedaż,FCSB,2019/2020
57,Harlem GnohéréH. Gnohéré,32,Francja,Środkowy napastnik,ŚNP,"1,30 mln €",-,Bez klubu,-,Sprzedaż,FCSB,2019/2020
58,Mihai PintiliiM. Pintilii,35,Rumunia,Defensywny pomocnik,DPM,200 tys. €,-,Koniec kariery,-,Sprzedaż,FCSB,2019/2020
59,Filipe TeixeiraF. Teixeira,38,Portugalia,Prawy napastnik,PNP,100 tys. €,-,Bez klubu,,Sprzedaż,FCSB,2019/2020
60,Aurelian ChituA. Chitu,28,Rumunia,Środkowy napastnik,ŚNP,700 tys. €,Korea Południowa,Daejeon Hana C.,Bez odstępnego,Kupno,FC Viitorul,2019/2020
61,Gabriel IancuG. Iancu,25,Rumunia,Cofnięty napastnik,CNP,400 tys. €,Rumunia,D. Calarasi,Bez odstępnego,Kupno,FC Viitorul,2019/2020
62,Najib AmmariN. Ammari,27,Algieria,Ofensywny pomocnik,OPM,400 tys. €,Rumunia,D. Calarasi,Bez odstępnego,Kupno,FC Viitorul,2019/2020
63,Damien DussautD. Dussaut,24,Francja,Prawy obrońca,POB,400 tys. €,Rumunia,Dinamo Bukaresz,Bez odstępnego,Kupno,FC Viitorul,2019/2020
64,Malcom EdjoumaM. Edjouma,23,Francja,Defensywny pomocnik,DPM,400 tys. €,Francja,FC Lorient,Bez odstępnego,Kupno,FC Viitorul,2019/2020
65,Steliano FilipS. Filip,25,Rumunia,Lewy obrońca,LOB,400 tys. €,Rumunia,D. Calarasi,Bez odstępnego,Kupno,FC Viitorul,2019/2020
66,RivaldinhoRivaldinho,24,Brazylia,Środkowy napastnik,ŚNP,800 tys. €,Bułgaria,Levski Sofia,Bez odstępnego,Kupno,FC Viitorul,2019/2020
67,Jacques ZouaJ. Zoua,28,Kamerun,Środkowy napastnik,ŚNP,400 tys. €,Rumunia,Astra Giurgiu,Bez odstępnego,Kupno,FC Viitorul,2019/2020
68,Cosmin BirnoiC. Birnoi,22,Rumunia,Lewy pomocnik,LPM,150 tys. €,Rumunia,CSM Poli Iași,Bez odstępnego,Kupno,FC Viitorul,2019/2020
69,Hamidou KeytaH. Keyta,24,Francja,Lewy napastnik,LNP,200 tys. €,Rumunia,D. Calarasi,Bez odstępnego,Kupno,FC Viitorul,2019/2020
70,Marco DulcaM. Dulca,20,Rumunia,Defensywny pomocnik,DPM,100 tys. €,Anglia,Swansea U23,Bez odstępnego,Kupno,FC Viitorul,2019/2020
71,Cosmin MateiC. Matei,27,Rumunia,Prawy pomocnik,PPM,50 tys. €,Turcja,Genclerbirligi,Bez odstępnego,Kupno,FC Viitorul,2019/2020
72,Ianis HagiI. Hagi,20,Rumunia,Ofensywny pomocnik,OPM,"6,00 mln €",Belgia,KRC Genk,"4,70 mln €",Sprzedaż,FC Viitorul,2019/2020
73,Denis DragusD. Dragus,20,Rumunia,Środkowy napastnik,ŚNP,"2,00 mln €",Belgia,Standard Liège,"1,80 mln €",Sprzedaż,FC Viitorul,2019/2020
74,Ionut VinaI. Vina,24,Rumunia,Środkowy pomocnik,ŚPM,"1,50 mln €",Rumunia,FCSB,750 tys. €,Sprzedaż,FC Viitorul,2019/2020
75,Lyes HouriL. Houri,24,Francja,Środkowy pomocnik,ŚPM,"1,00 mln €",Węgry,Fehérvár,600 tys. €,Sprzedaż,FC Viitorul,2019/2020
76,Bogdan TiruB. Tiru,25,Rumunia,Środkowy obrońca,ŚOB,"1,50 mln €",Polska,Jagiellonia,600 tys. €,Sprzedaż,FC Viitorul,2019/2020
77,Andreias CalcanA. Calcan,25,Rumunia,Lewy napastnik,LNP,550 tys. €,Węgry,Újpest FC,100 tys. €,Sprzedaż,FC Viitorul,2019/2020
78,Bas KuipersB. Kuipers,24,Holandia,Lewy obrońca,LOB,300 tys. €,Holandia,NEC Nijmegen,Bez odstępnego,Sprzedaż,FC Viitorul,2019/2020
79,Najib AmmariN. Ammari,27,Algieria,Ofensywny pomocnik,OPM,400 tys. €,Arabia Saudyjska,Damac FC,Bez odstępnego,Sprzedaż,FC Viitorul,2019/2020
80,Kofi TwumasiK. Twumasi,22,Stany Zjednaczone,Defensywny pomocnik,DPM,125 tys. €,Niemcy,RW Oberhausen,Bez odstępnego,Sprzedaż,FC Viitorul,2019/2020
81,Hamidou KeytaH. Keyta,24,Francja,Lewy napastnik,LNP,200 tys. €,Rumunia,FC Botosani,Bez odstępnego,Sprzedaż,FC Viitorul,2019/2020
82,EricEric,34,Brazylia,Ofensywny pomocnik,OPM,500 tys. €,Rumunia,FC Voluntari,Bez odstępnego,Sprzedaż,FC Viitorul,2019/2020
83,Steliano FilipS. Filip,25,Rumunia,Lewy obrońca,LOB,400 tys. €,Grecja,AE Larisa,Bez odstępnego,Sprzedaż,FC Viitorul,2019/2020
84,Robert GrecuR. Grecu,21,Rumunia,Prawy napastnik,PNP,150 tys. €,Rumunia,Astra Giurgiu,Bez odstępnego,Sprzedaż,FC Viitorul,2019/2020
85,Jacques ZouaJ. Zoua,28,Kamerun,Środkowy napastnik,ŚNP,350 tys. €,-,Bez klubu,-,Sprzedaż,FC Viitorul,2019/2020
86,Dani LópezD. López,27,Hiszpania,Prawy obrońca,POB,50 tys. €,-,Koniec kariery,-,Sprzedaż,FC Viitorul,2019/2020
87,Adrian NenitaA. Nenita,22,Rumunia,Ofensywny pomocnik,OPM,50 tys. €,-,Bez klubu,-,Sprzedaż,FC Viitorul,2019/2020
88,Andrei IvanA. Ivan,22,Rumunia,Lewy napastnik,LNP,"1,00 mln €",Rosja,Krasnodar,"1,50 mln €",Kupno,CS U Craiova,2019/2020
89,Bogdan VatajeluB. Vatajelu,26,Rumunia,Lewy obrońca,LOB,900 tys. €,Czechy,Sparta Praga,350 tys. €,Kupno,CS U Craiova,2019/2020
90,Dan NistorD. Nistor,31,Rumunia,Środkowy pomocnik,ŚPM,"1,10 mln €",Rumunia,Dinamo Bukaresz,260 tys. €,Kupno,CS U Craiova,2019/2020
91,Kamer QakaK. Qaka,24,Albania,Środkowy pomocnik,ŚPM,"1,00 mln €",Rumunia,CSM Poli Iași,200 tys. €,Kupno,CS U Craiova,2019/2020
92,Antoni IvanovA. Ivanov,23,Bułgaria,Ofensywny pomocnik,OPM,650 tys. €,Rumunia,Gaz Metan,150 tys. €,Kupno,CS U Craiova,2019/2020
93,Mihai BalasaM. Balasa,24,Rumunia,Środkowy obrońca,ŚOB,"1,30 mln €",Rumunia,FCSB,100 tys. €,Kupno,CS U Craiova,2019/2020
94,Alexandru MatelA. Matel,29,Rumunia,Prawy obrońca,POB,450 tys. €,Rumunia,FC Hermannstadt,50 tys. €,Kupno,CS U Craiova,2019/2020
95,Andrei MarinescuA. Marinescu,34,Rumunia,Bramkarz,BRK,125 tys. €,Rumunia,Sportul Snagov,Bez odstępnego,Kupno,CS U Craiova,2019/2020
96,GustavoGustavo,28,Brazylia,Prawy napastnik,PNP,350 tys. €,Chiny,Liaoning FC,Bez odstępnego,Kupno,CS U Craiova,2019/2020
97,Claude DielnaC. Dielna,32,Francja,Środkowy obrońca,ŚOB,500 tys. €,Stany Zjednaczone,Timbers,Bez odstępnego,Kupno,CS U Craiova,2019/2020
98,Uroš ĆosićU. Ćosić,26,Serbia,Środkowy obrońca,ŚOB,600 tys. €,Grecja,AEK Ateny,?,Kupno,CS U Craiova,2019/2020
99,Goran ZakaricG. Zakaric,26,Bośnia i Hercegowina,Prawy napastnik,PNP,"1,25 mln €",-,Bez klubu,-,Kupno,CS U Craiova,2019/2020
100,Raoul BaicuR. Baicu,19,Rumunia,Środkowy napastnik,ŚNP,100 tys. €,Rumunia,Astra Giurgiu,Bez odstępnego,Sprzedaż,CS U Craiova,2019/2020
101,Andrei CristeaA. Cristea,35,Rumunia,Środkowy napastnik,ŚNP,300 tys. €,Rumunia,CSM Poli Iași,Bez odstępnego,Sprzedaż,CS U Craiova,2019/2020
102,Alexandru PopescuA. Popescu,21,Rumunia,Środkowy napastnik,ŚNP,100 tys. €,Rumunia,Ac. Clinceni,Bez odstępnego,Sprzedaż,CS U Craiova,2019/2020
103,Isaac DonkorI. Donkor,24,Ghana,Środkowy obrońca,ŚOB,800 tys. €,Austria,Sturm Graz,Bez odstępnego,Sprzedaż,CS U Craiova,2019/2020
104,Goran ZakaricG. Zakaric,27,Bośnia i Hercegowina,Prawy napastnik,PNP,"1,00 mln €",Bośnia i Hercegowina,B. Banja Luka,Bez odstępnego,Sprzedaż,CS U Craiova,2019/2020
105,Razvan PopaR. Popa,22,Rumunia,Środkowy obrońca,ŚOB,150 tys. €,Rumunia,Gaz Metan,Bez odstępnego,Sprzedaż,CS U Craiova,2019/2020
106,Remus EnacheR. Enache,20,Rumunia,Obrońca,Obrońca,125 tys. €,Rumunia,CS Mioveni,Bez odstępnego,Sprzedaż,CS U Craiova,2019/2020
107,Renato KelicR. Kelic,28,Chorwacja,Środkowy obrońca,ŚOB,850 tys. €,Chorwacja,Cibalia,Bez odstępnego,Sprzedaż,CS U Craiova,2019/2020
108,Stephan DraghiciS. Draghici,21,Rumunia,Lewy napastnik,LNP,300 tys. €,Rumunia,Gaz Metan,Bez odstępnego,Sprzedaż,CS U Craiova,2019/2020
109,Radoslav DimitrovR. Dimitrov,30,Bułgaria,Prawy obrońca,POB,450 tys. €,Rumunia,Sepsi Sf. Gh.,Bez odstępnego,Sprzedaż,CS U Craiova,2019/2020
110,Tiago FerreiraT. Ferreira,26,Portugalia,Środkowy obrońca,ŚOB,600 tys. €,-,Bez klubu,?,Sprzedaż,CS U Craiova,2019/2020
111,Eduard StancioiuE. Stancioiu,38,Rumunia,Bramkarz,BRK,50 tys. €,-,Koniec kariery,-,Sprzedaż,CS U Craiova,2019/2020
112,Hrvoje SpahijaH. Spahija,31,Chorwacja,Środkowy obrońca,ŚOB,200 tys. €,-,Bez klubu,-,Sprzedaż,CS U Craiova,2019/2020
113,Claude DielnaC. Dielna,32,Francja,Środkowy obrońca,ŚOB,400 tys. €,-,Bez klubu,-,Sprzedaż,CS U Craiova,2019/2020
114,Nuno RochaN. Rocha,27,Republika Zielonego Przylądka,Ofensywny pomocnik,OPM,600 tys. €,-,Bez klubu,-,Sprzedaż,CS U Craiova,2019/2020
115,Ivan MarticI. Martic,29,Szwajcaria,Prawy obrońca,POB,650 tys. €,-,Bez klubu,,Sprzedaż,CS U Craiova,2019/2020
116,Takayuki SetoT. Seto,33,Japonia,Defensywny pomocnik,DPM,300 tys. €,Łotwa,RFS,Bez odstępnego,Kupno,Astra Giurgiu,2019/2020
117,Oumare TounkaraO. Tounkara,29,Francja,Środkowy napastnik,ŚNP,600 tys. €,Francja,LB Châteauroux,Bez odstępnego,Kupno,Astra Giurgiu,2019/2020
118,Mirel BolboasaM. Bolboasa,30,Rumunia,Bramkarz,BRK,75 tys. €,Rumunia,UTA Arad,Bez odstępnego,Kupno,Astra Giurgiu,2019/2020
119,Georgi KitanovG. Kitanov,24,Bułgaria,Bramkarz,BRK,550 tys. €,Bułgaria,CSKA Sofia,Bez odstępnego,Kupno,Astra Giurgiu,2019/2020
120,Alexandru DandeaA. Dandea,31,Rumunia,Środkowy obrońca,ŚOB,450 tys. €,Rumunia,FC Hermannstadt,Bez odstępnego,Kupno,Astra Giurgiu,2019/2020
121,David TiramD. Tiram,25,Izrael,Środkowy obrońca,ŚOB,300 tys. €,Izrael,Maccabi Netanya,Bez odstępnego,Kupno,Astra Giurgiu,2019/2020
122,Robert GrecuR. Grecu,21,Rumunia,Prawy napastnik,PNP,150 tys. €,Rumunia,FC Viitorul,Bez odstępnego,Kupno,Astra Giurgiu,2019/2020
123,Mihai RadutM. Radut,29,Rumunia,Lewy napastnik,LNP,350 tys. €,Polska,Lech Poznań,Bez odstępnego,Kupno,Astra Giurgiu,2019/2020
124,Kehinde FataiK. Fatai,29,Nigeria,Środkowy napastnik,ŚNP,500 tys. €,Białoruś,Dinamo Minsk,Bez odstępnego,Kupno,Astra Giurgiu,2019/2020
125,Toni SilvaT. Silva,25,Gwinea Bissau,Prawy napastnik,PNP,400 tys. €,Egipt,El Ittihad,Bez odstępnego,Kupno,Astra Giurgiu,2019/2020
126,Ljuban CrepuljaL. Crepulja,25,Chorwacja,Defensywny pomocnik,DPM,400 tys. €,Bośnia i Hercegowina,FK Sarajevo,Bez odstępnego,Kupno,Astra Giurgiu,2019/2020
127,Constantin BudescuC. Budescu,30,Rumunia,Ofensywny pomocnik,OPM,"4,00 mln €",Arabia Saudyjska,Shabab,Bez odstępnego,Kupno,Astra Giurgiu,2019/2020
128,Dinu GraurD. Graur,24,Mołdawia,Prawy obrońca,POB,300 tys. €,Mołdawia,Milsami,Bez odstępnego,Kupno,Astra Giurgiu,2019/2020
129,Raoul BaicuR. Baicu,19,Rumunia,Środkowy napastnik,ŚNP,100 tys. €,Rumunia,CS U Craiova,Bez odstępnego,Kupno,Astra Giurgiu,2019/2020
130,Gheorghe AndronicG. Andronic,27,Mołdawia,Ofensywny pomocnik,OPM,200 tys. €,Mołdawia,Milsami,Bez odstępnego,Kupno,Astra Giurgiu,2019/2020
131,David BrunoD. Bruno,27,Portugalia,Prawy obrońca,POB,700 tys. €,Portugalia,Tondela,Bez odstępnego,Kupno,Astra Giurgiu,2019/2020
132,Florentin MateiF. Matei,26,Rumunia,Ofensywny pomocnik,OPM,700 tys. €,Rumunia,FCSB,Bez odstępnego,Kupno,Astra Giurgiu,2019/2020
133,Gabriel EnacheG. Enache,29,Rumunia,Prawy napastnik,PNP,600 tys. €,Serbia,Partizan,Bez odstępnego,Kupno,Astra Giurgiu,2019/2020
134,Daniel GraovacD. Graovac,25,Bośnia i Hercegowina,Środkowy obrońca,ŚOB,450 tys. €,Serbia,Vojvodina,Bez odstępnego,Kupno,Astra Giurgiu,2019/2020
135,Paul CopaciP. Copaci,20,Rumunia,Lewy obrońca,LOB,250 tys. €,Rumunia,UTA Arad,Bez odstępnego,Kupno,Astra Giurgiu,2019/2020
136,Albert StahlA. Stahl,20,Rumunia,Prawy pomocnik,PPM,75 tys. €,Rumunia,UTA Arad,30 tys. €,Kupno,Astra Giurgiu,2019/2020
137,Gabriel TamasG. Tamas,35,Rumunia,Środkowy obrońca,ŚOB,300 tys. €,Izrael,Hapoel Haifa,20 tys. €,Kupno,Astra Giurgiu,2019/2020
138,Mihai PopaM. Popa,18,Rumunia,Bramkarz,BRK,75 tys. €,Rumunia,Ac. Hagi,?,Kupno,Astra Giurgiu,2019/2020
139,Goodness AjayiG. Ajayi,24,Nigeria,Lewy napastnik,LNP,150 tys. €,Chorwacja,Inter Zapresic,?,Kupno,Astra Giurgiu,2019/2020
140,Florentin MateiF. Matei,26,Rumunia,Ofensywny pomocnik,OPM,700 tys. €,Cypr,Apol. Limassol,Bez odstępnego,Sprzedaż,Astra Giurgiu,2019/2020
141,Romário PiresRomário Pires,30,Brazylia,Środkowy pomocnik,ŚPM,550 tys. €,Rumunia,FC Hermannstadt,Bez odstępnego,Sprzedaż,Astra Giurgiu,2019/2020
142,Gheorghe AndronicG. Andronic,28,Mołdawia,Ofensywny pomocnik,OPM,100 tys. €,Białoruś,Rukh,Bez odstępnego,Sprzedaż,Astra Giurgiu,2019/2020
143,Cristian NedelcoviciC. Nedelcovici,26,Rumunia,Bramkarz,BRK,50 tys. €,Rumunia,Metaloglobus,Bez odstępnego,Sprzedaż,Astra Giurgiu,2019/2020
144,Claudiu BeluC. Belu,25,Rumunia,Prawy obrońca,POB,"1,20 mln €",Rumunia,FCSB,Bez odstępnego,Sprzedaż,Astra Giurgiu,2019/2020
145,Azdren LlullakuA. Llullaku,31,Albania,Lewy napastnik,LNP,"1,00 mln €",Białoruś,Soligorsk,Bez odstępnego,Sprzedaż,Astra Giurgiu,2019/2020
146,Mike CestorM. Cestor,27,Demokratyczna Republika Kongo,Środkowy obrońca,ŚOB,850 tys. €,Rumunia,CFR Cluj,Bez odstępnego,Sprzedaż,Astra Giurgiu,2019/2020
147,Victor StinaV. Stina,21,Mołdawia,Ofensywny pomocnik,OPM,200 tys. €,Mołdawia,Sfintul Gheor.,Bez odstępnego,Sprzedaż,Astra Giurgiu,2019/2020
148,Robert GrecuR. Grecu,21,Rumunia,Prawy napastnik,PNP,150 tys. €,Rumunia,SCM FC Arges,Bez odstępnego,Sprzedaż,Astra Giurgiu,2019/2020
149,Ionut BiceanuI. Biceanu,26,Rumunia,Środkowy pomocnik,ŚPM,325 tys. €,Rumunia,Chiajna,Bez odstępnego,Sprzedaż,Astra Giurgiu,2019/2020
150,Florin BejanF. Bejan,28,Rumunia,Środkowy obrońca,ŚOB,750 tys. €,Rumunia,Dinamo Bukaresz,Bez odstępnego,Sprzedaż,Astra Giurgiu,2019/2020
151,Filip MrzljakF. Mrzljak,26,Chorwacja,Defensywny pomocnik,DPM,"1,20 mln €",Rumunia,Dinamo Bukaresz,Bez odstępnego,Sprzedaż,Astra Giurgiu,2019/2020
152,Paul CopaciP. Copaci,21,Rumunia,Lewy obrońca,LOB,100 tys. €,Rumunia,Rapid 1923,Bez odstępnego,Sprzedaż,Astra Giurgiu,2019/2020
153,Mihai ButeanM. Butean,22,Rumunia,Prawy obrońca,POB,"1,00 mln €",Rumunia,CFR Cluj,Bez odstępnego,Sprzedaż,Astra Giurgiu,2019/2020
154,Gabriel EnacheG. Enache,29,Rumunia,Prawy napastnik,PNP,500 tys. €,Kazachstan,Qyzyljar,Bez odstępnego,Sprzedaż,Astra Giurgiu,2019/2020
155,David TiramD. Tiram,25,Izrael,Środkowy obrońca,ŚOB,300 tys. €,Izrael,FC Ashdod,Bez odstępnego,Sprzedaż,Astra Giurgiu,2019/2020
