,Piłkarz,Wiek,Narodowość,Pozycja,Poz,Wartość rynkowa,Klub pozyskujący/oddający państwo,Klub pozyskujący/oddający nazwa,Kwota odstępnego,Rodzaj transferu,Dotyczy klubu,Sezon
517,Horatiu MoldovanH. Moldovan,21,Rumunia,Bramkarz,BRK,100 tys. €,Rumunia,Ripensia,Bez odstępnego,Sprzedaż,CFR Cluj,2018/2019
518,Marius ComanM. Coman,21,Rumunia,Środkowy napastnik,ŚNP,150 tys. €,Rumunia,U Cluj,Bez odstępnego,Sprzedaż,CFR Cluj,2018/2019
519,GilvanGilvan,28,Brazylia,Środkowy obrońca,ŚOB,150 tys. €,Brazylia,Atlético-GO,Bez odstępnego,Sprzedaż,CFR Cluj,2018/2019
520,Tomislav DukaT. Duka,25,Chorwacja,Bramkarz,BRK,200 tys. €,Chorwacja,Hajduk Split,Bez odstępnego,Sprzedaż,CFR Cluj,2018/2019
521,Rares PinteaR. Pintea,23,Rumunia,Środkowy pomocnik,ŚPM,50 tys. €,Rumunia,Unirea Dej,Bez odstępnego,Sprzedaż,CFR Cluj,2018/2019
522,Srdjan LuchinS. Luchin,32,Rumunia,Środkowy obrońca,ŚOB,150 tys. €,Rumunia,FC Viitorul,Bez odstępnego,Sprzedaż,CFR Cluj,2018/2019
523,Alexandru VladA. Vlad,28,Rumunia,Lewy obrońca,LOB,200 tys. €,Rumunia,FC Voluntari,Bez odstępnego,Sprzedaż,CFR Cluj,2018/2019
524,Szilard VeresS. Veres,22,Rumunia,Środkowy pomocnik,ŚPM,50 tys. €,Rumunia,Csikszereda,Bez odstępnego,Sprzedaż,CFR Cluj,2018/2019
525,Gabriel DodoiG. Dodoi,20,Rumunia,Środkowy napastnik,ŚNP,50 tys. €,Rumunia,Pandurii,Bez odstępnego,Sprzedaż,CFR Cluj,2018/2019
526,Cosmin VatcaC. Vatca,36,Rumunia,Bramkarz,BRK,150 tys. €,Rumunia,FC Voluntari,Bez odstępnego,Sprzedaż,CFR Cluj,2018/2019
527,George GaneaG. Ganea,19,Rumunia,Środkowy napastnik,ŚNP,50 tys. €,Rumunia,FC Viitorul,Bez odstępnego,Sprzedaż,CFR Cluj,2018/2019
528,Dino SpeharD. Spehar,24,Chorwacja,Środkowy napastnik,ŚNP,50 tys. €,Albania,FK Kukësi,Bez odstępnego,Sprzedaż,CFR Cluj,2018/2019
529,Cosmin SarbuC. Sarbu,22,Rumunia,Lewy napastnik,LNP,50 tys. €,Rumunia,CFR Cluj II,-,Sprzedaż,CFR Cluj,2018/2019
530,Júlio BaptistaJ. Baptista,37,Brazylia,Ofensywny pomocnik,OPM,100 tys. €,-,Bez klubu,-,Sprzedaż,CFR Cluj,2018/2019
531,Olimpiu MorutanO. Morutan,19,Rumunia,Ofensywny pomocnik,OPM,900 tys. €,Rumunia,FC Botosani,700 tys. €,Kupno,FCSB,2018/2019
532,Kamer QakaK. Qaka,23,Albania,Środkowy pomocnik,ŚPM,"1,00 mln €",Rumunia,CSM Poli Iași,400 tys. €,Kupno,FCSB,2018/2019
533,Mihai RomanM. Roman,33,Rumunia,Prawy napastnik,PNP,450 tys. €,Rumunia,FC Botosani,400 tys. €,Kupno,FCSB,2018/2019
534,Alexandru StanA. Stan,29,Rumunia,Lewy obrońca,LOB,750 tys. €,Rumunia,Astra Giurgiu,300 tys. €,Kupno,FCSB,2018/2019
535,Iulian CristeaI. Cristea,24,Rumunia,Środkowy obrońca,ŚOB,750 tys. €,Rumunia,Gaz Metan,150 tys. €,Kupno,FCSB,2018/2019
536,Florentin MateiF. Matei,25,Rumunia,Ofensywny pomocnik,OPM,"1,00 mln €",Zjednaczone Emiraty Arabskie,Ittihad Kalba,Bez odstępnego,Kupno,FCSB,2018/2019
537,Raul RusescuR. Rusescu,30,Rumunia,Środkowy napastnik,ŚNP,300 tys. €,Turcja,Osmanlispor,Bez odstępnego,Kupno,FCSB,2018/2019
538,Hristo ZlatinskiH. Zlatinski,33,Bułgaria,Defensywny pomocnik,DPM,750 tys. €,Rumunia,CS U Craiova,Bez odstępnego,Kupno,FCSB,2018/2019
539,Ioan HoraIoan Hora,30,Rumunia,Środkowy napastnik,ŚNP,200 tys. €,Turcja,Akhisarspor,Bez odstępnego,Kupno,FCSB,2018/2019
540,Adrian StoianA. Stoian,27,Rumunia,Lewy napastnik,LNP,"1,20 mln €",Włochy,Crotone,Bez odstępnego,Kupno,FCSB,2018/2019
541,Constantin BudescuC. Budescu,29,Rumunia,Ofensywny pomocnik,OPM,"2,50 mln €",Arabia Saudyjska,Shabab,"2,50 mln €",Sprzedaż,FCSB,2018/2019
542,Denis AlibecD. Alibec,27,Rumunia,Środkowy napastnik,ŚNP,"1,00 mln €",Rumunia,Astra Giurgiu,"1,40 mln €",Sprzedaż,FCSB,2018/2019
543,Kamer QakaK. Qaka,23,Albania,Środkowy pomocnik,ŚPM,"1,00 mln €",Rumunia,CSM Poli Iași,200 tys. €,Sprzedaż,FCSB,2018/2019
544,Antonio JakolisA. Jakolis,26,Chorwacja,Prawy pomocnik,PPM,600 tys. €,Cypr,APOEL Nikosia,75 tys. €,Sprzedaż,FCSB,2018/2019
545,Valerica GamanV. Gaman,29,Rumunia,Środkowy obrońca,ŚOB,750 tys. €,Arabia Saudyjska,Shabab,75 tys. €,Sprzedaż,FCSB,2018/2019
546,Marian PleascaM. Pleasca,28,Rumunia,Prawy obrońca,POB,150 tys. €,Rumunia,Gaz Metan,Bez odstępnego,Sprzedaż,FCSB,2018/2019
547,Vlad AchimV. Achim,29,Rumunia,Środkowy pomocnik,ŚPM,500 tys. €,Rumunia,FC Viitorul,Bez odstępnego,Sprzedaż,FCSB,2018/2019
548,Ionut LarieI. Larie,31,Rumunia,Środkowy obrońca,ŚOB,500 tys. €,Kazachstan,Tobył Kostanaj,Bez odstępnego,Sprzedaż,FCSB,2018/2019
549,Cristian TanaseC. Tanase,31,Rumunia,Lewy pomocnik,LPM,400 tys. €,Turcja,Eskisehirspor,Bez odstępnego,Sprzedaż,FCSB,2018/2019
550,Alexandru AldeaA. Aldea,23,Rumunia,Środkowy obrońca,ŚOB,50 tys. €,Rumunia,CSA Steaua,Bez odstępnego,Sprzedaż,FCSB,2018/2019
551,Vlad MihalceaV. Mihalcea,19,Rumunia,Ofensywny pomocnik,OPM,250 tys. €,Rumunia,Ac. Clinceni,Bez odstępnego,Sprzedaż,FCSB,2018/2019
552,Eduard StancioiuE. Stancioiu,37,Rumunia,Bramkarz,BRK,100 tys. €,Rumunia,CS U Craiova,Bez odstępnego,Sprzedaż,FCSB,2018/2019
553,Hristo ZlatinskiH. Zlatinski,34,Bułgaria,Defensywny pomocnik,DPM,300 tys. €,-,Bez klubu,-,Sprzedaż,FCSB,2018/2019
554,Alexandru CicaldauA. Cicaldau,20,Rumunia,Środkowy pomocnik,ŚPM,"1,50 mln €",Rumunia,FC Viitorul,"1,00 mln €",Kupno,CS U Craiova,2018/2019
555,Elvir KoljicE. Koljic,23,Bośnia i Hercegowina,Środkowy napastnik,ŚNP,350 tys. €,Bośnia i Hercegowina,FK Krupa,450 tys. €,Kupno,CS U Craiova,2018/2019
556,Mirko PigliacelliM. Pigliacelli,25,Włochy,Bramkarz,BRK,"1,10 mln €",Włochy,Pro Vercelli,300 tys. €,Kupno,CS U Craiova,2018/2019
557,Carlos FortesC. Fortes,24,Portugalia,Środkowy napastnik,ŚNP,650 tys. €,Rumunia,Gaz Metan,200 tys. €,Kupno,CS U Craiova,2018/2019
558,Andrei CristeaA. Cristea,34,Rumunia,Środkowy napastnik,ŚNP,300 tys. €,Rumunia,CSM Poli Iași,100 tys. €,Kupno,CS U Craiova,2018/2019
559,Stephane AckaS. Acka,28,Wybrzeże Kości Słoniowej,Środkowy obrońca,ŚOB,300 tys. €,Turcja,BB Erzurumspor,Bez odstępnego,Kupno,CS U Craiova,2018/2019
560,Eduard StancioiuE. Stancioiu,37,Rumunia,Bramkarz,BRK,100 tys. €,Rumunia,FCSB,Bez odstępnego,Kupno,CS U Craiova,2018/2019
561,Florin GardosF. Gardos,29,Rumunia,Środkowy obrońca,ŚOB,"1,30 mln €",Anglia,FC Southampton,Bez odstępnego,Kupno,CS U Craiova,2018/2019
562,César Meza ColliC. Meza Colli,26,Paragwaj,Prawy napastnik,PNP,150 tys. €,Azerbejdżan,Keshla,Bez odstępnego,Kupno,CS U Craiova,2018/2019
563,Nuno RochaN. Rocha,26,Republika Zielonego Przylądka,Ofensywny pomocnik,OPM,700 tys. €,Rosja,Tosno,Bez odstępnego,Kupno,CS U Craiova,2018/2019
564,Isaac DonkorI. Donkor,22,Ghana,Środkowy obrońca,ŚOB,700 tys. €,Włochy,RC Cesena,Bez odstępnego,Kupno,CS U Craiova,2018/2019
565,Alexandru MitritaA. Mitrita,23,Rumunia,Lewy napastnik,LNP,"3,50 mln €",Stany Zjednaczone,NYCFC,"8,00 mln €",Sprzedaż,CS U Craiova,2018/2019
566,Alexandru BalutaA. Baluta,24,Rumunia,Prawy napastnik,PNP,"2,30 mln €",Czechy,Slavia Praga,"2,65 mln €",Sprzedaż,CS U Craiova,2018/2019
567,Vladimir ScreciuV. Screciu,18,Rumunia,Defensywny pomocnik,DPM,800 tys. €,Belgia,KRC Genk,"2,00 mln €",Sprzedaż,CS U Craiova,2018/2019
568,GustavoGustavo,26,Brazylia,Prawy napastnik,PNP,"1,60 mln €",Chiny,Liaoning FC,850 tys. €,Sprzedaż,CS U Craiova,2018/2019
569,Hristo ZlatinskiH. Zlatinski,33,Bułgaria,Defensywny pomocnik,DPM,750 tys. €,Rumunia,FCSB,Bez odstępnego,Sprzedaż,CS U Craiova,2018/2019
570,Nicolae CalanceaN. Calancea,32,Mołdawia,Bramkarz,BRK,400 tys. €,Rumunia,D. Calarasi,Bez odstępnego,Sprzedaż,CS U Craiova,2018/2019
571,Sergiu JurjS. Jurj,21,Rumunia,Środkowy napastnik,ŚNP,50 tys. €,Węgry,Kazincbarcika,Bez odstępnego,Sprzedaż,CS U Craiova,2018/2019
572,Simon MazaracheS. Mazarache,25,Rumunia,Środkowy napastnik,ŚNP,250 tys. €,Rumunia,Chiajna,Bez odstępnego,Sprzedaż,CS U Craiova,2018/2019
573,Apostol PopovA. Popov,35,Bułgaria,Środkowy obrońca,ŚOB,150 tys. €,Bułgaria,CSKA 1948,Bez odstępnego,Sprzedaż,CS U Craiova,2018/2019
574,Miodrag MitrovićM. Mitrović,27,Szwajcaria,Bramkarz,BRK,500 tys. €,-,Bez klubu,Bez odstępnego,Sprzedaż,CS U Craiova,2018/2019
575,Dominik GlavinaD. Glavina,26,Chorwacja,Cofnięty napastnik,CNP,100 tys. €,Cypr,EN Paralimniou,Bez odstępnego,Sprzedaż,CS U Craiova,2018/2019
576,Adrian JuncuA. Juncu,19,Rumunia,Lewy obrońca,LOB,-,Rumunia,SSC Farul,Bez odstępnego,Sprzedaż,CS U Craiova,2018/2019
577,André SantosA. Santos,29,Portugalia,Defensywny pomocnik,DPM,400 tys. €,-,Bez klubu,-,Sprzedaż,CS U Craiova,2018/2019
578,Cosmin CiocotealaC. Ciocoteala,20,Rumunia,Defensywny pomocnik,DPM,50 tys. €,-,Bez klubu,-,Sprzedaż,CS U Craiova,2018/2019
579,Fausto RossiF. Rossi,27,Włochy,Środkowy pomocnik,ŚPM,150 tys. €,-,Bez klubu,-,Sprzedaż,CS U Craiova,2018/2019
580,Andrei ArteanA. Artean,24,Rumunia,Środkowy pomocnik,ŚPM,550 tys. €,Rumunia,Poli Timisoara,100 tys. €,Kupno,FC Viitorul,2018/2019
581,Andreias CalcanA. Calcan,24,Rumunia,Lewy napastnik,LNP,350 tys. €,Holandia,Almere City,50 tys. €,Kupno,FC Viitorul,2018/2019
582,Srdjan LuchinS. Luchin,32,Rumunia,Środkowy obrońca,ŚOB,150 tys. €,Rumunia,CFR Cluj,Bez odstępnego,Kupno,FC Viitorul,2018/2019
583,Constantin DimaC. Dima,19,Rumunia,Środkowy obrońca,ŚOB,250 tys. €,Rumunia,Dinamo Bukaresz,Bez odstępnego,Kupno,FC Viitorul,2018/2019
584,EricEric,33,Brazylia,Ofensywny pomocnik,OPM,650 tys. €,Katar,Al Markhiya,Bez odstępnego,Kupno,FC Viitorul,2018/2019
585,Robert BajanR. Bajan,22,Rumunia,Prawy obrońca,POB,200 tys. €,Rumunia,Pandurii,Bez odstępnego,Kupno,FC Viitorul,2018/2019
586,Catalin TiraC. Tira,24,Rumunia,Środkowy napastnik,ŚNP,150 tys. €,Rumunia,Viitorul Tg.Jiu,Bez odstępnego,Kupno,FC Viitorul,2018/2019
587,Amir NatchoA. Natcho,22,Rosja,Środkowy pomocnik,ŚPM,100 tys. €,Rosja,Loko Moskau II,Bez odstępnego,Kupno,FC Viitorul,2018/2019
588,Bas KuipersB. Kuipers,24,Holandia,Lewy obrońca,LOB,200 tys. €,Holandia,ADO Den Haag,Bez odstępnego,Kupno,FC Viitorul,2018/2019
589,Eduard FlorescuE. Florescu,21,Rumunia,Ofensywny pomocnik,OPM,200 tys. €,Rumunia,CS Mioveni,Bez odstępnego,Kupno,FC Viitorul,2018/2019
590,Vlad AchimV. Achim,29,Rumunia,Środkowy pomocnik,ŚPM,500 tys. €,Rumunia,FCSB,Bez odstępnego,Kupno,FC Viitorul,2018/2019
591,Andrei TircoveanuA. Tircoveanu,21,Rumunia,Środkowy pomocnik,ŚPM,100 tys. €,Rumunia,Dinamo Bukaresz,Bez odstępnego,Kupno,FC Viitorul,2018/2019
592,George GaneaG. Ganea,19,Rumunia,Środkowy napastnik,ŚNP,50 tys. €,Rumunia,CFR Cluj,Bez odstępnego,Kupno,FC Viitorul,2018/2019
593,Lyes HouriL. Houri,22,Francja,Środkowy pomocnik,ŚPM,200 tys. €,Francja,RC Lens B,Bez odstępnego,Kupno,FC Viitorul,2018/2019
594,Tudor BalutaT. Baluta,19,Rumunia,Defensywny pomocnik,DPM,"1,30 mln €",Anglia,Brighton,"2,90 mln €",Sprzedaż,FC Viitorul,2018/2019
595,Alexandru CicaldauA. Cicaldau,20,Rumunia,Środkowy pomocnik,ŚPM,"1,50 mln €",Rumunia,CS U Craiova,"1,00 mln €",Sprzedaż,FC Viitorul,2018/2019
596,Cristian GaneaC. Ganea,26,Rumunia,Lewy obrońca,LOB,"1,80 mln €",Hiszpania,Athletic,"1,00 mln €",Sprzedaż,FC Viitorul,2018/2019
597,Razvan Mihai ProdanR. Prodan,19,Rumunia,Środkowy obrońca,ŚOB,25 tys. €,Rumunia,Daco-Getica,Bez odstępnego,Sprzedaż,FC Viitorul,2018/2019
598,Constantin DimaC. Dima,19,Rumunia,Środkowy obrońca,ŚOB,100 tys. €,Rumunia,Astra Giurgiu,Bez odstępnego,Sprzedaż,FC Viitorul,2018/2019
599,Robert RaducanuR. Raducanu,22,Rumunia,Środkowy napastnik,ŚNP,50 tys. €,Rumunia,Uni. Craiova,Bez odstępnego,Sprzedaż,FC Viitorul,2018/2019
600,Antonio CruceruA. Cruceru,22,Rumunia,Ofensywny pomocnik,OPM,50 tys. €,Rumunia,AFC Turris,Bez odstępnego,Sprzedaż,FC Viitorul,2018/2019
601,Dan PanaitD. Panait,21,Rumunia,Lewy obrońca,LOB,150 tys. €,Rumunia,Chindia,Bez odstępnego,Sprzedaż,FC Viitorul,2018/2019
602,Srdjan LuchinS. Luchin,32,Rumunia,Środkowy obrońca,ŚOB,250 tys. €,Rumunia,D. Calarasi,Bez odstępnego,Sprzedaż,FC Viitorul,2018/2019
603,Catalin TiraC. Tira,24,Rumunia,Środkowy napastnik,ŚNP,150 tys. €,Rumunia,Luceafarul,Bez odstępnego,Sprzedaż,FC Viitorul,2018/2019
604,Mihai VodutM. Vodut,24,Rumunia,Środkowy napastnik,ŚNP,450 tys. €,Izrael,B. Jerusalem,Bez odstępnego,Sprzedaż,FC Viitorul,2018/2019
605,Amir NatchoA. Natcho,22,Rosja,Środkowy pomocnik,ŚPM,100 tys. €,Białoruś,BATE Borysów,Bez odstępnego,Sprzedaż,FC Viitorul,2018/2019
606,Cristian GavraC. Gavra,25,Rumunia,Środkowy napastnik,ŚNP,200 tys. €,Rumunia,U Cluj,Bez odstępnego,Sprzedaż,FC Viitorul,2018/2019
607,Eduard FlorescuE. Florescu,21,Rumunia,Ofensywny pomocnik,OPM,200 tys. €,Rumunia,FC Botosani,Bez odstępnego,Sprzedaż,FC Viitorul,2018/2019
608,Robert BajanR. Bajan,23,Rumunia,Prawy obrońca,POB,100 tys. €,Rumunia,Rapid 1923,Bez odstępnego,Sprzedaż,FC Viitorul,2018/2019
609,Razvan HorjR. Horj,22,Rumunia,Środkowy obrońca,ŚOB,400 tys. €,Węgry,Újpest FC,?,Sprzedaż,FC Viitorul,2018/2019
610,Mailson LimaMailson Lima,24,Republika Zielonego Przylądka,Lewy pomocnik,LPM,300 tys. €,Armenia,Ararat-Armenia,?,Sprzedaż,FC Viitorul,2018/2019
611,Sorin RadoiS. Radoi,33,Rumunia,Prawy obrońca,POB,50 tys. €,-,Koniec kariery,-,Sprzedaż,FC Viitorul,2018/2019
612,Denis AlibecD. Alibec,27,Rumunia,Środkowy napastnik,ŚNP,"1,00 mln €",Rumunia,FCSB,"1,40 mln €",Kupno,Astra Giurgiu,2018/2019
613,Justin MengoloJ. Mengolo,25,Kamerun,Środkowy napastnik,ŚNP,350 tys. €,Turcja,Karabükspor,Bez odstępnego,Kupno,Astra Giurgiu,2018/2019
614,Constantin DimaC. Dima,19,Rumunia,Środkowy obrońca,ŚOB,100 tys. €,Rumunia,FC Viitorul,Bez odstępnego,Kupno,Astra Giurgiu,2018/2019
615,Nelut RosuN. Rosu,24,Rumunia,Środkowy pomocnik,ŚPM,"1,00 mln €",Bułgaria,Levski Sofia,Bez odstępnego,Kupno,Astra Giurgiu,2018/2019
616,Dylan BahamboulaD. Bahamboula,23,Kongo,Ofensywny pomocnik,OPM,600 tys. €,Francja,Dijon,Bez odstępnego,Kupno,Astra Giurgiu,2018/2019
617,Miguel SantosM. Santos,23,Portugalia,Bramkarz,BRK,200 tys. €,Holandia,Fortuna Sittard,Bez odstępnego,Kupno,Astra Giurgiu,2018/2019
618,Vahid HamboV. Hambo,24,Finlandia,Środkowy napastnik,ŚNP,100 tys. €,Finlandia,RoPS,Bez odstępnego,Kupno,Astra Giurgiu,2018/2019
619,Julien BègueJ. Bègue,24,Francja,Środkowy napastnik,ŚNP,600 tys. €,Francja,Bourg-en-Bresse,Bez odstępnego,Kupno,Astra Giurgiu,2018/2019
620,Mike CestorM. Cestor,26,Demokratyczna Republika Kongo,Środkowy obrońca,ŚOB,100 tys. €,Francja,SAS Epinal,Bez odstępnego,Kupno,Astra Giurgiu,2018/2019
621,Romário PiresRomário Pires,30,Brazylia,Środkowy pomocnik,ŚPM,600 tys. €,Izrael,M. Petah Tikva,Bez odstępnego,Kupno,Astra Giurgiu,2018/2019
622,Azdren LlullakuA. Llullaku,30,Albania,Lewy napastnik,LNP,500 tys. €,Włochy,Virtus Entella,Bez odstępnego,Kupno,Astra Giurgiu,2018/2019
623,Andrei TrusescuA. Trusescu,19,Rumunia,Lewy obrońca,LOB,25 tys. €,Rumunia,FC Coman,?,Kupno,Astra Giurgiu,2018/2019
624,Victor StinaV. Stina,20,Mołdawia,Ofensywny pomocnik,OPM,200 tys. €,Mołdawia,Zimbru Kiszynió,?,Kupno,Astra Giurgiu,2018/2019
625,Jacques ZouaJ. Zoua,27,Kamerun,Środkowy napastnik,ŚNP,500 tys. €,Belgia,Beerschot AC,-,Kupno,Astra Giurgiu,2018/2019
626,Djiman KoukouD. Koukou,27,Benin,Defensywny pomocnik,DPM,600 tys. €,-,Bez klubu,-,Kupno,Astra Giurgiu,2018/2019
627,Alexandru StanA. Stan,29,Rumunia,Lewy obrońca,LOB,750 tys. €,Rumunia,FCSB,300 tys. €,Sprzedaż,Astra Giurgiu,2018/2019
628,Plamen IlievP. Iliev,27,Bułgaria,Bramkarz,BRK,600 tys. €,Bułgaria,Ludogorets,150 tys. €,Sprzedaż,Astra Giurgiu,2018/2019
629,Marc KhalilM. Khalil,21,Rumunia,Środkowy napastnik,ŚNP,-,Rumunia,D. Calarasi,Bez odstępnego,Sprzedaż,Astra Giurgiu,2018/2019
630,Dylan BahamboulaD. Bahamboula,23,Kongo,Ofensywny pomocnik,OPM,350 tys. €,Algieria,CS Constantine,Bez odstępnego,Sprzedaż,Astra Giurgiu,2018/2019
631,Andrei PitianA. Pitian,22,Rumunia,Środkowy obrońca,ŚOB,250 tys. €,Rumunia,FC Botosani,Bez odstępnego,Sprzedaż,Astra Giurgiu,2018/2019
632,Laurentiu BusL. Bus,31,Rumunia,Prawy pomocnik,PPM,400 tys. €,Rumunia,FC Botosani,Bez odstępnego,Sprzedaż,Astra Giurgiu,2018/2019
633,Robert VilceanuR. Vilceanu,21,Rumunia,Ofensywny pomocnik,OPM,50 tys. €,Rumunia,Metaloglobus,Bez odstępnego,Sprzedaż,Astra Giurgiu,2018/2019
634,Piotr PolczakP. Polczak,31,Polska,Środkowy obrońca,ŚOB,500 tys. €,Polska,Z. Sosnowiec,Bez odstępnego,Sprzedaż,Astra Giurgiu,2018/2019
635,Vlad BarbulescuV. Barbulescu,21,Rumunia,Prawy napastnik,PNP,-,Rumunia,Ac. Clinceni,Bez odstępnego,Sprzedaż,Astra Giurgiu,2018/2019
636,Takayuki SetoT. Seto,32,Japonia,Defensywny pomocnik,DPM,750 tys. €,Japonia,Ventforet Kofu,Bez odstępnego,Sprzedaż,Astra Giurgiu,2018/2019
637,Bogdan ChipirliuB. Chipirliu,26,Rumunia,Środkowy napastnik,ŚNP,150 tys. €,Rumunia,Gloria Buzau,Bez odstępnego,Sprzedaż,Astra Giurgiu,2018/2019
638,Alexandru DandeaA. Dandea,30,Rumunia,Środkowy obrońca,ŚOB,550 tys. €,Rumunia,FC Hermannstadt,Bez odstępnego,Sprzedaż,Astra Giurgiu,2018/2019
639,Justin MengoloJ. Mengolo,25,Kamerun,Środkowy napastnik,ŚNP,200 tys. €,Malta,Gzira Utd,?,Sprzedaż,Astra Giurgiu,2018/2019
640,Ionut BosneagI. Bosneag,36,Rumunia,Bramkarz,BRK,50 tys. €,-,Koniec kariery,-,Sprzedaż,Astra Giurgiu,2018/2019
641,Djiman KoukouD. Koukou,28,Benin,Defensywny pomocnik,DPM,450 tys. €,-,Bez klubu,-,Sprzedaż,Astra Giurgiu,2018/2019
642,Ionut ChisiI. Chisi,22,Rumunia,Prawy pomocnik,PPM,25 tys. €,-,Bez klubu,-,Sprzedaż,Astra Giurgiu,2018/2019
643,Kamer QakaK. Qaka,23,Albania,Środkowy pomocnik,ŚPM,"1,00 mln €",Rumunia,FCSB,200 tys. €,Kupno,CSM Politehnica Iași,2018/2019
644,Laurentiu RusL. Rus,33,Rumunia,Defensywny pomocnik,DPM,250 tys. €,Rumunia,CFR Cluj,Bez odstępnego,Kupno,CSM Politehnica Iași,2018/2019
645,Paul PirvulescuP. Pirvulescu,29,Rumunia,Lewy obrońca,LOB,200 tys. €,Rumunia,Gaz Metan,Bez odstępnego,Kupno,CSM Politehnica Iași,2018/2019
646,AguinaldoAguinaldo,29,Angola,Środkowy napastnik,ŚNP,200 tys. €,Tajlandia,Ubon Utd.,Bez odstępnego,Kupno,CSM Politehnica Iași,2018/2019
647,João TeixeiraJoão Teixeira,22,Portugalia,Środkowy pomocnik,ŚPM,200 tys. €,Mołdawia,Zimbru Kiszynió,Bez odstępnego,Kupno,CSM Politehnica Iași,2018/2019
648,Adrià GallegoA. Gallego,28,Hiszpania,Prawy obrońca,POB,150 tys. €,Hiszpania,At. Saguntino,Bez odstępnego,Kupno,CSM Politehnica Iași,2018/2019
649,Moussa SanohM. Sanoh,22,Holandia,Prawy napastnik,PNP,150 tys. €,Anglia,Crawley Town,Bez odstępnego,Kupno,CSM Politehnica Iași,2018/2019
650,Dylan FloresD. Flores,25,Kostaryka,Ofensywny pomocnik,OPM,275 tys. €,Kostaryka,LD Alajuelense,Bez odstępnego,Kupno,CSM Politehnica Iași,2018/2019
651,Iulian RosuI. Rosu,24,Rumunia,Ofensywny pomocnik,OPM,100 tys. €,Rumunia,Metaloglobus,Bez odstępnego,Kupno,CSM Politehnica Iași,2018/2019
652,Willy SemedoWilly Semedo,24,Francja,Lewy napastnik,LNP,350 tys. €,Belgia,RSC Charleroi,Bez odstępnego,Kupno,CSM Politehnica Iași,2018/2019
653,Daudet N'DongalaD. N'Dongala,23,Francja,Prawy pomocnik,PPM,350 tys. €,Bułgaria,Botev Plovdiv,Bez odstępnego,Kupno,CSM Politehnica Iași,2018/2019
654,Alberto CobreaA. Cobrea,27,Rumunia,Bramkarz,BRK,600 tys. €,Rumunia,FC Botosani,Bez odstępnego,Kupno,CSM Politehnica Iași,2018/2019
655,Martin MimounM. Mimoun,26,Francja,Ofensywny pomocnik,OPM,300 tys. €,Francja,Paris FC,Bez odstępnego,Kupno,CSM Politehnica Iași,2018/2019
656,Boris GarrósB. Garrós,30,Hiszpania,Środkowy napastnik,ŚNP,200 tys. €,Grecja,Apollon Smyrnis,Bez odstępnego,Kupno,CSM Politehnica Iași,2018/2019
657,Lewis EnohL. Enoh,25,Kamerun,Środkowy napastnik,ŚNP,250 tys. €,Belgia,KSC Lokeren,Bez odstępnego,Kupno,CSM Politehnica Iași,2018/2019
658,Stefan PopescuS. Popescu,25,Rumunia,Lewy obrońca,LOB,200 tys. €,-,Bez klubu,Bez odstępnego,Kupno,CSM Politehnica Iași,2018/2019
659,PlatiniPlatini,32,Republika Zielonego Przylądka,Lewy napastnik,LNP,450 tys. €,Iran,Sanat Naft,Bez odstępnego,Kupno,CSM Politehnica Iași,2018/2019
660,Patrick PetreP. Petre,21,Rumunia,Prawy pomocnik,PPM,350 tys. €,Rumunia,Dinamo Bukaresz,Bez odstępnego,Kupno,CSM Politehnica Iași,2018/2019
661,Jacob SamnikJ. Samnik,18,Stany Zjednaczone,Bramkarz,BRK,-,Stany Zjednaczone,Kalonji SA,?,Kupno,CSM Politehnica Iași,2018/2019
662,Rubén MiñoR. Miño,29,Hiszpania,Bramkarz,BRK,500 tys. €,-,Bez klubu,-,Kupno,CSM Politehnica Iași,2018/2019
663,Cédric MongonguC. Mongongu,29,Demokratyczna Republika Kongo,Środkowy obrońca,ŚOB,550 tys. €,-,Bez klubu,-,Kupno,CSM Politehnica Iași,2018/2019
664,Kamer QakaK. Qaka,23,Albania,Środkowy pomocnik,ŚPM,"1,00 mln €",Rumunia,FCSB,400 tys. €,Sprzedaż,CSM Politehnica Iași,2018/2019
665,Andrei CristeaA. Cristea,34,Rumunia,Środkowy napastnik,ŚNP,300 tys. €,Rumunia,CS U Craiova,100 tys. €,Sprzedaż,CSM Politehnica Iași,2018/2019
666,Dylan FloresD. Flores,25,Kostaryka,Ofensywny pomocnik,OPM,700 tys. €,Rumunia,Sepsi Sf. Gh.,90 tys. €,Sprzedaż,CSM Politehnica Iași,2018/2019
667,PlatiniPlatini,32,Republika Zielonego Przylądka,Lewy napastnik,LNP,450 tys. €,Iran,Sanat Naft,50 tys. €,Sprzedaż,CSM Politehnica Iași,2018/2019
668,Vitalijs JagodinskisV. Jagodinskis,26,Łotwa,Środkowy obrońca,ŚOB,300 tys. €,Łotwa,Windawa,Bez odstępnego,Sprzedaż,CSM Politehnica Iași,2018/2019
669,Ivan KelavaI. Kelava,30,Chorwacja,Bramkarz,BRK,300 tys. €,Chorwacja,Inter Zapresic,Bez odstępnego,Sprzedaż,CSM Politehnica Iași,2018/2019
670,Paul PirvulescuP. Pirvulescu,30,Rumunia,Lewy obrońca,LOB,150 tys. €,Rumunia,Ac. Clinceni,Bez odstępnego,Sprzedaż,CSM Politehnica Iași,2018/2019
