,Piłkarz,Wiek,Narodowość,Pozycja,Poz,Wartość rynkowa,Klub pozyskujący/oddający państwo,Klub pozyskujący/oddający nazwa,Kwota odstępnego,Rodzaj transferu,Dotyczy klubu,Sezon
0,Lucas HernándezL. Hernández,23,Francja,Środkowy obrońca,ŚOB,"70,00 mln €",Hiszpania,Atlético Madryt,"80,00 mln €",Kupno,Bayern Monachium,2019/2020
1,Benjamin PavardB. Pavard,23,Francja,Prawy obrońca,POB,"30,00 mln €",Niemcy,Stuttgart,"35,00 mln €",Kupno,Bayern Monachium,2019/2020
2,Michaël CuisanceM. Cuisance,20,Francja,Środkowy pomocnik,ŚPM,"5,00 mln €",Niemcy,M´gladbach,"12,00 mln €",Kupno,Bayern Monachium,2019/2020
3,Fiete ArpFiete Arp,19,Niemcy,Środkowy napastnik,ŚNP,"4,00 mln €",Niemcy,Hamburg,"3,00 mln €",Kupno,Bayern Monachium,2019/2020
4,Mats HummelsM. Hummels,30,Niemcy,Środkowy obrońca,ŚOB,"35,00 mln €",Niemcy,Bor. Dortmund,"30,50 mln €",Sprzedaż,Bayern Monachium,2019/2020
5,Renato SanchesR. Sanches,22,Portugalia,Środkowy pomocnik,ŚPM,"18,00 mln €",Francja,LOSC Lille,"20,00 mln €",Sprzedaż,Bayern Monachium,2019/2020
6,Marco FriedlM. Friedl,21,Austria,Środkowy obrońca,ŚOB,"2,50 mln €",Niemcy,Werder Bremen,"3,50 mln €",Sprzedaż,Bayern Monachium,2019/2020
7,RafinhaRafinha,33,Brazylia,Prawy obrońca,POB,"3,00 mln €",Brazylia,Flamengo,Bez odstępnego,Sprzedaż,Bayern Monachium,2019/2020
8,Franck RibéryF. Ribéry,36,Francja,Lewy napastnik,LNP,"4,00 mln €",Włochy,AC Fiorentina,Bez odstępnego,Sprzedaż,Bayern Monachium,2019/2020
9,Arjen RobbenA. Robben,35,Holandia,Prawy napastnik,PNP,"4,00 mln €",-,Koniec kariery,-,Sprzedaż,Bayern Monachium,2019/2020
10,Mats HummelsM. Hummels,30,Niemcy,Środkowy obrońca,ŚOB,"35,00 mln €",Niemcy,Bayern,"30,50 mln €",Kupno,Borussia Dortmund,2019/2020
11,Thorgan HazardT. Hazard,26,Belgia,Lewy napastnik,LNP,"38,00 mln €",Niemcy,M´gladbach,"25,50 mln €",Kupno,Borussia Dortmund,2019/2020
12,Nico SchulzN. Schulz,26,Niemcy,Lewy obrońca,LOB,"25,00 mln €",Niemcy,Hoffenheim,"25,50 mln €",Kupno,Borussia Dortmund,2019/2020
13,Julian BrandtJ. Brandt,23,Niemcy,Środkowy pomocnik,ŚPM,"50,00 mln €",Niemcy,Bay. Leverkusen,"25,00 mln €",Kupno,Borussia Dortmund,2019/2020
14,Paco AlcácerP. Alcácer,25,Hiszpania,Środkowy napastnik,ŚNP,"37,00 mln €",Hiszpania,FC Barcelona,"21,00 mln €",Kupno,Borussia Dortmund,2019/2020
15,Erling HaalandE. Haaland,19,Norwegia,Środkowy napastnik,ŚNP,"45,00 mln €",Austria,RB Salzburg,"20,00 mln €",Kupno,Borussia Dortmund,2019/2020
16,Mateu MoreyM. Morey,19,Hiszpania,Prawy obrońca,POB,300 tys. €,Hiszpania,Barça U19,Bez odstępnego,Kupno,Borussia Dortmund,2019/2020
17,Abdou DialloA. Diallo,23,Francja,Środkowy obrońca,ŚOB,"35,00 mln €",Francja,Paris SG,"32,00 mln €",Sprzedaż,Borussia Dortmund,2019/2020
18,Paco AlcácerP. Alcácer,26,Hiszpania,Środkowy napastnik,ŚNP,"42,00 mln €",Hiszpania,Villarreal CF,"23,00 mln €",Sprzedaż,Borussia Dortmund,2019/2020
19,Julian WeiglJ. Weigl,24,Niemcy,Defensywny pomocnik,DPM,"23,00 mln €",Portugalia,Benfica,"20,00 mln €",Sprzedaż,Borussia Dortmund,2019/2020
20,Maximilian PhilippM. Philipp,25,Niemcy,Cofnięty napastnik,CNP,"13,00 mln €",Rosja,Dynamo Moskwa,"20,00 mln €",Sprzedaż,Borussia Dortmund,2019/2020
21,Jacob Bruun LarsenJ. Bruun Larsen,21,Dania,Lewy napastnik,LNP,"12,00 mln €",Niemcy,Hoffenheim,"9,00 mln €",Sprzedaż,Borussia Dortmund,2019/2020
22,Alexander IsakA. Isak,19,Szwecja,Środkowy napastnik,ŚNP,"8,00 mln €",Hiszpania,Real Sociedad,"6,50 mln €",Sprzedaż,Borussia Dortmund,2019/2020
23,Sebastian RodeS. Rode,28,Niemcy,Środkowy pomocnik,ŚPM,"3,00 mln €",Niemcy,E. Frankfurt,"4,00 mln €",Sprzedaż,Borussia Dortmund,2019/2020
24,Shinji KagawaS. Kagawa,30,Japonia,Ofensywny pomocnik,OPM,"6,00 mln €",Hiszpania,Real Zaragoza,"3,00 mln €",Sprzedaż,Borussia Dortmund,2019/2020
25,Dani OlmoDani Olmo,21,Hiszpania,Ofensywny pomocnik,OPM,"35,00 mln €",Chorwacja,Dinamo Zagrzeb,"19,00 mln €",Kupno,RasenBallsport Leipzig,2019/2020
26,Ademola LookmanA. Lookman,21,Anglia,Lewy napastnik,LNP,"20,00 mln €",Anglia,Everton,"18,00 mln €",Kupno,RasenBallsport Leipzig,2019/2020
27,Christopher NkunkuC. Nkunku,21,Francja,Ofensywny pomocnik,OPM,"12,00 mln €",Francja,Paris SG,"13,00 mln €",Kupno,RasenBallsport Leipzig,2019/2020
28,Hannes WolfH. Wolf,20,Austria,Ofensywny pomocnik,OPM,"12,00 mln €",Austria,RB Salzburg,"12,00 mln €",Kupno,RasenBallsport Leipzig,2019/2020
29,Luan CândidoL. Cândido,18,Brazylia,Lewy obrońca,LOB,"4,00 mln €",Brazylia,Palmeiras B,"8,00 mln €",Kupno,RasenBallsport Leipzig,2019/2020
30,Philipp TschaunerP. Tschauner,33,Niemcy,Bramkarz,BRK,400 tys. €,Niemcy,Hannover 96,350 tys. €,Kupno,RasenBallsport Leipzig,2019/2020
31,Matheus CunhaM. Cunha,20,Brazylia,Środkowy napastnik,ŚNP,"13,00 mln €",Niemcy,Hertha BSC,"18,00 mln €",Sprzedaż,RasenBallsport Leipzig,2019/2020
32,BrumaBruma,24,Portugalia,Lewy napastnik,LNP,"10,00 mln €",Holandia,PSV Eindhoven,"15,00 mln €",Sprzedaż,RasenBallsport Leipzig,2019/2020
33,Diego DemmeD. Demme,28,Niemcy,Defensywny pomocnik,DPM,"17,00 mln €",Włochy,SSC Napoli,"12,00 mln €",Sprzedaż,RasenBallsport Leipzig,2019/2020
34,Stefan IlsankerS. Ilsanker,30,Austria,Defensywny pomocnik,DPM,"3,00 mln €",Niemcy,E. Frankfurt,500 tys. €,Sprzedaż,RasenBallsport Leipzig,2019/2020
35,Elias AbouchabakaE. Abouchabaka,19,Niemcy,Ofensywny pomocnik,OPM,200 tys. €,Portugalia,Vit. Guimarães,Bez odstępnego,Sprzedaż,RasenBallsport Leipzig,2019/2020
36,Julian KrahlJ. Krahl,19,Niemcy,Bramkarz,BRK,200 tys. €,Niemcy,Köln,Bez odstępnego,Sprzedaż,RasenBallsport Leipzig,2019/2020
37,Atinc NukanA. Nukan,26,Turcja,Środkowy obrońca,ŚOB,500 tys. €,Turcja,Göztepe,Bez odstępnego,Sprzedaż,RasenBallsport Leipzig,2019/2020
38,Marius MüllerM. Müller,25,Niemcy,Bramkarz,BRK,500 tys. €,Szwajcaria,FC Luzern,?,Sprzedaż,RasenBallsport Leipzig,2019/2020
39,Kerem DemirbayK. Demirbay,25,Niemcy,Środkowy pomocnik,ŚPM,"32,00 mln €",Niemcy,Hoffenheim,"32,00 mln €",Kupno,Bayer 04 Leverkusen,2019/2020
40,Edmond TapsobaE. Tapsoba,20,Burkina Faso,Środkowy obrońca,ŚOB,"4,50 mln €",Portugalia,Vit. Guimarães,"18,00 mln €",Kupno,Bayer 04 Leverkusen,2019/2020
41,Exequiel PalaciosE. Palacios,21,Argentyna,Środkowy pomocnik,ŚPM,"25,00 mln €",Argentyna,River Plate,"17,00 mln €",Kupno,Bayer 04 Leverkusen,2019/2020
42,Moussa DiabyM. Diaby,19,Francja,Lewy napastnik,LNP,"12,00 mln €",Francja,Paris SG,"15,00 mln €",Kupno,Bayer 04 Leverkusen,2019/2020
43,Nadiem AmiriN. Amiri,22,Niemcy,Ofensywny pomocnik,OPM,"17,00 mln €",Niemcy,Hoffenheim,"9,00 mln €",Kupno,Bayer 04 Leverkusen,2019/2020
44,Daley SinkgravenD. Sinkgraven,23,Holandia,Lewy obrońca,LOB,"3,00 mln €",Holandia,Ajax,"5,00 mln €",Kupno,Bayer 04 Leverkusen,2019/2020
45,Julian BrandtJ. Brandt,23,Niemcy,Środkowy pomocnik,ŚPM,"50,00 mln €",Niemcy,Bor. Dortmund,"25,00 mln €",Sprzedaż,Bayer 04 Leverkusen,2019/2020
46,Dominik KohrD. Kohr,25,Niemcy,Środkowy pomocnik,ŚPM,"4,00 mln €",Niemcy,E. Frankfurt,"8,50 mln €",Sprzedaż,Bayer 04 Leverkusen,2019/2020
47,Tomasz KuczT. Kucz,20,Polska,Bramkarz,BRK,250 tys. €,Portugalia,Guimarães B,Bez odstępnego,Sprzedaż,Bayer 04 Leverkusen,2019/2020
48,Thorsten KirschbaumT. Kirschbaum,32,Niemcy,Bramkarz,BRK,200 tys. €,Holandia,VVV-Venlo,Bez odstępnego,Sprzedaż,Bayer 04 Leverkusen,2019/2020
49,Sam SchreckS. Schreck,20,Niemcy,Ofensywny pomocnik,OPM,400 tys. €,Holandia,FC Groningen,?,Sprzedaż,Bayer 04 Leverkusen,2019/2020
50,Jan BollerJ. Boller,19,Niemcy,Środkowy obrońca,ŚOB,200 tys. €,Austria,LASK,?,Sprzedaż,Bayer 04 Leverkusen,2019/2020
51,Stefan LainerS. Lainer,26,Austria,Prawy obrońca,POB,"12,50 mln €",Austria,RB Salzburg,"12,50 mln €",Kupno,Borussia Mönchengladbach,2019/2020
52,Breel EmboloB. Embolo,22,Szwajcaria,Środkowy napastnik,ŚNP,"14,00 mln €",Niemcy,FC Schalke 04,"10,00 mln €",Kupno,Borussia Mönchengladbach,2019/2020
53,Marcus ThuramM. Thuram,21,Francja,Środkowy napastnik,ŚNP,"9,00 mln €",Francja,Guingamp,"9,00 mln €",Kupno,Borussia Mönchengladbach,2019/2020
54,Ramy BensebainiR. Bensebaini,24,Algieria,Lewy obrońca,LOB,"8,00 mln €",Francja,Rennes,"8,00 mln €",Kupno,Borussia Mönchengladbach,2019/2020
55,Max GrünMax Grün,32,Niemcy,Bramkarz,BRK,150 tys. €,Niemcy,SV Darmstadt 98,Bez odstępnego,Kupno,Borussia Mönchengladbach,2019/2020
56,Thorgan HazardT. Hazard,26,Belgia,Lewy napastnik,LNP,"38,00 mln €",Niemcy,Bor. Dortmund,"25,50 mln €",Sprzedaż,Borussia Mönchengladbach,2019/2020
57,Michaël CuisanceM. Cuisance,20,Francja,Środkowy pomocnik,ŚPM,"5,00 mln €",Niemcy,Bayern,"12,00 mln €",Sprzedaż,Borussia Mönchengladbach,2019/2020
58,Josip DrmicJ. Drmic,26,Szwajcaria,Środkowy napastnik,ŚNP,"3,00 mln €",Anglia,Norwich,Bez odstępnego,Sprzedaż,Borussia Mönchengladbach,2019/2020
59,Xaver SchlagerX. Schlager,21,Austria,Środkowy pomocnik,ŚPM,"15,00 mln €",Austria,RB Salzburg,"15,00 mln €",Kupno,VfL Wolfsburg,2019/2020
60,Marin PongracicM. Pongracic,22,Chorwacja,Środkowy obrońca,ŚOB,"6,00 mln €",Austria,RB Salzburg,"10,00 mln €",Kupno,VfL Wolfsburg,2019/2020
61,Kevin MbabuK. Mbabu,24,Szwajcaria,Prawy obrońca,POB,"10,00 mln €",Szwajcaria,BSC Young Boys,"9,20 mln €",Kupno,VfL Wolfsburg,2019/2020
62,João VictorJoão Victor,25,Brazylia,Lewy napastnik,LNP,"3,00 mln €",Austria,LASK,"3,50 mln €",Kupno,VfL Wolfsburg,2019/2020
63,Paulo OtávioPaulo Otávio,24,Brazylia,Lewy obrońca,LOB,"1,00 mln €",Niemcy,FC Ingolstadt,"1,10 mln €",Kupno,VfL Wolfsburg,2019/2020
64,Landry DimataL. Dimata,21,Belgia,Środkowy napastnik,ŚNP,"7,00 mln €",Belgia,RSC Anderlecht,"5,00 mln €",Sprzedaż,VfL Wolfsburg,2019/2020
65,Victor OsimhenV. Osimhen,20,Nigeria,Środkowy napastnik,ŚNP,"13,00 mln €",Belgia,RSC Charleroi,"3,50 mln €",Sprzedaż,VfL Wolfsburg,2019/2020
66,Luca ItterL. Itter,20,Niemcy,Lewy obrońca,LOB,"2,00 mln €",Niemcy,SC Freiburg,"2,50 mln €",Sprzedaż,VfL Wolfsburg,2019/2020
67,Riechedly BazoerR. Bazoer,22,Holandia,Środkowy pomocnik,ŚPM,"2,50 mln €",Holandia,Vitesse,"1,50 mln €",Sprzedaż,VfL Wolfsburg,2019/2020
68,Paul SeguinP. Seguin,24,Niemcy,Defensywny pomocnik,DPM,"1,00 mln €",Niemcy,Greuther Fürth,300 tys. €,Sprzedaż,VfL Wolfsburg,2019/2020
69,Sebastian JungS. Jung,29,Niemcy,Prawy obrońca,POB,500 tys. €,Niemcy,Hannover 96,Bez odstępnego,Sprzedaż,VfL Wolfsburg,2019/2020
70,Paul VerhaeghP. Verhaegh,35,Holandia,Prawy obrońca,POB,750 tys. €,Holandia,FC Twente,Bez odstępnego,Sprzedaż,VfL Wolfsburg,2019/2020
71,Paul-Georges NtepP. Ntep,27,Kamerun,Lewy napastnik,LNP,600 tys. €,-,Bez klubu,-,Sprzedaż,VfL Wolfsburg,2019/2020
72,Martin HintereggerM. Hinteregger,26,Austria,Środkowy obrońca,ŚOB,"16,00 mln €",Niemcy,FC Augsburg,"9,00 mln €",Kupno,Eintracht Frankfurt,2019/2020
73,Djibril SowD. Sow,22,Szwajcaria,Środkowy pomocnik,ŚPM,"9,00 mln €",Szwajcaria,BSC Young Boys,"9,00 mln €",Kupno,Eintracht Frankfurt,2019/2020
74,Dominik KohrD. Kohr,25,Niemcy,Środkowy pomocnik,ŚPM,"4,00 mln €",Niemcy,Bay. Leverkusen,"8,50 mln €",Kupno,Eintracht Frankfurt,2019/2020
75,Kevin TrappK. Trapp,29,Niemcy,Bramkarz,BRK,"10,00 mln €",Francja,Paris SG,"7,00 mln €",Kupno,Eintracht Frankfurt,2019/2020
76,Bas DostBas Dost,30,Holandia,Środkowy napastnik,ŚNP,"17,00 mln €",Portugalia,Sporting CP,"7,00 mln €",Kupno,Eintracht Frankfurt,2019/2020
77,Luka JovicL. Jovic,21,Serbia,Środkowy napastnik,ŚNP,"60,00 mln €",Portugalia,Benfica,"7,00 mln €",Kupno,Eintracht Frankfurt,2019/2020
78,Filip KosticF. Kostic,26,Serbia,Lewy pomocnik,LPM,"22,00 mln €",Niemcy,Hamburg,"6,00 mln €",Kupno,Eintracht Frankfurt,2019/2020
79,Dejan JoveljicD. Joveljic,19,Serbia,Środkowy napastnik,ŚNP,"4,00 mln €",Serbia,Crvena Zvezda,"4,00 mln €",Kupno,Eintracht Frankfurt,2019/2020
80,Sebastian RodeS. Rode,28,Niemcy,Środkowy pomocnik,ŚPM,"3,00 mln €",Niemcy,Bor. Dortmund,"4,00 mln €",Kupno,Eintracht Frankfurt,2019/2020
81,Stefan IlsankerS. Ilsanker,30,Austria,Defensywny pomocnik,DPM,"3,00 mln €",Niemcy,RB Leipzig,500 tys. €,Kupno,Eintracht Frankfurt,2019/2020
82,Erik DurmErik Durm,27,Niemcy,Lewy obrońca,LOB,"2,00 mln €",Anglia,Huddersfield,Bez odstępnego,Kupno,Eintracht Frankfurt,2019/2020
83,Rodrigo ZalazarR. Zalazar,19,Urugwaj,Środkowy pomocnik,ŚPM,50 tys. €,Hiszpania,A. Malagueño,Bez odstępnego,Kupno,Eintracht Frankfurt,2019/2020
84,Luka JovicL. Jovic,21,Serbia,Środkowy napastnik,ŚNP,"60,00 mln €",Hiszpania,Real Madryt,"60,00 mln €",Sprzedaż,Eintracht Frankfurt,2019/2020
85,Sébastien HallerS. Haller,25,Francja,Środkowy napastnik,ŚNP,"40,00 mln €",Anglia,West Ham Utd.,"40,00 mln €",Sprzedaż,Eintracht Frankfurt,2019/2020
86,Andersson OrdóñezA. Ordóñez,25,Ekwador,Środkowy obrońca,ŚOB,600 tys. €,Ekwador,LDU Quito,450 tys. €,Sprzedaż,Eintracht Frankfurt,2019/2020
87,Danny BlumD. Blum,28,Niemcy,Lewy napastnik,LNP,500 tys. €,Niemcy,VfL Bochum,250 tys. €,Sprzedaż,Eintracht Frankfurt,2019/2020
88,Max BesuschkowM. Besuschkow,22,Niemcy,Środkowy pomocnik,ŚPM,400 tys. €,Niemcy,Jahn Regensburg,100 tys. €,Sprzedaż,Eintracht Frankfurt,2019/2020
89,Nelson Mandela MbouhomN. Mbouhom,20,Kamerun,Cofnięty napastnik,CNP,200 tys. €,Niemcy,SF Lotte,Bez odstępnego,Sprzedaż,Eintracht Frankfurt,2019/2020
90,Mischa HäuserM. Häuser,19,Niemcy,Prawy pomocnik,PPM,150 tys. €,Niemcy,FSV Frankfurt,Bez odstępnego,Sprzedaż,Eintracht Frankfurt,2019/2020
91,Tobias StirlT. Stirl,19,Niemcy,Bramkarz,BRK,200 tys. €,Niemcy,Wolfsburg II,Bez odstępnego,Sprzedaż,Eintracht Frankfurt,2019/2020
92,Deji BeyreutherD. Beyreuther,19,Niemcy,Lewy obrońca,LOB,75 tys. €,Niemcy,Hoffenheim II,Bez odstępnego,Sprzedaż,Eintracht Frankfurt,2019/2020
93,Branimir HrgotaB. Hrgota,26,Szwecja,Środkowy napastnik,ŚNP,600 tys. €,Niemcy,Greuther Fürth,Bez odstępnego,Sprzedaż,Eintracht Frankfurt,2019/2020
94,Nicolai MüllerN. Müller,32,Niemcy,Prawy napastnik,PNP,"1,50 mln €",Australia,Western Sydney,Bez odstępnego,Sprzedaż,Eintracht Frankfurt,2019/2020
95,Patrice KabuyaP. Kabuya,19,Niemcy,Prawy napastnik,PNP,200 tys. €,Niemcy,Hamburger SV II,Bez odstępnego,Sprzedaż,Eintracht Frankfurt,2019/2020
96,Noel KnotheN. Knothe,20,Niemcy,Środkowy obrońca,ŚOB,100 tys. €,Niemcy,Nürnberg II,Bez odstępnego,Sprzedaż,Eintracht Frankfurt,2019/2020
97,Marc StenderaM. Stendera,23,Niemcy,Środkowy pomocnik,ŚPM,"1,50 mln €",-,Bez klubu,-,Sprzedaż,Eintracht Frankfurt,2019/2020
98,Taleb TawathaT. Tawatha,27,Izrael,Lewy obrońca,LOB,"1,00 mln €",-,Bez klubu,-,Sprzedaż,Eintracht Frankfurt,2019/2020
99,Niclas FüllkrugN. Füllkrug,26,Niemcy,Środkowy napastnik,ŚNP,"8,00 mln €",Niemcy,Hannover 96,"6,50 mln €",Kupno,SV Werder Bremen,2019/2020
100,Marco FriedlM. Friedl,21,Austria,Środkowy obrońca,ŚOB,"2,50 mln €",Niemcy,Bayern,"3,50 mln €",Kupno,SV Werder Bremen,2019/2020
101,Benjamin GollerB. Goller,20,Niemcy,Prawy napastnik,PNP,400 tys. €,Niemcy,FC Schalke 04,Bez odstępnego,Kupno,SV Werder Bremen,2019/2020
102,Robert BauerR. Bauer,24,Niemcy,Prawy obrońca,POB,"2,00 mln €",Rosja,Arsenal Tula,Bez odstępnego,Sprzedaż,SV Werder Bremen,2019/2020
103,Aron JóhannssonA. Jóhannsson,28,Stany Zjednaczone,Środkowy napastnik,ŚNP,750 tys. €,Szwecja,Hammarby,Bez odstępnego,Sprzedaż,SV Werder Bremen,2019/2020
104,Max KruseMax Kruse,31,Niemcy,Cofnięty napastnik,CNP,"12,00 mln €",Turcja,Fenerbahce,Bez odstępnego,Sprzedaż,SV Werder Bremen,2019/2020
105,Thanos PetsosT. Petsos,28,Grecja,Defensywny pomocnik,DPM,250 tys. €,-,Bez klubu,-,Sprzedaż,SV Werder Bremen,2019/2020
106,Munas DabburM. Dabbur,27,Izrael,Środkowy napastnik,ŚNP,"10,00 mln €",Hiszpania,Sevilla FC,"12,00 mln €",Kupno,TSG 1899 Hoffenheim,2019/2020
107,Diadie SamassékouD. Samassékou,23,Mali,Defensywny pomocnik,DPM,"20,00 mln €",Austria,RB Salzburg,"12,00 mln €",Kupno,TSG 1899 Hoffenheim,2019/2020
108,Robert SkovR. Skov,23,Dania,Prawy napastnik,PNP,"13,00 mln €",Dania,FC Kopenhaga,"10,00 mln €",Kupno,TSG 1899 Hoffenheim,2019/2020
109,Jacob Bruun LarsenJ. Bruun Larsen,21,Dania,Lewy napastnik,LNP,"12,00 mln €",Niemcy,Bor. Dortmund,"9,00 mln €",Kupno,TSG 1899 Hoffenheim,2019/2020
110,Ihlas BebouI. Bebou,25,Togo,Prawy napastnik,PNP,"12,00 mln €",Niemcy,Hannover 96,"8,50 mln €",Kupno,TSG 1899 Hoffenheim,2019/2020
111,Sargis AdamyanS. Adamyan,26,Armenia,Lewy napastnik,LNP,"3,00 mln €",Niemcy,Jahn Regensburg,"1,50 mln €",Kupno,TSG 1899 Hoffenheim,2019/2020
112,Philipp PentkeP. Pentke,34,Niemcy,Bramkarz,BRK,300 tys. €,Niemcy,Jahn Regensburg,Bez odstępnego,Kupno,TSG 1899 Hoffenheim,2019/2020
113,Konstantinos StafylidisK. Stafylidis,25,Grecja,Lewy obrońca,LOB,"3,00 mln €",Niemcy,FC Augsburg,Bez odstępnego,Kupno,TSG 1899 Hoffenheim,2019/2020
114,Michael EsserM. Esser,32,Niemcy,Bramkarz,BRK,500 tys. €,Niemcy,Hannover 96,Bez odstępnego,Kupno,TSG 1899 Hoffenheim,2019/2020
115,Domen GrilD. Gril,18,Słowenia,Bramkarz,BRK,200 tys. €,Słowenia,NK Bravo,?,Kupno,TSG 1899 Hoffenheim,2019/2020
116,JoelintonJoelinton,22,Brazylia,Środkowy napastnik,ŚNP,"35,00 mln €",Anglia,Newcastle Utd.,"44,00 mln €",Sprzedaż,TSG 1899 Hoffenheim,2019/2020
117,Kerem DemirbayK. Demirbay,25,Niemcy,Środkowy pomocnik,ŚPM,"32,00 mln €",Niemcy,Bay. Leverkusen,"32,00 mln €",Sprzedaż,TSG 1899 Hoffenheim,2019/2020
118,Nico SchulzN. Schulz,26,Niemcy,Lewy obrońca,LOB,"25,00 mln €",Niemcy,Bor. Dortmund,"25,50 mln €",Sprzedaż,TSG 1899 Hoffenheim,2019/2020
119,Nadiem AmiriN. Amiri,22,Niemcy,Ofensywny pomocnik,OPM,"17,00 mln €",Niemcy,Bay. Leverkusen,"9,00 mln €",Sprzedaż,TSG 1899 Hoffenheim,2019/2020
120,Vincenzo GrifoV. Grifo,26,Włochy,Lewy napastnik,LNP,"9,00 mln €",Niemcy,SC Freiburg,"7,00 mln €",Sprzedaż,TSG 1899 Hoffenheim,2019/2020
121,Antonio ColakA. Colak,25,Chorwacja,Środkowy napastnik,ŚNP,"2,00 mln €",Chorwacja,HNK Rijeka,850 tys. €,Sprzedaż,TSG 1899 Hoffenheim,2019/2020
122,Lukas RuppL. Rupp,29,Niemcy,Środkowy pomocnik,ŚPM,"3,00 mln €",Anglia,Norwich,500 tys. €,Sprzedaż,TSG 1899 Hoffenheim,2019/2020
123,Robin HackR. Hack,20,Niemcy,Lewy napastnik,LNP,500 tys. €,Niemcy,Nürnberg,500 tys. €,Sprzedaż,TSG 1899 Hoffenheim,2019/2020
124,Ádám SzalaiÁ. Szalai,31,Węgry,Środkowy napastnik,ŚNP,"3,00 mln €",Niemcy,1.FSV Mainz 05,Bez odstępnego,Sprzedaż,TSG 1899 Hoffenheim,2019/2020
125,Philipp OchsP. Ochs,22,Niemcy,Lewy napastnik,LNP,300 tys. €,Niemcy,Hannover 96,Bez odstępnego,Sprzedaż,TSG 1899 Hoffenheim,2019/2020
126,Robert ZuljR. Zulj,27,Austria,Ofensywny pomocnik,OPM,"1,00 mln €",Niemcy,VfL Bochum,?,Sprzedaż,TSG 1899 Hoffenheim,2019/2020
127,Dawid KownackiD. Kownacki,22,Polska,Środkowy napastnik,ŚNP,"7,50 mln €",Włochy,UC Sampdoria,"6,75 mln €",Kupno,Fortuna Düsseldorf,2019/2020
128,Nana AmpomahN. Ampomah,23,Ghana,Lewy napastnik,LNP,"2,50 mln €",Belgia,Waasl.-Beveren,"4,00 mln €",Kupno,Fortuna Düsseldorf,2019/2020
129,Markus SuttnerM. Suttner,32,Austria,Lewy obrońca,LOB,"1,50 mln €",Anglia,Brighton,Bez odstępnego,Kupno,Fortuna Düsseldorf,2019/2020
130,Florian KastenmeierF. Kastenmeier,22,Niemcy,Bramkarz,BRK,100 tys. €,Niemcy,Stuttgart II,Bez odstępnego,Kupno,Fortuna Düsseldorf,2019/2020
131,Kelvin OforiK. Ofori,18,Ghana,Ofensywny pomocnik,OPM,-,Ghana,Right to Dream,Bez odstępnego,Kupno,Fortuna Düsseldorf,2019/2020
132,Thomas PledlT. Pledl,25,Niemcy,Ofensywny pomocnik,OPM,"1,00 mln €",Niemcy,FC Ingolstadt,Bez odstępnego,Kupno,Fortuna Düsseldorf,2019/2020
133,Benito RamanB. Raman,24,Belgia,Lewy napastnik,LNP,"12,00 mln €",Niemcy,FC Schalke 04,"6,50 mln €",Sprzedaż,Fortuna Düsseldorf,2019/2020
134,Marvin DuckschM. Ducksch,25,Niemcy,Środkowy napastnik,ŚNP,"1,50 mln €",Niemcy,Hannover 96,"1,50 mln €",Sprzedaż,Fortuna Düsseldorf,2019/2020
135,Kianz FroeseK. Froese,23,Kanada,Środkowy pomocnik,ŚPM,150 tys. €,Niemcy,Saarbrücken,Bez odstępnego,Sprzedaż,Fortuna Düsseldorf,2019/2020
136,Emir KujovicE. Kujovic,31,Szwecja,Środkowy napastnik,ŚNP,250 tys. €,Szwecja,Djurgarden,Bez odstępnego,Sprzedaż,Fortuna Düsseldorf,2019/2020
137,Havard NielsenH. Nielsen,26,Norwegia,Środkowy napastnik,ŚNP,750 tys. €,Niemcy,Greuther Fürth,?,Sprzedaż,Fortuna Düsseldorf,2019/2020
138,Jaroslav DrobnyJ. Drobny,39,Czechy,Bramkarz,BRK,100 tys. €,-,Bez klubu,-,Sprzedaż,Fortuna Düsseldorf,2019/2020
139,Lucas TousartL. Tousart,22,Francja,Defensywny pomocnik,DPM,"20,00 mln €",Francja,Olympique Lyon,"25,00 mln €",Kupno,Hertha BSC,2019/2020
140,Krzysztof PiatekK. Piatek,24,Polska,Środkowy napastnik,ŚNP,"32,00 mln €",Włochy,AC Milan,"24,00 mln €",Kupno,Hertha BSC,2019/2020
141,Dodi LukebakioD. Lukebakio,21,Belgia,Prawy napastnik,PNP,"18,00 mln €",Anglia,Watford,"20,00 mln €",Kupno,Hertha BSC,2019/2020
142,Matheus CunhaM. Cunha,20,Brazylia,Środkowy napastnik,ŚNP,"13,00 mln €",Niemcy,RB Leipzig,"18,00 mln €",Kupno,Hertha BSC,2019/2020
143,Santiago AscacíbarS. Ascacíbar,22,Argentyna,Defensywny pomocnik,DPM,"10,00 mln €",Niemcy,Stuttgart,"10,00 mln €",Kupno,Hertha BSC,2019/2020
144,Eduard LöwenE. Löwen,22,Niemcy,Środkowy pomocnik,ŚPM,"7,00 mln €",Niemcy,Nürnberg,"7,00 mln €",Kupno,Hertha BSC,2019/2020
145,Daishawn RedanD. Redan,18,Holandia,Środkowy napastnik,ŚNP,-,Anglia,Chelsea U23,"2,70 mln €",Kupno,Hertha BSC,2019/2020
146,Dedryck BoyataD. Boyata,28,Belgia,Środkowy obrońca,ŚOB,"2,00 mln €",Szkocja,Celtic Glasgow,Bez odstępnego,Kupno,Hertha BSC,2019/2020
