,Piłkarz,Wiek,Narodowość,Pozycja,Poz,Wartość rynkowa,Klub pozyskujący/oddający państwo,Klub pozyskujący/oddający nazwa,Kwota odstępnego,Rodzaj transferu,Dotyczy klubu,Sezon
0,MalcomMalcom,22,Brazylia,Prawy napastnik,PNP,"40,00 mln €",Hiszpania,FC Barcelona,"40,00 mln €",Kupno,Zenit Petersburg,2019/2020
1,Douglas SantosD. Santos,25,Brazylia,Lewy obrońca,LOB,"10,00 mln €",Niemcy,Hamburg,"12,00 mln €",Kupno,Zenit Petersburg,2019/2020
2,Vyacheslav KaravaevV. Karavaev,24,Rosja,Prawy obrońca,POB,"3,00 mln €",Holandia,Vitesse,"8,00 mln €",Kupno,Zenit Petersburg,2019/2020
3,Aleksey SutorminA. Sutormin,25,Rosja,Prawy napastnik,PNP,"3,50 mln €",Rosja,Rubin Kazań,"3,00 mln €",Kupno,Zenit Petersburg,2019/2020
4,Danil KrugovoyD. Krugovoy,21,Rosja,Lewy obrońca,LOB,700 tys. €,Rosja,Ufa,"2,00 mln €",Kupno,Zenit Petersburg,2019/2020
5,Aleksandr VasyutinA. Vasyutin,24,Rosja,Bramkarz,BRK,500 tys. €,Norwegia,Sarpsborg 08,700 tys. €,Kupno,Zenit Petersburg,2019/2020
6,Miha MevljaM. Mevlja,29,Słowenia,Środkowy obrońca,ŚOB,"3,50 mln €",Rosja,Sochi,"4,00 mln €",Sprzedaż,Zenit Petersburg,2019/2020
7,Elmir NabiullinE. Nabiullin,24,Rosja,Lewy obrońca,LOB,"3,00 mln €",Rosja,Sochi,"3,00 mln €",Sprzedaż,Zenit Petersburg,2019/2020
8,Dmitri PolozD. Poloz,27,Rosja,Środkowy napastnik,ŚNP,"4,00 mln €",Rosja,Sochi,"3,00 mln €",Sprzedaż,Zenit Petersburg,2019/2020
9,Luka DjordjevicL. Djordjevic,25,Czarnogóra,Środkowy napastnik,ŚNP,"4,00 mln €",Rosja,Loko Moskwa,"2,50 mln €",Sprzedaż,Zenit Petersburg,2019/2020
10,Ivan NovoseltsevI. Novoseltsev,27,Rosja,Środkowy obrońca,ŚOB,"1,00 mln €",Rosja,Sochi,"2,00 mln €",Sprzedaż,Zenit Petersburg,2019/2020
11,Ibragim TsallagovI. Tsallagov,28,Rosja,Defensywny pomocnik,DPM,"2,00 mln €",Rosja,Sochi,800 tys. €,Sprzedaż,Zenit Petersburg,2019/2020
12,Egor BaburinE. Baburin,25,Rosja,Bramkarz,BRK,750 tys. €,Rosja,Rostov,500 tys. €,Sprzedaż,Zenit Petersburg,2019/2020
13,Christian NoboaC. Noboa,34,Ekwador,Środkowy pomocnik,ŚPM,"1,50 mln €",Rosja,Sochi,500 tys. €,Sprzedaż,Zenit Petersburg,2019/2020
14,Andrey PanyukovA. Panyukov,24,Rosja,Środkowy napastnik,ŚNP,"2,00 mln €",Rosja,Ural,300 tys. €,Sprzedaż,Zenit Petersburg,2019/2020
15,Yuri LodyginY. Lodygin,29,Rosja,Bramkarz,BRK,"1,50 mln €",Turcja,Gaziantep FK,Bez odstępnego,Sprzedaż,Zenit Petersburg,2019/2020
16,Matías KranevitterM. Kranevitter,26,Argentyna,Defensywny pomocnik,DPM,"2,80 mln €",Meksyk,Monterrey,Bez odstępnego,Sprzedaż,Zenit Petersburg,2019/2020
17,Anton ZabolotnyA. Zabolotny,28,Rosja,Środkowy napastnik,ŚNP,"1,00 mln €",Rosja,Sochi,Bez odstępnego,Sprzedaż,Zenit Petersburg,2019/2020
18,Luís NetoL. Neto,31,Portugalia,Środkowy obrońca,ŚOB,"2,50 mln €",Portugalia,Sporting CP,Bez odstępnego,Sprzedaż,Zenit Petersburg,2019/2020
19,Robert MakR. Mak,28,Słowacja,Lewy napastnik,LNP,"3,00 mln €",Turcja,Konyaspor,Bez odstępnego,Sprzedaż,Zenit Petersburg,2019/2020
20,Claudio MarchisioC. Marchisio,33,Włochy,Środkowy pomocnik,ŚPM,"3,00 mln €",-,Bez klubu,-,Sprzedaż,Zenit Petersburg,2019/2020
21,Grzegorz KrychowiakG. Krychowiak,29,Polska,Defensywny pomocnik,DPM,"18,00 mln €",Francja,Paris SG,"12,00 mln €",Kupno,Lokomotiw Moskwa,2019/2020
22,Luka DjordjevicL. Djordjevic,25,Czarnogóra,Środkowy napastnik,ŚNP,"4,00 mln €",Rosja,Zenit,"2,50 mln €",Kupno,Lokomotiw Moskwa,2019/2020
23,Murilo CerqueiraM. Cerqueira,22,Brazylia,Środkowy obrońca,ŚOB,"1,00 mln €",Brazylia,Cruzeiro,"2,50 mln €",Kupno,Lokomotiw Moskwa,2019/2020
24,Dmitri ZhivoglyadovD. Zhivoglyadov,25,Rosja,Prawy obrońca,POB,"2,80 mln €",Rosja,Ufa,"2,50 mln €",Kupno,Lokomotiw Moskwa,2019/2020
25,Arshak KoryanA. Koryan,24,Rosja,Prawy napastnik,PNP,500 tys. €,Rosja,Khimki,Bez odstępnego,Sprzedaż,Lokomotiw Moskwa,2019/2020
26,Vitali DenisovV. Denisov,32,Uzbekistan,Lewy obrońca,LOB,"1,50 mln €",Rosja,Rubin Kazań,Bez odstępnego,Sprzedaż,Lokomotiw Moskwa,2019/2020
27,Igor PortnyaginI. Portnyagin,30,Rosja,Środkowy napastnik,ŚNP,250 tys. €,Rosja,Nizhny Novgorod,Bez odstępnego,Sprzedaż,Lokomotiw Moskwa,2019/2020
28,Manuel FernandesM. Fernandes,33,Portugalia,Ofensywny pomocnik,OPM,"3,50 mln €",Rosja,Krasnodar,Bez odstępnego,Sprzedaż,Lokomotiw Moskwa,2019/2020
29,Alan KasaevA. Kasaev,33,Rosja,Lewy napastnik,LNP,300 tys. €,Rosja,Avangard Kursk,Bez odstępnego,Sprzedaż,Lokomotiw Moskwa,2019/2020
30,Timofey MargasovT. Margasov,27,Rosja,Prawy obrońca,POB,700 tys. €,Rosja,Sochi,Bez odstępnego,Sprzedaż,Lokomotiw Moskwa,2019/2020
31,Taras MykhalykT. Mykhalyk,35,Ukraina,Środkowy obrońca,ŚOB,50 tys. €,Ukraina,Wołyń Łuck,Bez odstępnego,Sprzedaż,Lokomotiw Moskwa,2019/2020
32,Igor DenisovI. Denisov,35,Rosja,Defensywny pomocnik,DPM,800 tys. €,-,Koniec kariery,-,Sprzedaż,Lokomotiw Moskwa,2019/2020
33,Dmitri TarasovD. Tarasov,32,Rosja,Defensywny pomocnik,DPM,"1,00 mln €",-,Bez klubu,-,Sprzedaż,Lokomotiw Moskwa,2019/2020
34,Rémy CabellaR. Cabella,29,Francja,Ofensywny pomocnik,OPM,"14,00 mln €",Francja,Saint-Étienne,"12,00 mln €",Kupno,FK Krasnodar,2019/2020
35,Tonny VilhenaT. Vilhena,24,Holandia,Środkowy pomocnik,ŚPM,"14,00 mln €",Holandia,Feyenoord,"9,00 mln €",Kupno,FK Krasnodar,2019/2020
36,Egor SorokinE. Sorokin,23,Rosja,Środkowy obrońca,ŚOB,"4,00 mln €",Rosja,Rubin Kazań,"4,00 mln €",Kupno,FK Krasnodar,2019/2020
37,KaioKaio,23,Brazylia,Defensywny pomocnik,DPM,"3,00 mln €",Portugalia,Santa Clara,"3,00 mln €",Kupno,FK Krasnodar,2019/2020
38,Younes NamliY. Namli,25,Dania,Ofensywny pomocnik,OPM,"3,00 mln €",Holandia,PEC Zwolle,"2,00 mln €",Kupno,FK Krasnodar,2019/2020
39,Ruslan KambolovR. Kambolov,29,Rosja,Defensywny pomocnik,DPM,"3,00 mln €",Rosja,Rubin Kazań,400 tys. €,Kupno,FK Krasnodar,2019/2020
40,Manuel FernandesM. Fernandes,33,Portugalia,Ofensywny pomocnik,OPM,"3,50 mln €",Rosja,Loko Moskwa,Bez odstępnego,Kupno,FK Krasnodar,2019/2020
41,Marcus BergM. Berg,32,Szwecja,Środkowy napastnik,ŚNP,"3,50 mln €",Zjednaczone Emiraty Arabskie,Al-Ain FC,Bez odstępnego,Kupno,FK Krasnodar,2019/2020
42,Pavel MamaevP. Mamaev,30,Rosja,Środkowy pomocnik,ŚPM,-,-,Sperre,-,Kupno,FK Krasnodar,2019/2020
43,Ivan IgnatjevI. Ignatjev,20,Rosja,Środkowy napastnik,ŚNP,"7,50 mln €",Rosja,Rubin Kazań,"7,00 mln €",Sprzedaż,FK Krasnodar,2019/2020
44,Christian CuevaC. Cueva,28,Peru,Ofensywny pomocnik,OPM,"4,00 mln €",Brazylia,Santos FC,"6,00 mln €",Sprzedaż,FK Krasnodar,2019/2020
45,Dmitri SkopintsevD. Skopintsev,22,Rosja,Lewy obrońca,LOB,"4,00 mln €",Rosja,Dynamo Moskwa,"4,30 mln €",Sprzedaż,FK Krasnodar,2019/2020
46,Andrei IvanA. Ivan,22,Rumunia,Lewy napastnik,LNP,"1,00 mln €",Rumunia,CS U Craiova,"1,50 mln €",Sprzedaż,FK Krasnodar,2019/2020
47,Tornike OkriashviliT. Okriashvili,27,Gruzja,Ofensywny pomocnik,OPM,800 tys. €,Cypr,Anorthosis,Bez odstępnego,Sprzedaż,FK Krasnodar,2019/2020
48,Charles KaboréC. Kaboré,31,Burkina Faso,Defensywny pomocnik,DPM,"5,50 mln €",Rosja,Dynamo Moskwa,Bez odstępnego,Sprzedaż,FK Krasnodar,2019/2020
49,Roman ShishkinR. Shishkin,32,Rosja,Prawy obrońca,POB,"1,00 mln €",Rosja,Torpedo Moskau,Bez odstępnego,Sprzedaż,FK Krasnodar,2019/2020
50,Mauricio PereyraM. Pereyra,29,Urugwaj,Ofensywny pomocnik,OPM,"7,00 mln €",Stany Zjednaczone,Orlando City SC,Bez odstępnego,Sprzedaż,FK Krasnodar,2019/2020
51,Pavel MamaevP. Mamaev,31,Rosja,Środkowy pomocnik,ŚPM,"3,00 mln €",-,Bez klubu,-,Sprzedaż,FK Krasnodar,2019/2020
52,Pavel MamaevP. Mamaev,30,Rosja,Środkowy pomocnik,ŚPM,-,-,Sperre,-,Sprzedaż,FK Krasnodar,2019/2020
53,Stefan StrandbergS. Strandberg,28,Norwegia,Środkowy obrońca,ŚOB,900 tys. €,-,Bez klubu,-,Sprzedaż,FK Krasnodar,2019/2020
54,Nikola VlasicN. Vlasic,21,Chorwacja,Ofensywny pomocnik,OPM,"20,00 mln €",Anglia,Everton,"15,70 mln €",Kupno,CSKA Moskwa,2019/2020
55,Igor DiveevI. Diveev,19,Rosja,Środkowy obrońca,ŚOB,"3,50 mln €",Rosja,Ufa,"1,50 mln €",Kupno,CSKA Moskwa,2019/2020
56,Ilya ShkurinI. Shkurin,20,Białoruś,Środkowy napastnik,ŚNP,750 tys. €,Białoruś,Dynamo Brest,500 tys. €,Kupno,CSKA Moskwa,2019/2020
57,Cédric GogouaC. Gogoua,25,Wybrzeże Kości Słoniowej,Środkowy obrońca,ŚOB,200 tys. €,Rosja,Tambov,400 tys. €,Kupno,CSKA Moskwa,2019/2020
58,Nikita KotinN. Kotin,17,Rosja,Środkowy obrońca,ŚOB,250 tys. €,Rosja,KS Samara II,130 tys. €,Kupno,CSKA Moskwa,2019/2020
59,Sergey TkachevS. Tkachev,30,Rosja,Ofensywny pomocnik,OPM,"4,00 mln €",Rosja,Arsenal Tula,"2,00 mln €",Sprzedaż,CSKA Moskwa,2019/2020
60,Nikita ChernovN. Chernov,23,Rosja,Środkowy obrońca,ŚOB,"1,80 mln €",Rosja,KS Samara,500 tys. €,Sprzedaż,CSKA Moskwa,2019/2020
61,Astemir GordyushenkoA. Gordyushenko,22,Rosja,Środkowy pomocnik,ŚPM,300 tys. €,Rosja,Torpedo Moskau,100 tys. €,Sprzedaż,CSKA Moskwa,2019/2020
62,Dmitri EfremovD. Efremov,24,Rosja,Lewy pomocnik,LPM,750 tys. €,Rosja,Ural,Bez odstępnego,Sprzedaż,CSKA Moskwa,2019/2020
63,Konstantin BazelyukK. Bazelyuk,26,Rosja,Środkowy napastnik,ŚNP,450 tys. €,Rosja,Mordovia,Bez odstępnego,Sprzedaż,CSKA Moskwa,2019/2020
64,Abel HernándezA. Hernández,28,Urugwaj,Środkowy napastnik,ŚNP,"4,00 mln €",Katar,Al Ahli,Bez odstępnego,Sprzedaż,CSKA Moskwa,2019/2020
65,Georgiy KyrnatsG. Kyrnats,21,Rosja,Bramkarz,BRK,200 tys. €,Rosja,SKA Khabarovsk,20 tys. €,Sprzedaż,CSKA Moskwa,2019/2020
66,Aleksandr MakarovA. Makarov,23,Rosja,Prawy napastnik,PNP,400 tys. €,Rosja,Avangard Kursk,?,Sprzedaż,CSKA Moskwa,2019/2020
67,Guus TilGuus Til,21,Holandia,Ofensywny pomocnik,OPM,"6,00 mln €",Holandia,AZ Alkmaar,"16,00 mln €",Kupno,Spartak Moskwa,2019/2020
68,Alex KralAlex Kral,21,Czechy,Defensywny pomocnik,DPM,"3,50 mln €",Czechy,Slavia Praga,"12,00 mln €",Kupno,Spartak Moskwa,2019/2020
69,Reziuan MirzovR. Mirzov,26,Rosja,Lewy napastnik,LNP,"2,50 mln €",Rosja,Rostov,"4,00 mln €",Kupno,Spartak Moskwa,2019/2020
70,Jordan LarssonJ. Larsson,22,Szwecja,Środkowy napastnik,ŚNP,800 tys. €,Szwecja,Norrköping,"4,00 mln €",Kupno,Spartak Moskwa,2019/2020
71,Ezequiel PonceE. Ponce,22,Argentyna,Środkowy napastnik,ŚNP,"4,00 mln €",Włochy,AS Roma,"3,00 mln €",Kupno,Spartak Moskwa,2019/2020
72,Zé LuísZé Luís,28,Republika Zielonego Przylądka,Środkowy napastnik,ŚNP,"8,00 mln €",Portugalia,FC Porto,"10,75 mln €",Sprzedaż,Spartak Moskwa,2019/2020
73,FernandoFernando,27,Brazylia,Defensywny pomocnik,DPM,"9,00 mln €",Chiny,BJ Sinobo Guoan,"9,60 mln €",Sprzedaż,Spartak Moskwa,2019/2020
74,Sofiane HanniS. Hanni,28,Algieria,Ofensywny pomocnik,OPM,"6,00 mln €",Katar,Al Gharafa,"3,50 mln €",Sprzedaż,Spartak Moskwa,2019/2020
75,Luiz AdrianoLuiz Adriano,32,Brazylia,Środkowy napastnik,ŚNP,"5,00 mln €",Brazylia,Palmeiras,"1,00 mln €",Sprzedaż,Spartak Moskwa,2019/2020
76,Jano AnanidzeJ. Ananidze,27,Gruzja,Ofensywny pomocnik,OPM,800 tys. €,Cypr,Anorthosis,Bez odstępnego,Sprzedaż,Spartak Moskwa,2019/2020
77,Dmitri KombarovD. Kombarov,32,Rosja,Lewy obrońca,LOB,"1,50 mln €",Rosja,KS Samara,Bez odstępnego,Sprzedaż,Spartak Moskwa,2019/2020
78,Salvatore BocchettiS. Bocchetti,32,Włochy,Środkowy obrońca,ŚOB,"1,50 mln €",Włochy,Hellas Verona,Bez odstępnego,Sprzedaż,Spartak Moskwa,2019/2020
79,Denis GlushakovD. Glushakov,32,Rosja,Środkowy pomocnik,ŚPM,"2,50 mln €",Rosja,Akhmat Grozny,Bez odstępnego,Sprzedaż,Spartak Moskwa,2019/2020
80,Sergey TkachevS. Tkachev,30,Rosja,Ofensywny pomocnik,OPM,"4,00 mln €",Rosja,CSKA Moskwa,"2,00 mln €",Kupno,Arsenal Tula,2019/2020
81,Goran CausicG. Causic,27,Serbia,Środkowy pomocnik,ŚPM,"1,50 mln €",Serbia,Crvena Zvezda,500 tys. €,Kupno,Arsenal Tula,2019/2020
82,Alexandru TudorieA. Tudorie,23,Rumunia,Środkowy napastnik,ŚNP,700 tys. €,Rumunia,FC Voluntari,400 tys. €,Kupno,Arsenal Tula,2019/2020
83,Lameck BandaL. Banda,18,Zambia,Prawy napastnik,PNP,-,Zambia,ZESCO United FC,250 tys. €,Kupno,Arsenal Tula,2019/2020
84,Kings KangwaK. Kangwa,20,Zambia,Ofensywny pomocnik,OPM,-,Zambia,Buildcon FC,250 tys. €,Kupno,Arsenal Tula,2019/2020
85,Yuri KovalevY. Kovalev,26,Białoruś,Prawy pomocnik,PPM,"1,00 mln €",Białoruś,Soligorsk,Bez odstępnego,Kupno,Arsenal Tula,2019/2020
86,Yuri LodyginY. Lodygin,29,Rosja,Bramkarz,BRK,500 tys. €,Turcja,Gaziantep FK,Bez odstępnego,Kupno,Arsenal Tula,2019/2020
87,Robert BauerR. Bauer,24,Niemcy,Prawy obrońca,POB,"2,00 mln €",Niemcy,Werder Bremen,Bez odstępnego,Kupno,Arsenal Tula,2019/2020
88,Roman MinaevR. Minaev,22,Rosja,Środkowy napastnik,ŚNP,400 tys. €,Rosja,Avangard Kursk,Bez odstępnego,Kupno,Arsenal Tula,2019/2020
89,Vladislav PanteleevV. Panteleev,22,Rosja,Środkowy pomocnik,ŚPM,900 tys. €,Rosja,Rubin Kazań,Bez odstępnego,Kupno,Arsenal Tula,2019/2020
90,Valeri GromykoV. Gromyko,22,Białoruś,Ofensywny pomocnik,OPM,500 tys. €,Białoruś,Soligorsk,Bez odstępnego,Kupno,Arsenal Tula,2019/2020
91,Evgeniy LutsenkoE. Lutsenko,32,Rosja,Środkowy napastnik,ŚNP,"1,00 mln €",Rosja,Dynamo Moskwa,Bez odstępnego,Kupno,Arsenal Tula,2019/2020
92,Aleksandr DovbnyaA. Dovbnya,23,Rosja,Środkowy obrońca,ŚOB,250 tys. €,Cypr,Pafos FC,Bez odstępnego,Kupno,Arsenal Tula,2019/2020
93,Mihail AleksandrovM. Aleksandrov,30,Bułgaria,Lewy obrońca,LOB,500 tys. €,Bułgaria,Arda Kardzhali,Bez odstępnego,Sprzedaż,Arsenal Tula,2019/2020
94,Adi GotliebA. Gotlieb,26,Izrael,Środkowy obrońca,ŚOB,500 tys. €,Izrael,Hapoel Tel Aviv,420 tys. €,Kupno,FK Orenburg,2019/2020
95,Andrey KlimovichA. Klimovich,31,Białoruś,Bramkarz,BRK,500 tys. €,Białoruś,Soligorsk,280 tys. €,Kupno,FK Orenburg,2019/2020
96,Filip RogicF. Rogic,26,Szwecja,Środkowy pomocnik,ŚPM,900 tys. €,Szwecja,Örebro SK,190 tys. €,Kupno,FK Orenburg,2019/2020
97,Joel FameyehJ. Fameyeh,22,Ghana,Środkowy napastnik,ŚNP,250 tys. €,Białoruś,Dynamo Brest,150 tys. €,Kupno,FK Orenburg,2019/2020
98,Islambek KuatI. Kuat,26,Kazachstan,Defensywny pomocnik,DPM,"2,00 mln €",Kazachstan,Kairat Almaty,Bez odstępnego,Kupno,FK Orenburg,2019/2020
99,Timur AyupovT. Ayupov,25,Rosja,Defensywny pomocnik,DPM,600 tys. €,Rosja,Nizhny Novgorod,Bez odstępnego,Kupno,FK Orenburg,2019/2020
100,Ivan LapshovI. Lapshov,20,Rosja,Środkowy obrońca,ŚOB,300 tys. €,Rosja,Loko-Kazanka M.,19 tys. €,Kupno,FK Orenburg,2019/2020
101,Ziga SkoflekZ. Skoflek,25,Słowenia,Prawy napastnik,PNP,300 tys. €,Słowenia,Rudar Velenje,?,Kupno,FK Orenburg,2019/2020
102,Aleksey SutorminA. Sutormin,25,Rosja,Prawy napastnik,PNP,"3,50 mln €",Rosja,Rubin Kazań,"2,00 mln €",Sprzedaż,FK Orenburg,2019/2020
103,Silvije BegicS. Begic,26,Chorwacja,Środkowy obrońca,ŚOB,"2,50 mln €",Rosja,Rubin Kazań,"1,20 mln €",Sprzedaż,FK Orenburg,2019/2020
104,Sergey BreevS. Breev,32,Rosja,Środkowy pomocnik,ŚPM,350 tys. €,Rosja,Avangard Kursk,Bez odstępnego,Sprzedaż,FK Orenburg,2019/2020
105,Mikhail BakaevM. Bakaev,31,Rosja,Defensywny pomocnik,DPM,250 tys. €,Rosja,Shinnik,Bez odstępnego,Sprzedaż,FK Orenburg,2019/2020
106,Adessoye OyewoleA. Oyewole,36,Rosja,Środkowy obrońca,ŚOB,25 tys. €,Rosja,Tambov,Bez odstępnego,Sprzedaż,FK Orenburg,2019/2020
107,Evgeniy FrolovE. Frolov,31,Rosja,Bramkarz,BRK,900 tys. €,Rosja,Sochi,Bez odstępnego,Sprzedaż,FK Orenburg,2019/2020
108,Denis PopovicD. Popovic,29,Słowenia,Środkowy pomocnik,ŚPM,"1,50 mln €",Szwajcaria,FC Zürich,Bez odstępnego,Sprzedaż,FK Orenburg,2019/2020
109,Vadim AfoninV. Afonin,32,Uzbekistan,Defensywny pomocnik,DPM,700 tys. €,Uzbekistan,Loko Tashkent,Bez odstępnego,Sprzedaż,FK Orenburg,2019/2020
110,Grigori ChirkinG. Chirkin,33,Rosja,Defensywny pomocnik,DPM,150 tys. €,Rosja,Avangard Kursk,Bez odstępnego,Sprzedaż,FK Orenburg,2019/2020
111,Andrey KozlovA. Kozlov,30,Rosja,Środkowy napastnik,ŚNP,750 tys. €,Rosja,Ufa,Bez odstępnego,Sprzedaż,FK Orenburg,2019/2020
112,Nikita MalyarovN. Malyarov,30,Rosja,Środkowy pomocnik,ŚPM,400 tys. €,-,Bez klubu,-,Sprzedaż,FK Orenburg,2019/2020
113,Dmitri AndreevD. Andreev,38,Rosja,Środkowy obrońca,ŚOB,-,-,Koniec kariery,-,Sprzedaż,FK Orenburg,2019/2020
114,Konrad MichalakK. Michalak,21,Polska,Prawy napastnik,PNP,750 tys. €,Polska,Lechia Gdańsk,"1,50 mln €",Kupno,Akhmat Grozny,2019/2020
115,Vladimir IljinV. Iljin,27,Rosja,Środkowy napastnik,ŚNP,"1,50 mln €",Rosja,Ural,435 tys. €,Kupno,Akhmat Grozny,2019/2020
116,Maksim NenakhovM. Nenakhov,21,Rosja,Lewy obrońca,LOB,650 tys. €,Rosja,Rotor Volgograd,220 tys. €,Kupno,Akhmat Grozny,2019/2020
117,Aleksandr MelikhovA. Melikhov,21,Rosja,Bramkarz,BRK,450 tys. €,Rosja,Tom Tomsk,100 tys. €,Kupno,Akhmat Grozny,2019/2020
118,Andrés PonceA. Ponce,22,Wenezuela,Środkowy napastnik,ŚNP,"1,00 mln €",Rosja,Anży,Bez odstępnego,Kupno,Akhmat Grozny,2019/2020
119,Pavel KaloshinP. Kaloshin,21,Rosja,Środkowy obrońca,ŚOB,700 tys. €,Rosja,Anży,Bez odstępnego,Kupno,Akhmat Grozny,2019/2020
120,Denis GlushakovD. Glushakov,32,Rosja,Środkowy pomocnik,ŚPM,"2,50 mln €",Rosja,Spartak Moskwa,Bez odstępnego,Kupno,Akhmat Grozny,2019/2020
121,Magomed MusalovM. Musalov,25,Rosja,Prawy obrońca,POB,600 tys. €,Rosja,Anży,Bez odstępnego,Kupno,Akhmat Grozny,2019/2020
122,Zaurbek PlievZ. Pliev,27,Rosja,Lewy obrońca,LOB,"1,30 mln €",Rosja,Dynamo Moskwa,"1,20 mln €",Sprzedaż,Akhmat Grozny,2019/2020
123,Apti AkhyadovA. Akhyadov,26,Rosja,Prawy napastnik,PNP,250 tys. €,Rosja,Tom Tomsk,Bez odstępnego,Sprzedaż,Akhmat Grozny,2019/2020
124,Bekim BalajB. Balaj,28,Albania,Środkowy napastnik,ŚNP,"1,30 mln €",Austria,Sturm Graz,Bez odstępnego,Sprzedaż,Akhmat Grozny,2019/2020
125,Milad MohammadiM. Mohammadi,25,Iran,Lewy obrońca,LOB,"5,00 mln €",Belgia,KAA Gent,Bez odstępnego,Sprzedaż,Akhmat Grozny,2019/2020
126,Ayub BatsuevA. Batsuev,22,Rosja,Środkowy pomocnik,ŚPM,250 tys. €,Kazachstan,Taraz,Bez odstępnego,Sprzedaż,Akhmat Grozny,2019/2020
127,Aleksandr SheplyakovA. Sheplyakov,23,Rosja,Bramkarz,BRK,150 tys. €,-,Bez klubu,-,Sprzedaż,Akhmat Grozny,2019/2020
128,RodolfoRodolfo,36,Brazylia,Środkowy obrońca,ŚOB,25 tys. €,-,Koniec kariery,-,Sprzedaż,Akhmat Grozny,2019/2020
129,Egor BaburinE. Baburin,25,Rosja,Bramkarz,BRK,750 tys. €,Rosja,Zenit,500 tys. €,Kupno,FK Rostov,2019/2020
130,Nikolay PoyarkovN. Poyarkov,19,Rosja,Lewy obrońca,LOB,175 tys. €,Rosja,Loko-Kazanka M.,300 tys. €,Kupno,FK Rostov,2019/2020
131,Maksim OsipenkoM. Osipenko,25,Rosja,Środkowy obrońca,ŚOB,700 tys. €,Rosja,Tambov,250 tys. €,Kupno,FK Rostov,2019/2020
132,Dmitri ChistyakovD. Chistyakov,25,Rosja,Środkowy obrońca,ŚOB,800 tys. €,Rosja,Tambov,125 tys. €,Kupno,FK Rostov,2019/2020
133,Maksim RudakovM. Rudakov,24,Rosja,Bramkarz,BRK,300 tys. €,Rosja,Zenit 2 S-Pb,100 tys. €,Kupno,FK Rostov,2019/2020
134,Aleksandr SaplinovA. Saplinov,21,Rosja,Cofnięty napastnik,CNP,500 tys. €,Rosja,Baltika,85 tys. €,Kupno,FK Rostov,2019/2020
135,Kirill MalyarovK. Malyarov,22,Rosja,Prawy obrońca,POB,300 tys. €,Rosja,Rotor Volgograd,Bez odstępnego,Kupno,FK Rostov,2019/2020
136,Aleksey KozlovA. Kozlov,32,Rosja,Prawy obrońca,POB,"1,00 mln €",Rosja,Dynamo Moskwa,Bez odstępnego,Kupno,FK Rostov,2019/2020
137,Danila ProshlyakovD. Proshlyakov,19,Rosja,Środkowy napastnik,ŚNP,350 tys. €,Rosja,Spartak 2,12 tys. €,Kupno,FK Rostov,2019/2020
138,Danila VedernikovD. Vedernikov,18,Rosja,Lewy obrońca,LOB,125 tys. €,Rosja,Krasnodar II,12 tys. €,Kupno,FK Rostov,2019/2020
139,Aleksandr DolgovA. Dolgov,20,Rosja,Środkowy napastnik,ŚNP,350 tys. €,Rosja,Loko-Kazanka M.,12 tys. €,Kupno,FK Rostov,2019/2020
140,Pavel MamaevP. Mamaev,31,Rosja,Środkowy pomocnik,ŚPM,"3,00 mln €",-,Bez klubu,-,Kupno,FK Rostov,2019/2020
141,Reziuan MirzovR. Mirzov,26,Rosja,Lewy napastnik,LNP,"2,50 mln €",Rosja,Spartak Moskwa,"4,00 mln €",Sprzedaż,FK Rostov,2019/2020
142,Matija BobenM. Boben,25,Słowenia,Środkowy obrońca,ŚOB,250 tys. €,Włochy,AS Livorno,450 tys. €,Sprzedaż,FK Rostov,2019/2020
143,Ragnar SigurdssonR. Sigurdsson,33,Islandia,Środkowy obrońca,ŚOB,"2,80 mln €",Dania,FC Kopenhaga,Bez odstępnego,Sprzedaż,FK Rostov,2019/2020
144,Aleksandr TroshechkinA. Troshechkin,23,Rosja,Defensywny pomocnik,DPM,600 tys. €,Rosja,Khimki,Bez odstępnego,Sprzedaż,FK Rostov,2019/2020
145,Sergey ParshivlyukS. Parshivlyuk,30,Rosja,Prawy obrońca,POB,"3,00 mln €",Rosja,Dynamo Moskwa,Bez odstępnego,Sprzedaż,FK Rostov,2019/2020
146,Alexandru GatcanA. Gatcan,35,Mołdawia,Defensywny pomocnik,DPM,300 tys. €,Rosja,KS Samara,Bez odstępnego,Sprzedaż,FK Rostov,2019/2020
147,Maciej WiluszM. Wilusz,31,Polska,Środkowy obrońca,ŚOB,800 tys. €,Rosja,Ural,Bez odstępnego,Sprzedaż,FK Rostov,2019/2020
148,Ilya AbaevI. Abaev,37,Rosja,Bramkarz,BRK,50 tys. €,Rosja,Chertanovo,Bez odstępnego,Sprzedaż,FK Rostov,2019/2020
149,Artem ShchadinA. Shchadin,26,Rosja,Lewy obrońca,LOB,600 tys. €,Białoruś,Torpedo Zhodino,?,Sprzedaż,FK Rostov,2019/2020
150,Timofey KalachevT. Kalachev,38,Białoruś,Prawy pomocnik,PPM,-,-,Koniec kariery,-,Sprzedaż,FK Rostov,2019/2020
151,Kirill MalyarovK. Malyarov,22,Rosja,Prawy obrońca,POB,300 tys. €,-,Bez klubu,-,Sprzedaż,FK Rostov,2019/2020
