,Piłkarz,Wiek,Narodowość,Pozycja,Poz,Wartość rynkowa,Klub pozyskujący/oddający państwo,Klub pozyskujący/oddający nazwa,Kwota odstępnego,Rodzaj transferu,Dotyczy klubu,Sezon
0,Eldar CivicE. Civic,23,Bośnia i Hercegowina,Lewy obrońca,LOB,"1,00 mln €",Czechy,Sparta Praga,"1,00 mln €",Kupno,Ferencvárosi TC,2019/2020
1,Franck BoliF. Boli,25,Wybrzeże Kości Słoniowej,Środkowy napastnik,ŚNP,700 tys. €,Norwegia,Stabæk Fotball,"1,00 mln €",Kupno,Ferencvárosi TC,2019/2020
2,Michal SkvarkaM. Skvarka,26,Słowacja,Środkowy pomocnik,ŚPM,650 tys. €,Słowacja,MSK Zilina,200 tys. €,Kupno,Ferencvárosi TC,2019/2020
3,Dávid GrófD. Gróf,30,Węgry,Bramkarz,BRK,550 tys. €,Węgry,Honvéd,Bez odstępnego,Kupno,Ferencvárosi TC,2019/2020
4,SomáliaSomália,31,Brazylia,Środkowy pomocnik,ŚPM,"2,00 mln €",Arabia Saudyjska,Shabab,Bez odstępnego,Kupno,Ferencvárosi TC,2019/2020
5,Gergő SzécsiG. Szécsi,30,Węgry,Bramkarz,BRK,100 tys. €,Węgry,Balmazújváros,Bez odstępnego,Kupno,Ferencvárosi TC,2019/2020
6,Bálint VécseiB. Vécsei,26,Węgry,Środkowy pomocnik,ŚPM,"1,00 mln €",Szwajcaria,FC Lugano,?,Kupno,Ferencvárosi TC,2019/2020
7,Regő SzánthóR. Szánthó,19,Węgry,Lewy napastnik,LNP,150 tys. €,Węgry,ETO FC Győr,?,Kupno,Ferencvárosi TC,2019/2020
8,Fernando GorriaránF. Gorriarán,24,Urugwaj,Środkowy pomocnik,ŚPM,"1,50 mln €",Meksyk,Santos Laguna,"2,50 mln €",Sprzedaż,Ferencvárosi TC,2019/2020
9,Stefan SpirovskiS. Spirovski,29,Macedonia Północna,Defensywny pomocnik,DPM,750 tys. €,Izrael,Hapoel Tel Aviv,100 tys. €,Sprzedaż,Ferencvárosi TC,2019/2020
10,Marten WilmotsM. Wilmots,20,Belgia,Ofensywny pomocnik,OPM,50 tys. €,Słowenia,NK Triglav,Bez odstępnego,Sprzedaż,Ferencvárosi TC,2019/2020
11,Julian KochJ. Koch,28,Niemcy,Defensywny pomocnik,DPM,200 tys. €,Niemcy,VfL Hörde,Bez odstępnego,Sprzedaż,Ferencvárosi TC,2019/2020
12,Ádám HolczerÁ. Holczer,31,Węgry,Bramkarz,BRK,150 tys. €,Węgry,Paksi FC,Bez odstępnego,Sprzedaż,Ferencvárosi TC,2019/2020
13,Tamás PriskinT. Priskin,33,Węgry,Środkowy napastnik,ŚNP,250 tys. €,Węgry,ETO FC Győr,Bez odstępnego,Sprzedaż,Ferencvárosi TC,2019/2020
14,Dániel BödeD. Böde,32,Węgry,Środkowy napastnik,ŚNP,500 tys. €,Węgry,Paksi FC,Bez odstępnego,Sprzedaż,Ferencvárosi TC,2019/2020
15,István LakatosI. Lakatos,20,Węgry,Lewy napastnik,LNP,100 tys. €,Węgry,FC Ajka,Bez odstępnego,Sprzedaż,Ferencvárosi TC,2019/2020
16,Rui PedroRui Pedro,31,Portugalia,Ofensywny pomocnik,OPM,400 tys. €,Węgry,Diósgyőr,?,Sprzedaż,Ferencvárosi TC,2019/2020
17,Matías RodríguezM. Rodríguez,26,Argentyna,Ofensywny pomocnik,OPM,450 tys. €,Kolumbia,Cúcuta Dep.,?,Sprzedaż,Ferencvárosi TC,2019/2020
18,Norbert KundrákN. Kundrák,20,Węgry,Środkowy napastnik,ŚNP,150 tys. €,Węgry,Debrecen,?,Sprzedaż,Ferencvárosi TC,2019/2020
19,Ivan PetryakI. Petryak,25,Ukraina,Lewy napastnik,LNP,"2,00 mln €",Ukraina,Szachtar D.,"1,20 mln €",Kupno,MOL Fehérvár FC,2019/2020
20,Lyes HouriL. Houri,24,Francja,Środkowy pomocnik,ŚPM,"1,00 mln €",Rumunia,FC Viitorul,600 tys. €,Kupno,MOL Fehérvár FC,2019/2020
21,Dániel ZsóriD. Zsóri,18,Węgry,Środkowy napastnik,ŚNP,250 tys. €,Węgry,Debrecen,400 tys. €,Kupno,MOL Fehérvár FC,2019/2020
22,Adrian RusA. Rus,23,Rumunia,Środkowy obrońca,ŚOB,800 tys. €,Węgry,Puskás AFC,400 tys. €,Kupno,MOL Fehérvár FC,2019/2020
23,Visar MusliuV. Musliu,24,Macedonia Północna,Środkowy obrońca,ŚOB,"1,00 mln €",Macedonia Północna,Shkendija,400 tys. €,Kupno,MOL Fehérvár FC,2019/2020
24,Dániel KovácsD. Kovács,25,Węgry,Bramkarz,BRK,100 tys. €,Węgry,Soroksár,Bez odstępnego,Kupno,MOL Fehérvár FC,2019/2020
25,Nemanja NikolicsN. Nikolics,32,Węgry,Środkowy napastnik,ŚNP,"3,00 mln €",Stany Zjednaczone,Chicago Fire,Bez odstępnego,Kupno,MOL Fehérvár FC,2019/2020
26,Patrik NyáriP. Nyári,18,Węgry,Środkowy pomocnik,ŚPM,75 tys. €,Węgry,Haladás,?,Kupno,MOL Fehérvár FC,2019/2020
27,Funsho BamgboyeF. Bamgboye,20,Nigeria,Prawy napastnik,PNP,100 tys. €,Węgry,Haladás,?,Kupno,MOL Fehérvár FC,2019/2020
28,Bence Gundel-TakácsB. Gundel-Takács,21,Węgry,Bramkarz,BRK,150 tys. €,Węgry,Újpest FC,?,Kupno,MOL Fehérvár FC,2019/2020
29,Marko ScepovicM. Scepovic,28,Serbia,Środkowy napastnik,ŚNP,800 tys. €,Turcja,C. Rizespor,800 tys. €,Sprzedaż,MOL Fehérvár FC,2019/2020
30,András HársfalviA. Hársfalvi,22,Węgry,Bramkarz,BRK,75 tys. €,Węgry,Gyirmót FC,Bez odstępnego,Sprzedaż,MOL Fehérvár FC,2019/2020
31,Bence SósB. Sós,25,Węgry,Lewy napastnik,LNP,250 tys. €,Węgry,Puskás AFC,Bez odstępnego,Sprzedaż,MOL Fehérvár FC,2019/2020
32,Patrik RétiP. Réti,20,Węgry,Defensywny pomocnik,DPM,100 tys. €,Węgry,BFC Siófok,Bez odstępnego,Sprzedaż,MOL Fehérvár FC,2019/2020
33,Elvir HadzicE. Hadzic,20,Austria,Cofnięty napastnik,CNP,100 tys. €,Austria,FC Dornbirn,Bez odstępnego,Sprzedaż,MOL Fehérvár FC,2019/2020
34,Joan CampinsJ. Campins,24,Hiszpania,Prawy obrońca,POB,150 tys. €,Belgia,Mouscron,Bez odstępnego,Sprzedaż,MOL Fehérvár FC,2019/2020
35,Zsombor BévárdiZ. Bévárdi,20,Węgry,Prawy napastnik,PNP,150 tys. €,Węgry,Debrecen,Bez odstępnego,Sprzedaż,MOL Fehérvár FC,2019/2020
36,Bence SzabóB. Szabó,21,Węgry,Ofensywny pomocnik,OPM,150 tys. €,Węgry,Diósgyőr,?,Sprzedaż,MOL Fehérvár FC,2019/2020
37,Tomas TujvelT. Tujvel,35,Węgry,Bramkarz,BRK,150 tys. €,Węgry,Honvéd,?,Sprzedaż,MOL Fehérvár FC,2019/2020
38,Bence TóthB. Tóth,21,Węgry,Środkowy obrońca,ŚOB,200 tys. €,Węgry,Vasas FC,?,Sprzedaż,MOL Fehérvár FC,2019/2020
39,Anel HadzicA. Hadzic,30,Bośnia i Hercegowina,Defensywny pomocnik,DPM,475 tys. €,-,Bez klubu,-,Sprzedaż,MOL Fehérvár FC,2019/2020
40,Zsombor BévárdiZ. Bévárdi,20,Węgry,Prawy napastnik,PNP,150 tys. €,Węgry,Fehérvár,Bez odstępnego,Kupno,Debreceni VSC,2019/2020
41,Yuriy GabovdaY. Gabovda,30,Ukraina,Prawy obrońca,POB,200 tys. €,Węgry,Haladás,Bez odstępnego,Kupno,Debreceni VSC,2019/2020
42,Nikola TrujicN. Trujic,27,Serbia,Lewy napastnik,LNP,350 tys. €,Serbia,Vozdovac,Bez odstępnego,Kupno,Debreceni VSC,2019/2020
43,Florentin BouoliF. Bouoli,21,Kamerun,Środkowy napastnik,ŚNP,-,Nieznana,Nieznany,Bez odstępnego,Kupno,Debreceni VSC,2019/2020
44,Tunde AdenijiT. Adeniji,23,Nigeria,Środkowy napastnik,ŚNP,450 tys. €,Kuwejt,Al-Nasr,Bez odstępnego,Kupno,Debreceni VSC,2019/2020
45,Luka MilunovicL. Milunovic,27,Serbia,Ofensywny pomocnik,OPM,400 tys. €,Malezja,Melaka Utd. SA,Bez odstępnego,Kupno,Debreceni VSC,2019/2020
46,Haruna GarbaH. Garba,25,Nigeria,Środkowy napastnik,ŚNP,250 tys. €,Malta,Gzira Utd,Bez odstępnego,Kupno,Debreceni VSC,2019/2020
47,Arthur GyörgyiA. Györgyi,22,Węgry,Lewy napastnik,LNP,-,Rumunia,Csikszereda,Bez odstępnego,Kupno,Debreceni VSC,2019/2020
48,Márk SzécsiM. Szécsi,25,Węgry,Środkowy napastnik,ŚNP,175 tys. €,Węgry,Puskás AFC,?,Kupno,Debreceni VSC,2019/2020
49,Norbert KundrákN. Kundrák,20,Węgry,Środkowy napastnik,ŚNP,150 tys. €,Węgry,Ferencváros,?,Kupno,Debreceni VSC,2019/2020
50,Bence SzabóB. Szabó,22,Węgry,Ofensywny pomocnik,OPM,200 tys. €,-,Bez klubu,-,Kupno,Debreceni VSC,2019/2020
51,Dániel ZsóriD. Zsóri,18,Węgry,Środkowy napastnik,ŚNP,250 tys. €,Węgry,Fehérvár,400 tys. €,Sprzedaż,Debreceni VSC,2019/2020
52,Arthur GyörgyiA. Györgyi,22,Węgry,Lewy napastnik,LNP,100 tys. €,Węgry,Nyíregyháza,Bez odstępnego,Sprzedaż,Debreceni VSC,2019/2020
53,Haris TabakovicH. Tabakovic,25,Szwajcaria,Środkowy napastnik,ŚNP,350 tys. €,Węgry,Diósgyőr,Bez odstępnego,Sprzedaż,Debreceni VSC,2019/2020
54,Danilo SekulicD. Sekulic,29,Serbia,Środkowy pomocnik,ŚPM,150 tys. €,Serbia,Mladost,Bez odstępnego,Sprzedaż,Debreceni VSC,2019/2020
55,Krisztián KutiK. Kuti,27,Węgry,Prawy obrońca,POB,100 tys. €,Węgry,Szeged,Bez odstępnego,Sprzedaż,Debreceni VSC,2019/2020
56,Aleksandar JovanovicA. Jovanovic,34,Serbia,Defensywny pomocnik,DPM,250 tys. €,Węgry,Szeged,Bez odstępnego,Sprzedaż,Debreceni VSC,2019/2020
57,Kevin NagyK. Nagy,23,Węgry,Prawy napastnik,PNP,150 tys. €,Węgry,Szolnok,Bez odstępnego,Sprzedaż,Debreceni VSC,2019/2020
58,Tamás TakácsT. Takács,28,Węgry,Środkowy napastnik,ŚNP,150 tys. €,Węgry,Mezőkövesd,?,Sprzedaż,Debreceni VSC,2019/2020
59,Ádám ÚjvárosiÁ. Újvárosi,19,Węgry,Środkowy obrońca,ŚOB,75 tys. €,Węgry,Vasas FC,?,Sprzedaż,Debreceni VSC,2019/2020
60,Florentin BouoliF. Bouoli,21,Kamerun,Środkowy napastnik,ŚNP,75 tys. €,-,Bez klubu,-,Sprzedaż,Debreceni VSC,2019/2020
61,Erik CikosE. Cikos,30,Słowacja,Prawy obrońca,POB,200 tys. €,-,Bez klubu,-,Sprzedaż,Debreceni VSC,2019/2020
62,Krisztián VadóczK. Vadócz,34,Węgry,Środkowy pomocnik,ŚPM,400 tys. €,Hongkong,Kitchee,Bez odstępnego,Kupno,Budapest Honvéd FC,2019/2020
63,Roland UgraiR. Ugrai,27,Węgry,Środkowy napastnik,ŚNP,400 tys. €,Grecja,Atromitos Ateny,Bez odstępnego,Kupno,Budapest Honvéd FC,2019/2020
64,MacDonald NibaM. Niba,24,Kamerun,Środkowy obrońca,ŚOB,250 tys. €,Słowacja,FC Nitra,Bez odstępnego,Kupno,Budapest Honvéd FC,2019/2020
65,Naser AlijiN. Aliji,25,Albania,Lewy obrońca,LOB,500 tys. €,Rumunia,Dinamo Bukaresz,Bez odstępnego,Kupno,Budapest Honvéd FC,2019/2020
66,Patrik HidiP. Hidi,29,Węgry,Defensywny pomocnik,DPM,750 tys. €,Kazachstan,Irtysz Pawłodar,Bez odstępnego,Kupno,Budapest Honvéd FC,2019/2020
67,Rubi LevkovichR. Levkovich,30,Izrael,Bramkarz,BRK,300 tys. €,Izrael,Hapoel Tel Aviv,Bez odstępnego,Kupno,Budapest Honvéd FC,2019/2020
68,Amadou MoutariA. Moutari,25,Niger,Lewy napastnik,LNP,400 tys. €,Węgry,Mezőkövesd,Bez odstępnego,Kupno,Budapest Honvéd FC,2019/2020
69,Federico MorettiF. Moretti,30,Włochy,Środkowy pomocnik,ŚPM,175 tys. €,Włochy,Albissola,Bez odstępnego,Kupno,Budapest Honvéd FC,2019/2020
70,Tomas TujvelT. Tujvel,35,Węgry,Bramkarz,BRK,150 tys. €,Węgry,Fehérvár,?,Kupno,Budapest Honvéd FC,2019/2020
71,Márk HegedűsM. Hegedűs,22,Węgry,Środkowy napastnik,ŚNP,100 tys. €,Węgry,Kazincbarcika,Bez odstępnego,Sprzedaż,Budapest Honvéd FC,2019/2020
72,David N'GogD. N'Gog,30,Francja,Środkowy napastnik,ŚNP,400 tys. €,Litwa,Zalgiris,Bez odstępnego,Sprzedaż,Budapest Honvéd FC,2019/2020
73,DaniloDanilo,32,Brazylia,Środkowy napastnik,ŚNP,300 tys. €,Katar,Muaither SC,Bez odstępnego,Sprzedaż,Budapest Honvéd FC,2019/2020
74,Dávid StoiacoviciD. Stoiacovici,20,Węgry,Ofensywny pomocnik,OPM,125 tys. €,Węgry,FC Ajka,Bez odstępnego,Sprzedaż,Budapest Honvéd FC,2019/2020
75,Dávid GrófD. Gróf,30,Węgry,Bramkarz,BRK,550 tys. €,Węgry,Ferencváros,Bez odstępnego,Sprzedaż,Budapest Honvéd FC,2019/2020
76,Krisztián VadóczK. Vadócz,34,Węgry,Środkowy pomocnik,ŚPM,250 tys. €,Urugwaj,Peñarol,Bez odstępnego,Sprzedaż,Budapest Honvéd FC,2019/2020
77,Filip HolenderF. Holender,24,Węgry,Lewy napastnik,LNP,700 tys. €,Szwajcaria,FC Lugano,Bez odstępnego,Sprzedaż,Budapest Honvéd FC,2019/2020
78,Federico MorettiF. Moretti,30,Włochy,Środkowy pomocnik,ŚPM,175 tys. €,Włochy,Busalla,Bez odstępnego,Sprzedaż,Budapest Honvéd FC,2019/2020
79,Fousseni BambaF. Bamba,29,Gwinea,Defensywny pomocnik,DPM,250 tys. €,-,Bez klubu,-,Sprzedaż,Budapest Honvéd FC,2019/2020
80,Änis Ben-HatiraÄ. Ben-Hatira,31,Tunezja,Lewy napastnik,LNP,400 tys. €,-,Bez klubu,-,Sprzedaż,Budapest Honvéd FC,2019/2020
81,Zsolt PölöskeiZ. Pölöskei,28,Węgry,Środkowy pomocnik,ŚPM,200 tys. €,-,Koniec kariery,-,Sprzedaż,Budapest Honvéd FC,2019/2020
82,Tibor HefflerT. Heffler,32,Węgry,Prawy obrońca,POB,200 tys. €,-,Bez klubu,-,Sprzedaż,Budapest Honvéd FC,2019/2020
83,Dino SkvorcD. Skvorc,29,Chorwacja,Środkowy obrońca,ŚOB,300 tys. €,-,Bez klubu,-,Sprzedaż,Budapest Honvéd FC,2019/2020
84,Aron BjarnasonA. Bjarnason,23,Islandia,Prawy napastnik,PNP,100 tys. €,Islandia,Breidablik,125 tys. €,Kupno,Újpest FC,2019/2020
85,Andreias CalcanA. Calcan,25,Rumunia,Lewy napastnik,LNP,550 tys. €,Rumunia,FC Viitorul,100 tys. €,Kupno,Újpest FC,2019/2020
86,Jonathan HerisJ. Heris,28,Belgia,Środkowy obrońca,ŚOB,250 tys. €,Węgry,Puskás AFC,Bez odstępnego,Kupno,Újpest FC,2019/2020
87,Zoltán TomoriZ. Tomori,20,Węgry,Bramkarz,BRK,-,Węgry,Honvéd II,Bez odstępnego,Kupno,Újpest FC,2019/2020
88,Róbert FeczesinR. Feczesin,33,Węgry,Środkowy napastnik,ŚNP,150 tys. €,Turcja,Adanaspor,Bez odstępnego,Kupno,Újpest FC,2019/2020
89,Jakub SedlacekJ. Sedlacek,21,Słowacja,Środkowy pomocnik,ŚPM,150 tys. €,Słowacja,Pohronie,Bez odstępnego,Kupno,Újpest FC,2019/2020
90,Tamás FadgyasT. Fadgyas,23,Węgry,Bramkarz,BRK,50 tys. €,Węgry,Nyíregyháza,Bez odstępnego,Kupno,Újpest FC,2019/2020
91,Péter SzakályP. Szakály,33,Węgry,Środkowy pomocnik,ŚPM,200 tys. €,Węgry,Puskás AFC,Bez odstępnego,Kupno,Újpest FC,2019/2020
92,Patrik BacsaP. Bacsa,27,Węgry,Środkowy napastnik,ŚNP,200 tys. €,Węgry,Diósgyőr,?,Kupno,Újpest FC,2019/2020
93,Márk KosztaM. Koszta,22,Węgry,Środkowy napastnik,ŚNP,250 tys. €,Węgry,Mezőkövesd,?,Kupno,Újpest FC,2019/2020
94,Karol MészárosK. Mészáros,25,Słowacja,Prawy napastnik,PNP,200 tys. €,Węgry,Haladás,?,Kupno,Újpest FC,2019/2020
95,Antonio PerosevicA. Perosevic,27,Chorwacja,Środkowy napastnik,ŚNP,200 tys. €,-,Bez klubu,-,Kupno,Újpest FC,2019/2020
96,Lóránt KovácsL. Kovács,26,Rumunia,Defensywny pomocnik,DPM,150 tys. €,Rumunia,Sepsi Sf. Gh.,Bez odstępnego,Sprzedaż,Újpest FC,2019/2020
97,Bojan SankovicB. Sankovic,26,Czarnogóra,Defensywny pomocnik,DPM,400 tys. €,Kazachstan,Irtysz Pawłodar,Bez odstępnego,Sprzedaż,Újpest FC,2019/2020
98,Mijusko BojovicM. Bojovic,30,Czarnogóra,Środkowy obrońca,ŚOB,300 tys. €,Azerbejdżan,Keshla,Bez odstępnego,Sprzedaż,Újpest FC,2019/2020
99,Tamás FadgyasT. Fadgyas,24,Węgry,Bramkarz,BRK,50 tys. €,Węgry,Nyíregyháza,Bez odstępnego,Sprzedaż,Újpest FC,2019/2020
100,Rosy LubakiR. Lubaki,21,Demokratyczna Republika Kongo,Środkowy napastnik,ŚNP,100 tys. €,Nieznana,Nieznany,Bez odstępnego,Sprzedaż,Újpest FC,2019/2020
101,Theophilus SolomonT. Solomon,23,Nigeria,Środkowy napastnik,ŚNP,250 tys. €,Albania,FK Partizani,Bez odstępnego,Sprzedaż,Újpest FC,2019/2020
102,Karol MészárosK. Mészáros,26,Słowacja,Prawy napastnik,PNP,200 tys. €,Czechy,C. Budziejowice,Bez odstępnego,Sprzedaż,Újpest FC,2019/2020
103,Róbert FeczesinR. Feczesin,33,Węgry,Środkowy napastnik,ŚNP,300 tys. €,Węgry,Vasas FC,Bez odstępnego,Sprzedaż,Újpest FC,2019/2020
104,Bence Gundel-TakácsB. Gundel-Takács,21,Węgry,Bramkarz,BRK,150 tys. €,Węgry,Fehérvár,?,Sprzedaż,Újpest FC,2019/2020
105,Lacina TraoréL. Traoré,29,Wybrzeże Kości Słoniowej,Środkowy napastnik,ŚNP,"1,00 mln €",Rumunia,CFR Cluj,?,Sprzedaż,Újpest FC,2019/2020
106,Dániel NagyD. Nagy,28,Węgry,Ofensywny pomocnik,OPM,400 tys. €,Węgry,Mezőkövesd,?,Sprzedaż,Újpest FC,2019/2020
107,Patrik TischlerP. Tischler,28,Węgry,Środkowy napastnik,ŚNP,250 tys. €,Węgry,Kisvárda,?,Sprzedaż,Újpest FC,2019/2020
108,Alassane DialloA. Diallo,24,Mali,Środkowy pomocnik,ŚPM,200 tys. €,-,Bez klubu,-,Sprzedaż,Újpest FC,2019/2020
109,Budu ZivzivadzeB. Zivzivadze,25,Gruzja,Środkowy napastnik,ŚNP,350 tys. €,Gruzja,Torpedo Kutaisi,100 tys. €,Kupno,Mezőkövesd Zsóry FC,2019/2020
110,Richárd GuzmicsR. Guzmics,32,Węgry,Środkowy obrońca,ŚOB,200 tys. €,Słowacja,Slo. Bratislava,Bez odstępnego,Kupno,Mezőkövesd Zsóry FC,2019/2020
111,Alexander TorvundA. Torvund,19,Węgry,Środkowy napastnik,ŚNP,50 tys. €,Norwegia,Stabæk Fotball,Bez odstępnego,Kupno,Mezőkövesd Zsóry FC,2019/2020
112,Andriy NesterovA. Nesterov,29,Ukraina,Środkowy obrońca,ŚOB,200 tys. €,Ukraina,Karpaty,Bez odstępnego,Kupno,Mezőkövesd Zsóry FC,2019/2020
113,Eduard FedinisinecE. Fedinisinec,18,Węgry,Bramkarz,BRK,-,Węgry,Mándok,Bez odstępnego,Kupno,Mezőkövesd Zsóry FC,2019/2020
114,Danylo RyabenkoD. Ryabenko,21,Ukraina,Bramkarz,BRK,75 tys. €,Tadżykistan,ZSKA Dushanbe,Bez odstępnego,Kupno,Mezőkövesd Zsóry FC,2019/2020
115,Aleksandr KarnitskiyA. Karnitskiy,30,Białoruś,Defensywny pomocnik,DPM,450 tys. €,Rumunia,Sepsi Sf. Gh.,Bez odstępnego,Kupno,Mezőkövesd Zsóry FC,2019/2020
116,Máté SajbánM. Sajbán,23,Węgry,Środkowy napastnik,ŚNP,175 tys. €,Węgry,Budaörs,Bez odstępnego,Kupno,Mezőkövesd Zsóry FC,2019/2020
117,Miklós SajbánM. Sajbán,25,Węgry,Defensywny pomocnik,DPM,75 tys. €,Węgry,Budaörs,Bez odstępnego,Kupno,Mezőkövesd Zsóry FC,2019/2020
118,Gábor MolnárG. Molnár,25,Węgry,Prawy napastnik,PNP,450 tys. €,Węgry,Puskás AFC,?,Kupno,Mezőkövesd Zsóry FC,2019/2020
119,Dániel NagyD. Nagy,28,Węgry,Ofensywny pomocnik,OPM,400 tys. €,Węgry,Újpest FC,?,Kupno,Mezőkövesd Zsóry FC,2019/2020
120,Tamás TakácsT. Takács,28,Węgry,Środkowy napastnik,ŚNP,150 tys. €,Węgry,Debrecen,?,Kupno,Mezőkövesd Zsóry FC,2019/2020
121,Marin JurinaM. Jurina,26,Bośnia i Hercegowina,Środkowy napastnik,ŚNP,350 tys. €,Bośnia i Hercegowina,Celik Zenica,?,Kupno,Mezőkövesd Zsóry FC,2019/2020
122,Stefan DrazicS. Drazic,26,Serbia,Środkowy napastnik,ŚNP,350 tys. €,Chiny,CC Yatai,300 tys. €,Sprzedaż,Mezőkövesd Zsóry FC,2019/2020
123,Amadou MoutariA. Moutari,25,Niger,Lewy napastnik,LNP,400 tys. €,Węgry,Honvéd,Bez odstępnego,Sprzedaż,Mezőkövesd Zsóry FC,2019/2020
124,Dino HodzicD. Hodzic,23,Chorwacja,Bramkarz,BRK,50 tys. €,Islandia,ÍA Akranes,Bez odstępnego,Sprzedaż,Mezőkövesd Zsóry FC,2019/2020
125,Bence TóthB. Tóth,30,Węgry,Ofensywny pomocnik,OPM,200 tys. €,Węgry,Gyirmót FC,Bez odstępnego,Sprzedaż,Mezőkövesd Zsóry FC,2019/2020
126,Dávid DombóD. Dombó,26,Węgry,Bramkarz,BRK,150 tys. €,Węgry,Kisvárda,Bez odstępnego,Sprzedaż,Mezőkövesd Zsóry FC,2019/2020
127,István CsirmazI. Csirmaz,24,Węgry,Prawy pomocnik,PPM,100 tys. €,Węgry,Szolnok,Bez odstępnego,Sprzedaż,Mezőkövesd Zsóry FC,2019/2020
128,Lajos BertusL. Bertus,29,Węgry,Ofensywny pomocnik,OPM,250 tys. €,Węgry,Paksi FC,?,Sprzedaż,Mezőkövesd Zsóry FC,2019/2020
129,Richárd NagyR. Nagy,25,Węgry,Ofensywny pomocnik,OPM,75 tys. €,Węgry,Kaposvár,?,Sprzedaż,Mezőkövesd Zsóry FC,2019/2020
130,Gábor MolnárG. Molnár,25,Węgry,Prawy napastnik,PNP,450 tys. €,Węgry,Diósgyőr,?,Sprzedaż,Mezőkövesd Zsóry FC,2019/2020
131,Márk KosztaM. Koszta,22,Węgry,Środkowy napastnik,ŚNP,250 tys. €,Węgry,Újpest FC,?,Sprzedaż,Mezőkövesd Zsóry FC,2019/2020
132,Dávid HudákD. Hudák,26,Słowacja,Środkowy obrońca,ŚOB,200 tys. €,Węgry,Gyirmót FC,?,Sprzedaż,Mezőkövesd Zsóry FC,2019/2020
133,Attila SzalaiA. Szalai,21,Węgry,Środkowy obrońca,ŚOB,300 tys. €,Cypr,Apol. Limassol,?,Sprzedaż,Mezőkövesd Zsóry FC,2019/2020
134,Dominik WielandD. Wieland,19,Rumunia,Środkowy pomocnik,ŚPM,50 tys. €,-,Bez klubu,-,Sprzedaż,Mezőkövesd Zsóry FC,2019/2020
135,Bence IszlaiB. Iszlai,29,Węgry,Defensywny pomocnik,DPM,250 tys. €,-,Bez klubu,-,Sprzedaż,Mezőkövesd Zsóry FC,2019/2020
136,Jakub PlsekJ. Plsek,26,Czechy,Środkowy pomocnik,ŚPM,800 tys. €,Czechy,Sigma Ołomuniec,500 tys. €,Kupno,Puskás Akadémia FC,2019/2020
137,Artem FavorovA. Favorov,25,Ukraina,Środkowy pomocnik,ŚPM,800 tys. €,Ukraina,Desna,470 tys. €,Kupno,Puskás Akadémia FC,2019/2020
138,Lóránd FülöpL. Fülöp,21,Rumunia,Środkowy pomocnik,ŚPM,700 tys. €,Rumunia,FC Botosani,400 tys. €,Kupno,Puskás Akadémia FC,2019/2020
139,András HusztiA. Huszti,18,Węgry,Prawy obrońca,POB,50 tys. €,Węgry,Tiszakécske,100 tys. €,Kupno,Puskás Akadémia FC,2019/2020
140,Luciano SlagveerL. Slagveer,26,Holandia,Prawy napastnik,PNP,500 tys. €,Holandia,FC Emmen,50 tys. €,Kupno,Puskás Akadémia FC,2019/2020
141,Gol-Gol MebrahtuG. Mebrahtu,28,Australia,Środkowy napastnik,ŚNP,300 tys. €,Czechy,Sparta Praga,Bez odstępnego,Kupno,Puskás Akadémia FC,2019/2020
142,Bence SósB. Sós,25,Węgry,Lewy napastnik,LNP,250 tys. €,Węgry,Fehérvár,Bez odstępnego,Kupno,Puskás Akadémia FC,2019/2020
143,David VanecekD. Vanecek,28,Czechy,Środkowy napastnik,ŚNP,750 tys. €,Szkocja,Heart of Midl.,Bez odstępnego,Kupno,Puskás Akadémia FC,2019/2020
144,Thomas MeißnerT. Meißner,28,Niemcy,Środkowy obrońca,ŚOB,700 tys. €,Holandia,Willem II,?,Kupno,Puskás Akadémia FC,2019/2020
145,Yoëll van NieffY. van Nieff,26,Holandia,Defensywny pomocnik,DPM,650 tys. €,Holandia,Heracles Almelo,?,Kupno,Puskás Akadémia FC,2019/2020
146,Adrian RusA. Rus,23,Rumunia,Środkowy obrońca,ŚOB,800 tys. €,Węgry,Fehérvár,400 tys. €,Sprzedaż,Puskás Akadémia FC,2019/2020
147,Ezekiel HentyE. Henty,26,Nigeria,Środkowy napastnik,ŚNP,700 tys. €,Słowacja,Slo. Bratislava,Bez odstępnego,Sprzedaż,Puskás Akadémia FC,2019/2020
148,Balázs BaloghB. Balogh,29,Węgry,Środkowy pomocnik,ŚPM,300 tys. €,Węgry,Paksi FC,Bez odstępnego,Sprzedaż,Puskás Akadémia FC,2019/2020
149,Liridon LatifiL. Latifi,25,Albania,Prawy pomocnik,PPM,300 tys. €,Mołdawia,Sheriff,Bez odstępnego,Sprzedaż,Puskás Akadémia FC,2019/2020
150,Jonathan HerisJ. Heris,28,Belgia,Środkowy obrońca,ŚOB,250 tys. €,Węgry,Újpest FC,Bez odstępnego,Sprzedaż,Puskás Akadémia FC,2019/2020
151,Gonzalo VegaG. Vega,27,Urugwaj,Ofensywny pomocnik,OPM,150 tys. €,Urugwaj,Rentistas,Bez odstępnego,Sprzedaż,Puskás Akadémia FC,2019/2020
152,Bachana ArabuliB. Arabuli,25,Gruzja,Środkowy napastnik,ŚNP,300 tys. €,Grecja,Panionios,Bez odstępnego,Sprzedaż,Puskás Akadémia FC,2019/2020
