,Piłkarz,Wiek,Narodowość,Pozycja,Poz,Wartość rynkowa,Klub pozyskujący/oddający państwo,Klub pozyskujący/oddający nazwa,Kwota odstępnego,Rodzaj transferu,Dotyczy klubu,Sezon
449,Richárd NagyR. Nagy,24,Węgry,Ofensywny pomocnik,OPM,75 tys. €,Węgry,Vác,Bez odstępnego,Kupno,Mezőkövesd Zsóry FC,2018/2019
450,Patrick MevoungouP. Mevoungou,32,Kamerun,Defensywny pomocnik,DPM,150 tys. €,Węgry,Puskás AFC,Bez odstępnego,Kupno,Mezőkövesd Zsóry FC,2018/2019
451,André AlvesA. Alves,34,Brazylia,Środkowy napastnik,ŚNP,400 tys. €,Cypr,Anorthosis,Bez odstępnego,Kupno,Mezőkövesd Zsóry FC,2018/2019
452,Gábor EperjesiG. Eperjesi,25,Węgry,Prawy obrońca,POB,175 tys. €,Węgry,Diósgyőr,Bez odstępnego,Kupno,Mezőkövesd Zsóry FC,2018/2019
453,Péter SzappanosP. Szappanos,27,Węgry,Bramkarz,BRK,100 tys. €,Węgry,Zalaegerszeg,Bez odstępnego,Kupno,Mezőkövesd Zsóry FC,2018/2019
454,Dénes SzakályD. Szakály,30,Węgry,Ofensywny pomocnik,OPM,200 tys. €,Węgry,Paksi FC,Bez odstępnego,Kupno,Mezőkövesd Zsóry FC,2018/2019
455,László PekárL. Pekár,26,Węgry,Ofensywny pomocnik,OPM,250 tys. €,Węgry,Nyíregyháza,Bez odstępnego,Kupno,Mezőkövesd Zsóry FC,2018/2019
456,Sándor VajdaS. Vajda,26,Węgry,Prawy pomocnik,PPM,400 tys. €,Węgry,Balmazújváros,Bez odstępnego,Kupno,Mezőkövesd Zsóry FC,2018/2019
457,Balázs EgyedB. Egyed,22,Węgry,Bramkarz,BRK,50 tys. €,Węgry,Putnok,Bez odstępnego,Kupno,Mezőkövesd Zsóry FC,2018/2019
458,Mykhaylo MeskhiM. Meskhi,21,Ukraina,Defensywny pomocnik,DPM,200 tys. €,Ukraina,Feniks Bucha,Bez odstępnego,Kupno,Mezőkövesd Zsóry FC,2018/2019
459,Lajos BertusL. Bertus,28,Węgry,Ofensywny pomocnik,OPM,350 tys. €,Węgry,Paksi FC,?,Kupno,Mezőkövesd Zsóry FC,2018/2019
460,Máté TóthM. Tóth,20,Węgry,Ofensywny pomocnik,OPM,200 tys. €,Węgry,Haladás,?,Kupno,Mezőkövesd Zsóry FC,2018/2019
461,Filip DragónerF. Dragóner,20,Węgry,Środkowy napastnik,ŚNP,100 tys. €,Węgry,Nyíregyháza,?,Kupno,Mezőkövesd Zsóry FC,2018/2019
462,Amadou MoutariA. Moutari,25,Niger,Lewy napastnik,LNP,500 tys. €,Węgry,Ferencváros,?,Kupno,Mezőkövesd Zsóry FC,2018/2019
463,Dino HodzicD. Hodzic,23,Chorwacja,Bramkarz,BRK,50 tys. €,-,Bez klubu,-,Kupno,Mezőkövesd Zsóry FC,2018/2019
464,Dominik WielandD. Wieland,18,Rumunia,Środkowy pomocnik,ŚPM,-,Węgry,Ferencváros U19,-,Kupno,Mezőkövesd Zsóry FC,2018/2019
465,Tamás HorváthT. Horváth,31,Węgry,Bramkarz,BRK,150 tys. €,Węgry,ETO FC Győr,Bez odstępnego,Sprzedaż,Mezőkövesd Zsóry FC,2018/2019
466,Márk MuraiM. Murai,22,Węgry,Ofensywny pomocnik,OPM,50 tys. €,Węgry,Vác,Bez odstępnego,Sprzedaż,Mezőkövesd Zsóry FC,2018/2019
467,Viktor SzentpéteriV. Szentpéteri,39,Węgry,Bramkarz,BRK,50 tys. €,Węgry,Dorog,Bez odstępnego,Sprzedaż,Mezőkövesd Zsóry FC,2018/2019
468,István BognárI. Bognár,27,Węgry,Ofensywny pomocnik,OPM,250 tys. €,Węgry,MTK Budapest,Bez odstępnego,Sprzedaż,Mezőkövesd Zsóry FC,2018/2019
469,Dominik FótyikD. Fótyik,27,Węgry,Środkowy obrońca,ŚOB,100 tys. €,Węgry,Kazincbarcika,Bez odstępnego,Sprzedaż,Mezőkövesd Zsóry FC,2018/2019
470,Ladislav RybanskyL. Rybansky,33,Słowacja,Bramkarz,BRK,150 tys. €,Węgry,Békéscsaba,Bez odstępnego,Sprzedaż,Mezőkövesd Zsóry FC,2018/2019
471,Balázs EgyedB. Egyed,23,Węgry,Bramkarz,BRK,50 tys. €,Węgry,Putnok,Bez odstępnego,Sprzedaż,Mezőkövesd Zsóry FC,2018/2019
472,Pál TarczyP. Tarczy,32,Węgry,Bramkarz,BRK,75 tys. €,Austria,Großpetersdorf,Bez odstępnego,Sprzedaż,Mezőkövesd Zsóry FC,2018/2019
473,Roland BaracskaiR. Baracskai,26,Węgry,Środkowy napastnik,ŚNP,100 tys. €,Węgry,Csákvár,?,Sprzedaż,Mezőkövesd Zsóry FC,2018/2019
474,André AlvesA. Alves,35,Brazylia,Środkowy napastnik,ŚNP,400 tys. €,-,Koniec kariery,-,Sprzedaż,Mezőkövesd Zsóry FC,2018/2019
475,Dénes SzakályD. Szakály,30,Węgry,Ofensywny pomocnik,OPM,175 tys. €,-,Bez klubu,-,Sprzedaż,Mezőkövesd Zsóry FC,2018/2019
476,Gergő GohérG. Gohér,31,Węgry,Lewy obrońca,LOB,150 tys. €,-,Bez klubu,-,Sprzedaż,Mezőkövesd Zsóry FC,2018/2019
477,Fabrice OnanaF. Onana,23,Kamerun,Środkowy pomocnik,ŚPM,125 tys. €,-,Bez klubu,-,Sprzedaż,Mezőkövesd Zsóry FC,2018/2019
478,Peter SulekP. Sulek,29,Słowacja,Defensywny pomocnik,DPM,100 tys. €,-,Bez klubu,-,Sprzedaż,Mezőkövesd Zsóry FC,2018/2019
479,Frano MlinarF. Mlinar,26,Chorwacja,Środkowy pomocnik,ŚPM,300 tys. €,-,Bez klubu,-,Sprzedaż,Mezőkövesd Zsóry FC,2018/2019
480,Pál LázárP. Lázár,30,Węgry,Prawy obrońca,POB,200 tys. €,-,Bez klubu,-,Sprzedaż,Mezőkövesd Zsóry FC,2018/2019
481,Patrick MevoungouP. Mevoungou,32,Kamerun,Defensywny pomocnik,DPM,150 tys. €,-,Bez klubu,-,Sprzedaż,Mezőkövesd Zsóry FC,2018/2019
482,Ismaila OusmanI. Ousman,21,Kamerun,Lewy pomocnik,LPM,-,Kamerun,Fortuna du Mfou,Bez odstępnego,Kupno,Diósgyőri VTK,2018/2019
483,Richárd VernesR. Vernes,26,Węgry,Prawy napastnik,PNP,175 tys. €,Węgry,Zalaegerszeg,Bez odstępnego,Kupno,Diósgyőri VTK,2018/2019
484,Branko MihajlovicB. Mihajlovic,27,Serbia,Środkowy napastnik,ŚNP,200 tys. €,Izrael,H. Petah Tikva,Bez odstępnego,Kupno,Diósgyőri VTK,2018/2019
485,Tomislav MazalovicT. Mazalovic,28,Chorwacja,Środkowy pomocnik,ŚPM,400 tys. €,Chorwacja,Inter Zapresic,Bez odstępnego,Kupno,Diósgyőri VTK,2018/2019
486,Martin JuharM. Juhar,30,Słowacja,Lewy pomocnik,LPM,200 tys. €,Czechy,Zbrojovka Brno,Bez odstępnego,Kupno,Diósgyőri VTK,2018/2019
487,Dávid MárkvártD. Márkvárt,23,Węgry,Środkowy pomocnik,ŚPM,450 tys. €,Węgry,Puskás AFC,Bez odstępnego,Kupno,Diósgyőri VTK,2018/2019
488,Yannick NdzoumouY. Ndzoumou,22,Kamerun,Środkowy obrońca,ŚOB,-,Kamerun,Fortuna du Mfou,Bez odstępnego,Kupno,Diósgyőri VTK,2018/2019
489,Mátyás TajtiM. Tajti,20,Węgry,Środkowy pomocnik,ŚPM,-,Hiszpania,A. Malagueño,Bez odstępnego,Kupno,Diósgyőri VTK,2018/2019
490,Kristóf PolgárK. Polgár,21,Węgry,Środkowy obrońca,ŚOB,150 tys. €,-,Bez klubu,-,Kupno,Diósgyőri VTK,2018/2019
491,Zoltán LiptákZ. Lipták,34,Węgry,Środkowy obrońca,ŚOB,250 tys. €,Węgry,Gyirmót FC,Bez odstępnego,Sprzedaż,Diósgyőri VTK,2018/2019
492,Ákos SzarkaÁ. Szarka,27,Słowacja,Środkowy napastnik,ŚNP,250 tys. €,Węgry,Gyirmót FC,Bez odstępnego,Sprzedaż,Diósgyőri VTK,2018/2019
493,Róbert TucsaR. Tucsa,20,Węgry,Środkowy obrońca,ŚOB,50 tys. €,Węgry,Sajóbábony,Bez odstępnego,Sprzedaż,Diósgyőri VTK,2018/2019
494,Gábor EperjesiG. Eperjesi,25,Węgry,Prawy obrońca,POB,175 tys. €,Węgry,Mezőkövesd,Bez odstępnego,Sprzedaż,Diósgyőri VTK,2018/2019
495,Nikolaos IoannidisN. Ioannidis,24,Grecja,Środkowy napastnik,ŚNP,400 tys. €,Portugalia,Marítimo,Bez odstępnego,Sprzedaż,Diósgyőri VTK,2018/2019
496,István FülöpI. Fülöp,28,Rumunia,Ofensywny pomocnik,OPM,600 tys. €,Rumunia,Sepsi Sf. Gh.,?,Sprzedaż,Diósgyőri VTK,2018/2019
497,Diego VelaD. Vela,26,Hiszpania,Prawy napastnik,PNP,400 tys. €,-,Bez klubu,-,Sprzedaż,Diósgyőri VTK,2018/2019
498,Roland UgraiR. Ugrai,25,Węgry,Środkowy napastnik,ŚNP,450 tys. €,-,Bez klubu,-,Sprzedaż,Diósgyőri VTK,2018/2019
499,Tibor NagyT. Nagy,27,Węgry,Prawy obrońca,POB,150 tys. €,-,Bez klubu,-,Sprzedaż,Diósgyőri VTK,2018/2019
500,Attila BusaiA. Busai,29,Węgry,Środkowy pomocnik,ŚPM,200 tys. €,-,Bez klubu,-,Sprzedaż,Diósgyőri VTK,2018/2019
501,Ádám PintérÁ. Pintér,30,Węgry,Środkowy obrońca,ŚOB,500 tys. €,Niemcy,Greuther Fürth,Bez odstępnego,Kupno,MTK Budapest,2018/2019
502,Artem KychakA. Kychak,29,Ukraina,Bramkarz,BRK,300 tys. €,Ukraina,Olimpik Donieck,Bez odstępnego,Kupno,MTK Budapest,2018/2019
503,Szabolcs SchönS. Schön,18,Węgry,Lewy napastnik,LNP,-,Holandia,Ajax U19,Bez odstępnego,Kupno,MTK Budapest,2018/2019
504,Yevgen SelinY. Selin,30,Ukraina,Lewy obrońca,LOB,500 tys. €,Grecja,Asteras Tripoli,Bez odstępnego,Kupno,MTK Budapest,2018/2019
505,István BognárI. Bognár,27,Węgry,Ofensywny pomocnik,OPM,250 tys. €,Węgry,Mezőkövesd,Bez odstępnego,Kupno,MTK Budapest,2018/2019
506,Norbert FarkasN. Farkas,26,Węgry,Lewy obrońca,LOB,75 tys. €,Węgry,Balmazújváros,Bez odstępnego,Kupno,MTK Budapest,2018/2019
507,Patrick Ikenne-KingP. Ikenne-King,26,Nigeria,Prawy obrońca,POB,300 tys. €,Węgry,Honvéd,Bez odstępnego,Kupno,MTK Budapest,2018/2019
508,László HorváthL. Horváth,30,Węgry,Bramkarz,BRK,150 tys. €,Węgry,Balmazújváros,Bez odstępnego,Kupno,MTK Budapest,2018/2019
509,Nasiru BanaheneN. Banahene,18,Ghana,Prawy obrońca,POB,50 tys. €,Ghana,Liberty Prof.,?,Kupno,MTK Budapest,2018/2019
510,Slobodan MihajlovicS. Mihajlovic,21,Austria,Lewy pomocnik,LPM,50 tys. €,-,Bez klubu,-,Kupno,MTK Budapest,2018/2019
511,Ulysse DialloU. Diallo,26,Mali,Środkowy napastnik,ŚNP,250 tys. €,-,Bez klubu,-,Kupno,MTK Budapest,2018/2019
512,András SchäferA. Schäfer,19,Węgry,Lewy pomocnik,LPM,400 tys. €,Włochy,FC Genoa,"1,00 mln €",Sprzedaż,MTK Budapest,2018/2019
513,Khaly ThiamK. Thiam,24,Senegal,Defensywny pomocnik,DPM,300 tys. €,Bułgaria,Levski Sofia,300 tys. €,Sprzedaż,MTK Budapest,2018/2019
514,Ádám HrepkaÁ. Hrepka,31,Węgry,Środkowy napastnik,ŚNP,150 tys. €,Węgry,Vasas FC,Bez odstępnego,Sprzedaż,MTK Budapest,2018/2019
515,Gábor BoriG. Bori,34,Węgry,Prawy pomocnik,PPM,100 tys. €,Węgry,Monor SE,Bez odstępnego,Sprzedaż,MTK Budapest,2018/2019
516,Viktor SzentpéteriV. Szentpéteri,38,Węgry,Bramkarz,BRK,50 tys. €,Węgry,Mezőkövesd,Bez odstępnego,Sprzedaż,MTK Budapest,2018/2019
517,Dávid AsztalosD. Asztalos,23,Węgry,Środkowy napastnik,ŚNP,150 tys. €,Węgry,Cegléd,Bez odstępnego,Sprzedaż,MTK Budapest,2018/2019
518,Bálint BorbélyB. Borbély,28,Węgry,Defensywny pomocnik,DPM,150 tys. €,Węgry,Vasas FC,Bez odstępnego,Sprzedaż,MTK Budapest,2018/2019
519,Dávid JakabD. Jakab,25,Węgry,Ofensywny pomocnik,OPM,125 tys. €,Węgry,ETO FC Győr,Bez odstępnego,Sprzedaż,MTK Budapest,2018/2019
520,Tamás FadgyasT. Fadgyas,22,Węgry,Bramkarz,BRK,25 tys. €,Węgry,Nyíregyháza,Bez odstępnego,Sprzedaż,MTK Budapest,2018/2019
521,Balázs FarkasB. Farkas,30,Węgry,Prawy napastnik,PNP,200 tys. €,Węgry,Zalaegerszeg,?,Sprzedaż,MTK Budapest,2018/2019
522,Kevin KorozmánK. Korozmán,21,Węgry,Ofensywny pomocnik,OPM,150 tys. €,Węgry,Soroksár,?,Sprzedaż,MTK Budapest,2018/2019
523,Ronald TakácsR. Takács,20,Węgry,Lewy napastnik,LNP,125 tys. €,-,Bez klubu,-,Sprzedaż,MTK Budapest,2018/2019
524,Roman KarasyukR. Karasyuk,27,Ukraina,Defensywny pomocnik,DPM,600 tys. €,Ukraina,Weres Równe,Bez odstępnego,Kupno,Kisvárda FC,2018/2019
525,Mihai MincaM. Minca,33,Rumunia,Bramkarz,BRK,250 tys. €,Rumunia,FC Voluntari,Bez odstępnego,Kupno,Kisvárda FC,2018/2019
526,Anton KravchenkoA. Kravchenko,27,Ukraina,Środkowy obrońca,ŚOB,400 tys. €,Ukraina,Olimpik Donieck,Bez odstępnego,Kupno,Kisvárda FC,2018/2019
527,Cornel EneC. Ene,25,Rumunia,Środkowy obrońca,ŚOB,150 tys. €,Rumunia,Daco-Getica,Bez odstępnego,Kupno,Kisvárda FC,2018/2019
528,Hugo SecoHugo Seco,30,Portugalia,Prawy napastnik,PNP,300 tys. €,Kazachstan,Irtysz Pawłodar,Bez odstępnego,Kupno,Kisvárda FC,2018/2019
529,FelipeFelipe,34,Brazylia,Bramkarz,BRK,950 tys. €,Brazylia,Uberlândia EC,Bez odstępnego,Kupno,Kisvárda FC,2018/2019
530,Anton ShynderA. Shynder,31,Ukraina,Środkowy napastnik,ŚNP,400 tys. €,Kazachstan,Tobył Kostanaj,Bez odstępnego,Kupno,Kisvárda FC,2018/2019
531,Theodoros BeriosT. Berios,29,Grecja,Środkowy obrońca,ŚOB,500 tys. €,Grecja,PAS Giannina,Bez odstępnego,Kupno,Kisvárda FC,2018/2019
532,Sergiu NegrutS. Negrut,25,Rumunia,Ofensywny pomocnik,OPM,250 tys. €,Bułgaria,PFC Beroe,Bez odstępnego,Kupno,Kisvárda FC,2018/2019
533,Anderson PicoAnderson Pico,29,Brazylia,Lewy obrońca,LOB,700 tys. €,Brazylia,São Paulo,Bez odstępnego,Kupno,Kisvárda FC,2018/2019
534,Vuk MitosevicV. Mitosevic,27,Serbia,Defensywny pomocnik,DPM,300 tys. €,Serbia,Radnik,Bez odstępnego,Kupno,Kisvárda FC,2018/2019
535,Ferenc RáczF. Rácz,27,Węgry,Prawy napastnik,PNP,100 tys. €,Węgry,Balmazújváros,Bez odstępnego,Kupno,Kisvárda FC,2018/2019
536,SassáSassá,30,Brazylia,Lewy napastnik,LNP,400 tys. €,Brazylia,AA Portuguesa,Bez odstępnego,Kupno,Kisvárda FC,2018/2019
537,Artem MilevskyiA. Milevskyi,33,Ukraina,Środkowy napastnik,ŚNP,200 tys. €,Białoruś,Dynamo Brest,?,Kupno,Kisvárda FC,2018/2019
538,Illés ZöldesiI. Zöldesi,20,Węgry,Bramkarz,BRK,100 tys. €,Węgry,Fehérvár,?,Kupno,Kisvárda FC,2018/2019
539,Gergely DélczegG. Délczeg,31,Węgry,Środkowy napastnik,ŚNP,100 tys. €,-,Bez klubu,-,Kupno,Kisvárda FC,2018/2019
540,Gheorghe GrozavG. Grozav,28,Rumunia,Lewy napastnik,LNP,700 tys. €,-,Bez klubu,-,Kupno,Kisvárda FC,2018/2019
541,Temur PartsvaniyaT. Partsvaniya,27,Ukraina,Prawy obrońca,POB,350 tys. €,-,Bez klubu,-,Kupno,Kisvárda FC,2018/2019
542,Stavros TsoukalasS. Tsoukalas,30,Grecja,Ofensywny pomocnik,OPM,600 tys. €,-,Bez klubu,-,Kupno,Kisvárda FC,2018/2019
543,Patrick MevoungouP. Mevoungou,33,Kamerun,Defensywny pomocnik,DPM,150 tys. €,-,Bez klubu,-,Kupno,Kisvárda FC,2018/2019
544,Vuk MitosevicV. Mitosevic,27,Serbia,Defensywny pomocnik,DPM,200 tys. €,Serbia,Vojvodina,Bez odstępnego,Sprzedaż,Kisvárda FC,2018/2019
545,Temur PartsvaniyaT. Partsvaniya,27,Ukraina,Prawy obrońca,POB,350 tys. €,Ukraina,Desna,Bez odstępnego,Sprzedaż,Kisvárda FC,2018/2019
546,Krisztián VermesK. Vermes,33,Węgry,Środkowy obrońca,ŚOB,150 tys. €,Węgry,Unione FC,Bez odstępnego,Sprzedaż,Kisvárda FC,2018/2019
547,Róbert MolnárR. Molnár,27,Węgry,Lewy obrońca,LOB,75 tys. €,Węgry,Soroksár,Bez odstępnego,Sprzedaż,Kisvárda FC,2018/2019
548,Tamás Molnár-FarkasT. Molnár-Farkas,28,Węgry,Bramkarz,BRK,150 tys. €,Węgry,Szolnok,Bez odstępnego,Sprzedaż,Kisvárda FC,2018/2019
549,Gábor JánváriG. Jánvári,28,Węgry,Lewy obrońca,LOB,125 tys. €,Węgry,BFC Siófok,Bez odstępnego,Sprzedaż,Kisvárda FC,2018/2019
550,Norbert HefflerN. Heffler,28,Węgry,Lewy pomocnik,LPM,150 tys. €,Węgry,Gyirmót FC,Bez odstępnego,Sprzedaż,Kisvárda FC,2018/2019
551,Sergiu OlteanS. Oltean,31,Rumunia,Środkowy obrońca,ŚOB,150 tys. €,Węgry,Kazincbarcika,Bez odstępnego,Sprzedaż,Kisvárda FC,2018/2019
552,Marek StrestikM. Strestik,31,Czechy,Ofensywny pomocnik,OPM,300 tys. €,Węgry,Gyirmót FC,Bez odstępnego,Sprzedaż,Kisvárda FC,2018/2019
553,Ákos FodorÁ. Fodor,20,Węgry,Lewy obrońca,LOB,100 tys. €,Węgry,Dorog,Bez odstępnego,Sprzedaż,Kisvárda FC,2018/2019
554,Artem MilevskyiA. Milevskyi,34,Ukraina,Środkowy napastnik,ŚNP,200 tys. €,Białoruś,Dynamo Brest,Bez odstępnego,Sprzedaż,Kisvárda FC,2018/2019
555,Barna PapucsekB. Papucsek,28,Węgry,Środkowy obrońca,ŚOB,100 tys. €,Węgry,Balmazújváros,Bez odstępnego,Sprzedaż,Kisvárda FC,2018/2019
556,Raymond LukácsR. Lukács,30,Rumunia,Środkowy napastnik,ŚNP,75 tys. €,Węgry,Kazincbarcika,Bez odstępnego,Sprzedaż,Kisvárda FC,2018/2019
557,Yuriy TomaY. Toma,22,Ukraina,Ofensywny pomocnik,OPM,50 tys. €,Węgry,Kazincbarcika,Bez odstępnego,Sprzedaż,Kisvárda FC,2018/2019
558,Gergő OláhG. Oláh,29,Węgry,Ofensywny pomocnik,OPM,100 tys. €,Węgry,Szeged,Bez odstępnego,Sprzedaż,Kisvárda FC,2018/2019
559,Anton ShynderA. Shynder,31,Ukraina,Środkowy napastnik,ŚNP,400 tys. €,-,Bez klubu,-,Sprzedaż,Kisvárda FC,2018/2019
560,Gergely DélczegG. Délczeg,30,Węgry,Środkowy napastnik,ŚNP,100 tys. €,-,Bez klubu,-,Sprzedaż,Kisvárda FC,2018/2019
561,Ferenc RáczF. Rácz,27,Węgry,Prawy napastnik,PNP,100 tys. €,-,Bez klubu,-,Sprzedaż,Kisvárda FC,2018/2019
562,Tibor HefflerT. Heffler,30,Węgry,Prawy obrońca,POB,150 tys. €,Węgry,Cegléd,Bez odstępnego,Kupno,Budapest Honvéd FC,2017/2018
563,Stefan DeákS. Deák,26,Serbia,Środkowy obrońca,ŚOB,100 tys. €,Węgry,Mosonmagyaróvár,Bez odstępnego,Kupno,Budapest Honvéd FC,2017/2018
564,Akeem LatifuA. Latifu,27,Nigeria,Prawy obrońca,POB,400 tys. €,Azerbejdżan,Zira FK,Bez odstępnego,Kupno,Budapest Honvéd FC,2017/2018
565,Tonci KukocT. Kukoc,27,Chorwacja,Lewy pomocnik,LPM,250 tys. €,Bośnia i Hercegowina,Zrinjski Mostar,Bez odstępnego,Kupno,Budapest Honvéd FC,2017/2018
566,Zsolt PölöskeiZ. Pölöskei,26,Węgry,Środkowy pomocnik,ŚPM,250 tys. €,Węgry,Videoton FC,Bez odstępnego,Kupno,Budapest Honvéd FC,2017/2018
567,Tomas KosutT. Kosut,28,Słowacja,Środkowy obrońca,ŚOB,350 tys. €,Polska,Arka Gdynia,Bez odstępnego,Kupno,Budapest Honvéd FC,2017/2018
568,DaniloDanilo,30,Brazylia,Środkowy napastnik,ŚNP,800 tys. €,-,Bez klubu,-,Kupno,Budapest Honvéd FC,2017/2018
569,Patrik HidiP. Hidi,27,Węgry,Defensywny pomocnik,DPM,500 tys. €,-,Bez klubu,-,Kupno,Budapest Honvéd FC,2017/2018
570,Balázs VillámB. Villám,28,Węgry,Prawy obrońca,POB,175 tys. €,Węgry,Gyirmót FC,Bez odstępnego,Sprzedaż,Budapest Honvéd FC,2017/2018
571,Csaba SomogyiC. Somogyi,32,Węgry,Bramkarz,BRK,125 tys. €,Węgry,Budafoki MTE,Bez odstępnego,Sprzedaż,Budapest Honvéd FC,2017/2018
572,Patrik HidiP. Hidi,26,Węgry,Defensywny pomocnik,DPM,500 tys. €,Hiszpania,Real Oviedo,Bez odstępnego,Sprzedaż,Budapest Honvéd FC,2017/2018
573,Ádám HajdúÁ. Hajdú,24,Węgry,Defensywny pomocnik,DPM,200 tys. €,Węgry,Paksi FC,?,Sprzedaż,Budapest Honvéd FC,2017/2018
574,Márk KosztaM. Koszta,20,Węgry,Środkowy napastnik,ŚNP,300 tys. €,Węgry,Mezőkövesd,?,Sprzedaż,Budapest Honvéd FC,2017/2018
575,Richárd VernesR. Vernes,25,Węgry,Prawy napastnik,PNP,200 tys. €,Węgry,Zalaegerszeg,?,Sprzedaż,Budapest Honvéd FC,2017/2018
576,Gergely BobálG. Bobál,22,Węgry,Środkowy napastnik,ŚNP,150 tys. €,Węgry,Csákvár,?,Sprzedaż,Budapest Honvéd FC,2017/2018
577,Dusan VasiljevicD. Vasiljevic,35,Serbia,Ofensywny pomocnik,OPM,150 tys. €,-,Bez klubu,-,Sprzedaż,Budapest Honvéd FC,2017/2018
578,Akeem LatifuA. Latifu,28,Nigeria,Prawy obrońca,POB,400 tys. €,-,Bez klubu,-,Sprzedaż,Budapest Honvéd FC,2017/2018
579,Ezekiel HentyE. Henty,24,Nigeria,Środkowy napastnik,ŚNP,"1,00 mln €",Rosja,Loko Moskwa,500 tys. €,Kupno,Videoton FC,2017/2018
580,Boban NikolovB. Nikolov,23,Macedonia Północna,Środkowy pomocnik,ŚPM,600 tys. €,Macedonia Północna,Vardar,130 tys. €,Kupno,Videoton FC,2017/2018
581,Tomas TujvelT. Tujvel,34,Węgry,Bramkarz,BRK,175 tys. €,Węgry,Mezőkövesd,Bez odstępnego,Kupno,Videoton FC,2017/2018
582,Bence SzabóB. Szabó,19,Węgry,Ofensywny pomocnik,OPM,25 tys. €,Węgry,Puskás AFC,Bez odstępnego,Kupno,Videoton FC,2017/2018
583,Szabolcs HusztiS. Huszti,34,Węgry,Środkowy pomocnik,ŚPM,600 tys. €,Chiny,CC Yatai,Bez odstępnego,Kupno,Videoton FC,2017/2018
584,Krisztián TamásK. Tamás,22,Węgry,Lewy obrońca,LOB,150 tys. €,Węgry,Gyirmót FC,Bez odstępnego,Kupno,Videoton FC,2017/2018
585,Stefan ScepovicS. Scepovic,28,Serbia,Środkowy napastnik,ŚNP,"1,00 mln €",Hiszpania,Getafe CF,?,Kupno,Videoton FC,2017/2018
586,Bendegúz BollaB. Bolla,17,Węgry,Prawy obrońca,POB,-,Węgry,MTK U19,?,Kupno,Videoton FC,2017/2018
587,Bence TóthB. Tóth,19,Węgry,Środkowy obrońca,ŚOB,75 tys. €,Węgry,Puskás AFC,?,Kupno,Videoton FC,2017/2018
588,András HársfalviA. Hársfalvi,20,Węgry,Bramkarz,BRK,-,Węgry,Zalaegerszeg,?,Kupno,Videoton FC,2017/2018
589,Dávid BarcziD. Barczi,28,Węgry,Lewy pomocnik,LPM,200 tys. €,Węgry,Vasas FC,Bez odstępnego,Sprzedaż,Videoton FC,2017/2018
590,Ádám SimonÁ. Simon,27,Węgry,Defensywny pomocnik,DPM,300 tys. €,Węgry,Haladás,Bez odstępnego,Sprzedaż,Videoton FC,2017/2018
591,András FejesA. Fejes,29,Węgry,Lewy obrońca,LOB,300 tys. €,Węgry,Paksi FC,Bez odstępnego,Sprzedaż,Videoton FC,2017/2018
592,Tamás HorváthT. Horváth,30,Węgry,Bramkarz,BRK,150 tys. €,Węgry,Mezőkövesd,Bez odstępnego,Sprzedaż,Videoton FC,2017/2018
593,Zsolt PölöskeiZ. Pölöskei,26,Węgry,Środkowy pomocnik,ŚPM,250 tys. €,Węgry,Honvéd,Bez odstępnego,Sprzedaż,Videoton FC,2017/2018
594,Mirko MaricM. Maric,22,Chorwacja,Środkowy napastnik,ŚNP,550 tys. €,Chorwacja,NK Osijek,?,Sprzedaż,Videoton FC,2017/2018
595,Dávid BarcziD. Barczi,28,Węgry,Lewy pomocnik,LPM,200 tys. €,Węgry,Videoton FC,Bez odstępnego,Kupno,Vasas FC,2017/2018
596,Jan SimunekJ. Simunek,30,Czechy,Środkowy obrońca,ŚOB,300 tys. €,Czechy,FK Dukla Praga,Bez odstępnego,Kupno,Vasas FC,2017/2018
597,Tamás EgerszegiT. Egerszegi,26,Węgry,Środkowy pomocnik,ŚPM,225 tys. €,Polska,Miedź Legnica,Bez odstępnego,Kupno,Vasas FC,2017/2018
598,Lubos KamenarL. Kamenar,30,Słowacja,Bramkarz,BRK,250 tys. €,Polska,Śląsk Wrocław,Bez odstępnego,Kupno,Vasas FC,2017/2018
599,Zsolt LaczkóZ. Laczkó,31,Węgry,Lewy obrońca,LOB,300 tys. €,Węgry,Paksi FC,Bez odstępnego,Kupno,Vasas FC,2017/2018
600,Vit BenesVit Benes,28,Czechy,Środkowy obrońca,ŚOB,450 tys. €,Czechy,FK Jablonec,Bez odstępnego,Kupno,Vasas FC,2017/2018
601,Norbert CsikiN. Csiki,26,Węgry,Lewy napastnik,LNP,175 tys. €,-,Bez klubu,-,Kupno,Vasas FC,2017/2018
602,Csanád NovákC. Novák,22,Węgry,Środkowy napastnik,ŚNP,150 tys. €,Węgry,Mezőkövesd,130 tys. €,Sprzedaż,Vasas FC,2017/2018
603,Máté CzingráberM. Czingráber,20,Węgry,Środkowy obrońca,ŚOB,100 tys. €,Węgry,Soproni VSE,Bez odstępnego,Sprzedaż,Vasas FC,2017/2018
604,Zsolt KorcsmárZ. Korcsmár,28,Węgry,Środkowy obrońca,ŚOB,650 tys. €,Dania,FC Midtjylland,Bez odstępnego,Sprzedaż,Vasas FC,2017/2018
605,Csaba PrekletC. Preklet,26,Węgry,Prawy obrońca,POB,100 tys. €,Węgry,Cegléd,Bez odstępnego,Sprzedaż,Vasas FC,2017/2018
