,Piłkarz,Wiek,Narodowość,Pozycja,Poz,Wartość rynkowa,Klub pozyskujący/oddający państwo,Klub pozyskujący/oddający nazwa,Kwota odstępnego,Rodzaj transferu,Dotyczy klubu,Sezon
0,Lukas JägerL. Jäger,25,Austria,Defensywny pomocnik,DPM,500 tys. €,Niemcy,Nürnberg,125 tys. €,Kupno,SK Sturm Graz,2019/2020
1,Bekim BalajB. Balaj,28,Albania,Środkowy napastnik,ŚNP,"1,30 mln €",Rosja,Akhmat Grozny,Bez odstępnego,Kupno,SK Sturm Graz,2019/2020
2,Isaac DonkorI. Donkor,24,Ghana,Środkowy obrońca,ŚOB,800 tys. €,Rumunia,CS U Craiova,Bez odstępnego,Kupno,SK Sturm Graz,2019/2020
3,Christoph LeitgebC. Leitgeb,34,Austria,Środkowy pomocnik,ŚPM,400 tys. €,Austria,RB Salzburg,Bez odstępnego,Kupno,SK Sturm Graz,2019/2020
4,Kevin FriesenbichlerK. Friesenbichler,25,Austria,Środkowy napastnik,ŚNP,500 tys. €,Niemcy,VfL Osnabrück,Bez odstępnego,Kupno,SK Sturm Graz,2019/2020
5,Emanuel SakicE. Sakic,28,Austria,Prawy obrońca,POB,700 tys. €,Grecja,Atromitos Ateny,Bez odstępnego,Kupno,SK Sturm Graz,2019/2020
6,Amadou DanteA. Dante,18,Mali,Lewy pomocnik,LPM,-,Mali,Yeelen,?,Kupno,SK Sturm Graz,2019/2020
7,Dario MaresicD. Maresic,19,Austria,Środkowy obrońca,ŚOB,"3,00 mln €",Francja,Reims,"3,00 mln €",Sprzedaż,SK Sturm Graz,2019/2020
8,Lukas SkrivanekL. Skrivanek,22,Austria,Środkowy pomocnik,ŚPM,250 tys. €,Austria,SV Kapfenberg,Bez odstępnego,Sprzedaż,SK Sturm Graz,2019/2020
9,Filipe FerreiraF. Ferreira,28,Portugalia,Lewy obrońca,LOB,350 tys. €,Portugalia,Tondela,Bez odstępnego,Sprzedaż,SK Sturm Graz,2019/2020
10,Philipp HosinerP. Hosiner,30,Austria,Środkowy napastnik,ŚNP,250 tys. €,Niemcy,Chemnitzer FC,Bez odstępnego,Sprzedaż,SK Sturm Graz,2019/2020
11,Fabian EhmannF. Ehmann,20,Austria,Bramkarz,BRK,250 tys. €,Grecja,Aris Saloniki,Bez odstępnego,Sprzedaż,SK Sturm Graz,2019/2020
12,Sandi LovricS. Lovric,21,Austria,Defensywny pomocnik,DPM,"1,00 mln €",Szwajcaria,FC Lugano,Bez odstępnego,Sprzedaż,SK Sturm Graz,2019/2020
13,Raphael ObermairR. Obermair,23,Niemcy,Prawy obrońca,POB,100 tys. €,Niemcy,Carl Zeiss Jena,Bez odstępnego,Sprzedaż,SK Sturm Graz,2019/2020
14,Fabian KochF. Koch,30,Austria,Prawy obrońca,POB,450 tys. €,Austria,WSG Tirol,?,Sprzedaż,SK Sturm Graz,2019/2020
15,Markus PinkM. Pink,28,Austria,Środkowy napastnik,ŚNP,250 tys. €,Austria,Admira Wacker,?,Sprzedaż,SK Sturm Graz,2019/2020
16,Oliver FilipO. Filip,21,Austria,Prawy pomocnik,PPM,250 tys. €,Austria,Blau Weiss Linz,?,Sprzedaż,SK Sturm Graz,2019/2020
17,Koya KitagawaK. Kitagawa,23,Japonia,Środkowy napastnik,ŚNP,"1,80 mln €",Japonia,Shimizu S-Pulse,"1,50 mln €",Kupno,SK Rapid Wiedeń,2019/2020
18,Maximilian UllmannM. Ullmann,23,Austria,Lewy obrońca,LOB,"2,50 mln €",Austria,LASK,600 tys. €,Kupno,SK Rapid Wiedeń,2019/2020
19,Dejan PetrovicD. Petrovic,22,Słowenia,Środkowy pomocnik,ŚPM,400 tys. €,Słowenia,NK Aluminij,500 tys. €,Kupno,SK Rapid Wiedeń,2019/2020
20,Ercan KaraE. Kara,24,Austria,Środkowy napastnik,ŚNP,350 tys. €,Austria,SV Horn,200 tys. €,Kupno,SK Rapid Wiedeń,2019/2020
21,Thorsten SchickT. Schick,29,Austria,Prawy pomocnik,PPM,"1,50 mln €",Szwajcaria,BSC Young Boys,Bez odstępnego,Kupno,SK Rapid Wiedeń,2019/2020
22,Filip StojkovicF. Stojkovic,26,Czarnogóra,Prawy obrońca,POB,"3,00 mln €",Serbia,Crvena Zvezda,Bez odstępnego,Kupno,SK Rapid Wiedeń,2019/2020
23,Taxiarchis FountasT. Fountas,23,Grecja,Środkowy napastnik,ŚNP,500 tys. €,Austria,SKN St. Pölten,Bez odstępnego,Kupno,SK Rapid Wiedeń,2019/2020
24,Mert MüldürM. Müldür,20,Turcja,Prawy obrońca,POB,"3,00 mln €",Włochy,Sassuolo,"3,90 mln €",Sprzedaż,SK Rapid Wiedeń,2019/2020
25,Boli BolingoliB. Bolingoli,24,Belgia,Lewy obrońca,LOB,"3,50 mln €",Szkocja,Celtic Glasgow,"3,34 mln €",Sprzedaż,SK Rapid Wiedeń,2019/2020
26,Aliou BadjiA. Badji,22,Senegal,Środkowy napastnik,ŚNP,"1,00 mln €",Egipt,El Ahly,"2,00 mln €",Sprzedaż,SK Rapid Wiedeń,2019/2020
27,Marvin PotzmannM. Potzmann,25,Austria,Lewy obrońca,LOB,"1,00 mln €",Austria,LASK,500 tys. €,Sprzedaż,SK Rapid Wiedeń,2019/2020
28,Alex SobczykA. Sobczyk,22,Austria,Środkowy napastnik,ŚNP,200 tys. €,Słowacja,Spartak Trnava,Bez odstępnego,Sprzedaż,SK Rapid Wiedeń,2019/2020
29,Manuel MarticM. Martic,24,Austria,Defensywny pomocnik,DPM,300 tys. €,Chorwacja,Inter Zapresic,Bez odstępnego,Sprzedaż,SK Rapid Wiedeń,2019/2020
30,Albin GashiA. Gashi,22,Austria,Ofensywny pomocnik,OPM,175 tys. €,Austria,FAC,Bez odstępnego,Sprzedaż,SK Rapid Wiedeń,2019/2020
31,Ivan MocinicI. Mocinic,26,Chorwacja,Środkowy pomocnik,ŚPM,300 tys. €,Chorwacja,NK Istra,Bez odstępnego,Sprzedaż,SK Rapid Wiedeń,2019/2020
32,Manuel ThurnwaldM. Thurnwald,21,Austria,Prawy obrońca,POB,400 tys. €,Austria,SCR Altach,?,Sprzedaż,SK Rapid Wiedeń,2019/2020
33,Noah OkaforN. Okafor,19,Szwajcaria,Lewy napastnik,LNP,"8,00 mln €",Szwajcaria,FC Basel,"11,20 mln €",Kupno,Red Bull Salzburg,2019/2020
34,Maximilian WöberM. Wöber,21,Austria,Środkowy obrońca,ŚOB,"10,00 mln €",Hiszpania,Sevilla FC,"10,50 mln €",Kupno,Red Bull Salzburg,2019/2020
35,Rasmus KristensenR. Kristensen,22,Dania,Prawy obrońca,POB,"2,50 mln €",Holandia,Ajax,"5,00 mln €",Kupno,Red Bull Salzburg,2019/2020
36,Maurits KjaergaardM. Kjaergaard,16,Dania,Środkowy pomocnik,ŚPM,-,Dania,Lyngby Młodzież,"2,70 mln €",Kupno,Red Bull Salzburg,2019/2020
37,Benjamin SeskoB. Sesko,16,Słowenia,Środkowy napastnik,ŚNP,-,Słowenia,NK Domzale U17,"2,50 mln €",Kupno,Red Bull Salzburg,2019/2020
38,Bryan OkohB. Okoh,16,Szwajcaria,Środkowy obrońca,ŚOB,-,Szwajcaria,Team Vaud U18,"2,00 mln €",Kupno,Red Bull Salzburg,2019/2020
39,Luis PhelipeLuis Phelipe,18,Brazylia,Lewy napastnik,LNP,-,Brazylia,RB Brasil,?,Kupno,Red Bull Salzburg,2019/2020
40,Erling HaalandE. Haaland,19,Norwegia,Środkowy napastnik,ŚNP,"45,00 mln €",Niemcy,Bor. Dortmund,"20,00 mln €",Sprzedaż,Red Bull Salzburg,2019/2020
41,Munas DabburM. Dabbur,27,Izrael,Środkowy napastnik,ŚNP,"15,00 mln €",Hiszpania,Sevilla FC,"17,00 mln €",Sprzedaż,Red Bull Salzburg,2019/2020
42,Xaver SchlagerX. Schlager,21,Austria,Środkowy pomocnik,ŚPM,"15,00 mln €",Niemcy,Wolfsburg,"15,00 mln €",Sprzedaż,Red Bull Salzburg,2019/2020
43,Stefan LainerS. Lainer,26,Austria,Prawy obrońca,POB,"12,50 mln €",Niemcy,M´gladbach,"12,50 mln €",Sprzedaż,Red Bull Salzburg,2019/2020
44,Hannes WolfH. Wolf,20,Austria,Ofensywny pomocnik,OPM,"12,00 mln €",Niemcy,RB Leipzig,"12,00 mln €",Sprzedaż,Red Bull Salzburg,2019/2020
45,Diadie SamassékouD. Samassékou,23,Mali,Defensywny pomocnik,DPM,"20,00 mln €",Niemcy,Hoffenheim,"12,00 mln €",Sprzedaż,Red Bull Salzburg,2019/2020
46,Marin PongracicM. Pongracic,22,Chorwacja,Środkowy obrońca,ŚOB,"6,00 mln €",Niemcy,Wolfsburg,"10,00 mln €",Sprzedaż,Red Bull Salzburg,2019/2020
47,Takumi MinaminoT. Minamino,24,Japonia,Lewy napastnik,LNP,"12,50 mln €",Anglia,FC Liverpool,"8,50 mln €",Sprzedaż,Red Bull Salzburg,2019/2020
48,Anderson NiangboA. Niangbo,20,Wybrzeże Kości Słoniowej,Środkowy napastnik,ŚNP,"2,00 mln €",Belgia,KAA Gent,"4,00 mln €",Sprzedaż,Red Bull Salzburg,2019/2020
49,IgorIgor,21,Brazylia,Środkowy obrońca,ŚOB,"1,50 mln €",Włochy,SPAL,"3,00 mln €",Sprzedaż,Red Bull Salzburg,2019/2020
50,Mathias HonsakM. Honsak,22,Austria,Lewy napastnik,LNP,750 tys. €,Niemcy,SV Darmstadt 98,750 tys. €,Sprzedaż,Red Bull Salzburg,2019/2020
51,Asger SörensenA. Sörensen,23,Dania,Środkowy obrońca,ŚOB,900 tys. €,Niemcy,Nürnberg,500 tys. €,Sprzedaż,Red Bull Salzburg,2019/2020
52,David AtangaD. Atanga,22,Ghana,Prawy napastnik,PNP,900 tys. €,Niemcy,Holstein Kiel,500 tys. €,Sprzedaż,Red Bull Salzburg,2019/2020
53,Christoph LeitgebC. Leitgeb,34,Austria,Środkowy pomocnik,ŚPM,400 tys. €,Austria,Sturm Graz,Bez odstępnego,Sprzedaż,Red Bull Salzburg,2019/2020
54,Fredrik GulbrandsenF. Gulbrandsen,26,Norwegia,Środkowy napastnik,ŚNP,"4,00 mln €",Turcja,Basaksehir,Bez odstępnego,Sprzedaż,Red Bull Salzburg,2019/2020
55,Mahamadou DembéléM. Dembélé,20,Francja,Środkowy obrońca,ŚOB,400 tys. €,Francja,Troyes,?,Sprzedaż,Red Bull Salzburg,2019/2020
56,Rene RennerR. Renner,25,Austria,Lewy pomocnik,LPM,600 tys. €,Austria,SV Mattersburg,500 tys. €,Kupno,LASK,2019/2020
57,Marvin PotzmannM. Potzmann,25,Austria,Lewy obrońca,LOB,"1,00 mln €",Austria,Rapid Wiedeń,500 tys. €,Kupno,LASK,2019/2020
58,Petar FilipovicP. Filipovic,28,Chorwacja,Środkowy obrońca,ŚOB,800 tys. €,Turcja,Konyaspor,450 tys. €,Kupno,LASK,2019/2020
59,Husein BalicH. Balic,23,Austria,Lewy napastnik,LNP,800 tys. €,Austria,SKN St. Pölten,300 tys. €,Kupno,LASK,2019/2020
60,Valentino MüllerV. Müller,20,Austria,Defensywny pomocnik,DPM,500 tys. €,Austria,SCR Altach,Bez odstępnego,Kupno,LASK,2019/2020
61,Daniel JelisicD. Jelisic,19,Niemcy,Defensywny pomocnik,DPM,50 tys. €,Niemcy,FC Bayern II,Bez odstępnego,Kupno,LASK,2019/2020
62,Andriko SmolinskiA. Smolinski,19,Niemcy,Prawy obrońca,POB,-,Niemcy,Schalke 04 U19,Bez odstępnego,Kupno,LASK,2019/2020
63,David SchneggD. Schnegg,20,Austria,Lewy obrońca,LOB,250 tys. €,Austria,FC Liefering,?,Kupno,LASK,2019/2020
64,Jan BollerJ. Boller,19,Niemcy,Środkowy obrońca,ŚOB,200 tys. €,Niemcy,Bay. Leverkusen,?,Kupno,LASK,2019/2020
65,RichardRichard,18,Brazylia,Ofensywny pomocnik,OPM,-,Brazylia,AD Guarulhos,?,Kupno,LASK,2019/2020
66,Ibrahima DraméI. Dramé,18,Senegal,Lewy napastnik,LNP,100 tys. €,Senegal,Diambars,?,Kupno,LASK,2019/2020
67,Thomas SabitzerT. Sabitzer,18,Austria,Środkowy napastnik,ŚNP,400 tys. €,Austria,SV Kapfenberg,?,Kupno,LASK,2019/2020
68,In-pyo OhIn-pyo Oh,22,Korea Południowa,Ofensywny pomocnik,OPM,175 tys. €,Korea Południowa,Ulsan Hyundai,?,Kupno,LASK,2019/2020
69,João VictorJoão Victor,25,Brazylia,Lewy napastnik,LNP,"3,00 mln €",Niemcy,Wolfsburg,"3,50 mln €",Sprzedaż,LASK,2019/2020
70,Maximilian UllmannM. Ullmann,23,Austria,Lewy obrońca,LOB,"2,50 mln €",Austria,Rapid Wiedeń,600 tys. €,Sprzedaż,LASK,2019/2020
71,BrunoBruno,25,Brazylia,Prawy napastnik,PNP,800 tys. €,Grecja,Olympiakos SFP,500 tys. €,Sprzedaż,LASK,2019/2020
72,Florian JamnigF. Jamnig,28,Austria,Prawy pomocnik,PPM,400 tys. €,Austria,SCR Altach,200 tys. €,Sprzedaż,LASK,2019/2020
73,Dogan ErdoganD. Erdogan,22,Turcja,Defensywny pomocnik,DPM,500 tys. €,Turcja,Trabzonspor,200 tys. €,Sprzedaż,LASK,2019/2020
74,Kyle ButlerK. Butler,21,Jamajka,Ofensywny pomocnik,OPM,75 tys. €,Austria,A. Lustenau,Bez odstępnego,Sprzedaż,LASK,2019/2020
75,Markus BlutschM. Blutsch,24,Austria,Ofensywny pomocnik,OPM,200 tys. €,Austria,ASKÖ Oedt,Bez odstępnego,Sprzedaż,LASK,2019/2020
76,Ugochukwu OduenyiU. Oduenyi,23,Nigeria,Środkowy napastnik,ŚNP,75 tys. €,Austria,SV Ried,Bez odstępnego,Sprzedaż,LASK,2019/2020
77,Andriko SmolinskiA. Smolinski,19,Niemcy,Prawy obrońca,POB,150 tys. €,Niemcy,Hannover 96 II,Bez odstępnego,Sprzedaż,LASK,2019/2020
78,Yusuf OtubanjoY. Otubanjo,27,Nigeria,Środkowy napastnik,ŚNP,400 tys. €,Armenia,Ararat-Armenia,?,Sprzedaż,LASK,2019/2020
79,Dusan JokovicD. Jokovic,20,Serbia,Środkowy obrońca,ŚOB,200 tys. €,Chorwacja,NK Lokomotiva,?,Sprzedaż,LASK,2019/2020
80,Nicolas SchmidN. Schmid,22,Austria,Bramkarz,BRK,100 tys. €,Austria,Blau Weiss Linz,?,Sprzedaż,LASK,2019/2020
81,Kennedy BoatengK. Boateng,22,Ghana,Środkowy obrońca,ŚOB,350 tys. €,Austria,SV Ried,?,Sprzedaż,LASK,2019/2020
82,Reuben AcquahR. Acquah,22,Ghana,Defensywny pomocnik,DPM,150 tys. €,Austria,SV Ried,?,Sprzedaż,LASK,2019/2020
83,Daniel OlaniyiD. Olaniyi,21,Nigeria,Napastnik,Napastnik,-,-,Bez klubu,-,Sprzedaż,LASK,2019/2020
84,Shon WeissmanS. Weissman,23,Izrael,Środkowy napastnik,ŚNP,500 tys. €,Izrael,Maccabi Haifa,Bez odstępnego,Kupno,Wolfsberger AC,2019/2020
85,Manuel KuttinM. Kuttin,25,Austria,Bramkarz,BRK,250 tys. €,Austria,Admira Wacker,Bez odstępnego,Kupno,Wolfsberger AC,2019/2020
86,Stefan PericS. Peric,22,Austria,Środkowy obrońca,ŚOB,250 tys. €,Austria,FC Wacker,?,Kupno,Wolfsberger AC,2019/2020
87,Cheikhou DiengC. Dieng,26,Senegal,Środkowy napastnik,ŚNP,150 tys. €,-,Bez klubu,-,Kupno,Wolfsberger AC,2019/2020
88,Marcel RitzmaierM. Ritzmaier,26,Austria,Środkowy pomocnik,ŚPM,"1,50 mln €",Anglia,FC Barnsley,500 tys. €,Sprzedaż,Wolfsberger AC,2019/2020
89,Michael SollbauerM. Sollbauer,29,Austria,Środkowy obrońca,ŚOB,800 tys. €,Anglia,FC Barnsley,500 tys. €,Sprzedaż,Wolfsberger AC,2019/2020
90,Gerald NutzG. Nutz,25,Austria,Środkowy pomocnik,ŚPM,400 tys. €,Austria,Grazer AK 1902,Bez odstępnego,Sprzedaż,Wolfsberger AC,2019/2020
91,Sasa JovanovicS. Jovanovic,26,Serbia,Lewy napastnik,LNP,350 tys. €,Serbia,FK Indjija,Bez odstępnego,Sprzedaż,Wolfsberger AC,2019/2020
92,Bernd GschweidlB. Gschweidl,23,Austria,Środkowy napastnik,ŚNP,300 tys. €,Austria,SCR Altach,Bez odstępnego,Sprzedaż,Wolfsberger AC,2019/2020
93,Ash KigbuAsh Kigbu,20,Anglia,Środkowy obrońca,ŚOB,200 tys. €,Anglia,Stoke U23,Bez odstępnego,Sprzedaż,Wolfsberger AC,2019/2020
94,Bojan AvramovicB. Avramovic,21,Serbia,Lewy napastnik,LNP,100 tys. €,-,Bez klubu,-,Sprzedaż,Wolfsberger AC,2019/2020
95,Andreas LienhartA. Lienhart,33,Austria,Prawy obrońca,POB,250 tys. €,Austria,SCR Altach,Bez odstępnego,Kupno,TSV Hartberg,2019/2020
96,Stefan RakowitzS. Rakowitz,29,Austria,Lewy pomocnik,LPM,350 tys. €,Austria,FC Wacker,Bez odstępnego,Kupno,TSV Hartberg,2019/2020
97,Bakary NimagaB. Nimaga,24,Mali,Defensywny pomocnik,DPM,150 tys. €,Turcja,Hatayspor,Bez odstępnego,Kupno,TSV Hartberg,2019/2020
98,Christian KlemC. Klem,28,Austria,Lewy obrońca,LOB,250 tys. €,Austria,FC Wacker,Bez odstępnego,Kupno,TSV Hartberg,2019/2020
99,Sandro GotalS. Gotal,28,Austria,Środkowy napastnik,ŚNP,300 tys. €,Litwa,Suduva,Bez odstępnego,Kupno,TSV Hartberg,2019/2020
100,Jodel DossouJ. Dossou,27,Benin,Prawy pomocnik,PPM,400 tys. €,Szwajcaria,FC Vaduz,?,Kupno,TSV Hartberg,2019/2020
101,Nino KöpfN. Köpf,19,Austria,Pomocnik,Pomocnik,-,Austria,FC Gleisdorf 09,?,Kupno,TSV Hartberg,2019/2020
102,Lukas GabbichlerL. Gabbichler,21,Austria,Lewy pomocnik,LPM,-,Austria,SC Weiz,?,Kupno,TSV Hartberg,2019/2020
103,Tino-Sven SusicT. Susic,27,Bośnia i Hercegowina,Środkowy pomocnik,ŚPM,"1,25 mln €",-,Bez klubu,-,Kupno,TSV Hartberg,2019/2020
104,Florian FleckerF. Flecker,23,Austria,Prawy napastnik,PNP,900 tys. €,Niemcy,Union Berlin,Bez odstępnego,Sprzedaż,TSV Hartberg,2019/2020
105,Fabian SchubertF. Schubert,24,Austria,Środkowy napastnik,ŚNP,200 tys. €,Austria,Blau Weiss Linz,Bez odstępnego,Sprzedaż,TSV Hartberg,2019/2020
106,Marcel HolzerM. Holzer,20,Austria,Środkowy napastnik,ŚNP,75 tys. €,Austria,Wolfsberg II,Bez odstępnego,Sprzedaż,TSV Hartberg,2019/2020
107,Tino-Sven SusicT. Susic,27,Bośnia i Hercegowina,Środkowy pomocnik,ŚPM,800 tys. €,Bośnia i Hercegowina,FK Sarajevo,Bez odstępnego,Sprzedaż,TSV Hartberg,2019/2020
108,Florian SittsamF. Sittsam,24,Austria,Defensywny pomocnik,DPM,300 tys. €,Austria,SV Horn,Bez odstępnego,Sprzedaż,TSV Hartberg,2019/2020
109,Christian IlicC. Ilic,22,Chorwacja,Lewy pomocnik,LPM,250 tys. €,Szkocja,Motherwell FC,Bez odstępnego,Sprzedaż,TSV Hartberg,2019/2020
110,Nino KöpfN. Köpf,19,Austria,Pomocnik,Pomocnik,25 tys. €,Austria,Deutschlandsbg.,?,Sprzedaż,TSV Hartberg,2019/2020
111,Kresimir KovacevicK. Kovacevic,24,Chorwacja,Środkowy napastnik,ŚNP,200 tys. €,-,Bez klubu,-,Sprzedaż,TSV Hartberg,2019/2020
112,Philipp SieglP. Siegl,25,Austria,Środkowy obrońca,ŚOB,350 tys. €,-,Bez klubu,-,Sprzedaż,TSV Hartberg,2019/2020
113,Benedikt PichlerB. Pichler,21,Austria,Lewy pomocnik,LPM,300 tys. €,Austria,A. Klagenfurt,250 tys. €,Kupno,FK Austria Wiedeń,2019/2020
114,Stephan ZwierschitzS. Zwierschitz,28,Austria,Prawy obrońca,POB,700 tys. €,Austria,Admira Wacker,Bez odstępnego,Kupno,FK Austria Wiedeń,2019/2020
115,Maudo JarjuéM. Jarjué,21,Gambia,Środkowy obrońca,ŚOB,600 tys. €,Azerbejdżan,FK Sabail,Bez odstępnego,Kupno,FK Austria Wiedeń,2019/2020
116,Caner CavlanC. Cavlan,27,Holandia,Lewy obrońca,LOB,750 tys. €,Holandia,FC Emmen,Bez odstępnego,Kupno,FK Austria Wiedeń,2019/2020
117,Johannes HandlJ. Handl,21,Austria,Środkowy obrońca,ŚOB,250 tys. €,Austria,FC Wacker II,?,Kupno,FK Austria Wiedeń,2019/2020
118,Tarkan SerbestT. Serbest,25,Turcja,Środkowy pomocnik,ŚPM,"1,00 mln €",Turcja,Kasimpasa,350 tys. €,Sprzedaż,FK Austria Wiedeń,2019/2020
119,Kevin FriesenbichlerK. Friesenbichler,25,Austria,Środkowy napastnik,ŚNP,800 tys. €,Niemcy,VfL Osnabrück,Bez odstępnego,Sprzedaż,FK Austria Wiedeń,2019/2020
120,Thomas SalamonT. Salamon,30,Austria,Lewy obrońca,LOB,250 tys. €,Austria,SV Horn,Bez odstępnego,Sprzedaż,FK Austria Wiedeń,2019/2020
121,Mohammed KadiriM. Kadiri,23,Ghana,Defensywny pomocnik,DPM,"2,50 mln €",Ukraina,Dynamo Kijów,?,Sprzedaż,FK Austria Wiedeń,2019/2020
122,Petar GluhakovicP. Gluhakovic,23,Austria,Prawy obrońca,POB,250 tys. €,Chorwacja,NK Lokomotiva,?,Sprzedaż,FK Austria Wiedeń,2019/2020
123,Roman KerschbaumR. Kerschbaum,25,Austria,Defensywny pomocnik,DPM,400 tys. €,Austria,FC Wacker,Bez odstępnego,Kupno,FC Admira Wacker Mödling,2019/2020
124,Christoph HaasC. Haas,26,Austria,Bramkarz,BRK,100 tys. €,Austria,SV Horn,Bez odstępnego,Kupno,FC Admira Wacker Mödling,2019/2020
125,Fabian MenigF. Menig,25,Niemcy,Prawy obrońca,POB,300 tys. €,Niemcy,Preußen Münster,Bez odstępnego,Kupno,FC Admira Wacker Mödling,2019/2020
126,Erwin HofferE. Hoffer,32,Austria,Środkowy napastnik,ŚNP,300 tys. €,Belgia,Beerschot V.A.,Bez odstępnego,Kupno,FC Admira Wacker Mödling,2019/2020
127,Markus PinkM. Pink,28,Austria,Środkowy napastnik,ŚNP,250 tys. €,Austria,Sturm Graz,?,Kupno,FC Admira Wacker Mödling,2019/2020
128,Kolja PuschK. Pusch,26,Niemcy,Ofensywny pomocnik,OPM,400 tys. €,Niemcy,1.FC Heidenheim,?,Kupno,FC Admira Wacker Mödling,2019/2020
129,Muhammed-Cham SaracevicM. Saracevic,18,Austria,Prawy pomocnik,PPM,75 tys. €,Niemcy,Wolfsburg II,?,Kupno,FC Admira Wacker Mödling,2019/2020
130,Sasa KalajdzicS. Kalajdzic,21,Austria,Środkowy napastnik,ŚNP,"2,50 mln €",Niemcy,Stuttgart,"2,50 mln €",Sprzedaż,FC Admira Wacker Mödling,2019/2020
131,Patrick SchmidtP. Schmidt,21,Austria,Środkowy napastnik,ŚNP,800 tys. €,Anglia,FC Barnsley,"1,20 mln €",Sprzedaż,FC Admira Wacker Mödling,2019/2020
132,Marin JakolisM. Jakolis,22,Chorwacja,Środkowy napastnik,ŚNP,800 tys. €,Chorwacja,Hajduk Split,100 tys. €,Sprzedaż,FC Admira Wacker Mödling,2019/2020
133,Stephan ZwierschitzS. Zwierschitz,28,Austria,Prawy obrońca,POB,700 tys. €,Austria,Austria Wiedeń,Bez odstępnego,Sprzedaż,FC Admira Wacker Mödling,2019/2020
134,Manuel KuttinM. Kuttin,25,Austria,Bramkarz,BRK,250 tys. €,Austria,Wolfsberger AC,Bez odstępnego,Sprzedaż,FC Admira Wacker Mödling,2019/2020
135,Pyry SoiriP. Soiri,24,Finlandia,Lewy napastnik,LNP,350 tys. €,Dania,Esbjerg fB,?,Sprzedaż,FC Admira Wacker Mödling,2019/2020
136,Marco HausjellM. Hausjell,20,Austria,Lewy napastnik,LNP,175 tys. €,Austria,SV Horn,?,Sprzedaż,FC Admira Wacker Mödling,2019/2020
137,Fabian MiesenböckF. Miesenböck,25,Austria,Lewy pomocnik,LPM,250 tys. €,Słowacja,Spartak Trnava,Bez odstępnego,Kupno,SV Mattersburg,2019/2020
138,Rene RennerR. Renner,25,Austria,Lewy pomocnik,LPM,600 tys. €,Austria,LASK,500 tys. €,Sprzedaż,SV Mattersburg,2019/2020
139,Raffael BehounekR. Behounek,22,Austria,Środkowy obrońca,ŚOB,200 tys. €,Austria,FC Wacker,Bez odstępnego,Sprzedaż,SV Mattersburg,2019/2020
140,Michael PerlakM. Perlak,33,Austria,Ofensywny pomocnik,OPM,100 tys. €,Austria,Wiener Neustadt,Bez odstępnego,Sprzedaż,SV Mattersburg,2019/2020
141,Philipp ProsenikP. Prosenik,26,Austria,Środkowy napastnik,ŚNP,200 tys. €,Austria,FAC,Bez odstępnego,Sprzedaż,SV Mattersburg,2019/2020
142,Jefté BetancorJ. Betancor,25,Hiszpania,Środkowy napastnik,ŚNP,175 tys. €,Austria,SV Ried,Bez odstępnego,Sprzedaż,SV Mattersburg,2019/2020
143,César OrtizC. Ortiz,30,Hiszpania,Środkowy obrońca,ŚOB,350 tys. €,Hiszpania,CD Toledo,Bez odstępnego,Sprzedaż,SV Mattersburg,2019/2020
144,Mario GrgicM. Grgic,27,Austria,Środkowy pomocnik,ŚPM,175 tys. €,-,Bez klubu,-,Sprzedaż,SV Mattersburg,2019/2020
145,Fran SánchezF. Sánchez,29,Hiszpania,Lewy napastnik,LNP,100 tys. €,-,Bez klubu,-,Sprzedaż,SV Mattersburg,2019/2020
146,Lukas GrgicL. Grgic,23,Austria,Defensywny pomocnik,DPM,300 tys. €,Austria,SV Ried,50 tys. €,Kupno,WSG Tirol,2019/2020
147,Stefan HagerS. Hager,24,Austria,Środkowy obrońca,ŚOB,300 tys. €,Austria,Wiener Neustadt,Bez odstępnego,Kupno,WSG Tirol,2019/2020
148,Julian GöllesJ. Gölles,19,Austria,Prawy obrońca,POB,250 tys. €,Austria,Wiener Neustadt,Bez odstępnego,Kupno,WSG Tirol,2019/2020
149,Florian BuchacherF. Buchacher,31,Austria,Lewy obrońca,LOB,175 tys. €,Austria,FC Wacker,Bez odstępnego,Kupno,WSG Tirol,2019/2020
150,Stefan MaierhoferS. Maierhofer,37,Austria,Środkowy napastnik,ŚNP,125 tys. €,Szwajcaria,FC Aarau,Bez odstępnego,Kupno,WSG Tirol,2019/2020
151,Zlatko DedicZ. Dedic,34,Słowenia,Środkowy napastnik,ŚNP,350 tys. €,Austria,FC Wacker,Bez odstępnego,Kupno,WSG Tirol,2019/2020
152,Fabian KochF. Koch,30,Austria,Prawy obrońca,POB,450 tys. €,Austria,Sturm Graz,?,Kupno,WSG Tirol,2019/2020
153,Florian RiederF. Rieder,23,Austria,Środkowy pomocnik,ŚPM,250 tys. €,Austria,FC Wacker,?,Kupno,WSG Tirol,2019/2020
154,Thanos PetsosT. Petsos,28,Grecja,Defensywny pomocnik,DPM,250 tys. €,-,Bez klubu,-,Kupno,WSG Tirol,2019/2020
155,Milan JurdikM. Jurdik,28,Czechy,Środkowy napastnik,ŚNP,250 tys. €,Austria,FAC,Bez odstępnego,Sprzedaż,WSG Tirol,2019/2020
156,Andreas DoberA. Dober,33,Austria,Prawy obrońca,POB,150 tys. €,Austria,Siegendorf,Bez odstępnego,Sprzedaż,WSG Tirol,2019/2020
