,Piłkarz,Wiek,Narodowość,Pozycja,Poz,Wartość rynkowa,Klub pozyskujący/oddający państwo,Klub pozyskujący/oddający nazwa,Kwota odstępnego,Rodzaj transferu,Dotyczy klubu,Sezon
0,Nicolae StanciuN. Stanciu,26,Rumunia,Ofensywny pomocnik,OPM,"3,50 mln €",Arabia Saudyjska,Ahli,"4,00 mln €",Kupno,SK Slavia Praga,2019/2020
1,Tomas HolesT. Holes,26,Czechy,Prawy obrońca,POB,"1,00 mln €",Czechy,FK Jablonec,"1,60 mln €",Kupno,SK Slavia Praga,2019/2020
2,David HovorkaD. Hovorka,25,Czechy,Środkowy obrońca,ŚOB,"1,25 mln €",Czechy,FK Jablonec,"1,20 mln €",Kupno,SK Slavia Praga,2019/2020
3,Oscar DorleyOscar Dorley,21,Liberia,Środkowy pomocnik,ŚPM,"1,00 mln €",Czechy,Slovan Liberec,"1,00 mln €",Kupno,SK Slavia Praga,2019/2020
4,Laco TakacsL. Takacs,23,Czechy,Defensywny pomocnik,DPM,800 tys. €,Czechy,Mladá Boleslav,"1,00 mln €",Kupno,SK Slavia Praga,2019/2020
5,Patrik HellebrandP. Hellebrand,20,Czechy,Ofensywny pomocnik,OPM,250 tys. €,Czechy,Slovácko,915 tys. €,Kupno,SK Slavia Praga,2019/2020
6,Lukas ProvodL. Provod,23,Czechy,Lewy napastnik,LNP,700 tys. €,Czechy,Vik. Plzen B,770 tys. €,Kupno,SK Slavia Praga,2019/2020
7,João FelipeJoão Felipe,18,Brazylia,Lewy napastnik,LNP,-,Brazylia,Ituano FC U20,500 tys. €,Kupno,SK Slavia Praga,2019/2020
8,Alex KralAlex Kral,21,Czechy,Defensywny pomocnik,DPM,"3,50 mln €",Rosja,Spartak Moskwa,"12,00 mln €",Sprzedaż,SK Slavia Praga,2019/2020
9,Michael Ngadeu NgadjuiM. Ngadeu Ngadjui,28,Kamerun,Środkowy obrońca,ŚOB,"4,50 mln €",Belgia,KAA Gent,"4,50 mln €",Sprzedaż,SK Slavia Praga,2019/2020
10,Jaromir ZmrhalJ. Zmrhal,26,Czechy,Lewy pomocnik,LPM,"3,25 mln €",Włochy,Brescia,"3,75 mln €",Sprzedaż,SK Slavia Praga,2019/2020
11,Simon DeliS. Deli,27,Wybrzeże Kości Słoniowej,Środkowy obrońca,ŚOB,"4,50 mln €",Belgia,FC Brügge,"2,50 mln €",Sprzedaż,SK Slavia Praga,2019/2020
12,Miroslav StochM. Stoch,29,Słowacja,Lewy napastnik,LNP,"4,50 mln €",Grecja,PAOK Saloniki,"1,50 mln €",Sprzedaż,SK Slavia Praga,2019/2020
13,Milan SkodaM. Skoda,33,Czechy,Środkowy napastnik,ŚNP,"1,00 mln €",Turcja,C. Rizespor,Bez odstępnego,Sprzedaż,SK Slavia Praga,2019/2020
14,Ruslan MingazovR. Mingazov,27,Turkmenistan,Prawy napastnik,PNP,650 tys. €,Kazachstan,Irtysz Pawłodar,Bez odstępnego,Sprzedaż,SK Slavia Praga,2019/2020
15,Olivier KingueO. Kingue,23,Kamerun,Środkowy obrońca,ŚOB,250 tys. €,Czechy,1.FK Příbram,Bez odstępnego,Sprzedaż,SK Slavia Praga,2019/2020
16,Matej ChalusM. Chalus,21,Czechy,Środkowy obrońca,ŚOB,500 tys. €,Czechy,Slovan Liberec,?,Sprzedaż,SK Slavia Praga,2019/2020
17,Michal TravnikM. Travnik,25,Czechy,Środkowy pomocnik,ŚPM,"3,00 mln €",Czechy,FK Jablonec,"1,80 mln €",Kupno,AC Sparta Praga,2019/2020
18,Andreas VindheimA. Vindheim,23,Norwegia,Prawy obrońca,POB,"1,00 mln €",Szwecja,Malmö FF,"1,30 mln €",Kupno,AC Sparta Praga,2019/2020
19,Ladislav KrejciL. Krejci,20,Czechy,Defensywny pomocnik,DPM,300 tys. €,Czechy,Zbrojovka Brno,310 tys. €,Kupno,AC Sparta Praga,2019/2020
20,Libor KozakL. Kozak,30,Czechy,Środkowy napastnik,ŚNP,750 tys. €,Czechy,Slovan Liberec,Bez odstępnego,Kupno,AC Sparta Praga,2019/2020
21,Filip SoucekF. Soucek,19,Czechy,Środkowy pomocnik,ŚPM,200 tys. €,Czechy,SFC Opava,?,Kupno,AC Sparta Praga,2019/2020
22,Matej PolidarM. Polidar,19,Czechy,Cofnięty napastnik,CNP,150 tys. €,Czechy,1.FK Příbram,?,Kupno,AC Sparta Praga,2019/2020
23,David LischkaD. Lischka,21,Czechy,Środkowy obrońca,ŚOB,800 tys. €,Czechy,FK Jablonec,?,Kupno,AC Sparta Praga,2019/2020
24,Eldar CivicE. Civic,23,Bośnia i Hercegowina,Lewy obrońca,LOB,"1,00 mln €",Węgry,Ferencváros,"1,00 mln €",Sprzedaż,AC Sparta Praga,2019/2020
25,Bogdan VatajeluB. Vatajelu,26,Rumunia,Lewy obrońca,LOB,900 tys. €,Rumunia,CS U Craiova,350 tys. €,Sprzedaż,AC Sparta Praga,2019/2020
26,Gol-Gol MebrahtuG. Mebrahtu,28,Australia,Środkowy napastnik,ŚNP,300 tys. €,Węgry,Puskás AFC,Bez odstępnego,Sprzedaż,AC Sparta Praga,2019/2020
27,Vaclav KadlecV. Kadlec,27,Czechy,Środkowy napastnik,ŚNP,300 tys. €,-,Koniec kariery,-,Sprzedaż,AC Sparta Praga,2019/2020
28,Martin HasekM. Hasek,24,Czechy,Środkowy pomocnik,ŚPM,"1,80 mln €",-,Bez klubu,-,Sprzedaż,AC Sparta Praga,2019/2020
29,Lukas KalvachL. Kalvach,23,Czechy,Defensywny pomocnik,DPM,900 tys. €,Czechy,Sigma Ołomuniec,600 tys. €,Kupno,FC Viktoria Pilzno,2019/2020
30,Adam HlousekA. Hlousek,30,Czechy,Lewy obrońca,LOB,850 tys. €,Polska,Legia Warszawa,Bez odstępnego,Kupno,FC Viktoria Pilzno,2019/2020
31,Marko AlvirM. Alvir,25,Chorwacja,Środkowy pomocnik,ŚPM,500 tys. €,Czechy,Slavia Praha B,Bez odstępnego,Kupno,FC Viktoria Pilzno,2019/2020
32,Jakub BrabecJ. Brabec,26,Czechy,Środkowy obrońca,ŚOB,"2,00 mln €",Belgia,KRC Genk,?,Kupno,FC Viktoria Pilzno,2019/2020
33,Michael KrmencikM. Krmencik,26,Czechy,Środkowy napastnik,ŚNP,"3,50 mln €",Belgia,FC Brügge,"6,50 mln €",Sprzedaż,FC Viktoria Pilzno,2019/2020
34,Patrik HrosovskyP. Hrosovsky,27,Słowacja,Środkowy pomocnik,ŚPM,"6,50 mln €",Belgia,KRC Genk,"5,20 mln €",Sprzedaż,FC Viktoria Pilzno,2019/2020
35,Tomas HajekT. Hajek,27,Czechy,Środkowy obrońca,ŚOB,900 tys. €,Holandia,Vitesse,400 tys. €,Sprzedaż,FC Viktoria Pilzno,2019/2020
36,Tomas PoznarT. Poznar,30,Czechy,Środkowy napastnik,ŚNP,450 tys. €,Czechy,FC Zlin,Bez odstępnego,Sprzedaż,FC Viktoria Pilzno,2019/2020
37,Jiri PirochJ. Piroch,23,Czechy,Środkowy obrońca,ŚOB,200 tys. €,Czechy,FK Dukla Praga,Bez odstępnego,Sprzedaż,FC Viktoria Pilzno,2019/2020
38,Roman ProchazkaR. Prochazka,30,Słowacja,Defensywny pomocnik,DPM,"1,75 mln €",Polska,Górnik Zabrze,Bez odstępnego,Sprzedaż,FC Viktoria Pilzno,2019/2020
39,Milan PetrzelaM. Petrzela,36,Czechy,Prawy pomocnik,PPM,300 tys. €,Czechy,Slovácko,Bez odstępnego,Sprzedaż,FC Viktoria Pilzno,2019/2020
40,Matus KozacikM. Kozacik,36,Słowacja,Bramkarz,BRK,300 tys. €,-,Koniec kariery,-,Sprzedaż,FC Viktoria Pilzno,2019/2020
41,Daniel KolarD. Kolar,33,Czechy,Ofensywny pomocnik,OPM,-,-,Koniec kariery,-,Sprzedaż,FC Viktoria Pilzno,2019/2020
42,Marek BakosM. Bakos,36,Słowacja,Środkowy napastnik,ŚNP,-,-,Koniec kariery,-,Sprzedaż,FC Viktoria Pilzno,2019/2020
43,Kasper HämäläinenK. Hämäläinen,33,Finlandia,Ofensywny pomocnik,OPM,450 tys. €,Polska,Legia Warszawa,Bez odstępnego,Kupno,FK Jablonec,2019/2020
44,Andriy TsurikovA. Tsurikov,26,Ukraina,Lewy obrońca,LOB,800 tys. €,Ukraina,FK Oleksandriya,Bez odstępnego,Kupno,FK Jablonec,2019/2020
45,Michal JerabekM. Jerabek,26,Czechy,Środkowy obrońca,ŚOB,400 tys. €,Czechy,FK Teplice,?,Kupno,FK Jablonec,2019/2020
46,Zoran PetrovicZ. Petrovic,21,Czarnogóra,Prawy napastnik,PNP,200 tys. €,Czarnogóra,OFK Titograd,?,Kupno,FK Jablonec,2019/2020
47,Libor HolikL. Holik,21,Czechy,Prawy obrońca,POB,400 tys. €,Czechy,FC Zlin,?,Kupno,FK Jablonec,2019/2020
48,Jiri VanaJiri Vana,30,Czechy,Środkowy obrońca,ŚOB,-,Czechy,Jiskra Mseno,?,Kupno,FK Jablonec,2019/2020
49,Michal TravnikM. Travnik,25,Czechy,Środkowy pomocnik,ŚPM,"3,00 mln €",Czechy,Sparta Praga,"1,80 mln €",Sprzedaż,FK Jablonec,2019/2020
50,Tomas HolesT. Holes,26,Czechy,Prawy obrońca,POB,"1,00 mln €",Czechy,Slavia Praga,"1,60 mln €",Sprzedaż,FK Jablonec,2019/2020
51,David HovorkaD. Hovorka,25,Czechy,Środkowy obrońca,ŚOB,"1,25 mln €",Czechy,Slavia Praga,"1,20 mln €",Sprzedaż,FK Jablonec,2019/2020
52,Andrej FabryA. Fabry,22,Słowacja,Ofensywny pomocnik,OPM,400 tys. €,Słowacja,Dunajska Streda,?,Sprzedaż,FK Jablonec,2019/2020
53,Jakub JanetzkyJ. Janetzky,22,Czechy,Ofensywny pomocnik,OPM,300 tys. €,Czechy,FC Zlin,?,Sprzedaż,FK Jablonec,2019/2020
54,Tomas BreckaT. Brecka,25,Czechy,Środkowy obrońca,ŚOB,550 tys. €,Turcja,Kasimpasa,?,Sprzedaż,FK Jablonec,2019/2020
55,Andriy TsurikovA. Tsurikov,27,Ukraina,Lewy obrońca,LOB,600 tys. €,Ukraina,SK Dnipro-1,?,Sprzedaż,FK Jablonec,2019/2020
56,David LischkaD. Lischka,21,Czechy,Środkowy obrońca,ŚOB,800 tys. €,Czechy,Sparta Praga,?,Sprzedaż,FK Jablonec,2019/2020
57,Nikola JankovicN. Jankovic,26,Serbia,Prawy obrońca,POB,250 tys. €,-,Bez klubu,-,Sprzedaż,FK Jablonec,2019/2020
58,Martin ZemanM. Zeman,30,Czechy,Lewy pomocnik,LPM,500 tys. €,Czechy,1.FK Příbram,Bez odstępnego,Kupno,FC Slovan Liberec,2019/2020
59,Imad RondicI. Rondic,20,Bośnia i Hercegowina,Środkowy napastnik,ŚNP,150 tys. €,Czechy,Slavia Praha B,?,Kupno,FC Slovan Liberec,2019/2020
60,Matej ChalusM. Chalus,21,Czechy,Środkowy obrońca,ŚOB,500 tys. €,Czechy,Slavia Praga,?,Kupno,FC Slovan Liberec,2019/2020
61,Taras KacharabaT. Kacharaba,24,Ukraina,Środkowy obrońca,ŚOB,700 tys. €,Ukraina,Szachtar D. II,?,Kupno,FC Slovan Liberec,2019/2020
62,Jan KuchtaJ. Kuchta,23,Czechy,Środkowy napastnik,ŚNP,300 tys. €,Czechy,Slavia Praha B,?,Kupno,FC Slovan Liberec,2019/2020
63,Bojan DjordjicB. Djordjic,25,Serbia,Prawy pomocnik,PPM,250 tys. €,Czechy,FK Varnsdorf,?,Kupno,FC Slovan Liberec,2019/2020
64,Oscar DorleyOscar Dorley,21,Liberia,Środkowy pomocnik,ŚPM,"1,00 mln €",Czechy,Slavia Praga,"1,00 mln €",Sprzedaż,FC Slovan Liberec,2019/2020
65,Roman PotocnyR. Potocny,28,Czechy,Lewy napastnik,LNP,800 tys. €,Czechy,Banik Ostrava,80 tys. €,Sprzedaż,FC Slovan Liberec,2019/2020
66,Libor KozakL. Kozak,30,Czechy,Środkowy napastnik,ŚNP,750 tys. €,Czechy,Sparta Praga,Bez odstępnego,Sprzedaż,FC Slovan Liberec,2019/2020
67,Filip OrsulaF. Orsula,26,Słowacja,Prawy napastnik,PNP,250 tys. €,Słowacja,Spartak Trnava,Bez odstępnego,Sprzedaż,FC Slovan Liberec,2019/2020
68,Bojan DjordjicB. Djordjic,25,Serbia,Prawy pomocnik,PPM,250 tys. €,Czechy,SFC Opava,?,Sprzedaż,FC Slovan Liberec,2019/2020
69,Radim BreiteR. Breite,30,Czechy,Środkowy pomocnik,ŚPM,700 tys. €,Czechy,Sigma Ołomuniec,?,Sprzedaż,FC Slovan Liberec,2019/2020
70,Ondrej MachucaO. Machuca,23,Czechy,Defensywny pomocnik,DPM,200 tys. €,Czechy,Baník Sokolov,?,Sprzedaż,FC Slovan Liberec,2019/2020
71,Damjan VuklisevicD. Vuklisevic,24,Słowenia,Środkowy obrońca,ŚOB,250 tys. €,Słowenia,NK Domzale,?,Sprzedaż,FC Slovan Liberec,2019/2020
72,Wesley da SilvaW. da Silva,23,Brazylia,Środkowy napastnik,ŚNP,150 tys. €,-,Bez klubu,-,Sprzedaż,FC Slovan Liberec,2019/2020
73,Rudolf ReiterR. Reiter,24,Czechy,Prawy pomocnik,PPM,400 tys. €,Czechy,Bohemians 1905,300 tys. €,Kupno,FC Banik Ostrava,2019/2020
74,Jaroslav SvozilJ. Svozil,26,Czechy,Środkowy obrońca,ŚOB,500 tys. €,Czechy,SFC Opava,280 tys. €,Kupno,FC Banik Ostrava,2019/2020
75,Roman PotocnyR. Potocny,28,Czechy,Lewy napastnik,LNP,800 tys. €,Czechy,Slovan Liberec,80 tys. €,Kupno,FC Banik Ostrava,2019/2020
76,Tomas SmolaT. Smola,30,Czechy,Środkowy napastnik,ŚNP,400 tys. €,Czechy,SFC Opava,Bez odstępnego,Kupno,FC Banik Ostrava,2019/2020
77,Milan LalkovicM. Lalkovic,26,Słowacja,Lewy napastnik,LNP,250 tys. €,Czechy,Sigma Ołomuniec,Bez odstępnego,Kupno,FC Banik Ostrava,2019/2020
78,Dominik MartisiakD. Martisiak,18,Słowacja,Lewy napastnik,LNP,50 tys. €,Słowacja,FK Senica,?,Kupno,FC Banik Ostrava,2019/2020
79,Lumir CizLumir Ciz,19,Czechy,Bramkarz,BRK,-,Czechy,FC Zlin U19,?,Kupno,FC Banik Ostrava,2019/2020
80,Muhamed TijaniM. Tijani,19,Nigeria,Środkowy napastnik,ŚNP,50 tys. €,Nigeria,36 Lion FC,?,Kupno,FC Banik Ostrava,2019/2020
81,Lukás PazderaL. Pazdera,32,Czechy,Prawy obrońca,POB,250 tys. €,Czechy,1.FK Příbram,Bez odstępnego,Sprzedaż,FC Banik Ostrava,2019/2020
82,Dame DiopDame Diop,26,Senegal,Środkowy napastnik,ŚNP,400 tys. €,Turcja,Hatayspor,?,Sprzedaż,FC Banik Ostrava,2019/2020
83,Aleksey TataevA. Tataev,21,Rosja,Środkowy obrońca,ŚOB,"1,20 mln €",Rosja,Krasnodar 2,600 tys. €,Kupno,FK Mladá Boleslav,2019/2020
84,David DouderaD. Doudera,21,Czechy,Prawy pomocnik,PPM,200 tys. €,Czechy,FK Dukla Praga,80 tys. €,Kupno,FK Mladá Boleslav,2019/2020
85,Daniel PudilD. Pudil,33,Czechy,Lewy obrońca,LOB,750 tys. €,Anglia,Sheff Wed,Bez odstępnego,Kupno,FK Mladá Boleslav,2019/2020
86,Jiri KlimaJ. Klima,22,Czechy,Środkowy napastnik,ŚNP,250 tys. €,Czechy,FC Vysočina,?,Kupno,FK Mladá Boleslav,2019/2020
87,Tomas WagnerT. Wagner,29,Czechy,Środkowy napastnik,ŚNP,600 tys. €,Czechy,MFK Karvina,?,Kupno,FK Mladá Boleslav,2019/2020
88,Jan StejskalJ. Stejskal,22,Czechy,Bramkarz,BRK,350 tys. €,Czechy,Hradec Králové,?,Kupno,FK Mladá Boleslav,2019/2020
89,Michael HönigM. Hönig,20,Czechy,Prawy pomocnik,PPM,50 tys. €,Czechy,Slavia Praha B,?,Kupno,FK Mladá Boleslav,2019/2020
90,Lukas BudinskyL. Budinsky,27,Czechy,Ofensywny pomocnik,OPM,750 tys. €,Czechy,MFK Karvina,?,Kupno,FK Mladá Boleslav,2019/2020
91,Ondrej MazuchO. Mazuch,30,Czechy,Środkowy obrońca,ŚOB,800 tys. €,-,Bez klubu,-,Kupno,FK Mladá Boleslav,2019/2020
92,Nikolay KomlichenkoN. Komlichenko,24,Rosja,Środkowy napastnik,ŚNP,"5,50 mln €",Rosja,Dynamo Moskwa,"3,50 mln €",Sprzedaż,FK Mladá Boleslav,2019/2020
93,Laco TakacsL. Takacs,23,Czechy,Defensywny pomocnik,DPM,800 tys. €,Czechy,Slavia Praga,"1,00 mln €",Sprzedaż,FK Mladá Boleslav,2019/2020
94,Tomas PrikrylT. Prikryl,26,Czechy,Prawy napastnik,PNP,900 tys. €,Polska,Jagiellonia,Bez odstępnego,Sprzedaż,FK Mladá Boleslav,2019/2020
95,Jakub RadaJ. Rada,32,Czechy,Defensywny pomocnik,DPM,400 tys. €,Czechy,Bohemians 1905,?,Sprzedaż,FK Mladá Boleslav,2019/2020
96,Jaroslav DivisJ. Divis,33,Czechy,Prawy napastnik,PNP,200 tys. €,Czechy,Viktoria Zizkov,?,Sprzedaż,FK Mladá Boleslav,2019/2020
97,Jan KralJan Kral,20,Czechy,Środkowy obrońca,ŚOB,250 tys. €,Czechy,Hradec Králové,?,Sprzedaż,FK Mladá Boleslav,2019/2020
98,Jiri ValentaJ. Valenta,31,Czechy,Ofensywny pomocnik,OPM,200 tys. €,Czechy,Fotbal Trinec,?,Sprzedaż,FK Mladá Boleslav,2019/2020
99,Jakub MaresJ. Mares,32,Czechy,Cofnięty napastnik,CNP,300 tys. €,Polska,Zagłębie Lubin,Bez odstępnego,Kupno,FK Teplice,2019/2020
100,Manel RoyoM. Royo,25,Hiszpania,Lewy obrońca,LOB,100 tys. €,Hiszpania,Barakaldo CF,Bez odstępnego,Kupno,FK Teplice,2019/2020
101,Lukas MarecekL. Marecek,29,Czechy,Defensywny pomocnik,DPM,600 tys. €,Belgia,KSC Lokeren,?,Kupno,FK Teplice,2019/2020
102,Martins ToutouM. Toutou,23,Francja,Środkowy napastnik,ŚNP,75 tys. €,Czechy,FC MAS Taborsko,?,Kupno,FK Teplice,2019/2020
103,Jakub ReznicekJ. Reznicek,31,Czechy,Środkowy napastnik,ŚNP,650 tys. €,Belgia,KSC Lokeren,?,Kupno,FK Teplice,2019/2020
104,Matej HyblM. Hybl,25,Czechy,Lewy obrońca,LOB,150 tys. €,Czechy,Frydek-Mistek,?,Kupno,FK Teplice,2019/2020
105,Manel RoyoM. Royo,25,Hiszpania,Lewy obrońca,LOB,100 tys. €,Hiszpania,CD Ebro,Bez odstępnego,Sprzedaż,FK Teplice,2019/2020
106,Martin JindracekM. Jindracek,30,Czechy,Środkowy napastnik,ŚNP,200 tys. €,Czechy,1.FK Příbram,?,Sprzedaż,FK Teplice,2019/2020
107,Jan HosekJan Hosek,30,Czechy,Środkowy obrońca,ŚOB,200 tys. €,Czechy,Baník Sokolov,?,Sprzedaż,FK Teplice,2019/2020
108,Michal JerabekM. Jerabek,26,Czechy,Środkowy obrońca,ŚOB,400 tys. €,Czechy,FK Jablonec,?,Sprzedaż,FK Teplice,2019/2020
109,Marek CervenkaM. Cervenka,26,Czechy,Środkowy napastnik,ŚNP,150 tys. €,Czechy,Baník Sokolov,?,Sprzedaż,FK Teplice,2019/2020
110,Siim LutsSiim Luts,30,Estonia,Lewy pomocnik,LPM,150 tys. €,Estonia,Paide,?,Sprzedaż,FK Teplice,2019/2020
111,Pablo GonzálezP. González,26,Hiszpania,Prawy napastnik,PNP,250 tys. €,Czechy,FK Dukla Praga,155 tys. €,Kupno,SK Sigma Ołomuniec,2019/2020
112,Milan KerbrM. Kerbr,29,Czechy,Lewy obrońca,LOB,400 tys. €,Cypr,Apol. Limassol,Bez odstępnego,Kupno,SK Sigma Ołomuniec,2019/2020
113,Lukas GressakL. Gressak,30,Słowacja,Defensywny pomocnik,DPM,200 tys. €,Polska,Z. Sosnowiec,Bez odstępnego,Kupno,SK Sigma Ołomuniec,2019/2020
114,Ismar TandirI. Tandir,23,Bośnia i Hercegowina,Środkowy napastnik,ŚNP,400 tys. €,Słowacja,Ruzomberok,Bez odstępnego,Kupno,SK Sigma Ołomuniec,2019/2020
115,Radim BreiteR. Breite,30,Czechy,Środkowy pomocnik,ŚPM,700 tys. €,Czechy,Slovan Liberec,?,Kupno,SK Sigma Ołomuniec,2019/2020
116,Lukas KalvachL. Kalvach,23,Czechy,Defensywny pomocnik,DPM,900 tys. €,Czechy,Viktoria Pilzno,600 tys. €,Sprzedaż,SK Sigma Ołomuniec,2019/2020
117,Jakub PlsekJ. Plsek,26,Czechy,Środkowy pomocnik,ŚPM,800 tys. €,Węgry,Puskás AFC,500 tys. €,Sprzedaż,SK Sigma Ołomuniec,2019/2020
118,Milan LalkovicM. Lalkovic,26,Słowacja,Lewy napastnik,LNP,250 tys. €,Czechy,Banik Ostrava,Bez odstępnego,Sprzedaż,SK Sigma Ołomuniec,2019/2020
119,Roman PolomR. Polom,27,Czechy,Środkowy obrońca,ŚOB,150 tys. €,Czechy,C. Budziejowice,Bez odstępnego,Sprzedaż,SK Sigma Ołomuniec,2019/2020
120,Stepan SpurnyS. Spurny,23,Czechy,Bramkarz,BRK,50 tys. €,Czechy,MFK Vyskov,?,Sprzedaż,SK Sigma Ołomuniec,2019/2020
121,Matej HyblM. Hybl,24,Czechy,Lewy obrońca,LOB,150 tys. €,Czechy,Frydek-Mistek,?,Sprzedaż,SK Sigma Ołomuniec,2019/2020
122,Lamin JawoL. Jawo,24,Gambia,Środkowy napastnik,ŚNP,250 tys. €,Czechy,FC Vysočina,120 tys. €,Kupno,FC FASTAV Zlin,2019/2020
123,Lukas VrastilL. Vrastil,25,Czechy,Środkowy obrońca,ŚOB,350 tys. €,Czechy,Zbrojovka Brno,Bez odstępnego,Kupno,FC FASTAV Zlin,2019/2020
124,Tomas PoznarT. Poznar,30,Czechy,Środkowy napastnik,ŚNP,450 tys. €,Czechy,Viktoria Pilzno,Bez odstępnego,Kupno,FC FASTAV Zlin,2019/2020
125,Dominik SimerskyD. Simersky,27,Czechy,Środkowy obrońca,ŚOB,450 tys. €,Czechy,SFC Opava,?,Kupno,FC FASTAV Zlin,2019/2020
126,Cheick CondeC. Conde,19,Gwinea,Środkowy pomocnik,ŚPM,50 tys. €,Czechy,FC MAS Taborsko,?,Kupno,FC FASTAV Zlin,2019/2020
127,Antonin FantisA. Fantis,27,Czechy,Ofensywny pomocnik,OPM,300 tys. €,Czechy,1.FK Příbram,?,Kupno,FC FASTAV Zlin,2019/2020
128,Andro GiorgadzeA. Giorgadze,23,Gruzja,Środkowy obrońca,ŚOB,400 tys. €,Ukraina,Worskła Połtawa,?,Kupno,FC FASTAV Zlin,2019/2020
129,Jakub JanetzkyJ. Janetzky,22,Czechy,Ofensywny pomocnik,OPM,300 tys. €,Czechy,FK Jablonec,?,Kupno,FC FASTAV Zlin,2019/2020
130,Pedro MartínezP. Martínez,23,Hiszpania,Środkowy pomocnik,ŚPM,250 tys. €,Słowacja,Michalovce,?,Kupno,FC FASTAV Zlin,2019/2020
131,Martin N'GimbiM. N'Gimbi,22,Francja,Środkowy obrońca,ŚOB,150 tys. €,Czechy,FC MAS Taborsko,?,Kupno,FC FASTAV Zlin,2019/2020
132,Josef HnanicekJ. Hnanicek,33,Czechy,Defensywny pomocnik,DPM,300 tys. €,Czechy,SFC Opava,Bez odstępnego,Sprzedaż,FC FASTAV Zlin,2019/2020
133,Zoran GajicZ. Gajic,29,Serbia,Środkowy obrońca,ŚOB,400 tys. €,Bułgaria,Arda Kardzhali,Bez odstępnego,Sprzedaż,FC FASTAV Zlin,2019/2020
134,Mirzad MehanovicM. Mehanovic,27,Bośnia i Hercegowina,Ofensywny pomocnik,OPM,800 tys. €,Kazachstan,Ordabasy S.,?,Sprzedaż,FC FASTAV Zlin,2019/2020
135,Libor HolikL. Holik,21,Czechy,Prawy obrońca,POB,400 tys. €,Czechy,FK Jablonec,?,Sprzedaż,FC FASTAV Zlin,2019/2020
136,Lukas ZeleznikL. Zeleznik,29,Czechy,Środkowy napastnik,ŚNP,250 tys. €,Czechy,SFC Opava,?,Sprzedaż,FC FASTAV Zlin,2019/2020
137,Pablo PodioP. Podio,30,Argentyna,Ofensywny pomocnik,OPM,425 tys. €,Kazachstan,Irtysz Pawłodar,?,Sprzedaż,FC FASTAV Zlin,2019/2020
138,Andro GiorgadzeA. Giorgadze,23,Gruzja,Środkowy obrońca,ŚOB,300 tys. €,Ukraina,Karpaty,?,Sprzedaż,FC FASTAV Zlin,2019/2020
139,Alexander JakubovA. Jakubov,28,Czechy,Środkowy napastnik,ŚNP,250 tys. €,Czechy,Vlašim,?,Sprzedaż,FC FASTAV Zlin,2019/2020
140,Vaclav JureckaV. Jurecka,25,Czechy,Prawy napastnik,PNP,225 tys. €,Czechy,SFC Opava,Bez odstępnego,Kupno,1.FC Slovácko,2019/2020
141,Milan PetrzelaM. Petrzela,36,Czechy,Prawy pomocnik,PPM,300 tys. €,Czechy,Viktoria Pilzno,Bez odstępnego,Kupno,1.FC Slovácko,2019/2020
142,Jan KlimentJ. Kliment,26,Czechy,Środkowy napastnik,ŚNP,-,Niemcy,Stuttgart II,Bez odstępnego,Kupno,1.FC Slovácko,2019/2020
143,Radek PorcalR. Porcal,31,Czechy,Bramkarz,BRK,250 tys. €,Czechy,FK Varnsdorf,Bez odstępnego,Kupno,1.FC Slovácko,2019/2020
144,Daniel MarecekD. Marecek,21,Czechy,Środkowy pomocnik,ŚPM,200 tys. €,Czechy,Sparta Praha B,?,Kupno,1.FC Slovácko,2019/2020
145,Tomas VincourT. Vincour,19,Czechy,Środkowy obrońca,ŚOB,-,Czechy,Slavia Praha B,?,Kupno,1.FC Slovácko,2019/2020
146,Patrik HellebrandP. Hellebrand,20,Czechy,Ofensywny pomocnik,OPM,250 tys. €,Czechy,Slavia Praga,915 tys. €,Sprzedaż,1.FC Slovácko,2019/2020
147,Tomas TokTomas Tok,24,Czechy,Środkowy napastnik,ŚNP,100 tys. €,Austria,FC Mistelbach,?,Sprzedaż,1.FC Slovácko,2019/2020
148,Michal DanekM. Danek,36,Czechy,Bramkarz,BRK,150 tys. €,Czechy,FC Hlucin,?,Sprzedaż,1.FC Slovácko,2019/2020
149,Haris HarbaH. Harba,31,Bośnia i Hercegowina,Środkowy napastnik,ŚNP,125 tys. €,Czechy,MFK Vyskov,?,Sprzedaż,1.FC Slovácko,2019/2020
150,Jiri KrejciJ. Krejci,33,Czechy,Środkowy obrońca,ŚOB,300 tys. €,-,Koniec kariery,-,Sprzedaż,1.FC Slovácko,2019/2020
151,Filip HoloskoF. Holosko,35,Słowacja,Prawy napastnik,PNP,250 tys. €,-,Bez klubu,-,Sprzedaż,1.FC Slovácko,2019/2020
152,Jhon MosqueraJ. Mosquera,29,Kolumbia,Lewy napastnik,LNP,900 tys. €,Kolumbia,Deportivo Cali,Bez odstępnego,Kupno,FC Bohemians Prag 1905,2019/2020
153,Patrik Le GiangP. Le Giang,26,Słowacja,Bramkarz,BRK,250 tys. €,Czechy,Vlašim,Bez odstępnego,Kupno,FC Bohemians Prag 1905,2019/2020
154,Kamil VacekK. Vacek,32,Czechy,Środkowy pomocnik,ŚPM,300 tys. €,Dania,Odense BK,Bez odstępnego,Kupno,FC Bohemians Prag 1905,2019/2020
