,Piłkarz,Wiek,Narodowość,Pozycja,Poz,Wartość rynkowa,Klub pozyskujący/oddający państwo,Klub pozyskujący/oddający nazwa,Kwota odstępnego,Rodzaj transferu,Dotyczy klubu,Sezon
1627,Petr SvancaraP. Svancara,36,Czechy,Środkowy napastnik,ŚNP,300 tys. €,Czechy,1.FK Příbram,?,Sprzedaż,FC Zbrojovka Brno,2014/2015
1628,Muamer AvdicM. Avdic,21,Bośnia i Hercegowina,Środkowy obrońca,ŚOB,100 tys. €,Czechy,FK Most,?,Sprzedaż,FC Zbrojovka Brno,2014/2015
1629,Josef DvornikJ. Dvornik,36,Czechy,Środkowy obrońca,ŚOB,150 tys. €,Czechy,SFC Opava,?,Sprzedaż,FC Zbrojovka Brno,2014/2015
1630,Daniel PrerovskyD. Prerovsky,22,Czechy,Prawy pomocnik,PPM,100 tys. €,Czechy,SK Lisen,?,Sprzedaż,FC Zbrojovka Brno,2014/2015
1631,Ludek PernicaL. Pernica,24,Czechy,Środkowy obrońca,ŚOB,400 tys. €,Czechy,FK Jablonec,?,Sprzedaż,FC Zbrojovka Brno,2014/2015
1632,Lukas MatyskaL. Matyska,22,Czechy,Środkowy napastnik,ŚNP,-,Austria,Ziersdorf,?,Sprzedaż,FC Zbrojovka Brno,2014/2015
1633,Petr GlaserP. Glaser,26,Czechy,Środkowy pomocnik,ŚPM,200 tys. €,Czechy,MFK Karvina,?,Sprzedaż,FC Zbrojovka Brno,2014/2015
1634,Milan HalaskaM. Halaska,26,Czechy,Środkowy napastnik,ŚNP,250 tys. €,-,Bez klubu,-,Sprzedaż,FC Zbrojovka Brno,2014/2015
1635,Igor SubbotinI. Subbotin,24,Estonia,Środkowy pomocnik,ŚPM,350 tys. €,Estonia,Levadia,Bez odstępnego,Kupno,FK Mladá Boleslav,2014/2015
1636,Milan LalkovicM. Lalkovic,21,Słowacja,Lewy napastnik,LNP,250 tys. €,Anglia,Chelsea FC,Bez odstępnego,Kupno,FK Mladá Boleslav,2014/2015
1637,Florian ThalamyF. Thalamy,20,Francja,Obrońca,Obrońca,-,Francja,Saint-Étienne B,Bez odstępnego,Kupno,FK Mladá Boleslav,2014/2015
1638,Kévin MalponK. Malpon,18,Gwadelupa,Defensywny pomocnik,DPM,-,Belgia,Roeselare U19,Bez odstępnego,Kupno,FK Mladá Boleslav,2014/2015
1639,Mickaël TavaresM. Tavares,31,Senegal,Defensywny pomocnik,DPM,300 tys. €,Holandia,RKC Waalwijk,Bez odstępnego,Kupno,FK Mladá Boleslav,2014/2015
1640,Gaston MendyG. Mendy,29,Senegal,Lewy obrońca,LOB,300 tys. €,Rumunia,Rapid 1923,Bez odstępnego,Kupno,FK Mladá Boleslav,2014/2015
1641,Jakub NavrátilJ. Navrátil,30,Czechy,Środkowy obrońca,ŚOB,"1,80 mln €",Turcja,Sivasspor,Bez odstępnego,Kupno,FK Mladá Boleslav,2014/2015
1642,Miljan VukadinovicM. Vukadinovic,21,Serbia,Prawy napastnik,PNP,-,Czechy,FC MAS Taborsko,Bez odstępnego,Kupno,FK Mladá Boleslav,2014/2015
1643,Jan KochJan Koch,19,Niemcy,Środkowy obrońca,ŚOB,50 tys. €,Niemcy,Unterhaching,?,Kupno,FK Mladá Boleslav,2014/2015
1644,Florian MillaF. Milla,20,Francja,Defensywny pomocnik,DPM,-,Francja,Saint-Étienne B,?,Kupno,FK Mladá Boleslav,2014/2015
1645,Jiri StajnerJ. Stajner,38,Czechy,Cofnięty napastnik,CNP,500 tys. €,Niemcy,FCO Neugersdorf,Bez odstępnego,Sprzedaż,FK Mladá Boleslav,2014/2015
1646,Tomas JanicekT. Janicek,31,Czechy,Środkowy obrońca,ŚOB,100 tys. €,Czechy,MFK Karvina,Bez odstępnego,Sprzedaż,FK Mladá Boleslav,2014/2015
1647,Michal SmejkalM. Smejkal,29,Czechy,Środkowy obrońca,ŚOB,300 tys. €,Kazachstan,Okzhetpes,Bez odstępnego,Sprzedaż,FK Mladá Boleslav,2014/2015
1648,Miroslav MillerM. Miller,33,Czechy,Bramkarz,BRK,200 tys. €,Czechy,Sparta Praga,Bez odstępnego,Sprzedaż,FK Mladá Boleslav,2014/2015
1649,Roman SlobodaR. Sloboda,27,Słowacja,Prawy napastnik,PNP,150 tys. €,Słowacja,Slovan Galanta,?,Sprzedaż,FK Mladá Boleslav,2014/2015
1650,Jakub SynekJ. Synek,23,Czechy,Środkowy napastnik,ŚNP,100 tys. €,Czechy,FK Dobrovice,?,Sprzedaż,FK Mladá Boleslav,2014/2015
1651,Mickaël TavaresM. Tavares,32,Senegal,Defensywny pomocnik,DPM,400 tys. €,Australia,Sydney FC,?,Sprzedaż,FK Mladá Boleslav,2014/2015
1652,Radek DosoudilR. Dosoudil,31,Czechy,Środkowy obrońca,ŚOB,200 tys. €,Gruzja,Dinamo Tbilisi,?,Sprzedaż,FK Mladá Boleslav,2014/2015
1653,Jakub DivisJ. Divis,27,Czechy,Bramkarz,BRK,350 tys. €,Bułgaria,CSKA Sofia,?,Sprzedaż,FK Mladá Boleslav,2014/2015
1654,Jakub MaresJ. Mares,27,Czechy,Cofnięty napastnik,CNP,500 tys. €,Czechy,FK Dukla Praga,?,Sprzedaż,FK Mladá Boleslav,2014/2015
1655,Jan CharuzaJ. Charuza,26,Czechy,Środkowy obrońca,ŚOB,75 tys. €,Austria,Bad Goisern,?,Sprzedaż,FK Mladá Boleslav,2014/2015
1656,Milan LalkovicM. Lalkovic,22,Słowacja,Lewy napastnik,LNP,250 tys. €,Anglia,FC Barnsley,?,Sprzedaż,FK Mladá Boleslav,2014/2015
1657,Martin NesporM. Nespor,24,Czechy,Środkowy napastnik,ŚNP,500 tys. €,Czechy,Sparta Praga,?,Sprzedaż,FK Mladá Boleslav,2014/2015
1658,Frantisek SevinskyF. Sevinsky,35,Czechy,Środkowy obrońca,ŚOB,200 tys. €,-,Koniec kariery,-,Sprzedaż,FK Mladá Boleslav,2014/2015
1659,David JarolimD. Jarolim,35,Czechy,Defensywny pomocnik,DPM,250 tys. €,-,Koniec kariery,-,Sprzedaż,FK Mladá Boleslav,2014/2015
1660,Ondrej VanekO. Vanek,23,Czechy,Środkowy pomocnik,ŚPM,"1,50 mln €",Turcja,Kayserispor,700 tys. €,Kupno,FC Viktoria Pilzno,2014/2015
1661,Ajdin MahmutovicA. Mahmutovic,28,Bośnia i Hercegowina,Środkowy napastnik,ŚNP,"1,00 mln €",Czechy,FK Teplice,400 tys. €,Kupno,FC Viktoria Pilzno,2014/2015
1662,Jan HolendaJ. Holenda,29,Czechy,Środkowy napastnik,ŚNP,"1,00 mln €",Rosja,Rostov,Bez odstępnego,Kupno,FC Viktoria Pilzno,2014/2015
1663,Jan BaranekJ. Baranek,21,Czechy,Środkowy obrońca,ŚOB,350 tys. €,Czechy,Banik Ostrava,?,Kupno,FC Viktoria Pilzno,2014/2015
1664,Edgar MalakyanE. Malakyan,23,Armenia,Ofensywny pomocnik,OPM,425 tys. €,Armenia,Alashkert,Bez odstępnego,Sprzedaż,FC Viktoria Pilzno,2014/2015
1665,Ondrej ChocholousekO. Chocholousek,20,Czechy,Środkowy obrońca,ŚOB,100 tys. €,Czechy,Domazlice,Bez odstępnego,Sprzedaż,FC Viktoria Pilzno,2014/2015
1666,Martin PospísilM. Pospísil,23,Czechy,Środkowy pomocnik,ŚPM,600 tys. €,Czechy,FK Jablonec,Bez odstępnego,Sprzedaż,FC Viktoria Pilzno,2014/2015
1667,Radek SirlR. Sirl,33,Czechy,Lewy obrońca,LOB,300 tys. €,Czechy,Bohemians 1905,Bez odstępnego,Sprzedaż,FC Viktoria Pilzno,2014/2015
1668,Petr TrappP. Trapp,28,Czechy,Defensywny pomocnik,DPM,400 tys. €,Liban,Salam Zgharta,Bez odstępnego,Sprzedaż,FC Viktoria Pilzno,2014/2015
1669,Jakub HoraJ. Hora,23,Czechy,Prawy pomocnik,PPM,350 tys. €,Czechy,FK Teplice,?,Sprzedaż,FC Viktoria Pilzno,2014/2015
1670,Marek HanousekM. Hanousek,22,Czechy,Środkowy pomocnik,ŚPM,400 tys. €,Czechy,FK Dukla Praga,?,Sprzedaż,FC Viktoria Pilzno,2014/2015
1671,Lukás KrbecekL. Krbecek,28,Czechy,Bramkarz,BRK,150 tys. €,Czechy,1.FK Příbram,?,Sprzedaż,FC Viktoria Pilzno,2014/2015
1672,Martin SladkyM. Sladky,22,Czechy,Prawy obrońca,POB,100 tys. €,Czechy,FC MAS Taborsko,?,Sprzedaż,FC Viktoria Pilzno,2014/2015
1673,Marek BakosM. Bakos,31,Słowacja,Środkowy napastnik,ŚNP,600 tys. €,Czechy,Slovan Liberec,?,Sprzedaż,FC Viktoria Pilzno,2014/2015
1674,Jan RezekJan Rezek,32,Czechy,Cofnięty napastnik,CNP,600 tys. €,Cypr,Apol. Limassol,?,Sprzedaż,FC Viktoria Pilzno,2014/2015
1675,Radoslav KovacR. Kovac,34,Czechy,Środkowy obrońca,ŚOB,400 tys. €,Czechy,Slovan Liberec,Bez odstępnego,Kupno,AC Sparta Praga,2014/2015
1676,Miroslav MillerM. Miller,33,Czechy,Bramkarz,BRK,200 tys. €,Czechy,Mladá Boleslav,Bez odstępnego,Kupno,AC Sparta Praga,2014/2015
1677,Herolind ShalaH. Shala,22,Kosowo,Środkowy pomocnik,ŚPM,"1,10 mln €",Norwegia,Odds BK,Bez odstępnego,Kupno,AC Sparta Praga,2014/2015
1678,Marek StechM. Stech,24,Czechy,Bramkarz,BRK,300 tys. €,Anglia,Yeovil Town,Bez odstępnego,Kupno,AC Sparta Praga,2014/2015
1679,Fafà PicaultF. Picault,23,Stany Zjednaczone,Lewy napastnik,LNP,75 tys. €,Stany Zjednaczone,Fort Lauderdale,?,Kupno,AC Sparta Praga,2014/2015
1680,Martin NesporM. Nespor,24,Czechy,Środkowy napastnik,ŚNP,500 tys. €,Czechy,Mladá Boleslav,?,Kupno,AC Sparta Praga,2014/2015
1681,Juraj ChvatalJ. Chvatal,18,Słowacja,Prawy obrońca,POB,50 tys. €,Słowacja,FK Senica,?,Kupno,AC Sparta Praga,2014/2015
1682,David BicikD. Bicik,33,Czechy,Bramkarz,BRK,700 tys. €,Turcja,Karsiyaka,?,Kupno,AC Sparta Praga,2014/2015
1683,Kamil VacekK. Vacek,27,Czechy,Środkowy pomocnik,ŚPM,750 tys. €,Włochy,Chievo Verona,?,Kupno,AC Sparta Praga,2014/2015
1684,Tomas VaclikT. Vaclik,25,Czechy,Bramkarz,BRK,"2,00 mln €",Szwajcaria,FC Basel,"2,00 mln €",Sprzedaż,AC Sparta Praga,2014/2015
1685,Marek CechM. Cech,38,Czechy,Bramkarz,BRK,200 tys. €,Indie,Delhi Dynamos,Bez odstępnego,Sprzedaż,AC Sparta Praga,2014/2015
1686,Manuel PamicM. Pamic,28,Chorwacja,Lewy obrońca,LOB,700 tys. €,Włochy,Frosinone,?,Sprzedaż,AC Sparta Praga,2014/2015
1687,Bekim BalajB. Balaj,23,Albania,Środkowy napastnik,ŚNP,600 tys. €,Czechy,Slavia Praga,?,Sprzedaż,AC Sparta Praga,2014/2015
1688,Pablo GilPablo Gil,25,Hiszpania,Prawy obrońca,POB,100 tys. €,-,Bez klubu,-,Sprzedaż,AC Sparta Praga,2014/2015
1689,Damien BoudjemaaD. Boudjemaa,28,Francja,Prawy napastnik,PNP,"1,55 mln €",Rumunia,Petrolul,250 tys. €,Kupno,SK Slavia Praga,2013/2014
1690,Radek CernyR. Cerny,39,Czechy,Bramkarz,BRK,250 tys. €,Anglia,QPR,Bez odstępnego,Kupno,SK Slavia Praga,2013/2014
1691,Fernando NevesF. Neves,35,Republika Zielonego Przylądka,Lewy obrońca,LOB,150 tys. €,Francja,LB Châteauroux,Bez odstępnego,Kupno,SK Slavia Praga,2013/2014
1692,Guy EschmannG. Eschmann,21,Szwajcaria,Środkowy napastnik,ŚNP,-,Islandia,Fylkir,Bez odstępnego,Kupno,SK Slavia Praga,2013/2014
1693,Mario LickaM. Licka,31,Czechy,Ofensywny pomocnik,OPM,500 tys. €,Francja,Stade Brest 29,Bez odstępnego,Kupno,SK Slavia Praga,2013/2014
1694,Jan VosahlikJ. Vosahlik,24,Czechy,Lewy napastnik,LNP,500 tys. €,Czechy,FK Jablonec,?,Kupno,SK Slavia Praga,2013/2014
1695,Karel PitakK. Pitak,33,Czechy,Środkowy pomocnik,ŚPM,500 tys. €,Czechy,FK Jablonec,?,Kupno,SK Slavia Praga,2013/2014
1696,Matej RakovanM. Rakovan,23,Słowacja,Bramkarz,BRK,75 tys. €,Słowacja,MSK Zilina,?,Kupno,SK Slavia Praga,2013/2014
1697,Ondrej PetrakO. Petrak,21,Czechy,Defensywny pomocnik,DPM,600 tys. €,Niemcy,Nürnberg,"1,00 mln €",Sprzedaż,SK Slavia Praga,2013/2014
1698,David HubacekD. Hubacek,36,Czechy,Lewy obrońca,LOB,250 tys. €,Czechy,FC Zlin,Bez odstępnego,Sprzedaż,SK Slavia Praga,2013/2014
1699,Lukas JarolimL. Jarolim,37,Czechy,Środkowy pomocnik,ŚPM,300 tys. €,Czechy,C. Budziejowice,Bez odstępnego,Sprzedaż,SK Slavia Praga,2013/2014
1700,Karol KiselK. Kisel,36,Słowacja,Środkowy pomocnik,ŚPM,-,-,Koniec kariery,-,Sprzedaż,SK Slavia Praga,2013/2014
1701,Rudi SkacelR. Skacel,33,Czechy,Lewy pomocnik,LPM,450 tys. €,-,Bez klubu,-,Sprzedaż,SK Slavia Praga,2013/2014
1702,Martin FeninM. Fenin,26,Czechy,Środkowy napastnik,ŚNP,300 tys. €,-,Bez klubu,-,Sprzedaż,SK Slavia Praga,2013/2014
1703,Robert CicmanR. Cicman,28,Słowacja,Środkowy obrońca,ŚOB,200 tys. €,-,Bez klubu,-,Sprzedaż,SK Slavia Praga,2013/2014
1704,Lukas MarecekL. Marecek,23,Czechy,Defensywny pomocnik,DPM,"1,25 mln €",Belgia,RSC Anderlecht,"1,10 mln €",Kupno,AC Sparta Praga,2013/2014
1705,Lukas PauschekL. Pauschek,20,Słowacja,Prawy obrońca,POB,350 tys. €,Słowacja,Slo. Bratislava,480 tys. €,Kupno,AC Sparta Praga,2013/2014
1706,Costa NhamoinesuC. Nhamoinesu,27,Zimbabwe,Środkowy obrońca,ŚOB,600 tys. €,Polska,Zagłębie Lubin,Bez odstępnego,Kupno,AC Sparta Praga,2013/2014
1707,Michal BreznanikM. Breznanik,28,Słowacja,Lewy pomocnik,LPM,400 tys. €,Rosja,Amkar Perm,Bez odstępnego,Kupno,AC Sparta Praga,2013/2014
1708,Tomás UjfalusiT. Ujfalusi,35,Czechy,Środkowy obrońca,ŚOB,300 tys. €,Turcja,Galatasaray,Bez odstępnego,Kupno,AC Sparta Praga,2013/2014
1709,Borek DockalB. Dockal,24,Czechy,Ofensywny pomocnik,OPM,"1,70 mln €",Norwegia,Rosenborg BK,?,Kupno,AC Sparta Praga,2013/2014
1710,Tiemoko KonateT. Konate,23,Wybrzeże Kości Słoniowej,Prawy napastnik,PNP,100 tys. €,Wybrzeże Kości Słoniowej,Africa Sports,?,Kupno,AC Sparta Praga,2013/2014
1711,Vaclav KadlecV. Kadlec,21,Czechy,Środkowy napastnik,ŚNP,"5,00 mln €",Niemcy,E. Frankfurt,"3,20 mln €",Sprzedaż,AC Sparta Praga,2013/2014
1712,Léonard KweukeL. Kweuke,26,Kamerun,Środkowy napastnik,ŚNP,"2,50 mln €",Turcja,C. Rizespor,850 tys. €,Sprzedaż,AC Sparta Praga,2013/2014
1713,Jiri JarosikJ. Jarosik,35,Czechy,Środkowy obrońca,ŚOB,300 tys. €,Hiszpania,Alavés,Bez odstępnego,Sprzedaż,AC Sparta Praga,2013/2014
1714,Martin JirousM. Jirous,26,Czechy,Środkowy napastnik,ŚNP,150 tys. €,Austria,Wiener Sportklub,?,Sprzedaż,AC Sparta Praga,2013/2014
1715,Tomas ZapotocnyT. Zapotocny,33,Czechy,Środkowy obrońca,ŚOB,750 tys. €,Czechy,1.FK Příbram,?,Sprzedaż,AC Sparta Praga,2013/2014
1716,Vlastimil VidlickaV. Vidlicka,32,Czechy,Prawy obrońca,POB,500 tys. €,Czechy,Sigma Ołomuniec,?,Sprzedaż,AC Sparta Praga,2013/2014
1717,Tomás UjfalusiT. Ujfalusi,35,Czechy,Środkowy obrońca,ŚOB,300 tys. €,-,Koniec kariery,-,Sprzedaż,AC Sparta Praga,2013/2014
1718,Vojtech SromV. Srom,25,Czechy,Bramkarz,BRK,75 tys. €,Czechy,1.HFK Olomouc,250 tys. €,Kupno,FC Banik Ostrava,2013/2014
1719,Joel LindpereJ. Lindpere,32,Estonia,Lewy pomocnik,LPM,"1,00 mln €",Stany Zjednaczone,Chicago Fire,Bez odstępnego,Kupno,FC Banik Ostrava,2013/2014
1720,Alans SinelnikovsA. Sinelnikovs,23,Łotwa,Lewy pomocnik,LPM,300 tys. €,Łotwa,Skonto Riga,Bez odstępnego,Kupno,FC Banik Ostrava,2013/2014
1721,Nenad DedicN. Dedic,23,Chorwacja,Lewy pomocnik,LPM,50 tys. €,Węgry,Szeged,Bez odstępnego,Kupno,FC Banik Ostrava,2013/2014
1722,Francis NarhF. Narh,19,Ghana,Prawy napastnik,PNP,300 tys. €,Tunezja,Club Africain,Bez odstępnego,Kupno,FC Banik Ostrava,2013/2014
1723,AzevedoAzevedo,22,Brazylia,Lewy napastnik,LNP,75 tys. €,Słowacja,Bardejov,?,Kupno,FC Banik Ostrava,2013/2014
1724,David PetrusD. Petrus,26,Czechy,Środkowy napastnik,ŚNP,100 tys. €,Czechy,FK Pardubice,?,Kupno,FC Banik Ostrava,2013/2014
1725,Vojtech StepanV. Stepan,28,Czechy,Prawy pomocnik,PPM,350 tys. €,Czechy,Hradec Králové,?,Kupno,FC Banik Ostrava,2013/2014
1726,Ales NeuwirthA. Neuwirth,29,Czechy,Środkowy obrońca,ŚOB,300 tys. €,Czechy,Viktoria Pilzno,?,Kupno,FC Banik Ostrava,2013/2014
1727,Derrick MensahD. Mensah,18,Ghana,Defensywny pomocnik,DPM,-,-,Bez klubu,-,Kupno,FC Banik Ostrava,2013/2014
1728,Lukas DroppaL. Droppa,24,Czechy,Defensywny pomocnik,DPM,300 tys. €,Polska,Śląsk Wrocław,Bez odstępnego,Sprzedaż,FC Banik Ostrava,2013/2014
1729,Milan BarosM. Baros,31,Czechy,Środkowy napastnik,ŚNP,"3,00 mln €",Turcja,Antalyaspor,Bez odstępnego,Sprzedaż,FC Banik Ostrava,2013/2014
1730,Zdenko KaprálikZ. Kaprálik,27,Słowacja,Środkowy obrońca,ŚOB,250 tys. €,Holandia,FC Oss,Bez odstępnego,Sprzedaż,FC Banik Ostrava,2013/2014
1731,Michal VelnerM. Velner,21,Czechy,Prawy obrońca,POB,50 tys. €,Czechy,Fotbal Trinec,Bez odstępnego,Sprzedaż,FC Banik Ostrava,2013/2014
1732,Vladan MilosavljevV. Milosavljev,26,Serbia,Lewy pomocnik,LPM,200 tys. €,Grecja,APO Levadiakos,Bez odstępnego,Sprzedaż,FC Banik Ostrava,2013/2014
1733,Petr MachPetr Mach,28,Czechy,Lewy obrońca,LOB,200 tys. €,Rumunia,Gaz Metan,Bez odstępnego,Sprzedaż,FC Banik Ostrava,2013/2014
1734,Milan FerencikM. Ferencik,22,Słowacja,Cofnięty napastnik,CNP,200 tys. €,Słowacja,Spartak Myjava,Bez odstępnego,Sprzedaż,FC Banik Ostrava,2013/2014
1735,Lukasz ZejdlerL. Zejdler,21,Polska,Środkowy pomocnik,ŚPM,250 tys. €,Polska,Cracovia,20 tys. €,Sprzedaż,FC Banik Ostrava,2013/2014
1736,Antonin FantisA. Fantis,21,Czechy,Ofensywny pomocnik,OPM,500 tys. €,Czechy,FK Jablonec,?,Sprzedaż,FC Banik Ostrava,2013/2014
1737,Martin LukesM. Lukes,35,Czechy,Ofensywny pomocnik,OPM,250 tys. €,Czechy,Vratimov,?,Sprzedaż,FC Banik Ostrava,2013/2014
1738,Dalibor VasendaD. Vasenda,22,Czechy,Prawy obrońca,POB,250 tys. €,Czechy,Frydek-Mistek,?,Sprzedaż,FC Banik Ostrava,2013/2014
1739,Jan HableJan Hable,25,Czechy,Środkowy pomocnik,ŚPM,300 tys. €,Czechy,Hradec Králové,?,Sprzedaż,FC Banik Ostrava,2013/2014
1740,Dominik KrautD. Kraut,24,Czechy,Środkowy napastnik,ŚNP,350 tys. €,Czechy,1.FK Příbram,?,Sprzedaż,FC Banik Ostrava,2013/2014
1741,Robert ZeherR. Zeher,28,Słowacja,Środkowy napastnik,ŚNP,-,Słowacja,Lok. Kosice,?,Sprzedaż,FC Banik Ostrava,2013/2014
1742,Nenad DedicN. Dedic,24,Chorwacja,Lewy pomocnik,LPM,50 tys. €,-,Bez klubu,-,Sprzedaż,FC Banik Ostrava,2013/2014
1743,Bidje ManziaB. Manzia,19,Demokratyczna Republika Kongo,Prawy napastnik,PNP,100 tys. €,Tunezja,ES Sahel,230 tys. €,Kupno,FK Dukla Praga,2013/2014
1744,Milan CernyM. Cerny,25,Czechy,Lewy pomocnik,LPM,"1,80 mln €",Turcja,Sivasspor,Bez odstępnego,Kupno,FK Dukla Praga,2013/2014
1745,Lubos HanzelL. Hanzel,26,Słowacja,Lewy obrońca,LOB,350 tys. €,Armenia,Banants,Bez odstępnego,Kupno,FK Dukla Praga,2013/2014
1746,Marek HlinkaM. Hlinka,22,Słowacja,Środkowy pomocnik,ŚPM,325 tys. €,Słowacja,Banska Bystrica,?,Kupno,FK Dukla Praga,2013/2014
1747,Robert KovalR. Koval,20,Słowacja,Ofensywny pomocnik,OPM,-,Słowacja,Michalovce,?,Kupno,FK Dukla Praga,2013/2014
1748,Lukas StetinaL. Stetina,21,Słowacja,Środkowy obrońca,ŚOB,450 tys. €,Ukraina,Metalist,?,Kupno,FK Dukla Praga,2013/2014
1749,Tomas BorekT. Borek,27,Czechy,Środkowy pomocnik,ŚPM,500 tys. €,Turcja,Konyaspor,Bez odstępnego,Sprzedaż,FK Dukla Praga,2013/2014
1750,Lubos KaloudaL. Kalouda,27,Czechy,Ofensywny pomocnik,OPM,250 tys. €,Czechy,Slovácko,Bez odstępnego,Sprzedaż,FK Dukla Praga,2013/2014
1751,Jan SvatonskyJ. Svatonsky,29,Czechy,Prawy napastnik,PNP,300 tys. €,Czechy,MFK Karvina,?,Sprzedaż,FK Dukla Praga,2013/2014
1752,Jakub SklenarJ. Sklenar,22,Czechy,Napastnik,Napastnik,150 tys. €,Czechy,SK Zapy,?,Sprzedaż,FK Dukla Praga,2013/2014
1753,Vojtech PreucilV. Preucil,22,Czechy,Środkowy napastnik,ŚNP,200 tys. €,Czechy,FC Vysočina,?,Sprzedaż,FK Dukla Praga,2013/2014
1754,Kevin LuckassenK. Luckassen,20,Holandia,Środkowy napastnik,ŚNP,175 tys. €,Szkocja,Ross County,121 tys. €,Kupno,FC Slovan Liberec,2013/2014
1755,Marek JarolimM. Jarolim,29,Czechy,Ofensywny pomocnik,OPM,400 tys. €,Grecja,Iraklis,Bez odstępnego,Kupno,FC Slovan Liberec,2013/2014
1756,Jan RajnochJ. Rajnoch,32,Czechy,Środkowy obrońca,ŚOB,"1,50 mln €",Turcja,Adana Demirspor,Bez odstępnego,Kupno,FC Slovan Liberec,2013/2014
1757,Lubos KolarL. Kolar,23,Słowacja,Ofensywny pomocnik,OPM,250 tys. €,Słowacja,FC Nitra,?,Kupno,FC Slovan Liberec,2013/2014
1758,Lukas HrossoL. Hrosso,26,Słowacja,Bramkarz,BRK,200 tys. €,Słowacja,FC Nitra,?,Kupno,FC Slovan Liberec,2013/2014
1759,Lukas SzabóL. Szabó,20,Węgry,Środkowy napastnik,ŚNP,-,Słowacja,Duslo Sala,?,Kupno,FC Slovan Liberec,2013/2014
1760,Renato KelicR. Kelic,22,Chorwacja,Środkowy obrońca,ŚOB,"1,00 mln €",Włochy,Padova,700 tys. €,Sprzedaż,FC Slovan Liberec,2013/2014
1761,Martin TothM. Toth,26,Słowacja,Środkowy obrońca,ŚOB,300 tys. €,Słowacja,Spartak Trnava,Bez odstępnego,Sprzedaż,FC Slovan Liberec,2013/2014
1762,Ondrej KusnirO. Kusnir,29,Czechy,Prawy obrońca,POB,500 tys. €,Kazachstan,Tobył Kostanaj,Bez odstępnego,Sprzedaż,FC Slovan Liberec,2013/2014
1763,Jan BlazekJ. Blazek,25,Czechy,Środkowy napastnik,ŚNP,500 tys. €,Grecja,Apollon Smyrnis,Bez odstępnego,Sprzedaż,FC Slovan Liberec,2013/2014
1764,Daniel BojcukD. Bojcuk,22,Czechy,Bramkarz,BRK,-,Czechy,Roudnice n. L.,Bez odstępnego,Sprzedaż,FC Slovan Liberec,2013/2014
1765,Michael RabusicM. Rabusic,24,Czechy,Środkowy napastnik,ŚNP,850 tys. €,Włochy,Hellas Verona,Bez odstępnego,Sprzedaż,FC Slovan Liberec,2013/2014
1766,Jiri StajnerJ. Stajner,37,Czechy,Cofnięty napastnik,CNP,500 tys. €,Czechy,Mladá Boleslav,Bez odstępnego,Sprzedaż,FC Slovan Liberec,2013/2014
1767,Zbynek MusiolZ. Musiol,22,Czechy,Środkowy napastnik,ŚNP,100 tys. €,Czechy,FC MAS Taborsko,?,Sprzedaż,FC Slovan Liberec,2013/2014
1768,Tomas JanuT. Janu,39,Czechy,Defensywny pomocnik,DPM,200 tys. €,-,Koniec kariery,-,Sprzedaż,FC Slovan Liberec,2013/2014
1769,Zbynek HauzrZ. Hauzr,40,Czechy,Bramkarz,BRK,100 tys. €,-,Koniec kariery,-,Sprzedaż,FC Slovan Liberec,2013/2014
1770,Michal HubinekM. Hubinek,18,Czechy,Środkowy pomocnik,ŚPM,-,Czechy,Sparta Praha B,Bez odstępnego,Kupno,FC Bohemians Prag 1905,2013/2014
1771,Erich BrabecE. Brabec,36,Czechy,Środkowy obrońca,ŚOB,250 tys. €,Słowacja,FK Senica,?,Kupno,FC Bohemians Prag 1905,2013/2014
1772,Adam KlavikA. Klavik,23,Czechy,Środkowy napastnik,ŚNP,100 tys. €,Czechy,Horni Mecholupy,?,Kupno,FC Bohemians Prag 1905,2013/2014
1773,Peter GabrisP. Gabris,25,Słowacja,Bramkarz,BRK,25 tys. €,Słowacja,STK Samorin,?,Kupno,FC Bohemians Prag 1905,2013/2014
1774,Sindou DossoS. Dosso,27,Wybrzeże Kości Słoniowej,Środkowy napastnik,ŚNP,100 tys. €,Rumunia,UTA Arad,?,Kupno,FC Bohemians Prag 1905,2013/2014
1775,Christian IbeaghaC. Ibeagha,23,Nigeria,Środkowy obrońca,ŚOB,50 tys. €,-,Bez klubu,-,Kupno,FC Bohemians Prag 1905,2013/2014
1776,Radek SnozikR. Snozik,37,Czechy,Bramkarz,BRK,300 tys. €,Czechy,Stechovice,Bez odstępnego,Sprzedaż,FC Bohemians Prag 1905,2013/2014
1777,Michal ZizkaM. Zizka,32,Czechy,Lewy obrońca,LOB,150 tys. €,Czechy,SK Zbraslav,Bez odstępnego,Sprzedaż,FC Bohemians Prag 1905,2013/2014
1778,Pavol OrolinP. Orolin,26,Słowacja,Pomocnik,Pomocnik,100 tys. €,Słowacja,Pohronie,Bez odstępnego,Sprzedaż,FC Bohemians Prag 1905,2013/2014
1779,Vladimir BalekV. Balek,32,Czechy,Środkowy napastnik,ŚNP,100 tys. €,Austria,Sierning,Bez odstępnego,Sprzedaż,FC Bohemians Prag 1905,2013/2014
1780,Bartolomej KuruB. Kuru,26,Austria,Bramkarz,BRK,100 tys. €,Austria,SC/ESV Parndorf,Bez odstępnego,Sprzedaż,FC Bohemians Prag 1905,2013/2014
