,Piłkarz,Wiek,Narodowość,Pozycja,Poz,Wartość rynkowa,Klub pozyskujący/oddający państwo,Klub pozyskujący/oddający nazwa,Kwota odstępnego,Rodzaj transferu,Dotyczy klubu,Sezon
0,Alen OzboltA. Ozbolt,23,Słowenia,Środkowy napastnik,ŚNP,200 tys. €,Bułgaria,Lok. Plovdiv,350 tys. €,Kupno,Slovan Bratislava,2019/2020
1,Lucas LovatL. Lovat,23,Brazylia,Lewy obrońca,LOB,300 tys. €,Słowacja,Spartak Trnava,300 tys. €,Kupno,Slovan Bratislava,2019/2020
2,Georgios TzovarasG. Tzovaras,19,Grecja,Środkowy napastnik,ŚNP,-,Grecja,PAOK Saloniki,100 tys. €,Kupno,Slovan Bratislava,2019/2020
3,Ezekiel HentyE. Henty,26,Nigeria,Środkowy napastnik,ŚNP,700 tys. €,Węgry,Puskás AFC,Bez odstępnego,Kupno,Slovan Bratislava,2019/2020
4,Myenty AbenaM. Abena,24,Holandia,Środkowy obrońca,ŚOB,450 tys. €,Słowacja,Spartak Trnava,Bez odstępnego,Kupno,Slovan Bratislava,2019/2020
5,Erik DanielE. Daniel,27,Czechy,Prawy pomocnik,PPM,550 tys. €,Słowacja,Ruzomberok,Bez odstępnego,Kupno,Slovan Bratislava,2019/2020
6,Vladimir WeissV. Weiss,30,Słowacja,Lewy napastnik,LNP,"2,50 mln €",Katar,Al Gharafa,Bez odstępnego,Kupno,Slovan Bratislava,2019/2020
7,Zan MedvedZ. Medved,20,Słowenia,Środkowy napastnik,ŚNP,300 tys. €,Słowenia,NK Olimpija,?,Kupno,Slovan Bratislava,2019/2020
8,Andraz SporarA. Sporar,25,Słowenia,Środkowy napastnik,ŚNP,"2,50 mln €",Portugalia,Sporting CP,"6,00 mln €",Sprzedaż,Slovan Bratislava,2019/2020
9,Richárd GuzmicsR. Guzmics,32,Węgry,Środkowy obrońca,ŚOB,200 tys. €,Węgry,Mezőkövesd,Bez odstępnego,Sprzedaż,Slovan Bratislava,2019/2020
10,Stefan StanglS. Stangl,27,Austria,Lewy obrońca,LOB,400 tys. €,-,Bez klubu,-,Sprzedaż,Slovan Bratislava,2019/2020
11,Eric RamirezE. Ramirez,20,Wenezuela,Środkowy napastnik,ŚNP,225 tys. €,Czechy,MFK Karvina,500 tys. €,Kupno,DAC Dunajska Streda,2019/2020
12,Krisztián NémethK. Németh,31,Węgry,Środkowy napastnik,ŚNP,"1,00 mln €",Stany Zjednaczone,Kansas,Bez odstępnego,Kupno,DAC Dunajska Streda,2019/2020
13,Dusan LalatovicD. Lalatovic,21,Serbia,Środkowy obrońca,ŚOB,200 tys. €,Serbia,Rad Zrenjanin,?,Kupno,DAC Dunajska Streda,2019/2020
14,Jakub SvecJ. Svec,18,Słowacja,Prawy napastnik,PNP,175 tys. €,Słowacja,Zlate Moravce,?,Kupno,DAC Dunajska Streda,2019/2020
15,Matej OravecM. Oravec,21,Słowacja,Defensywny pomocnik,DPM,400 tys. €,Słowacja,Podbrezova,?,Kupno,DAC Dunajska Streda,2019/2020
16,Andrej FabryA. Fabry,22,Słowacja,Ofensywny pomocnik,OPM,400 tys. €,Czechy,FK Jablonec,?,Kupno,DAC Dunajska Streda,2019/2020
17,Dominik KruzliakD. Kruzliak,22,Słowacja,Środkowy obrońca,ŚOB,600 tys. €,Słowacja,Ruzomberok,?,Kupno,DAC Dunajska Streda,2019/2020
18,Matej OravecM. Oravec,21,Słowacja,Defensywny pomocnik,DPM,450 tys. €,Stany Zjednaczone,Philadelphia,"1,00 mln €",Sprzedaż,DAC Dunajska Streda,2019/2020
19,Lubomir SatkaL. Satka,23,Słowacja,Środkowy obrońca,ŚOB,650 tys. €,Polska,Lech Poznań,750 tys. €,Sprzedaż,DAC Dunajska Streda,2019/2020
20,Kristopher VidaK. Vida,24,Węgry,Prawy napastnik,PNP,700 tys. €,Polska,Piast Gliwice,700 tys. €,Sprzedaż,DAC Dunajska Streda,2019/2020
21,Tomas HukTomas Huk,24,Słowacja,Środkowy obrońca,ŚOB,600 tys. €,Polska,Piast Gliwice,100 tys. €,Sprzedaż,DAC Dunajska Streda,2019/2020
22,Kristian KostrnaK. Kostrna,26,Słowacja,Prawy obrońca,POB,450 tys. €,Rumunia,Dinamo Bukaresz,Bez odstępnego,Sprzedaż,DAC Dunajska Streda,2019/2020
23,Matej SlavikM. Slavik,24,Słowacja,Bramkarz,BRK,150 tys. €,Słowacja,Komarno,Bez odstępnego,Sprzedaż,DAC Dunajska Streda,2019/2020
24,Karsten AyongK. Ayong,21,Czechy,Środkowy napastnik,ŚNP,200 tys. €,Czechy,FK Dukla Praga,Bez odstępnego,Sprzedaż,DAC Dunajska Streda,2019/2020
25,Ladislav AlmasiL. Almasi,20,Słowacja,Środkowy napastnik,ŚNP,50 tys. €,Słowacja,Ruzomberok,?,Sprzedaż,DAC Dunajska Streda,2019/2020
26,Andras MeszarosA. Meszaros,23,Słowacja,Prawy napastnik,PNP,75 tys. €,Słowacja,Pohronie,?,Sprzedaż,DAC Dunajska Streda,2019/2020
27,Kristof DomonkosK. Domonkos,20,Słowacja,Środkowy pomocnik,ŚPM,50 tys. €,Węgry,ETO FC Győr,?,Sprzedaż,DAC Dunajska Streda,2019/2020
28,Patrik MacejP. Macej,25,Czechy,Bramkarz,BRK,200 tys. €,Słowacja,Podbrezova,?,Sprzedaż,DAC Dunajska Streda,2019/2020
29,Martin RegaliM. Regali,25,Słowacja,Lewy pomocnik,LPM,150 tys. €,Słowacja,Michalovce,Bez odstępnego,Kupno,MFK Ruzomberok,2019/2020
30,Ladislav AlmasiL. Almasi,20,Słowacja,Środkowy napastnik,ŚNP,50 tys. €,Słowacja,Dunajska Streda,?,Kupno,MFK Ruzomberok,2019/2020
31,Tomas FilipiakT. Filipiak,19,Słowacja,Środkowy obrońca,ŚOB,50 tys. €,Włochy,Udinese U19,?,Kupno,MFK Ruzomberok,2019/2020
32,Alexander MojzisA. Mojzis,20,Słowacja,Lewy obrońca,LOB,150 tys. €,Słowacja,Podbrezova,?,Kupno,MFK Ruzomberok,2019/2020
33,Dominik KuncaD. Kunca,27,Słowacja,Prawy napastnik,PNP,200 tys. €,Polska,Motor Lublin,Bez odstępnego,Sprzedaż,MFK Ruzomberok,2019/2020
34,Ismar TandirI. Tandir,23,Bośnia i Hercegowina,Środkowy napastnik,ŚNP,400 tys. €,Czechy,Sigma Ołomuniec,Bez odstępnego,Sprzedaż,MFK Ruzomberok,2019/2020
35,Erik DanielE. Daniel,27,Czechy,Prawy pomocnik,PPM,550 tys. €,Słowacja,Slo. Bratislava,Bez odstępnego,Sprzedaż,MFK Ruzomberok,2019/2020
36,Kristi QoseK. Qose,24,Albania,Defensywny pomocnik,DPM,600 tys. €,Czechy,MFK Karvina,?,Sprzedaż,MFK Ruzomberok,2019/2020
37,Dominik KruzliakD. Kruzliak,22,Słowacja,Środkowy obrońca,ŚOB,600 tys. €,Słowacja,Dunajska Streda,?,Sprzedaż,MFK Ruzomberok,2019/2020
38,Peter Gal-AndrezlyP. Gal-Andrezly,29,Słowacja,Lewy pomocnik,LPM,450 tys. €,Rumunia,Sepsi Sf. Gh.,?,Sprzedaż,MFK Ruzomberok,2019/2020
39,Simon KupecS. Kupec,23,Słowacja,Lewy obrońca,LOB,250 tys. €,Słowacja,FC Petrzalka,?,Sprzedaż,MFK Ruzomberok,2019/2020
40,Dawid KurminowskiD. Kurminowski,20,Polska,Środkowy napastnik,ŚNP,200 tys. €,Polska,Lech Poznań,250 tys. €,Kupno,MSK Zilina,2019/2020
41,Michal TomicM. Tomic,20,Słowacja,Prawy obrońca,POB,225 tys. €,Włochy,UC Sampdoria,250 tys. €,Kupno,MSK Zilina,2019/2020
42,Jakub KiwiorJ. Kiwior,19,Polska,Środkowy obrońca,ŚOB,200 tys. €,Słowacja,Podbrezova,250 tys. €,Kupno,MSK Zilina,2019/2020
43,Jakub PaurJ. Paur,27,Słowacja,Środkowy pomocnik,ŚPM,350 tys. €,Słowacja,AS Trencin,Bez odstępnego,Kupno,MSK Zilina,2019/2020
44,Besir DemiriB. Demiri,24,Albania,Lewy obrońca,LOB,700 tys. €,Ukraina,FK Mariupol,Bez odstępnego,Kupno,MSK Zilina,2019/2020
45,Robert BozenikR. Bozenik,20,Słowacja,Środkowy napastnik,ŚNP,"1,00 mln €",Holandia,Feyenoord,"4,00 mln €",Sprzedaż,MSK Zilina,2019/2020
46,Michal SkvarkaM. Skvarka,26,Słowacja,Środkowy pomocnik,ŚPM,650 tys. €,Węgry,Ferencváros,200 tys. €,Sprzedaż,MSK Zilina,2019/2020
47,Jakub HolubekJ. Holubek,28,Słowacja,Lewy obrońca,LOB,350 tys. €,Polska,Piast Gliwice,Bez odstępnego,Sprzedaż,MSK Zilina,2019/2020
48,Michal KlecM. Klec,23,Słowacja,Środkowy pomocnik,ŚPM,150 tys. €,Słowacja,Pohronie,?,Sprzedaż,MSK Zilina,2019/2020
49,Miroslav KacerM. Kacer,24,Słowacja,Środkowy pomocnik,ŚPM,525 tys. €,-,Bez klubu,-,Sprzedaż,MSK Zilina,2019/2020
50,Martin KralikM. Kralik,25,Słowacja,Środkowy obrońca,ŚOB,350 tys. €,-,Bez klubu,-,Sprzedaż,MSK Zilina,2019/2020
51,Filip BalajF. Balaj,22,Słowacja,Środkowy napastnik,ŚNP,300 tys. €,-,Bez klubu,-,Sprzedaż,MSK Zilina,2019/2020
52,Dominik HolecD. Holec,25,Słowacja,Bramkarz,BRK,400 tys. €,-,Bez klubu,-,Sprzedaż,MSK Zilina,2019/2020
53,Lukas JanosikL. Janosik,26,Słowacja,Prawy napastnik,PNP,250 tys. €,-,Bez klubu,-,Sprzedaż,MSK Zilina,2019/2020
54,Filip KasaF. Kasa,26,Czechy,Środkowy obrońca,ŚOB,350 tys. €,-,Bez klubu,-,Sprzedaż,MSK Zilina,2019/2020
55,Viktor PecovskyV. Pecovsky,36,Słowacja,Defensywny pomocnik,DPM,150 tys. €,-,Koniec kariery,-,Sprzedaż,MSK Zilina,2019/2020
56,Besir DemiriB. Demiri,25,Albania,Lewy obrońca,LOB,400 tys. €,-,Bez klubu,-,Sprzedaż,MSK Zilina,2019/2020
57,Michal TomicM. Tomic,21,Słowacja,Prawy obrońca,POB,325 tys. €,-,Bez klubu,-,Sprzedaż,MSK Zilina,2019/2020
58,Pedro MartínezP. Martínez,23,Hiszpania,Środkowy pomocnik,ŚPM,100 tys. €,Hiszpania,UD Logroñés,Bez odstępnego,Kupno,MFK Zemplin Michalovce,2019/2020
59,Milan KvoceraM. Kvocera,21,Słowacja,Prawy pomocnik,PPM,100 tys. €,Słowacja,AS Trencin,Bez odstępnego,Kupno,MFK Zemplin Michalovce,2019/2020
60,Dimitrios KonstantinidisD. Konstantinidis,25,Grecja,Prawy obrońca,POB,300 tys. €,Grecja,Aris Saloniki,Bez odstępnego,Kupno,MFK Zemplin Michalovce,2019/2020
61,Christos KountouriotisC. Kountouriotis,21,Grecja,Lewy napastnik,LNP,200 tys. €,Grecja,Panathinaikos,Bez odstępnego,Kupno,MFK Zemplin Michalovce,2019/2020
62,Kyriakos SavvidisK. Savvidis,24,Grecja,Środkowy pomocnik,ŚPM,250 tys. €,Grecja,Aris Saloniki,Bez odstępnego,Kupno,MFK Zemplin Michalovce,2019/2020
63,Ian SolerIan Soler,23,Hiszpania,Środkowy obrońca,ŚOB,150 tys. €,Hiszpania,A. Malagueño,Bez odstępnego,Kupno,MFK Zemplin Michalovce,2019/2020
64,Dimitrios PopovitsD. Popovits,24,Grecja,Lewy napastnik,LNP,50 tys. €,Niemcy,Viktoria Köln,Bez odstępnego,Kupno,MFK Zemplin Michalovce,2019/2020
65,Emmanuel MensahE. Mensah,25,Ghana,Ofensywny pomocnik,OPM,325 tys. €,Albania,FK Partizani,Bez odstępnego,Kupno,MFK Zemplin Michalovce,2019/2020
66,Georgios NeofytidisG. Neofytidis,19,Grecja,Defensywny pomocnik,DPM,-,Grecja,Olympiakos U19,?,Kupno,MFK Zemplin Michalovce,2019/2020
67,Maksym GirnyiM. Girnyi,18,Ukraina,Środkowy napastnik,ŚNP,-,Ukraina,Karpaty II,?,Kupno,MFK Zemplin Michalovce,2019/2020
68,Patrik ChovanP. Chovan,19,Słowacja,Pomocnik,Pomocnik,-,Słowacja,FK Senica,?,Kupno,MFK Zemplin Michalovce,2019/2020
69,Alejandro Mendez GarciaA. Mendez Garcia,18,Hiszpania,Lewy obrońca,LOB,-,Hiszpania,Alcoyano U19,?,Kupno,MFK Zemplin Michalovce,2019/2020
70,PalmyerePalmyere,19,Brazylia,Napastnik,Napastnik,-,Stany Zjednaczone,Boston City FC,?,Kupno,MFK Zemplin Michalovce,2019/2020
71,Issa Modibo SidibéI. Sidibé,27,Niger,Środkowy napastnik,ŚNP,250 tys. €,Francja,FC Mulhouse,?,Kupno,MFK Zemplin Michalovce,2019/2020
72,Til MavreticT. Mavretic,22,Słowenia,Środkowy pomocnik,ŚPM,100 tys. €,Słowenia,NK Domzale,Bez odstępnego,Sprzedaż,MFK Zemplin Michalovce,2019/2020
73,José CasadoJ. Casado,31,Hiszpania,Środkowy pomocnik,ŚPM,150 tys. €,Hiszpania,Penya Deportiva,Bez odstępnego,Sprzedaż,MFK Zemplin Michalovce,2019/2020
74,Gerard BieszczadG. Bieszczad,26,Polska,Bramkarz,BRK,200 tys. €,Polska,Stal Rzeszów,Bez odstępnego,Sprzedaż,MFK Zemplin Michalovce,2019/2020
75,Yurii ZakharkivY. Zakharkiv,23,Ukraina,Środkowy napastnik,ŚNP,100 tys. €,Tadżykistan,Khujand,Bez odstępnego,Sprzedaż,MFK Zemplin Michalovce,2019/2020
76,Martin RegaliM. Regali,25,Słowacja,Lewy pomocnik,LPM,150 tys. €,Słowacja,Ruzomberok,Bez odstępnego,Sprzedaż,MFK Zemplin Michalovce,2019/2020
77,Blazej VascakB. Vascak,35,Słowacja,Ofensywny pomocnik,OPM,100 tys. €,Słowacja,Banska Bystrica,?,Sprzedaż,MFK Zemplin Michalovce,2019/2020
78,Denis PetroD. Petro,20,Słowacja,Lewy obrońca,LOB,200 tys. €,Stany Zjednaczone,UMass Lowell,?,Sprzedaż,MFK Zemplin Michalovce,2019/2020
79,Pedro MartínezP. Martínez,23,Hiszpania,Środkowy pomocnik,ŚPM,250 tys. €,Czechy,FC Zlin,?,Sprzedaż,MFK Zemplin Michalovce,2019/2020
80,Pavol BellasP. Bellas,22,Słowacja,Środkowy napastnik,ŚNP,25 tys. €,Słowacja,Vranov,?,Sprzedaż,MFK Zemplin Michalovce,2019/2020
81,Jozef VajsJ. Vajs,21,Słowacja,Środkowy pomocnik,ŚPM,25 tys. €,Austria,Lassee,?,Sprzedaż,MFK Zemplin Michalovce,2019/2020
82,Hovhannes HarutyunyanH. Harutyunyan,20,Armenia,Środkowy pomocnik,ŚPM,100 tys. €,Armenia,Ararat-Armenia,?,Sprzedaż,MFK Zemplin Michalovce,2019/2020
83,Lazaros RotaL. Rota,22,Grecja,Prawy obrońca,POB,300 tys. €,Holandia,Fortuna Sittard,?,Sprzedaż,MFK Zemplin Michalovce,2019/2020
84,Tomas IlinjoT. Ilinjo,23,Słowacja,Defensywny pomocnik,DPM,75 tys. €,Słowacja,Slavoj Trebisov,?,Sprzedaż,MFK Zemplin Michalovce,2019/2020
85,Alejandro MitranoA. Mitrano,21,Wenezuela,Lewy obrońca,LOB,75 tys. €,-,Bez klubu,-,Sprzedaż,MFK Zemplin Michalovce,2019/2020
86,Emmanuel MensahE. Mensah,25,Ghana,Ofensywny pomocnik,OPM,250 tys. €,-,Bez klubu,-,Sprzedaż,MFK Zemplin Michalovce,2019/2020
87,Lubomir MichalikL. Michalik,36,Słowacja,Środkowy obrońca,ŚOB,150 tys. €,Słowacja,Slovan Galanta,Bez odstępnego,Kupno,SKF Sered,2019/2020
88,Tomas DaboT. Dabo,25,Gwinea Bissau,Prawy obrońca,POB,150 tys. €,Włochy,Rieti,Bez odstępnego,Kupno,SKF Sered,2019/2020
89,Senad JarovicS. Jarovic,22,Niemcy,Środkowy napastnik,ŚNP,150 tys. €,Dania,SönderjyskE,Bez odstępnego,Kupno,SKF Sered,2019/2020
90,Abdelaziz MetalsiA. Metalsi,25,Bośnia i Hercegowina,Środkowy obrońca,ŚOB,-,Holandia,Lienden,Bez odstępnego,Kupno,SKF Sered,2019/2020
91,Adnan KanuricA. Kanuric,19,Bośnia i Hercegowina,Bramkarz,BRK,-,Anglia,Stoke U23,Bez odstępnego,Kupno,SKF Sered,2019/2020
92,Jasmin HalacJ. Halac,22,Niemcy,Ofensywny pomocnik,OPM,-,Grecja,Ap. Larisas,Bez odstępnego,Kupno,SKF Sered,2019/2020
93,Kristian LukacikK. Lukacik,21,Słowacja,Ofensywny pomocnik,OPM,125 tys. €,Słowacja,Podbrezova B,?,Kupno,SKF Sered,2019/2020
94,Roko JureskinR. Jureskin,18,Chorwacja,Prawy pomocnik,PPM,-,Chorwacja,Primorac 1929,?,Kupno,SKF Sered,2019/2020
95,Filip DuranskiF. Duranski,28,Macedonia Północna,Defensywny pomocnik,DPM,250 tys. €,Macedonia Północna,Sileks,?,Kupno,SKF Sered,2019/2020
96,Dejan AleksicD. Aleksic,-,Serbia,Napastnik,Napastnik,-,Serbia,Rad Belgrad U19,?,Kupno,SKF Sered,2019/2020
97,Martin SlaninkaM. Slaninka,23,Słowacja,Lewy obrońca,LOB,175 tys. €,Czechy,1.SK Prostejov,?,Kupno,SKF Sered,2019/2020
98,Christian Attah JuniorC. Attah Junior,21,Nigeria,Napastnik,Napastnik,-,Nigeria,Galadima FA,?,Kupno,SKF Sered,2019/2020
99,Mathew YakubuM. Yakubu,20,Nigeria,Bramkarz,BRK,-,Nigeria,Clique Sports,?,Kupno,SKF Sered,2019/2020
100,Aleksandar VucenovicA. Vucenovic,22,Austria,Środkowy napastnik,ŚNP,175 tys. €,Austria,SKN St. Pölten,?,Kupno,SKF Sered,2019/2020
101,Nikola UnkovicN. Unkovic,19,Serbia,Środkowy obrońca,ŚOB,-,Serbia,FK Stepojevac,?,Kupno,SKF Sered,2019/2020
102,Radovan HodalR. Hodal,20,Słowacja,Bramkarz,BRK,-,Słowacja,Trenc. Teplice,?,Kupno,SKF Sered,2019/2020
103,Miroslav TurecekM. Turecek,20,Czechy,Pomocnik,Pomocnik,-,Czechy,FC Zlin B,?,Kupno,SKF Sered,2019/2020
104,Nicolas SumskyN. Sumsky,26,Czechy,Ofensywny pomocnik,OPM,125 tys. €,Czechy,Frydek-Mistek,?,Kupno,SKF Sered,2019/2020
105,CleberCleber,33,Brazylia,Lewy pomocnik,LPM,100 tys. €,-,Bez klubu,-,Kupno,SKF Sered,2019/2020
106,Lubomir MichalikL. Michalik,36,Słowacja,Środkowy obrońca,ŚOB,150 tys. €,Słowacja,Slovan Galanta,Bez odstępnego,Sprzedaż,SKF Sered,2019/2020
107,Denis VenturaD. Ventura,24,Słowacja,Defensywny pomocnik,DPM,250 tys. €,Rumunia,Ac. Clinceni,Bez odstępnego,Sprzedaż,SKF Sered,2019/2020
108,Radovan HodalR. Hodal,21,Słowacja,Bramkarz,BRK,50 tys. €,Polska,Hutnik Kraków,Bez odstępnego,Sprzedaż,SKF Sered,2019/2020
109,Rudolf BilasR. Bilas,26,Słowacja,Środkowy pomocnik,ŚPM,125 tys. €,Słowacja,Stropkov,Bez odstępnego,Sprzedaż,SKF Sered,2019/2020
110,Kathon St. HillaireK. St. Hillaire,21,Trynidad and Tobago,Prawy napastnik,PNP,100 tys. €,Trynidad and Tobago,SJ Jabloteh,Bez odstępnego,Sprzedaż,SKF Sered,2019/2020
111,Martin SusM. Sus,29,Czechy,Prawy obrońca,POB,275 tys. €,Czechy,SFC Opava,Bez odstępnego,Sprzedaż,SKF Sered,2019/2020
112,Lubomir UlrichL. Ulrich,31,Słowacja,Lewy napastnik,LNP,100 tys. €,Słowacja,Spartak Myjava,Bez odstępnego,Sprzedaż,SKF Sered,2019/2020
113,Robert RichnakR. Richnak,27,Słowacja,Ofensywny pomocnik,OPM,125 tys. €,Słowacja,FC Petrzalka,?,Sprzedaż,SKF Sered,2019/2020
114,Juraj BenkoJ. Benko,21,Słowacja,Pomocnik,Pomocnik,25 tys. €,Słowacja,FC Pata,?,Sprzedaż,SKF Sered,2019/2020
115,Martin SalkaM. Salka,34,Słowacja,Bramkarz,BRK,25 tys. €,Słowacja,Slovan Galanta,?,Sprzedaż,SKF Sered,2019/2020
116,Adam BozenikA. Bozenik,21,Słowacja,Pomocnik,Pomocnik,25 tys. €,Słowacja,FK Sintava,?,Sprzedaż,SKF Sered,2019/2020
117,Jozef MenichJ. Menich,24,Słowacja,Środkowy obrońca,ŚOB,250 tys. €,Słowacja,Spartak Trnava,?,Sprzedaż,SKF Sered,2019/2020
118,Richard BartosR. Bartos,27,Słowacja,Defensywny pomocnik,DPM,75 tys. €,Słowacja,Liptovsky Mik.,?,Sprzedaż,SKF Sered,2019/2020
119,Milos LacnyM. Lacny,31,Słowacja,Środkowy napastnik,ŚNP,150 tys. €,-,Bez klubu,-,Sprzedaż,SKF Sered,2019/2020
120,Chris OndongC. Ondong,25,Francja,Lewy napastnik,LNP,75 tys. €,-,Bez klubu,-,Sprzedaż,SKF Sered,2019/2020
121,Abdelaziz MetalsiA. Metalsi,25,Bośnia i Hercegowina,Środkowy obrońca,ŚOB,100 tys. €,-,Bez klubu,-,Sprzedaż,SKF Sered,2019/2020
122,Theofanis TzandarisT. Tzandaris,26,Grecja,Defensywny pomocnik,DPM,250 tys. €,Grecja,Panathinaikos,Bez odstępnego,Kupno,Spartak Trnava,2019/2020
123,Bogdan MitreaB. Mitrea,31,Rumunia,Środkowy obrońca,ŚOB,350 tys. €,Cypr,Doxa Katokopias,Bez odstępnego,Kupno,Spartak Trnava,2019/2020
124,Malkolm MoenzaM. Moenza,26,Szwecja,Lewy obrońca,LOB,250 tys. €,Szwecja,Dalkurd,Bez odstępnego,Kupno,Spartak Trnava,2019/2020
125,Emir HalilovicE. Halilovic,29,Bośnia i Hercegowina,Ofensywny pomocnik,OPM,350 tys. €,Bośnia i Hercegowina,FK Sarajevo,Bez odstępnego,Kupno,Spartak Trnava,2019/2020
126,Gino van KesselG. van Kessel,26,Curacao,Prawy napastnik,PNP,450 tys. €,Belgia,KSV Roeselare,Bez odstępnego,Kupno,Spartak Trnava,2019/2020
127,Dijan VukojevicD. Vukojevic,24,Szwecja,Ofensywny pomocnik,OPM,-,Szwecja,Norrby,Bez odstępnego,Kupno,Spartak Trnava,2019/2020
128,Alex SobczykA. Sobczyk,22,Austria,Środkowy napastnik,ŚNP,200 tys. €,Austria,Rapid Wiedeń,Bez odstępnego,Kupno,Spartak Trnava,2019/2020
129,Matej JakubekM. Jakubek,24,Słowacja,Środkowy pomocnik,ŚPM,-,Słowacja,Dubnica,Bez odstępnego,Kupno,Spartak Trnava,2019/2020
130,Marko TesijaM. Tesija,27,Chorwacja,Środkowy pomocnik,ŚPM,200 tys. €,Słowacja,FK Senica,Bez odstępnego,Kupno,Spartak Trnava,2019/2020
131,Petar OrlandicP. Orlandic,29,Czarnogóra,Środkowy napastnik,ŚNP,350 tys. €,-,Bez klubu,Bez odstępnego,Kupno,Spartak Trnava,2019/2020
132,Filip OrsulaF. Orsula,26,Słowacja,Prawy napastnik,PNP,250 tys. €,Czechy,Slovan Liberec,Bez odstępnego,Kupno,Spartak Trnava,2019/2020
133,Marko MarinkovicM. Marinkovic,25,Serbia,Środkowy obrońca,ŚOB,500 tys. €,Serbia,Napredak,?,Kupno,Spartak Trnava,2019/2020
134,Izuchukwu AnthonyI. Anthony,22,Nigeria,Środkowy obrońca,ŚOB,150 tys. €,Norwegia,Nest-Sotra IL,?,Kupno,Spartak Trnava,2019/2020
135,Marko KelemenM. Kelemen,19,Słowacja,Środkowy napastnik,ŚNP,-,Słowacja,Dunajska U19,?,Kupno,Spartak Trnava,2019/2020
136,Yann Michael YaoY. Yao,22,Wybrzeże Kości Słoniowej,Lewy napastnik,LNP,200 tys. €,Estonia,Paide,?,Kupno,Spartak Trnava,2019/2020
137,David SiriboeD. Siriboe,21,Stany Zjednaczone,Pomocnik,Pomocnik,-,Stany Zjednaczone,Kingston,?,Kupno,Spartak Trnava,2019/2020
138,Stefan MolnarS. Molnar,25,Słowacja,Napastnik,Napastnik,-,Słowacja,FK Vlcany,?,Kupno,Spartak Trnava,2019/2020
139,João DiogoJoão Diogo,31,Portugalia,Prawy obrońca,POB,350 tys. €,Rumunia,SSC Farul,?,Kupno,Spartak Trnava,2019/2020
140,Yusuf BamideleY. Bamidele,18,Nigeria,Pomocnik,Pomocnik,-,Nigeria,Obazz FC,?,Kupno,Spartak Trnava,2019/2020
141,Jakub KrcJakub Krc,22,Słowacja,Lewy obrońca,LOB,150 tys. €,Słowacja,FK Senica,?,Kupno,Spartak Trnava,2019/2020
142,Jozef MenichJ. Menich,24,Słowacja,Środkowy obrońca,ŚOB,250 tys. €,Słowacja,SKF Sered,?,Kupno,Spartak Trnava,2019/2020
143,Lubos KamenarL. Kamenar,32,Słowacja,Bramkarz,BRK,100 tys. €,Słowacja,FC Petrzalka,?,Kupno,Spartak Trnava,2019/2020
144,Lucas LovatL. Lovat,23,Brazylia,Lewy obrońca,LOB,300 tys. €,Słowacja,Slo. Bratislava,300 tys. €,Sprzedaż,Spartak Trnava,2019/2020
145,Kubilay YilmazK. Yilmaz,23,Austria,Środkowy napastnik,ŚNP,300 tys. €,Turcja,Y. Malatyaspor,Bez odstępnego,Sprzedaż,Spartak Trnava,2019/2020
146,Myenty AbenaM. Abena,24,Holandia,Środkowy obrońca,ŚOB,450 tys. €,Słowacja,Slo. Bratislava,Bez odstępnego,Sprzedaż,Spartak Trnava,2019/2020
147,Tomas KosutT. Kosut,29,Słowacja,Środkowy obrońca,ŚOB,250 tys. €,Słowacja,FK Senica,Bez odstępnego,Sprzedaż,Spartak Trnava,2019/2020
148,Filip OrsulaF. Orsula,26,Słowacja,Prawy napastnik,PNP,250 tys. €,Gruzja,Dinamo Tbilisi,Bez odstępnego,Sprzedaż,Spartak Trnava,2019/2020
149,Macario Hing-GloverM. Hing-Glover,24,Stany Zjednaczone,Prawy obrońca,POB,150 tys. €,Finlandia,Helsinki IFK,Bez odstępnego,Sprzedaż,Spartak Trnava,2019/2020
150,Anton SlobodaA. Sloboda,32,Słowacja,Środkowy pomocnik,ŚPM,250 tys. €,Słowacja,Zlate Moravce,Bez odstępnego,Sprzedaż,Spartak Trnava,2019/2020
151,Stefan PekarS. Pekar,30,Słowacja,Cofnięty napastnik,CNP,125 tys. €,Słowacja,Spartak Myjava,Bez odstępnego,Sprzedaż,Spartak Trnava,2019/2020
152,David DepetrisD. Depetris,30,Słowacja,Środkowy napastnik,ŚNP,225 tys. €,Słowacja,AS Trencin,Bez odstępnego,Sprzedaż,Spartak Trnava,2019/2020
153,Fabian MiesenböckF. Miesenböck,25,Austria,Lewy pomocnik,LPM,250 tys. €,Austria,SV Mattersburg,Bez odstępnego,Sprzedaż,Spartak Trnava,2019/2020
154,Marko MarinkovicM. Marinkovic,26,Serbia,Środkowy obrońca,ŚOB,300 tys. €,Bośnia i Hercegowina,Sloboda Tuzla,Bez odstępnego,Sprzedaż,Spartak Trnava,2019/2020
155,Musefiu AshiruM. Ashiru,25,Nigeria,Lewy napastnik,LNP,200 tys. €,Nieznana,Nieznany,Bez odstępnego,Sprzedaż,Spartak Trnava,2019/2020
156,Andrej LovasA. Lovas,28,Słowacja,Środkowy napastnik,ŚNP,75 tys. €,Słowacja,Malzenice,Bez odstępnego,Sprzedaż,Spartak Trnava,2019/2020
