,Piłkarz,Wiek,Narodowość,Pozycja,Poz,Wartość rynkowa,Klub pozyskujący/oddający państwo,Klub pozyskujący/oddający nazwa,Kwota odstępnego,Rodzaj transferu,Dotyczy klubu,Sezon
0,Lubomir SatkaL. Satka,23,Słowacja,Środkowy obrońca,ŚOB,650 tys. €,Słowacja,Dunajska Streda,750 tys. €,Kupno,Lech Poznań,2019/2020
1,Dani RamírezDani Ramírez,27,Hiszpania,Ofensywny pomocnik,OPM,800 tys. €,Polska,ŁKS Łódź,500 tys. €,Kupno,Lech Poznań,2019/2020
2,Djordje CrnomarkovicD. Crnomarkovic,25,Serbia,Środkowy obrońca,ŚOB,"1,25 mln €",Serbia,Radnicki Nis,500 tys. €,Kupno,Lech Poznań,2019/2020
3,Karlo MuharK. Muhar,23,Chorwacja,Defensywny pomocnik,DPM,350 tys. €,Chorwacja,Inter Zapresic,400 tys. €,Kupno,Lech Poznań,2019/2020
4,Tomasz DejewskiT. Dejewski,24,Polska,Środkowy obrońca,ŚOB,50 tys. €,Polska,Warta Poznań,Bez odstępnego,Kupno,Lech Poznań,2019/2020
5,Mickey van der HartM. van der Hart,25,Holandia,Bramkarz,BRK,850 tys. €,Holandia,PEC Zwolle,Bez odstępnego,Kupno,Lech Poznań,2019/2020
6,Darko JevticD. Jevtic,26,Szwajcaria,Ofensywny pomocnik,OPM,"1,25 mln €",Rosja,Rubin Kazań,500 tys. €,Sprzedaż,Lech Poznań,2019/2020
7,Dawid KurminowskiD. Kurminowski,20,Polska,Środkowy napastnik,ŚNP,200 tys. €,Słowacja,MSK Zilina,250 tys. €,Sprzedaż,Lech Poznań,2019/2020
8,Krzysztof KolodziejK. Kolodziej,26,Polska,Ofensywny pomocnik,OPM,50 tys. €,Polska,Elana Toruń,Bez odstępnego,Sprzedaż,Lech Poznań,2019/2020
9,Maciej MakuszewskiM. Makuszewski,30,Polska,Prawy napastnik,PNP,300 tys. €,Polska,Jagiellonia,Bez odstępnego,Sprzedaż,Lech Poznań,2019/2020
10,Matus PutnockyM. Putnocky,34,Słowacja,Bramkarz,BRK,200 tys. €,Polska,Śląsk Wrocław,Bez odstępnego,Sprzedaż,Lech Poznań,2019/2020
11,Piotr TomasikP. Tomasik,31,Polska,Lewy obrońca,LOB,300 tys. €,Polska,Wisła Płock,Bez odstępnego,Sprzedaż,Lech Poznań,2019/2020
12,Lukasz TralkaL. Tralka,35,Polska,Defensywny pomocnik,DPM,200 tys. €,Polska,Warta Poznań,Bez odstępnego,Sprzedaż,Lech Poznań,2019/2020
13,Jasmin BuricJ. Buric,32,Bośnia i Hercegowina,Bramkarz,BRK,300 tys. €,Izrael,Hapoel Haifa,Bez odstępnego,Sprzedaż,Lech Poznań,2019/2020
14,Maciej GajosM. Gajos,28,Polska,Środkowy pomocnik,ŚPM,500 tys. €,Polska,Lechia Gdańsk,Bez odstępnego,Sprzedaż,Lech Poznań,2019/2020
15,Mihai RadutM. Radut,29,Rumunia,Lewy napastnik,LNP,350 tys. €,Rumunia,Astra Giurgiu,Bez odstępnego,Sprzedaż,Lech Poznań,2019/2020
16,Marcin WasielewskiM. Wasielewski,24,Polska,Prawy obrońca,POB,350 tys. €,Polska,Termalica,Bez odstępnego,Sprzedaż,Lech Poznań,2019/2020
17,Maciej OrłowskiM. Orłowski,26,Polska,Prawy obrońca,POB,50 tys. €,Polska,Górnik Łęczna,20 tys. €,Sprzedaż,Lech Poznań,2019/2020
18,Nikola VujadinovicN. Vujadinovic,32,Czarnogóra,Środkowy obrońca,ŚOB,300 tys. €,-,Bez klubu,-,Sprzedaż,Lech Poznań,2019/2020
19,Bartosz SliszB. Slisz,20,Polska,Środkowy pomocnik,ŚPM,"1,50 mln €",Polska,Zagłębie Lubin,"1,84 mln €",Kupno,Legia Warszawa,2019/2020
20,CafúCafú,26,Portugalia,Środkowy pomocnik,ŚPM,"2,00 mln €",Francja,FC Metz,800 tys. €,Kupno,Legia Warszawa,2019/2020
21,LuquinhasLuquinhas,22,Brazylia,Ofensywny pomocnik,OPM,500 tys. €,Portugalia,Desportivo Aves,400 tys. €,Kupno,Legia Warszawa,2019/2020
22,Valeriane GviliaV. Gvilia,25,Gruzja,Ofensywny pomocnik,OPM,"1,00 mln €",Szwajcaria,FC Luzern,300 tys. €,Kupno,Legia Warszawa,2019/2020
23,Arvydas NovikovasA. Novikovas,28,Litwa,Lewy napastnik,LNP,"1,50 mln €",Polska,Jagiellonia,300 tys. €,Kupno,Legia Warszawa,2019/2020
24,Piotr PyrdolP. Pyrdol,20,Polska,Prawy napastnik,PNP,200 tys. €,Polska,ŁKS Łódź,70 tys. €,Kupno,Legia Warszawa,2019/2020
25,Mateusz CholewiakM. Cholewiak,29,Polska,Lewy napastnik,LNP,400 tys. €,Polska,Śląsk Wrocław,60 tys. €,Kupno,Legia Warszawa,2019/2020
26,Wojciech MuzykW. Muzyk,20,Polska,Bramkarz,BRK,-,Polska,Olimpia Grudz.,50 tys. €,Kupno,Legia Warszawa,2019/2020
27,Ivan ObradovicI. Obradovic,30,Serbia,Lewy obrońca,LOB,800 tys. €,Belgia,RSC Anderlecht,Bez odstępnego,Kupno,Legia Warszawa,2019/2020
28,Tomas PekhartT. Pekhart,30,Czechy,Środkowy napastnik,ŚNP,600 tys. €,Hiszpania,UD Las Palmas,Bez odstępnego,Kupno,Legia Warszawa,2019/2020
29,Igor LewczukI. Lewczuk,34,Polska,Środkowy obrońca,ŚOB,500 tys. €,Francja,G. Bordeaux,Bez odstępnego,Kupno,Legia Warszawa,2019/2020
30,Pawel WszolekP. Wszolek,27,Polska,Prawy napastnik,PNP,"1,50 mln €",Anglia,QPR,Bez odstępnego,Kupno,Legia Warszawa,2019/2020
31,Radoslaw MajeckiR. Majecki,20,Polska,Bramkarz,BRK,"5,00 mln €",Francja,Monaco,"7,00 mln €",Sprzedaż,Legia Warszawa,2019/2020
32,Sebastian SzymanskiS. Szymanski,20,Polska,Prawy napastnik,PNP,"6,00 mln €",Rosja,Dynamo Moskwa,"5,50 mln €",Sprzedaż,Legia Warszawa,2019/2020
33,Jaroslaw NiezgodaJ. Niezgoda,24,Polska,Środkowy napastnik,ŚNP,"4,50 mln €",Stany Zjednaczone,Timbers,"3,60 mln €",Sprzedaż,Legia Warszawa,2019/2020
34,CarlitosCarlitos,29,Hiszpania,Środkowy napastnik,ŚNP,"2,50 mln €",Zjednaczone Emiraty Arabskie,Al-Wahda FC,"1,80 mln €",Sprzedaż,Legia Warszawa,2019/2020
35,Sandro KulenovicS. Kulenovic,19,Chorwacja,Środkowy napastnik,ŚNP,650 tys. €,Chorwacja,Dinamo Zagrzeb,"1,60 mln €",Sprzedaż,Legia Warszawa,2019/2020
36,CafúCafú,26,Portugalia,Środkowy pomocnik,ŚPM,"1,50 mln €",Grecja,Olympiakos SFP,400 tys. €,Sprzedaż,Legia Warszawa,2019/2020
37,Jakub OjrzynskiJ. Ojrzynski,16,Polska,Bramkarz,BRK,-,Anglia,Liverpool U18,333 tys. €,Sprzedaż,Legia Warszawa,2019/2020
38,Tomasz JodlowiecT. Jodlowiec,33,Polska,Defensywny pomocnik,DPM,300 tys. €,Polska,Piast Gliwice,80 tys. €,Sprzedaż,Legia Warszawa,2019/2020
39,Michal KopczynskiM. Kopczynski,27,Polska,Defensywny pomocnik,DPM,350 tys. €,Polska,Arka Gdynia,55 tys. €,Sprzedaż,Legia Warszawa,2019/2020
40,Kasper HämäläinenK. Hämäläinen,33,Finlandia,Ofensywny pomocnik,OPM,450 tys. €,Czechy,FK Jablonec,Bez odstępnego,Sprzedaż,Legia Warszawa,2019/2020
41,Lukasz MonetaL. Moneta,25,Polska,Lewy napastnik,LNP,250 tys. €,Polska,GKS Tychy,Bez odstępnego,Sprzedaż,Legia Warszawa,2019/2020
42,Michal KucharczykM. Kucharczyk,28,Polska,Lewy napastnik,LNP,"1,00 mln €",Rosja,Ural,Bez odstępnego,Sprzedaż,Legia Warszawa,2019/2020
43,Adam HlousekA. Hlousek,30,Czechy,Lewy obrońca,LOB,850 tys. €,Czechy,Viktoria Pilzno,Bez odstępnego,Sprzedaż,Legia Warszawa,2019/2020
44,Salvador AgraS. Agra,28,Portugalia,Prawy napastnik,PNP,200 tys. €,-,Bez klubu,-,Sprzedaż,Legia Warszawa,2019/2020
45,Miroslav RadovicM. Radovic,35,Serbia,Prawy napastnik,PNP,200 tys. €,-,Bez klubu,-,Sprzedaż,Legia Warszawa,2019/2020
46,Cristian PasquatoC. Pasquato,29,Włochy,Cofnięty napastnik,CNP,500 tys. €,-,Bez klubu,-,Sprzedaż,Legia Warszawa,2019/2020
47,Arkadiusz MalarzA. Malarz,39,Polska,Bramkarz,BRK,100 tys. €,-,Bez klubu,-,Sprzedaż,Legia Warszawa,2019/2020
48,Pawel CibickiP. Cibicki,26,Szwecja,Lewy napastnik,LNP,700 tys. €,Anglia,Leeds,450 tys. €,Kupno,Pogoń Szczecin,2019/2020
49,Igor LasickiI. Lasicki,24,Polska,Środkowy obrońca,ŚOB,400 tys. €,Włochy,SSC Napoli,200 tys. €,Kupno,Pogoń Szczecin,2019/2020
50,Srdjan SpiridonovicS. Spiridonovic,25,Austria,Lewy napastnik,LNP,600 tys. €,Grecja,Panionios,150 tys. €,Kupno,Pogoń Szczecin,2019/2020
51,Damian DabrowskiD. Dabrowski,26,Polska,Defensywny pomocnik,DPM,550 tys. €,Polska,Cracovia,125 tys. €,Kupno,Pogoń Szczecin,2019/2020
52,Dante StipicaD. Stipica,28,Chorwacja,Bramkarz,BRK,600 tys. €,Bułgaria,CSKA Sofia,Bez odstępnego,Kupno,Pogoń Szczecin,2019/2020
53,Michalis ManiasM. Manias,29,Grecja,Środkowy napastnik,ŚNP,500 tys. €,Grecja,Asteras Tripoli,Bez odstępnego,Kupno,Pogoń Szczecin,2019/2020
54,Benedikt ZechB. Zech,28,Austria,Środkowy obrońca,ŚOB,750 tys. €,Austria,SCR Altach,Bez odstępnego,Kupno,Pogoń Szczecin,2019/2020
55,Konstantinos TriantafyllopoulosK. Triantafyllopoulos,26,Grecja,Środkowy obrońca,ŚOB,500 tys. €,Grecja,Asteras Tripoli,Bez odstępnego,Kupno,Pogoń Szczecin,2019/2020
56,Adam BuksaA. Buksa,23,Polska,Środkowy napastnik,ŚNP,"1,00 mln €",Stany Zjednaczone,Revolution,"4,20 mln €",Sprzedaż,Pogoń Szczecin,2019/2020
57,Jin IzumisawaJ. Izumisawa,27,Japonia,Lewy napastnik,LNP,500 tys. €,Japonia,Yokohama F. M.,Bez odstępnego,Sprzedaż,Pogoń Szczecin,2019/2020
58,Lukasz BudzilekL. Budzilek,28,Polska,Bramkarz,BRK,200 tys. €,Polska,Termalica,Bez odstępnego,Sprzedaż,Pogoń Szczecin,2019/2020
59,Spas DelevS. Delev,29,Bułgaria,Prawy napastnik,PNP,500 tys. €,Bułgaria,Arda Kardzhali,Bez odstępnego,Sprzedaż,Pogoń Szczecin,2019/2020
60,David NiepsujD. Niepsuj,23,Polska,Prawy obrońca,POB,300 tys. €,Polska,Wisła Kraków,Bez odstępnego,Sprzedaż,Pogoń Szczecin,2019/2020
61,Gracjan JarochG. Jaroch,21,Polska,Środkowy napastnik,ŚNP,125 tys. €,Polska,Warta Poznań,Bez odstępnego,Sprzedaż,Pogoń Szczecin,2019/2020
62,Dawid ZielinskiD. Zielinski,22,Polska,Środkowy pomocnik,ŚPM,50 tys. €,Polska,Piast Żmigród,Bez odstępnego,Sprzedaż,Pogoń Szczecin,2019/2020
63,Damian PawlowskiD. Pawlowski,20,Polska,Środkowy pomocnik,ŚPM,300 tys. €,Polska,Wisła Kraków,Bez odstępnego,Sprzedaż,Pogoń Szczecin,2019/2020
64,Iker GuarrotxenaI. Guarrotxena,27,Hiszpania,Lewy napastnik,LNP,600 tys. €,Grecja,Volos NPS,Bez odstępnego,Sprzedaż,Pogoń Szczecin,2019/2020
65,Lukasz ZaluskaL. Zaluska,37,Polska,Bramkarz,BRK,150 tys. €,Polska,Miedź Legnica,Bez odstępnego,Sprzedaż,Pogoń Szczecin,2019/2020
66,Jaroslaw FojutJ. Fojut,31,Polska,Środkowy obrońca,ŚOB,300 tys. €,Polska,Wisła Płock,Bez odstępnego,Sprzedaż,Pogoń Szczecin,2019/2020
67,Mateusz BochnakM. Bochnak,21,Polska,Prawy pomocnik,PPM,-,Polska,Błękitni Star.,Bez odstępnego,Sprzedaż,Pogoń Szczecin,2019/2020
68,Tomasz HolotaT. Holota,28,Polska,Defensywny pomocnik,DPM,300 tys. €,Polska,Z. Sosnowiec,Bez odstępnego,Sprzedaż,Pogoń Szczecin,2019/2020
69,Soufian BenyaminaS. Benyamina,30,Niemcy,Środkowy napastnik,ŚNP,150 tys. €,-,Bez klubu,-,Sprzedaż,Pogoń Szczecin,2019/2020
70,Zvonimir KozuljZ. Kozulj,26,Bośnia i Hercegowina,Środkowy pomocnik,ŚPM,"1,00 mln €",-,Bez klubu,-,Sprzedaż,Pogoń Szczecin,2019/2020
71,Przemyslaw PlachetaP. Placheta,21,Polska,Lewy napastnik,LNP,75 tys. €,Polska,Podbeskidzie,150 tys. €,Kupno,Śląsk Wrocław,2019/2020
72,Guillermo CotugnoG. Cotugno,24,Urugwaj,Prawy obrońca,POB,"1,00 mln €",Urugwaj,Nacional,Bez odstępnego,Kupno,Śląsk Wrocław,2019/2020
73,Matus PutnockyM. Putnocky,34,Słowacja,Bramkarz,BRK,200 tys. €,Polska,Lech Poznań,Bez odstępnego,Kupno,Śląsk Wrocław,2019/2020
74,Israel PuertoI. Puerto,26,Hiszpania,Środkowy obrońca,ŚOB,300 tys. €,Hiszpania,Recr. Huelva,Bez odstępnego,Kupno,Śląsk Wrocław,2019/2020
75,Diego ZivulicD. Zivulic,27,Chorwacja,Defensywny pomocnik,DPM,450 tys. €,Cypr,Pafos FC,Bez odstępnego,Kupno,Śląsk Wrocław,2019/2020
76,Mateusz MackowiakM. Mackowiak,18,Polska,Lewy obrońca,LOB,-,Niemcy,RB Leipzig U19,Bez odstępnego,Kupno,Śląsk Wrocław,2019/2020
77,Dino StiglecD. Stiglec,28,Chorwacja,Lewy obrońca,LOB,650 tys. €,Słowenia,NK Olimpija,Bez odstępnego,Kupno,Śląsk Wrocław,2019/2020
78,Przemyslaw BargielP. Bargiel,19,Polska,Ofensywny pomocnik,OPM,175 tys. €,Włochy,Milan U19,Bez odstępnego,Kupno,Śląsk Wrocław,2019/2020
79,Márk TamásM. Tamás,26,Węgry,Środkowy obrońca,ŚOB,250 tys. €,Węgry,Diósgyőr,Bez odstępnego,Kupno,Śląsk Wrocław,2019/2020
80,Daniel KajzerD. Kajzer,27,Polska,Bramkarz,BRK,500 tys. €,Bułgaria,Botev Plovdiv,Bez odstępnego,Kupno,Śląsk Wrocław,2019/2020
81,Erik ExpósitoE. Expósito,23,Hiszpania,Środkowy napastnik,ŚNP,250 tys. €,Hiszpania,Las Palmas Atl.,Bez odstępnego,Kupno,Śląsk Wrocław,2019/2020
82,Filip MarkovićF. Marković,27,Serbia,Prawy napastnik,PNP,300 tys. €,Francja,Lens,Bez odstępnego,Kupno,Śląsk Wrocław,2019/2020
83,Jakub SlowikJ. Slowik,27,Polska,Bramkarz,BRK,350 tys. €,Japonia,Vegalta Sendai,250 tys. €,Sprzedaż,Śląsk Wrocław,2019/2020
84,Mateusz CholewiakM. Cholewiak,29,Polska,Lewy napastnik,LNP,400 tys. €,Polska,Legia Warszawa,60 tys. €,Sprzedaż,Śląsk Wrocław,2019/2020
85,Michal BartkowiakM. Bartkowiak,22,Polska,Lewy napastnik,LNP,100 tys. €,Polska,Foto-Higiena,Bez odstępnego,Sprzedaż,Śląsk Wrocław,2019/2020
86,Igors TarasovsI. Tarasovs,30,Łotwa,Środkowy obrońca,ŚOB,250 tys. €,Łotwa,Spartaks,Bez odstępnego,Sprzedaż,Śląsk Wrocław,2019/2020
87,Farshad AhmadzadehF. Ahmadzadeh,26,Iran,Prawy napastnik,PNP,400 tys. €,Iran,Persepolis,Bez odstępnego,Sprzedaż,Śląsk Wrocław,2019/2020
88,Jakub WrabelJ. Wrabel,23,Polska,Bramkarz,BRK,200 tys. €,Polska,Wisła Płock,Bez odstępnego,Sprzedaż,Śląsk Wrocław,2019/2020
89,Daniel LuczakD. Luczak,23,Polska,Lewy napastnik,LNP,150 tys. €,Polska,Pol. Trzebnica,Bez odstępnego,Sprzedaż,Śląsk Wrocław,2019/2020
90,Daniel SzczepanD. Szczepan,24,Polska,Środkowy napastnik,ŚNP,150 tys. €,Polska,GKS Jastrzębie,Bez odstępnego,Sprzedaż,Śląsk Wrocław,2019/2020
91,Marcin RobakM. Robak,36,Polska,Środkowy napastnik,ŚNP,250 tys. €,Polska,Widzew Łódź,Bez odstępnego,Sprzedaż,Śląsk Wrocław,2019/2020
92,Djordje CotraD. Cotra,34,Serbia,Lewy obrońca,LOB,150 tys. €,-,Bez klubu,-,Sprzedaż,Śląsk Wrocław,2019/2020
93,Arkadiusz PiechA. Piech,34,Polska,Środkowy napastnik,ŚNP,200 tys. €,-,Bez klubu,-,Sprzedaż,Śląsk Wrocław,2019/2020
94,AugustoAugusto,31,Portugalia,Lewy obrońca,LOB,250 tys. €,-,Bez klubu,-,Sprzedaż,Śląsk Wrocław,2019/2020
95,Bogdan TiruB. Tiru,25,Rumunia,Środkowy obrońca,ŚOB,"1,50 mln €",Rumunia,FC Viitorul,600 tys. €,Kupno,Jagiellonia Białystok,2019/2020
96,Ognjen MudrinskiO. Mudrinski,27,Serbia,Środkowy napastnik,ŚNP,"1,75 mln €",Serbia,Cukaricki,600 tys. €,Kupno,Jagiellonia Białystok,2019/2020
97,Jakov PuljicJ. Puljic,26,Chorwacja,Cofnięty napastnik,CNP,"2,00 mln €",Chorwacja,HNK Rijeka,500 tys. €,Kupno,Jagiellonia Białystok,2019/2020
98,Juan CámaraJ. Cámara,25,Hiszpania,Lewy napastnik,LNP,500 tys. €,Polska,Miedź Legnica,200 tys. €,Kupno,Jagiellonia Białystok,2019/2020
99,Oleg GorinO. Gorin,19,Ukraina,Środkowy pomocnik,ŚPM,-,Ukraina,PFK Lwów II,Bez odstępnego,Kupno,Jagiellonia Białystok,2019/2020
100,Maciej MakuszewskiM. Makuszewski,30,Polska,Prawy napastnik,PNP,300 tys. €,Polska,Lech Poznań,Bez odstępnego,Kupno,Jagiellonia Białystok,2019/2020
101,Tomas PrikrylT. Prikryl,26,Czechy,Prawy napastnik,PNP,900 tys. €,Czechy,Mladá Boleslav,Bez odstępnego,Kupno,Jagiellonia Białystok,2019/2020
102,Ariel BorysiukA. Borysiuk,28,Polska,Defensywny pomocnik,DPM,500 tys. €,Mołdawia,Sheriff,Bez odstępnego,Kupno,Jagiellonia Białystok,2019/2020
103,Krsevan SantiniK. Santini,32,Chorwacja,Bramkarz,BRK,200 tys. €,Słowenia,NK Domzale,Bez odstępnego,Kupno,Jagiellonia Białystok,2019/2020
104,Bartlomiej WdowikB. Wdowik,19,Polska,Lewy obrońca,LOB,25 tys. €,Polska,Odra Opole,25 tys. €,Kupno,Jagiellonia Białystok,2019/2020
105,Wojciech BlyszkoW. Blyszko,19,Polska,Środkowy obrońca,ŚOB,-,Polska,Błękitni Star.,10 tys. €,Kupno,Jagiellonia Białystok,2019/2020
106,Orest TkachukO. Tkachuk,22,Ukraina,Środkowy napastnik,ŚNP,-,-,Bez klubu,-,Kupno,Jagiellonia Białystok,2019/2020
107,Patryk KlimalaP. Klimala,21,Polska,Środkowy napastnik,ŚNP,500 tys. €,Szkocja,Celtic Glasgow,"4,00 mln €",Sprzedaż,Jagiellonia Białystok,2019/2020
108,Arvydas NovikovasA. Novikovas,28,Litwa,Lewy napastnik,LNP,"1,50 mln €",Polska,Legia Warszawa,300 tys. €,Sprzedaż,Jagiellonia Białystok,2019/2020
109,Nemanja MitrovicN. Mitrovic,26,Słowenia,Środkowy obrońca,ŚOB,800 tys. €,Słowenia,NK Maribor,150 tys. €,Sprzedaż,Jagiellonia Białystok,2019/2020
110,GuilhermeGuilherme,29,Brazylia,Lewy obrońca,LOB,600 tys. €,Turcja,Konyaspor,100 tys. €,Sprzedaż,Jagiellonia Białystok,2019/2020
111,Marko PoletanovicM. Poletanovic,26,Serbia,Środkowy pomocnik,ŚPM,700 tys. €,Polska,Raków,Bez odstępnego,Sprzedaż,Jagiellonia Białystok,2019/2020
112,Wiktor KaczorowskiW. Kaczorowski,17,Polska,Bramkarz,BRK,50 tys. €,Polska,Stal Rzeszów,Bez odstępnego,Sprzedaż,Jagiellonia Białystok,2019/2020
113,Stefan ScepovicS. Scepovic,29,Serbia,Środkowy napastnik,ŚNP,800 tys. €,Japonia,Machida Zelvia,Bez odstępnego,Sprzedaż,Jagiellonia Białystok,2019/2020
114,Grzegorz SandomierskiG. Sandomierski,30,Polska,Bramkarz,BRK,200 tys. €,Rumunia,CFR Cluj,Bez odstępnego,Sprzedaż,Jagiellonia Białystok,2019/2020
115,Jonatan StrausJ. Straus,25,Polska,Lewy obrońca,LOB,100 tys. €,Polska,Legionovia,Bez odstępnego,Sprzedaż,Jagiellonia Białystok,2019/2020
116,Justas LasickasJ. Lasickas,21,Litwa,Prawy obrońca,POB,150 tys. €,Serbia,Vozdovac,Bez odstępnego,Sprzedaż,Jagiellonia Białystok,2019/2020
117,Blazej NiezgodaB. Niezgoda,19,Polska,Bramkarz,BRK,50 tys. €,Polska,Świt N.D.M.,Bez odstępnego,Sprzedaż,Jagiellonia Białystok,2019/2020
118,Mile SavkovicM. Savkovic,27,Serbia,Lewy napastnik,LNP,200 tys. €,-,Bez klubu,-,Sprzedaż,Jagiellonia Białystok,2019/2020
119,Jakub MiszczukJ. Miszczuk,28,Polska,Bramkarz,BRK,50 tys. €,-,Bez klubu,-,Sprzedaż,Jagiellonia Białystok,2019/2020
120,Krsevan SantiniK. Santini,32,Chorwacja,Bramkarz,BRK,150 tys. €,-,Bez klubu,-,Sprzedaż,Jagiellonia Białystok,2019/2020
121,Marian KelemenM. Kelemen,39,Słowacja,Bramkarz,BRK,100 tys. €,-,Bez klubu,-,Sprzedaż,Jagiellonia Białystok,2019/2020
122,Lukasz ZwolinskiL. Zwolinski,26,Polska,Środkowy napastnik,ŚNP,"1,00 mln €",Chorwacja,HNK Gorica,350 tys. €,Kupno,Lechia Gdańsk,2019/2020
123,Mario MalocaM. Maloca,30,Chorwacja,Środkowy obrońca,ŚOB,450 tys. €,Niemcy,Greuther Fürth,150 tys. €,Kupno,Lechia Gdańsk,2019/2020
124,Omran HaydaryO. Haydary,22,Afganistan,Prawy napastnik,PNP,150 tys. €,Polska,Olimpia Grudz.,125 tys. €,Kupno,Lechia Gdańsk,2019/2020
125,ConradoConrado,22,Brazylia,Lewy obrońca,LOB,-,Brazylia,Figueirense FC,Bez odstępnego,Kupno,Lechia Gdańsk,2019/2020
126,Pawel ZukPawel Zuk,18,Polska,Prawy obrońca,POB,-,Anglia,Everton U18,Bez odstępnego,Kupno,Lechia Gdańsk,2019/2020
127,Zarko UdovicicZ. Udovicic,31,Serbia,Lewy pomocnik,LPM,600 tys. €,Polska,Z. Sosnowiec,Bez odstępnego,Kupno,Lechia Gdańsk,2019/2020
128,Maciej GajosM. Gajos,28,Polska,Środkowy pomocnik,ŚPM,500 tys. €,Polska,Lech Poznań,Bez odstępnego,Kupno,Lechia Gdańsk,2019/2020
129,Egzon KryeziuE. Kryeziu,19,Słowenia,Środkowy pomocnik,ŚPM,350 tys. €,Słowenia,NK Triglav,?,Kupno,Lechia Gdańsk,2019/2020
130,Rafal PietrzakR. Pietrzak,28,Polska,Lewy obrońca,LOB,500 tys. €,Belgia,Mouscron,?,Kupno,Lechia Gdańsk,2019/2020
131,Konrad MichalakK. Michalak,21,Polska,Prawy napastnik,PNP,750 tys. €,Rosja,Akhmat Grozny,"1,50 mln €",Sprzedaż,Lechia Gdańsk,2019/2020
132,Steven VitóriaS. Vitória,32,Kanada,Środkowy obrońca,ŚOB,300 tys. €,Portugalia,Moreirense,Bez odstępnego,Sprzedaż,Lechia Gdańsk,2019/2020
133,Ariel BorysiukA. Borysiuk,28,Polska,Defensywny pomocnik,DPM,400 tys. €,Mołdawia,Sheriff,Bez odstępnego,Sprzedaż,Lechia Gdańsk,2019/2020
134,Rafal WolskiR. Wolski,27,Polska,Ofensywny pomocnik,OPM,400 tys. €,Polska,Wisła Płock,Bez odstępnego,Sprzedaż,Lechia Gdańsk,2019/2020
135,Michal MakM. Mak,27,Polska,Lewy napastnik,LNP,200 tys. €,Polska,Wisła Kraków,Bez odstępnego,Sprzedaż,Lechia Gdańsk,2019/2020
136,João NunesJ. Nunes,23,Portugalia,Środkowy obrońca,ŚOB,800 tys. €,Grecja,Panathinaikos,Bez odstępnego,Sprzedaż,Lechia Gdańsk,2019/2020
137,Artur SobiechA. Sobiech,29,Polska,Środkowy napastnik,ŚNP,700 tys. €,Turcja,Karagümrük,Bez odstępnego,Sprzedaż,Lechia Gdańsk,2019/2020
138,Rafal JanickiR. Janicki,26,Polska,Środkowy obrońca,ŚOB,400 tys. €,Polska,Wisła Kraków,Bez odstępnego,Sprzedaż,Lechia Gdańsk,2019/2020
139,Romário BaldéR. Baldé,22,Gwinea Bissau,Prawy napastnik,PNP,400 tys. €,Portugalia,Gil Vicente,Bez odstępnego,Sprzedaż,Lechia Gdańsk,2019/2020
140,Daniel MikolajewskiD. Mikolajewski,20,Polska,Środkowy obrońca,ŚOB,50 tys. €,Polska,Raków,13 tys. €,Sprzedaż,Lechia Gdańsk,2019/2020
141,Slawomir PeszkoS. Peszko,35,Polska,Lewy napastnik,LNP,150 tys. €,-,Bez klubu,-,Sprzedaż,Lechia Gdańsk,2019/2020
142,Florian LoshajF. Loshaj,23,Kosowo,Środkowy pomocnik,ŚPM,500 tys. €,Rumunia,CSM Poli Iași,300 tys. €,Kupno,Cracovia ,2019/2020
143,ThiagoThiago,22,Brazylia,Ofensywny pomocnik,OPM,-,Polska,Sandecja,50 tys. €,Kupno,Cracovia ,2019/2020
144,David JablonskyD. Jablonsky,27,Czechy,Środkowy obrońca,ŚOB,"1,25 mln €",Bułgaria,Levski Sofia,Bez odstępnego,Kupno,Cracovia ,2019/2020
145,RubioRubio,24,Hiszpania,Środkowy napastnik,ŚNP,250 tys. €,Hiszpania,CD Alcoyano,Bez odstępnego,Kupno,Cracovia ,2019/2020
146,Pelle van AmersfoortP. van Amersfoort,23,Holandia,Ofensywny pomocnik,OPM,"1,00 mln €",Holandia,Heerenveen,Bez odstępnego,Kupno,Cracovia ,2019/2020
147,Rafa LopesRafa Lopes,27,Portugalia,Środkowy napastnik,ŚNP,500 tys. €,Portugalia,Boavista,Bez odstępnego,Kupno,Cracovia ,2019/2020
148,Lukas HrossoL. Hrosso,32,Słowacja,Bramkarz,BRK,250 tys. €,Polska,Z. Sosnowiec,Bez odstępnego,Kupno,Cracovia ,2019/2020
149,Damian DabrowskiD. Dabrowski,26,Polska,Defensywny pomocnik,DPM,550 tys. €,Polska,Pogoń Szczecin,125 tys. €,Sprzedaż,Cracovia ,2019/2020
150,Matheus SantosM. Santos,19,Brazylia,Środkowy pomocnik,ŚPM,50 tys. €,Brazylia,Monte Azul-SP,Bez odstępnego,Sprzedaż,Cracovia ,2019/2020
151,Javi HernándezJ. Hernández,30,Hiszpania,Ofensywny pomocnik,OPM,750 tys. €,Indie,ATK,Bez odstępnego,Sprzedaż,Cracovia ,2019/2020
152,Przemyslaw PyrdekP. Pyrdek,23,Polska,Lewy pomocnik,LPM,-,Polska,Siarka T.,Bez odstępnego,Sprzedaż,Cracovia ,2019/2020
153,Adrian DanekA. Danek,24,Polska,Prawy pomocnik,PPM,150 tys. €,Polska,Sandecja,Bez odstępnego,Sprzedaż,Cracovia ,2019/2020
