,Piłkarz,Wiek,Narodowość,Pozycja,Poz,Wartość rynkowa,Klub pozyskujący/oddający państwo,Klub pozyskujący/oddający nazwa,Kwota odstępnego,Rodzaj transferu,Dotyczy klubu,Sezon
0,Kristopher VidaK. Vida,24,Węgry,Prawy napastnik,PNP,700 tys. €,Słowacja,Dunajska Streda,700 tys. €,Kupno,Piast Gliwice,2019/2020
1,Sebastian MilewskiS. Milewski,21,Polska,Środkowy pomocnik,ŚPM,150 tys. €,Polska,Z. Sosnowiec,100 tys. €,Kupno,Piast Gliwice,2019/2020
2,Tomas HukTomas Huk,24,Słowacja,Środkowy obrońca,ŚOB,600 tys. €,Słowacja,Dunajska Streda,100 tys. €,Kupno,Piast Gliwice,2019/2020
3,Patryk TuszynskiP. Tuszynski,29,Polska,Środkowy napastnik,ŚNP,500 tys. €,Polska,Zagłębie Lubin,100 tys. €,Kupno,Piast Gliwice,2019/2020
4,Tomasz JodlowiecT. Jodlowiec,33,Polska,Defensywny pomocnik,DPM,300 tys. €,Polska,Legia Warszawa,80 tys. €,Kupno,Piast Gliwice,2019/2020
5,Tiago AlvesTiago Alves,23,Portugalia,Prawy napastnik,PNP,100 tys. €,Polska,Olimpia Grudz.,57 tys. €,Kupno,Piast Gliwice,2019/2020
6,Jakub HolubekJ. Holubek,28,Słowacja,Lewy obrońca,LOB,350 tys. €,Słowacja,MSK Zilina,Bez odstępnego,Kupno,Piast Gliwice,2019/2020
7,Bartosz RymaniakB. Rymaniak,29,Polska,Prawy obrońca,POB,500 tys. €,Polska,Korona Kielce,Bez odstępnego,Kupno,Piast Gliwice,2019/2020
8,Patryk KrolczykP. Krolczyk,25,Polska,Bramkarz,BRK,50 tys. €,Polska,Warta Gorzów,Bez odstępnego,Kupno,Piast Gliwice,2019/2020
9,Piotr MalarczykP. Malarczyk,28,Polska,Środkowy obrońca,ŚOB,250 tys. €,Polska,Korona Kielce,Bez odstępnego,Kupno,Piast Gliwice,2019/2020
10,Dani AquinoD. Aquino,28,Hiszpania,Środkowy napastnik,ŚNP,400 tys. €,Hiszpania,Real Murcia,30 tys. €,Kupno,Piast Gliwice,2019/2020
11,Patryk DziczekP. Dziczek,21,Polska,Defensywny pomocnik,DPM,"2,00 mln €",Włochy,Lazio Rzym,"2,15 mln €",Sprzedaż,Piast Gliwice,2019/2020
12,Joel ValenciaJ. Valencia,24,Ekwador,Ofensywny pomocnik,OPM,"1,50 mln €",Anglia,Brentford,"2,00 mln €",Sprzedaż,Piast Gliwice,2019/2020
13,Dani AquinoD. Aquino,29,Hiszpania,Środkowy napastnik,ŚNP,200 tys. €,Hiszpania,CD Badajoz,Bez odstępnego,Sprzedaż,Piast Gliwice,2019/2020
14,Aleksandar SedlarA. Sedlar,27,Serbia,Środkowy obrońca,ŚOB,900 tys. €,Hiszpania,RCD Mallorca,Bez odstępnego,Sprzedaż,Piast Gliwice,2019/2020
15,Michal PapadopulosM. Papadopulos,34,Czechy,Środkowy napastnik,ŚNP,150 tys. €,Polska,Korona Kielce,Bez odstępnego,Sprzedaż,Piast Gliwice,2019/2020
16,Marcin PietrowskiM. Pietrowski,31,Polska,Prawy obrońca,POB,150 tys. €,Polska,Miedź Legnica,Bez odstępnego,Sprzedaż,Piast Gliwice,2019/2020
17,Mateusz MakM. Mak,27,Polska,Prawy napastnik,PNP,250 tys. €,Polska,Stal Mielec,Bez odstępnego,Sprzedaż,Piast Gliwice,2019/2020
18,Damian ByrtekD. Byrtek,28,Polska,Środkowy obrońca,ŚOB,200 tys. €,Polska,Miedź Legnica,25 tys. €,Sprzedaż,Piast Gliwice,2019/2020
19,Aleksander SopelA. Sopel,21,Polska,Środkowy pomocnik,ŚPM,-,-,Bez klubu,-,Sprzedaż,Piast Gliwice,2019/2020
20,Bartosz SliszB. Slisz,20,Polska,Środkowy pomocnik,ŚPM,"1,50 mln €",Polska,Zagłębie Lubin,"1,84 mln €",Kupno,Legia Warszawa,2019/2020
21,CafúCafú,26,Portugalia,Środkowy pomocnik,ŚPM,"2,00 mln €",Francja,FC Metz,800 tys. €,Kupno,Legia Warszawa,2019/2020
22,LuquinhasLuquinhas,22,Brazylia,Ofensywny pomocnik,OPM,500 tys. €,Portugalia,Desportivo Aves,400 tys. €,Kupno,Legia Warszawa,2019/2020
23,Valeriane GviliaV. Gvilia,25,Gruzja,Ofensywny pomocnik,OPM,"1,00 mln €",Szwajcaria,FC Luzern,300 tys. €,Kupno,Legia Warszawa,2019/2020
24,Arvydas NovikovasA. Novikovas,28,Litwa,Lewy napastnik,LNP,"1,50 mln €",Polska,Jagiellonia,300 tys. €,Kupno,Legia Warszawa,2019/2020
25,Piotr PyrdolP. Pyrdol,20,Polska,Prawy napastnik,PNP,200 tys. €,Polska,ŁKS Łódź,70 tys. €,Kupno,Legia Warszawa,2019/2020
26,Mateusz CholewiakM. Cholewiak,29,Polska,Lewy napastnik,LNP,400 tys. €,Polska,Śląsk Wrocław,60 tys. €,Kupno,Legia Warszawa,2019/2020
27,Wojciech MuzykW. Muzyk,20,Polska,Bramkarz,BRK,-,Polska,Olimpia Grudz.,50 tys. €,Kupno,Legia Warszawa,2019/2020
28,Tomas PekhartT. Pekhart,30,Czechy,Środkowy napastnik,ŚNP,600 tys. €,Hiszpania,UD Las Palmas,Bez odstępnego,Kupno,Legia Warszawa,2019/2020
29,Igor LewczukI. Lewczuk,34,Polska,Środkowy obrońca,ŚOB,500 tys. €,Francja,G. Bordeaux,Bez odstępnego,Kupno,Legia Warszawa,2019/2020
30,Pawel WszolekP. Wszolek,27,Polska,Prawy napastnik,PNP,"1,50 mln €",Anglia,QPR,Bez odstępnego,Kupno,Legia Warszawa,2019/2020
31,Ivan ObradovicI. Obradovic,30,Serbia,Lewy obrońca,LOB,800 tys. €,Belgia,RSC Anderlecht,Bez odstępnego,Kupno,Legia Warszawa,2019/2020
32,Radoslaw MajeckiR. Majecki,20,Polska,Bramkarz,BRK,"5,00 mln €",Francja,Monaco,"7,00 mln €",Sprzedaż,Legia Warszawa,2019/2020
33,Sebastian SzymanskiS. Szymanski,20,Polska,Prawy napastnik,PNP,"6,00 mln €",Rosja,Dynamo Moskwa,"5,50 mln €",Sprzedaż,Legia Warszawa,2019/2020
34,Jaroslaw NiezgodaJ. Niezgoda,24,Polska,Środkowy napastnik,ŚNP,"4,50 mln €",Stany Zjednaczone,Timbers,"3,60 mln €",Sprzedaż,Legia Warszawa,2019/2020
35,CarlitosCarlitos,29,Hiszpania,Środkowy napastnik,ŚNP,"2,50 mln €",Zjednaczone Emiraty Arabskie,Al-Wahda FC,"1,80 mln €",Sprzedaż,Legia Warszawa,2019/2020
36,Sandro KulenovicS. Kulenovic,19,Chorwacja,Środkowy napastnik,ŚNP,650 tys. €,Chorwacja,Dinamo Zagrzeb,"1,60 mln €",Sprzedaż,Legia Warszawa,2019/2020
37,CafúCafú,26,Portugalia,Środkowy pomocnik,ŚPM,"1,50 mln €",Grecja,Olympiakos SFP,400 tys. €,Sprzedaż,Legia Warszawa,2019/2020
38,Jakub OjrzynskiJ. Ojrzynski,16,Polska,Bramkarz,BRK,-,Anglia,Liverpool U18,333 tys. €,Sprzedaż,Legia Warszawa,2019/2020
39,Tomasz JodlowiecT. Jodlowiec,33,Polska,Defensywny pomocnik,DPM,300 tys. €,Polska,Piast Gliwice,80 tys. €,Sprzedaż,Legia Warszawa,2019/2020
40,Michal KopczynskiM. Kopczynski,27,Polska,Defensywny pomocnik,DPM,350 tys. €,Polska,Arka Gdynia,55 tys. €,Sprzedaż,Legia Warszawa,2019/2020
41,Lukasz MonetaL. Moneta,25,Polska,Lewy napastnik,LNP,250 tys. €,Polska,GKS Tychy,Bez odstępnego,Sprzedaż,Legia Warszawa,2019/2020
42,Michal KucharczykM. Kucharczyk,28,Polska,Lewy napastnik,LNP,"1,00 mln €",Rosja,Ural,Bez odstępnego,Sprzedaż,Legia Warszawa,2019/2020
43,Adam HlousekA. Hlousek,30,Czechy,Lewy obrońca,LOB,850 tys. €,Czechy,Viktoria Pilzno,Bez odstępnego,Sprzedaż,Legia Warszawa,2019/2020
44,Kasper HämäläinenK. Hämäläinen,33,Finlandia,Ofensywny pomocnik,OPM,450 tys. €,Czechy,FK Jablonec,Bez odstępnego,Sprzedaż,Legia Warszawa,2019/2020
45,Salvador AgraS. Agra,28,Portugalia,Prawy napastnik,PNP,200 tys. €,-,Bez klubu,-,Sprzedaż,Legia Warszawa,2019/2020
46,Miroslav RadovicM. Radovic,35,Serbia,Prawy napastnik,PNP,200 tys. €,-,Bez klubu,-,Sprzedaż,Legia Warszawa,2019/2020
47,Cristian PasquatoC. Pasquato,29,Włochy,Cofnięty napastnik,CNP,500 tys. €,-,Bez klubu,-,Sprzedaż,Legia Warszawa,2019/2020
48,Arkadiusz MalarzA. Malarz,39,Polska,Bramkarz,BRK,100 tys. €,-,Bez klubu,-,Sprzedaż,Legia Warszawa,2019/2020
49,Lukasz ZwolinskiL. Zwolinski,26,Polska,Środkowy napastnik,ŚNP,"1,00 mln €",Chorwacja,HNK Gorica,350 tys. €,Kupno,Lechia Gdańsk,2019/2020
50,Mario MalocaM. Maloca,30,Chorwacja,Środkowy obrońca,ŚOB,450 tys. €,Niemcy,Greuther Fürth,150 tys. €,Kupno,Lechia Gdańsk,2019/2020
51,Omran HaydaryO. Haydary,22,Afganistan,Prawy napastnik,PNP,150 tys. €,Polska,Olimpia Grudz.,125 tys. €,Kupno,Lechia Gdańsk,2019/2020
52,ConradoConrado,22,Brazylia,Lewy obrońca,LOB,-,Brazylia,Figueirense FC,Bez odstępnego,Kupno,Lechia Gdańsk,2019/2020
53,Pawel ZukPawel Zuk,18,Polska,Prawy obrońca,POB,-,Anglia,Everton U18,Bez odstępnego,Kupno,Lechia Gdańsk,2019/2020
54,Zarko UdovicicZ. Udovicic,31,Serbia,Lewy pomocnik,LPM,600 tys. €,Polska,Z. Sosnowiec,Bez odstępnego,Kupno,Lechia Gdańsk,2019/2020
55,Maciej GajosM. Gajos,28,Polska,Środkowy pomocnik,ŚPM,500 tys. €,Polska,Lech Poznań,Bez odstępnego,Kupno,Lechia Gdańsk,2019/2020
56,Egzon KryeziuE. Kryeziu,19,Słowenia,Środkowy pomocnik,ŚPM,350 tys. €,Słowenia,NK Triglav,?,Kupno,Lechia Gdańsk,2019/2020
57,Rafal PietrzakR. Pietrzak,28,Polska,Lewy obrońca,LOB,500 tys. €,Belgia,Mouscron,?,Kupno,Lechia Gdańsk,2019/2020
58,Konrad MichalakK. Michalak,21,Polska,Prawy napastnik,PNP,750 tys. €,Rosja,Akhmat Grozny,"1,50 mln €",Sprzedaż,Lechia Gdańsk,2019/2020
59,Romário BaldéR. Baldé,22,Gwinea Bissau,Prawy napastnik,PNP,400 tys. €,Portugalia,Gil Vicente,Bez odstępnego,Sprzedaż,Lechia Gdańsk,2019/2020
60,Steven VitóriaS. Vitória,32,Kanada,Środkowy obrońca,ŚOB,300 tys. €,Portugalia,Moreirense,Bez odstępnego,Sprzedaż,Lechia Gdańsk,2019/2020
61,Ariel BorysiukA. Borysiuk,28,Polska,Defensywny pomocnik,DPM,400 tys. €,Mołdawia,Sheriff,Bez odstępnego,Sprzedaż,Lechia Gdańsk,2019/2020
62,Rafal WolskiR. Wolski,27,Polska,Ofensywny pomocnik,OPM,400 tys. €,Polska,Wisła Płock,Bez odstępnego,Sprzedaż,Lechia Gdańsk,2019/2020
63,Michal MakM. Mak,27,Polska,Lewy napastnik,LNP,200 tys. €,Polska,Wisła Kraków,Bez odstępnego,Sprzedaż,Lechia Gdańsk,2019/2020
64,João NunesJ. Nunes,23,Portugalia,Środkowy obrońca,ŚOB,800 tys. €,Grecja,Panathinaikos,Bez odstępnego,Sprzedaż,Lechia Gdańsk,2019/2020
65,Artur SobiechA. Sobiech,29,Polska,Środkowy napastnik,ŚNP,700 tys. €,Turcja,Karagümrük,Bez odstępnego,Sprzedaż,Lechia Gdańsk,2019/2020
66,Rafal JanickiR. Janicki,26,Polska,Środkowy obrońca,ŚOB,400 tys. €,Polska,Wisła Kraków,Bez odstępnego,Sprzedaż,Lechia Gdańsk,2019/2020
67,Daniel MikolajewskiD. Mikolajewski,20,Polska,Środkowy obrońca,ŚOB,50 tys. €,Polska,Raków,13 tys. €,Sprzedaż,Lechia Gdańsk,2019/2020
68,Slawomir PeszkoS. Peszko,35,Polska,Lewy napastnik,LNP,150 tys. €,-,Bez klubu,-,Sprzedaż,Lechia Gdańsk,2019/2020
69,Bogdan TiruB. Tiru,25,Rumunia,Środkowy obrońca,ŚOB,"1,50 mln €",Rumunia,FC Viitorul,600 tys. €,Kupno,Jagiellonia Białystok,2019/2020
70,Ognjen MudrinskiO. Mudrinski,27,Serbia,Środkowy napastnik,ŚNP,"1,75 mln €",Serbia,Cukaricki,600 tys. €,Kupno,Jagiellonia Białystok,2019/2020
71,Jakov PuljicJ. Puljic,26,Chorwacja,Cofnięty napastnik,CNP,"2,00 mln €",Chorwacja,HNK Rijeka,500 tys. €,Kupno,Jagiellonia Białystok,2019/2020
72,Juan CámaraJ. Cámara,25,Hiszpania,Lewy napastnik,LNP,500 tys. €,Polska,Miedź Legnica,200 tys. €,Kupno,Jagiellonia Białystok,2019/2020
73,Maciej MakuszewskiM. Makuszewski,30,Polska,Prawy napastnik,PNP,300 tys. €,Polska,Lech Poznań,Bez odstępnego,Kupno,Jagiellonia Białystok,2019/2020
74,Tomas PrikrylT. Prikryl,26,Czechy,Prawy napastnik,PNP,900 tys. €,Czechy,Mladá Boleslav,Bez odstępnego,Kupno,Jagiellonia Białystok,2019/2020
75,Ariel BorysiukA. Borysiuk,28,Polska,Defensywny pomocnik,DPM,500 tys. €,Mołdawia,Sheriff,Bez odstępnego,Kupno,Jagiellonia Białystok,2019/2020
76,Krsevan SantiniK. Santini,32,Chorwacja,Bramkarz,BRK,200 tys. €,Słowenia,NK Domzale,Bez odstępnego,Kupno,Jagiellonia Białystok,2019/2020
77,Oleg GorinO. Gorin,19,Ukraina,Środkowy pomocnik,ŚPM,-,Ukraina,PFK Lwów II,Bez odstępnego,Kupno,Jagiellonia Białystok,2019/2020
78,Bartlomiej WdowikB. Wdowik,19,Polska,Lewy obrońca,LOB,25 tys. €,Polska,Odra Opole,25 tys. €,Kupno,Jagiellonia Białystok,2019/2020
79,Wojciech BlyszkoW. Blyszko,19,Polska,Środkowy obrońca,ŚOB,-,Polska,Błękitni Star.,10 tys. €,Kupno,Jagiellonia Białystok,2019/2020
80,Orest TkachukO. Tkachuk,22,Ukraina,Środkowy napastnik,ŚNP,-,-,Bez klubu,-,Kupno,Jagiellonia Białystok,2019/2020
81,Patryk KlimalaP. Klimala,21,Polska,Środkowy napastnik,ŚNP,500 tys. €,Szkocja,Celtic Glasgow,"4,00 mln €",Sprzedaż,Jagiellonia Białystok,2019/2020
82,Arvydas NovikovasA. Novikovas,28,Litwa,Lewy napastnik,LNP,"1,50 mln €",Polska,Legia Warszawa,300 tys. €,Sprzedaż,Jagiellonia Białystok,2019/2020
83,Nemanja MitrovicN. Mitrovic,26,Słowenia,Środkowy obrońca,ŚOB,800 tys. €,Słowenia,NK Maribor,150 tys. €,Sprzedaż,Jagiellonia Białystok,2019/2020
84,GuilhermeGuilherme,29,Brazylia,Lewy obrońca,LOB,600 tys. €,Turcja,Konyaspor,100 tys. €,Sprzedaż,Jagiellonia Białystok,2019/2020
85,Marko PoletanovicM. Poletanovic,26,Serbia,Środkowy pomocnik,ŚPM,700 tys. €,Polska,Raków,Bez odstępnego,Sprzedaż,Jagiellonia Białystok,2019/2020
86,Wiktor KaczorowskiW. Kaczorowski,17,Polska,Bramkarz,BRK,50 tys. €,Polska,Stal Rzeszów,Bez odstępnego,Sprzedaż,Jagiellonia Białystok,2019/2020
87,Stefan ScepovicS. Scepovic,29,Serbia,Środkowy napastnik,ŚNP,800 tys. €,Japonia,Machida Zelvia,Bez odstępnego,Sprzedaż,Jagiellonia Białystok,2019/2020
88,Grzegorz SandomierskiG. Sandomierski,30,Polska,Bramkarz,BRK,200 tys. €,Rumunia,CFR Cluj,Bez odstępnego,Sprzedaż,Jagiellonia Białystok,2019/2020
89,Jonatan StrausJ. Straus,25,Polska,Lewy obrońca,LOB,100 tys. €,Polska,Legionovia,Bez odstępnego,Sprzedaż,Jagiellonia Białystok,2019/2020
90,Justas LasickasJ. Lasickas,21,Litwa,Prawy obrońca,POB,150 tys. €,Serbia,Vozdovac,Bez odstępnego,Sprzedaż,Jagiellonia Białystok,2019/2020
91,Blazej NiezgodaB. Niezgoda,19,Polska,Bramkarz,BRK,50 tys. €,Polska,Świt N.D.M.,Bez odstępnego,Sprzedaż,Jagiellonia Białystok,2019/2020
92,Mile SavkovicM. Savkovic,27,Serbia,Lewy napastnik,LNP,200 tys. €,-,Bez klubu,-,Sprzedaż,Jagiellonia Białystok,2019/2020
93,Jakub MiszczukJ. Miszczuk,28,Polska,Bramkarz,BRK,50 tys. €,-,Bez klubu,-,Sprzedaż,Jagiellonia Białystok,2019/2020
94,Krsevan SantiniK. Santini,32,Chorwacja,Bramkarz,BRK,150 tys. €,-,Bez klubu,-,Sprzedaż,Jagiellonia Białystok,2019/2020
95,Marian KelemenM. Kelemen,39,Słowacja,Bramkarz,BRK,100 tys. €,-,Bez klubu,-,Sprzedaż,Jagiellonia Białystok,2019/2020
96,Florian LoshajF. Loshaj,23,Kosowo,Środkowy pomocnik,ŚPM,500 tys. €,Rumunia,FC Poli Iasi,300 tys. €,Kupno,Cracovia ,2019/2020
97,ThiagoThiago,22,Brazylia,Ofensywny pomocnik,OPM,-,Polska,Sandecja,50 tys. €,Kupno,Cracovia ,2019/2020
98,David JablonskyD. Jablonsky,27,Czechy,Środkowy obrońca,ŚOB,"1,25 mln €",Bułgaria,Levski Sofia,Bez odstępnego,Kupno,Cracovia ,2019/2020
99,RubioRubio,24,Hiszpania,Środkowy napastnik,ŚNP,250 tys. €,Hiszpania,CD Alcoyano,Bez odstępnego,Kupno,Cracovia ,2019/2020
100,Pelle van AmersfoortP. van Amersfoort,23,Holandia,Ofensywny pomocnik,OPM,"1,00 mln €",Holandia,Heerenveen,Bez odstępnego,Kupno,Cracovia ,2019/2020
101,Rafa LopesRafa Lopes,27,Portugalia,Środkowy napastnik,ŚNP,500 tys. €,Portugalia,Boavista,Bez odstępnego,Kupno,Cracovia ,2019/2020
102,Lukas HrossoL. Hrosso,32,Słowacja,Bramkarz,BRK,250 tys. €,Polska,Z. Sosnowiec,Bez odstępnego,Kupno,Cracovia ,2019/2020
103,Damian DabrowskiD. Dabrowski,26,Polska,Defensywny pomocnik,DPM,550 tys. €,Polska,Pogoń Szczecin,125 tys. €,Sprzedaż,Cracovia ,2019/2020
104,Grzegorz GawleG. Gawle,21,Polska,Prawy napastnik,PNP,150 tys. €,Polska,Śledziejowice,Bez odstępnego,Sprzedaż,Cracovia ,2019/2020
105,Matheus SantosMatheus Santos,19,Brazylia,Środkowy pomocnik,ŚPM,50 tys. €,Brazylia,Monte Azul-SP,Bez odstępnego,Sprzedaż,Cracovia ,2019/2020
106,Javi HernándezJ. Hernández,30,Hiszpania,Ofensywny pomocnik,OPM,750 tys. €,Indie,ATK,Bez odstępnego,Sprzedaż,Cracovia ,2019/2020
107,Przemyslaw PyrdekP. Pyrdek,23,Polska,Lewy pomocnik,LPM,-,Polska,Siarka T.,Bez odstępnego,Sprzedaż,Cracovia ,2019/2020
108,Adrian DanekA. Danek,24,Polska,Prawy pomocnik,PPM,150 tys. €,Polska,Sandecja,Bez odstępnego,Sprzedaż,Cracovia ,2019/2020
109,Gerard OlivaG. Oliva,29,Hiszpania,Środkowy napastnik,ŚNP,200 tys. €,Hiszpania,Gimnàstic,Bez odstępnego,Sprzedaż,Cracovia ,2019/2020
110,Krystian StepniowskiK. Stepniowski,26,Polska,Bramkarz,BRK,50 tys. €,Polska,Z. Sosnowiec,Bez odstępnego,Sprzedaż,Cracovia ,2019/2020
111,Adrian KajpustA. Kajpust,20,Polska,Środkowy obrońca,ŚOB,50 tys. €,Polska,Motor Lublin,Bez odstępnego,Sprzedaż,Cracovia ,2019/2020
112,Marcin BudzinskiM. Budzinski,29,Polska,Ofensywny pomocnik,OPM,300 tys. €,Polska,Arka Gdynia,Bez odstępnego,Sprzedaż,Cracovia ,2019/2020
113,Damian SmolenD. Smolen,21,Polska,Bramkarz,BRK,50 tys. €,-,Bez klubu,-,Sprzedaż,Cracovia ,2019/2020
114,Mátyás TajtiM. Tajti,21,Węgry,Środkowy pomocnik,ŚPM,400 tys. €,Węgry,Diósgyőr,350 tys. €,Kupno,Zagłębie Lubin,2019/2020
115,Dominik KalinowskiD. Kalinowski,21,Polska,Bramkarz,BRK,-,Polska,Stal Rzeszów,Bez odstępnego,Kupno,Zagłębie Lubin,2019/2020
116,Sasa ZivecS. Zivec,28,Słowenia,Lewy napastnik,LNP,350 tys. €,Cypr,Omonia Nikozja,Bez odstępnego,Kupno,Zagłębie Lubin,2019/2020
117,Evgeniy BashkirovE. Bashkirov,28,Rosja,Środkowy pomocnik,ŚPM,900 tys. €,Rosja,Rubin Kazań,Bez odstępnego,Kupno,Zagłębie Lubin,2019/2020
118,Asmir SuljicA. Suljic,27,Bośnia i Hercegowina,Lewy napastnik,LNP,850 tys. €,Słowenia,NK Olimpija,Bez odstępnego,Kupno,Zagłębie Lubin,2019/2020
119,Rok SirkRok Sirk,25,Słowenia,Środkowy napastnik,ŚNP,500 tys. €,Słowenia,NS Mura,?,Kupno,Zagłębie Lubin,2019/2020
120,Bartosz SliszB. Slisz,20,Polska,Środkowy pomocnik,ŚPM,"1,50 mln €",Polska,Legia Warszawa,"1,84 mln €",Sprzedaż,Zagłębie Lubin,2019/2020
121,Bartlomiej PawlowskiB. Pawlowski,26,Polska,Prawy napastnik,PNP,900 tys. €,Turcja,Gaziantep FK,650 tys. €,Sprzedaż,Zagłębie Lubin,2019/2020
122,Patryk TuszynskiP. Tuszynski,29,Polska,Środkowy napastnik,ŚNP,500 tys. €,Polska,Piast Gliwice,100 tys. €,Sprzedaż,Zagłębie Lubin,2019/2020
123,Mateusz MatrasM. Matras,28,Polska,Defensywny pomocnik,DPM,500 tys. €,Polska,Górnik Zabrze,88 tys. €,Sprzedaż,Zagłębie Lubin,2019/2020
124,Maciej DabrowskiM. Dabrowski,32,Polska,Środkowy obrońca,ŚOB,300 tys. €,Polska,ŁKS Łódź,Bez odstępnego,Sprzedaż,Zagłębie Lubin,2019/2020
125,Kamil PiatkowskiK. Piatkowski,19,Polska,Środkowy obrońca,ŚOB,50 tys. €,Polska,Raków,Bez odstępnego,Sprzedaż,Zagłębie Lubin,2019/2020
126,Artur SiemaszkoA. Siemaszko,22,Polska,Środkowy napastnik,ŚNP,100 tys. €,Polska,Stomil,Bez odstępnego,Sprzedaż,Zagłębie Lubin,2019/2020
127,Serafin SzotaS. Szota,20,Polska,Środkowy obrońca,ŚOB,500 tys. €,Polska,Wisła Kraków,Bez odstępnego,Sprzedaż,Zagłębie Lubin,2019/2020
128,Mateusz KuchtaM. Kuchta,23,Polska,Bramkarz,BRK,100 tys. €,Polska,Odra Opole,Bez odstępnego,Sprzedaż,Zagłębie Lubin,2019/2020
129,Daniel DziwnielD. Dziwniel,26,Polska,Lewy obrońca,LOB,200 tys. €,Polska,Korona Kielce,Bez odstępnego,Sprzedaż,Zagłębie Lubin,2019/2020
130,Jakub MaresJ. Mares,32,Czechy,Cofnięty napastnik,CNP,300 tys. €,Czechy,FK Teplice,Bez odstępnego,Sprzedaż,Zagłębie Lubin,2019/2020
131,Vladislav SirotovV. Sirotov,27,Rosja,Lewy napastnik,LNP,250 tys. €,-,Bez klubu,-,Sprzedaż,Zagłębie Lubin,2019/2020
132,Asmir SuljicA. Suljic,28,Bośnia i Hercegowina,Lewy napastnik,LNP,850 tys. €,-,Bez klubu,-,Sprzedaż,Zagłębie Lubin,2019/2020
133,Lubomir SatkaL. Satka,23,Słowacja,Środkowy obrońca,ŚOB,650 tys. €,Słowacja,Dunajska Streda,750 tys. €,Kupno,Lech Poznań,2019/2020
134,Dani RamírezDani Ramírez,27,Hiszpania,Ofensywny pomocnik,OPM,800 tys. €,Polska,ŁKS Łódź,500 tys. €,Kupno,Lech Poznań,2019/2020
135,Djordje CrnomarkovicD. Crnomarkovic,25,Serbia,Środkowy obrońca,ŚOB,"1,25 mln €",Serbia,Radnicki Nis,500 tys. €,Kupno,Lech Poznań,2019/2020
136,Karlo MuharK. Muhar,23,Chorwacja,Defensywny pomocnik,DPM,350 tys. €,Chorwacja,Inter Zapresic,400 tys. €,Kupno,Lech Poznań,2019/2020
137,Tomasz DejewskiT. Dejewski,24,Polska,Środkowy obrońca,ŚOB,50 tys. €,Polska,Warta Poznań,Bez odstępnego,Kupno,Lech Poznań,2019/2020
138,Mickey van der HartM. van der Hart,25,Holandia,Bramkarz,BRK,850 tys. €,Holandia,PEC Zwolle,Bez odstępnego,Kupno,Lech Poznań,2019/2020
139,Darko JevticD. Jevtic,26,Szwajcaria,Ofensywny pomocnik,OPM,"1,25 mln €",Rosja,Rubin Kazań,500 tys. €,Sprzedaż,Lech Poznań,2019/2020
140,Dawid KurminowskiD. Kurminowski,20,Polska,Środkowy napastnik,ŚNP,200 tys. €,Słowacja,MSK Zilina,250 tys. €,Sprzedaż,Lech Poznań,2019/2020
141,Maciej MakuszewskiM. Makuszewski,30,Polska,Prawy napastnik,PNP,300 tys. €,Polska,Jagiellonia,Bez odstępnego,Sprzedaż,Lech Poznań,2019/2020
142,Matus PutnockyM. Putnocky,34,Słowacja,Bramkarz,BRK,200 tys. €,Polska,Śląsk Wrocław,Bez odstępnego,Sprzedaż,Lech Poznań,2019/2020
143,Piotr TomasikP. Tomasik,31,Polska,Lewy obrońca,LOB,300 tys. €,Polska,Wisła Płock,Bez odstępnego,Sprzedaż,Lech Poznań,2019/2020
144,Lukasz TralkaL. Tralka,35,Polska,Defensywny pomocnik,DPM,200 tys. €,Polska,Warta Poznań,Bez odstępnego,Sprzedaż,Lech Poznań,2019/2020
145,Jasmin BuricJ. Buric,32,Bośnia i Hercegowina,Bramkarz,BRK,300 tys. €,Izrael,Hapoel Haifa,Bez odstępnego,Sprzedaż,Lech Poznań,2019/2020
146,Maciej GajosM. Gajos,28,Polska,Środkowy pomocnik,ŚPM,500 tys. €,Polska,Lechia Gdańsk,Bez odstępnego,Sprzedaż,Lech Poznań,2019/2020
147,Mihai RadutM. Radut,29,Rumunia,Lewy napastnik,LNP,350 tys. €,Rumunia,Astra Giurgiu,Bez odstępnego,Sprzedaż,Lech Poznań,2019/2020
148,Marcin WasielewskiM. Wasielewski,24,Polska,Prawy obrońca,POB,350 tys. €,Polska,Termalica,Bez odstępnego,Sprzedaż,Lech Poznań,2019/2020
149,Krzysztof KolodziejK. Kolodziej,26,Polska,Ofensywny pomocnik,OPM,50 tys. €,Polska,Elana Toruń,Bez odstępnego,Sprzedaż,Lech Poznań,2019/2020
150,Maciej OrłowskiM. Orłowski,26,Polska,Prawy obrońca,POB,50 tys. €,Polska,Górnik Łęczna,20 tys. €,Sprzedaż,Lech Poznań,2019/2020
151,Nikola VujadinovicN. Vujadinovic,32,Czarnogóra,Środkowy obrońca,ŚOB,300 tys. €,-,Bez klubu,-,Sprzedaż,Lech Poznań,2019/2020
152,Pawel CibickiP. Cibicki,26,Szwecja,Lewy napastnik,LNP,700 tys. €,Anglia,Leeds,450 tys. €,Kupno,Pogoń Szczecin,2019/2020
153,Igor LasickiI. Lasicki,24,Polska,Środkowy obrońca,ŚOB,400 tys. €,Włochy,SSC Napoli,200 tys. €,Kupno,Pogoń Szczecin,2019/2020
