,Piłkarz,Wiek,Narodowość,Pozycja,Poz,Wartość rynkowa,Klub pozyskujący/oddający państwo,Klub pozyskujący/oddający nazwa,Kwota odstępnego,Rodzaj transferu,Dotyczy klubu,Sezon
1127,Bartosz SpiaczkaB. Spiaczka,25,Polska,Środkowy napastnik,ŚNP,300 tys. €,Polska,Górnik Łęczna,200 tys. €,Kupno,Bruk-Bet Termalica Nieciecza,2017/2018
1128,Kamil SlabyK. Slaby,23,Polska,Lewy obrońca,LOB,150 tys. €,Polska,Sandecja,100 tys. €,Kupno,Bruk-Bet Termalica Nieciecza,2017/2018
1129,Gabriel MateiG. Matei,27,Rumunia,Prawy obrońca,POB,450 tys. €,Azerbejdżan,Zira FK,50 tys. €,Kupno,Bruk-Bet Termalica Nieciecza,2017/2018
1130,Bartosz SzeligaB. Szeliga,24,Polska,Prawy obrońca,POB,300 tys. €,Polska,Piast Gliwice,Bez odstępnego,Kupno,Bruk-Bet Termalica Nieciecza,2017/2018
1131,Rafal GrzelakR. Grzelak,29,Polska,Lewy obrońca,LOB,200 tys. €,Szkocja,Heart of Midl.,Bez odstępnego,Kupno,Bruk-Bet Termalica Nieciecza,2017/2018
1132,Jan MuchaJan Mucha,34,Słowacja,Bramkarz,BRK,300 tys. €,Słowacja,Slo. Bratislava,Bez odstępnego,Kupno,Bruk-Bet Termalica Nieciecza,2017/2018
1133,Nika KvantalianiN. Kvantaliani,19,Gruzja,Ofensywny pomocnik,OPM,125 tys. €,Gruzja,Dinamo Batumi,Bez odstępnego,Kupno,Bruk-Bet Termalica Nieciecza,2017/2018
1134,Vitalijs MaksimenkoV. Maksimenko,26,Łotwa,Środkowy obrońca,ŚOB,250 tys. €,Austria,SV Mattersburg,Bez odstępnego,Kupno,Bruk-Bet Termalica Nieciecza,2017/2018
1135,Gabriel IancuG. Iancu,23,Rumunia,Cofnięty napastnik,CNP,800 tys. €,Rumunia,FC Viitorul,Bez odstępnego,Kupno,Bruk-Bet Termalica Nieciecza,2017/2018
1136,Florin PureceF. Purece,26,Rumunia,Ofensywny pomocnik,OPM,"1,00 mln €",Izrael,Hapoel Raanana,Bez odstępnego,Kupno,Bruk-Bet Termalica Nieciecza,2017/2018
1137,Lukasz PiatekL. Piatek,31,Polska,Środkowy pomocnik,ŚPM,250 tys. €,Polska,Zagłębie Lubin,Bez odstępnego,Kupno,Bruk-Bet Termalica Nieciecza,2017/2018
1138,Dejan JanjatovicD. Janjatovic,25,Serbia,Środkowy pomocnik,ŚPM,500 tys. €,-,Bez klubu,-,Kupno,Bruk-Bet Termalica Nieciecza,2017/2018
1139,Jakub MrozikJ. Mrozik,24,Polska,Środkowy pomocnik,ŚPM,75 tys. €,-,Bez klubu,-,Kupno,Bruk-Bet Termalica Nieciecza,2017/2018
1140,Bartlomiej BabiarzB. Babiarz,28,Polska,Środkowy pomocnik,ŚPM,400 tys. €,Grecja,Apollon Smyrnis,Bez odstępnego,Sprzedaż,Bruk-Bet Termalica Nieciecza,2017/2018
1141,Wojciech KedzioraW. Kedziora,36,Polska,Środkowy napastnik,ŚNP,50 tys. €,Polska,GKS Katowice,Bez odstępnego,Sprzedaż,Bruk-Bet Termalica Nieciecza,2017/2018
1142,Patryk FrycP. Fryc,24,Polska,Prawy obrońca,POB,200 tys. €,Polska,P. Niepołomice,Bez odstępnego,Sprzedaż,Bruk-Bet Termalica Nieciecza,2017/2018
1143,Bartlomiej SmuczynskiB. Smuczynski,22,Polska,Prawy pomocnik,PPM,100 tys. €,Polska,KSZO Ostrowiec,Bez odstępnego,Sprzedaż,Bruk-Bet Termalica Nieciecza,2017/2018
1144,Krzysztof PilarzK. Pilarz,36,Polska,Bramkarz,BRK,100 tys. €,Polska,Arka Gdynia,Bez odstępnego,Sprzedaż,Bruk-Bet Termalica Nieciecza,2017/2018
1145,Dalibor PlevaD. Pleva,33,Słowacja,Lewy obrońca,LOB,150 tys. €,Polska,GKS Katowice,Bez odstępnego,Sprzedaż,Bruk-Bet Termalica Nieciecza,2017/2018
1146,Jakub WrobelJ. Wrobel,24,Polska,Lewy napastnik,LNP,50 tys. €,Polska,Radomiak,Bez odstępnego,Sprzedaż,Bruk-Bet Termalica Nieciecza,2017/2018
1147,GuilhermeGuilherme,27,Brazylia,Lewy obrońca,LOB,750 tys. €,Polska,Jagiellonia,Bez odstępnego,Sprzedaż,Bruk-Bet Termalica Nieciecza,2017/2018
1148,Dawid NowakD. Nowak,32,Polska,Środkowy napastnik,ŚNP,50 tys. €,Polska,P. Niepołomice,Bez odstępnego,Sprzedaż,Bruk-Bet Termalica Nieciecza,2017/2018
1149,Volodymyr KovalV. Koval,25,Ukraina,Środkowy napastnik,ŚNP,100 tys. €,Polska,Olimpia Grudz.,Bez odstępnego,Sprzedaż,Bruk-Bet Termalica Nieciecza,2017/2018
1150,Sebastian ZiajkaS. Ziajka,34,Polska,Lewy obrońca,LOB,100 tys. €,-,Bez klubu,-,Sprzedaż,Bruk-Bet Termalica Nieciecza,2017/2018
1151,Jakub MrozikJ. Mrozik,24,Polska,Środkowy pomocnik,ŚPM,75 tys. €,-,Bez klubu,-,Sprzedaż,Bruk-Bet Termalica Nieciecza,2017/2018
1152,Dejan JanjatovicD. Janjatovic,26,Serbia,Środkowy pomocnik,ŚPM,350 tys. €,-,Bez klubu,-,Sprzedaż,Bruk-Bet Termalica Nieciecza,2017/2018
1153,Volodymyr KostevychV. Kostevych,24,Ukraina,Lewy obrońca,LOB,600 tys. €,Ukraina,Karpaty,300 tys. €,Kupno,Lech Poznań,2016/2017
1154,Mihai RadutM. Radut,26,Rumunia,Lewy napastnik,LNP,900 tys. €,Zjednaczone Emiraty Arabskie,Hatta Club,Bez odstępnego,Kupno,Lech Poznań,2016/2017
1155,Matus PutnockyM. Putnocky,31,Słowacja,Bramkarz,BRK,400 tys. €,Polska,Ruch Chorzów,Bez odstępnego,Kupno,Lech Poznań,2016/2017
1156,Elvis KokalovicE. Kokalovic,28,Chorwacja,Środkowy obrońca,ŚOB,"1,00 mln €",Turcja,Karabükspor,Bez odstępnego,Kupno,Lech Poznań,2016/2017
1157,Radoslaw MajewskiR. Majewski,29,Polska,Ofensywny pomocnik,OPM,600 tys. €,Grecja,PAE Veria,Bez odstępnego,Kupno,Lech Poznań,2016/2017
1158,Lasse NielsenL. Nielsen,29,Dania,Środkowy obrońca,ŚOB,350 tys. €,Dania,Odense BK,Bez odstępnego,Kupno,Lech Poznań,2016/2017
1159,Karol LinettyK. Linetty,21,Polska,Środkowy pomocnik,ŚPM,"3,20 mln €",Włochy,UC Sampdoria,"3,20 mln €",Sprzedaż,Lech Poznań,2016/2017
1160,Tamás KádárT. Kádár,26,Węgry,Środkowy obrońca,ŚOB,"1,75 mln €",Ukraina,Dynamo Kijów,"2,50 mln €",Sprzedaż,Lech Poznań,2016/2017
1161,Denis ThomallaD. Thomalla,23,Niemcy,Środkowy napastnik,ŚNP,350 tys. €,Niemcy,1.FC Heidenheim,350 tys. €,Sprzedaż,Lech Poznań,2016/2017
1162,Paulus ArajuuriP. Arajuuri,28,Finlandia,Środkowy obrońca,ŚOB,800 tys. €,Dania,Bröndby IF,Bez odstępnego,Sprzedaż,Lech Poznań,2016/2017
1163,Gergő LovrencsicsG. Lovrencsics,27,Węgry,Prawy obrońca,POB,650 tys. €,Węgry,Ferencváros,Bez odstępnego,Sprzedaż,Lech Poznań,2016/2017
1164,Marcin KaminskiM. Kaminski,24,Polska,Środkowy obrońca,ŚOB,850 tys. €,Niemcy,Stuttgart,Bez odstępnego,Sprzedaż,Lech Poznań,2016/2017
1165,SisinioSisinio,30,Hiszpania,Ofensywny pomocnik,OPM,500 tys. €,Grecja,PAE Veria,Bez odstępnego,Sprzedaż,Lech Poznań,2016/2017
1166,Kebba CeesayK. Ceesay,28,Gambia,Środkowy obrońca,ŚOB,300 tys. €,Szwecja,Djurgarden,15 tys. €,Sprzedaż,Lech Poznań,2016/2017
1167,Krzysztof KotorowskiK. Kotorowski,39,Polska,Bramkarz,BRK,50 tys. €,-,Koniec kariery,-,Sprzedaż,Lech Poznań,2016/2017
1168,Dominik NagyD. Nagy,21,Węgry,Lewy napastnik,LNP,"1,00 mln €",Węgry,Ferencváros,"1,00 mln €",Kupno,Legia Warszawa,2016/2017
1169,Artur JedrzejczykA. Jedrzejczyk,29,Polska,Środkowy obrońca,ŚOB,"4,00 mln €",Rosja,Krasnodar,900 tys. €,Kupno,Legia Warszawa,2016/2017
1170,Steeven LangilS. Langil,28,Martynika,Lewy napastnik,LNP,"1,20 mln €",Belgia,Waasl.-Beveren,500 tys. €,Kupno,Legia Warszawa,2016/2017
1171,Thibault MoulinT. Moulin,26,Francja,Środkowy pomocnik,ŚPM,"1,20 mln €",Belgia,Waasl.-Beveren,500 tys. €,Kupno,Legia Warszawa,2016/2017
1172,Jakub CzerwinskiJ. Czerwinski,25,Polska,Środkowy obrońca,ŚOB,400 tys. €,Polska,Pogoń Szczecin,500 tys. €,Kupno,Legia Warszawa,2016/2017
1173,Maciej DabrowskiM. Dabrowski,29,Polska,Środkowy obrońca,ŚOB,500 tys. €,Polska,Zagłębie Lubin,300 tys. €,Kupno,Legia Warszawa,2016/2017
1174,Vamara SanogoV. Sanogo,21,Francja,Środkowy napastnik,ŚNP,50 tys. €,Polska,Z. Sosnowiec,250 tys. €,Kupno,Legia Warszawa,2016/2017
1175,Miroslav RadovicM. Radovic,32,Serbia,Prawy napastnik,PNP,500 tys. €,Serbia,Partizan,100 tys. €,Kupno,Legia Warszawa,2016/2017
1176,Sandro KulenovicS. Kulenovic,16,Chorwacja,Środkowy napastnik,ŚNP,-,Chorwacja,Din. Zagreb U17,70 tys. €,Kupno,Legia Warszawa,2016/2017
1177,Daniel Chima ChukwuD. Chukwu,25,Nigeria,Środkowy napastnik,ŚNP,700 tys. €,Chiny,SH Shenxin,Bez odstępnego,Kupno,Legia Warszawa,2016/2017
1178,Vadis Odjidja-OfoeV. Odjidja-Ofoe,27,Belgia,Środkowy pomocnik,ŚPM,"4,50 mln €",Anglia,Norwich,Bez odstępnego,Kupno,Legia Warszawa,2016/2017
1179,Ondrej DudaO. Duda,21,Słowacja,Ofensywny pomocnik,OPM,"3,20 mln €",Niemcy,Hertha BSC,"4,20 mln €",Sprzedaż,Legia Warszawa,2016/2017
1180,Nemanja NikolicsN. Nikolics,29,Węgry,Środkowy napastnik,ŚNP,"3,50 mln €",Stany Zjednaczone,Chicago Fire,"3,00 mln €",Sprzedaż,Legia Warszawa,2016/2017
1181,Aleksandar PrijovicA. Prijovic,26,Serbia,Środkowy napastnik,ŚNP,"1,50 mln €",Grecja,PAOK Saloniki,"2,90 mln €",Sprzedaż,Legia Warszawa,2016/2017
1182,Ariel BorysiukA. Borysiuk,24,Polska,Defensywny pomocnik,DPM,"1,00 mln €",Anglia,QPR,"1,80 mln €",Sprzedaż,Legia Warszawa,2016/2017
1183,Bartosz BereszynskiB. Bereszynski,24,Polska,Prawy obrońca,POB,600 tys. €,Włochy,UC Sampdoria,"1,80 mln €",Sprzedaż,Legia Warszawa,2016/2017
1184,Igor LewczukI. Lewczuk,31,Polska,Środkowy obrońca,ŚOB,750 tys. €,Francja,G. Bordeaux,"1,00 mln €",Sprzedaż,Legia Warszawa,2016/2017
1185,Jakub KoseckiJ. Kosecki,25,Polska,Prawy napastnik,PNP,700 tys. €,Niemcy,SV Sandhausen,100 tys. €,Sprzedaż,Legia Warszawa,2016/2017
1186,Ivica VrdoljakI. Vrdoljak,32,Chorwacja,Defensywny pomocnik,DPM,250 tys. €,Polska,Wisła Płock,Bez odstępnego,Sprzedaż,Legia Warszawa,2016/2017
1187,Tomasz BrzyskiT. Brzyski,34,Polska,Lewy obrońca,LOB,150 tys. €,Polska,Cracovia,Bez odstępnego,Sprzedaż,Legia Warszawa,2016/2017
1188,Stojan VranjesS. Vranjes,30,Bośnia i Hercegowina,Ofensywny pomocnik,OPM,400 tys. €,Polska,Piast Gliwice,Bez odstępnego,Sprzedaż,Legia Warszawa,2016/2017
1189,Bartlomiej KalinkowskiB. Kalinkowski,21,Polska,Środkowy pomocnik,ŚPM,150 tys. €,Polska,GKS Katowice,Bez odstępnego,Sprzedaż,Legia Warszawa,2016/2017
1190,Mihail AleksandrovM. Aleksandrov,27,Bułgaria,Lewy obrońca,LOB,450 tys. €,Rosja,Arsenal Tula,Bez odstępnego,Sprzedaż,Legia Warszawa,2016/2017
1191,Arkadiusz PiechA. Piech,31,Polska,Środkowy napastnik,ŚNP,600 tys. €,Cypr,Apol. Limassol,Bez odstępnego,Sprzedaż,Legia Warszawa,2016/2017
1192,Marek SaganowskiM. Saganowski,37,Polska,Środkowy napastnik,ŚNP,100 tys. €,-,Koniec kariery,-,Sprzedaż,Legia Warszawa,2016/2017
1193,Mate TsintsadzeM. Tsintsadze,21,Gruzja,Środkowy pomocnik,ŚPM,450 tys. €,Gruzja,Dinamo Tbilisi,100 tys. €,Kupno,Pogoń Szczecin,2016/2017
1194,Spas DelevS. Delev,26,Bułgaria,Prawy napastnik,PNP,900 tys. €,Bułgaria,PFC Beroe,Bez odstępnego,Kupno,Pogoń Szczecin,2016/2017
1195,David NiepsujD. Niepsuj,20,Polska,Prawy obrońca,POB,100 tys. €,Niemcy,VfL Bochum,Bez odstępnego,Kupno,Pogoń Szczecin,2016/2017
1196,Cornel RapaC. Rapa,26,Rumunia,Prawy obrońca,POB,700 tys. €,Rumunia,Steaua Bukarest,Bez odstępnego,Kupno,Pogoń Szczecin,2016/2017
1197,Kamil DrygasK. Drygas,24,Polska,Środkowy pomocnik,ŚPM,600 tys. €,Polska,Zawisza,Bez odstępnego,Kupno,Pogoń Szczecin,2016/2017
1198,Jedrzej KujawaJ. Kujawa,18,Polska,Środkowy obrońca,ŚOB,-,Polska,Wa. Poznań U19,Bez odstępnego,Kupno,Pogoń Szczecin,2016/2017
1199,Jakub CzerwinskiJ. Czerwinski,25,Polska,Środkowy obrońca,ŚOB,400 tys. €,Polska,Legia Warszawa,500 tys. €,Sprzedaż,Pogoń Szczecin,2016/2017
1200,Filip KozlowskiF. Kozlowski,21,Polska,Środkowy napastnik,ŚNP,100 tys. €,Polska,Rozwój Katowice,Bez odstępnego,Sprzedaż,Pogoń Szczecin,2016/2017
1201,Damian KowalczykD. Kowalczyk,20,Polska,Środkowy napastnik,ŚNP,100 tys. €,Polska,Chrobry Głogów,Bez odstępnego,Sprzedaż,Pogoń Szczecin,2016/2017
1202,Takafumi AkahoshiT. Akahoshi,30,Japonia,Środkowy pomocnik,ŚPM,350 tys. €,Tajlandia,Ratchaburi FC,Bez odstępnego,Sprzedaż,Pogoń Szczecin,2016/2017
1203,Vladimer DvalishviliV. Dvalishvili,30,Gruzja,Środkowy napastnik,ŚNP,400 tys. €,Gruzja,Dinamo Tbilisi,Bez odstępnego,Sprzedaż,Pogoń Szczecin,2016/2017
1204,Michal WalskiM. Walski,19,Polska,Defensywny pomocnik,DPM,150 tys. €,Polska,Ruch Chorzów,Bez odstępnego,Sprzedaż,Pogoń Szczecin,2016/2017
1205,Milosz PrzybeckiM. Przybecki,25,Polska,Prawy pomocnik,PPM,200 tys. €,Polska,Ruch Chorzów,Bez odstępnego,Sprzedaż,Pogoń Szczecin,2016/2017
1206,Karol DanielakK. Danielak,24,Polska,Lewy pomocnik,LPM,100 tys. €,Polska,Chrobry Głogów,Bez odstępnego,Sprzedaż,Pogoń Szczecin,2016/2017
1207,Iván GonzálezI. González,28,Hiszpania,Środkowy obrońca,ŚOB,700 tys. €,Hiszpania,Alcorcón,Bez odstępnego,Kupno,Wisła Kraków,2016/2017
1208,Pol LlonchP. Llonch,24,Hiszpania,Środkowy pomocnik,ŚPM,300 tys. €,Hiszpania,Girona FC,Bez odstępnego,Kupno,Wisła Kraków,2016/2017
1209,Lukasz ZaluskaL. Zaluska,34,Polska,Bramkarz,BRK,300 tys. €,Niemcy,SV Darmstadt 98,Bez odstępnego,Kupno,Wisła Kraków,2016/2017
1210,Hugo VidémontH. Vidémont,23,Francja,Lewy napastnik,LNP,600 tys. €,Francja,AC Ajaccio,Bez odstępnego,Kupno,Wisła Kraków,2016/2017
1211,Wojciech SlomkaW. Slomka,18,Polska,Lewy napastnik,LNP,-,Polska,Progres U19,Bez odstępnego,Kupno,Wisła Kraków,2016/2017
1212,Jakub BartkowskiJ. Bartkowski,25,Polska,Prawy obrońca,POB,150 tys. €,Polska,Wigry Suwałki,Bez odstępnego,Kupno,Wisła Kraków,2016/2017
1213,Adam MojtaA. Mojta,30,Polska,Lewy pomocnik,LPM,300 tys. €,Polska,Podbeskidzie,Bez odstępnego,Kupno,Wisła Kraków,2016/2017
1214,Matija SpicicM. Spicic,28,Chorwacja,Lewy obrońca,LOB,400 tys. €,-,Bez klubu,-,Kupno,Wisła Kraków,2016/2017
1215,Semir StilicS. Stilic,29,Bośnia i Hercegowina,Ofensywny pomocnik,OPM,"1,00 mln €",-,Bez klubu,-,Kupno,Wisła Kraków,2016/2017
1216,Mateusz ZacharaM. Zachara,26,Polska,Środkowy napastnik,ŚNP,500 tys. €,-,Bez klubu,-,Kupno,Wisła Kraków,2016/2017
1217,Richárd GuzmicsR. Guzmics,29,Węgry,Środkowy obrońca,ŚOB,850 tys. €,Chiny,YB Funde,"1,00 mln €",Sprzedaż,Wisła Kraków,2016/2017
1218,Wilde-Donald GuerrierW. Guerrier,27,Haiti,Lewy obrońca,LOB,500 tys. €,Turcja,Alanyaspor,300 tys. €,Sprzedaż,Wisła Kraków,2016/2017
1219,Boban JovicB. Jovic,25,Słowenia,Prawy obrońca,POB,500 tys. €,Turcja,Bursaspor,300 tys. €,Sprzedaż,Wisła Kraków,2016/2017
1220,Denis PopovicD. Popovic,27,Słowenia,Środkowy pomocnik,ŚPM,300 tys. €,Rosja,Orenburg,200 tys. €,Sprzedaż,Wisła Kraków,2016/2017
1221,Jakub MordecJ. Mordec,20,Polska,Defensywny pomocnik,DPM,50 tys. €,Polska,Karpaty Krosno,Bez odstępnego,Sprzedaż,Wisła Kraków,2016/2017
1222,Emmanuel SarkiE. Sarki,28,Haiti,Prawy napastnik,PNP,250 tys. €,Cypr,AEL Limassol,Bez odstępnego,Sprzedaż,Wisła Kraków,2016/2017
1223,Adam MojtaA. Mojta,30,Polska,Lewy pomocnik,LPM,250 tys. €,Polska,Piast Gliwice,Bez odstępnego,Sprzedaż,Wisła Kraków,2016/2017
1224,Rafael CrivellaroRafael Crivellaro,27,Brazylia,Ofensywny pomocnik,OPM,300 tys. €,Portugalia,Arouca,Bez odstępnego,Sprzedaż,Wisła Kraków,2016/2017
1225,Szymon WitekS. Witek,21,Polska,Lewy obrońca,LOB,50 tys. €,Polska,KS Tymbark,Bez odstępnego,Sprzedaż,Wisła Kraków,2016/2017
1226,Vitaliy BalashovV. Balashov,25,Ukraina,Lewy napastnik,LNP,300 tys. €,-,Bez klubu,-,Sprzedaż,Wisła Kraków,2016/2017
1227,Michal CzekajM. Czekaj,24,Polska,Środkowy obrońca,ŚOB,50 tys. €,-,Bez klubu,-,Sprzedaż,Wisła Kraków,2016/2017
1228,Adrian WojcikA. Wojcik,20,Polska,Środkowy napastnik,ŚNP,-,-,Bez klubu,-,Sprzedaż,Wisła Kraków,2016/2017
1229,Cillian SheridanC. Sheridan,28,Irlandia,Środkowy napastnik,ŚNP,"1,00 mln €",Cypr,Omonia Nikozja,300 tys. €,Kupno,Jagiellonia Białystok,2016/2017
1230,Ivan RunjeI. Runje,25,Chorwacja,Środkowy obrońca,ŚOB,600 tys. €,Cypr,Omonia Nikozja,50 tys. €,Kupno,Jagiellonia Białystok,2016/2017
1231,Arvydas NovikovasA. Novikovas,26,Litwa,Lewy napastnik,LNP,350 tys. €,Niemcy,VfL Bochum,Bez odstępnego,Kupno,Jagiellonia Białystok,2016/2017
1232,Maciej GorskiM. Gorski,26,Polska,Środkowy napastnik,ŚNP,175 tys. €,Polska,Chrobry Głogów,Bez odstępnego,Kupno,Jagiellonia Białystok,2016/2017
1233,Marian KelemenM. Kelemen,36,Słowacja,Bramkarz,BRK,175 tys. €,Słowacja,Michalovce,Bez odstępnego,Kupno,Jagiellonia Białystok,2016/2017
1234,Damian WeglarzD. Weglarz,20,Polska,Bramkarz,BRK,50 tys. €,Polska,Zawisza,Bez odstępnego,Kupno,Jagiellonia Białystok,2016/2017
1235,Dmytro KhomchenovskyiD. Khomchenovskyi,26,Ukraina,Lewy napastnik,LNP,"1,00 mln €",Hiszpania,Ponferradina,Bez odstępnego,Kupno,Jagiellonia Białystok,2016/2017
1236,Lukasz SolowiejL. Solowiej,27,Polska,Środkowy obrońca,ŚOB,150 tys. €,Polska,Z. Sosnowiec,Bez odstępnego,Kupno,Jagiellonia Białystok,2016/2017
1237,Ziggy GordonZ. Gordon,23,Szkocja,Prawy obrońca,POB,500 tys. €,Szkocja,Partick Thistle,Bez odstępnego,Kupno,Jagiellonia Białystok,2016/2017
1238,Damian SzymanskiD. Szymanski,21,Polska,Środkowy pomocnik,ŚPM,150 tys. €,Polska,GKS Bełchatów,Bez odstępnego,Kupno,Jagiellonia Białystok,2016/2017
1239,Bartlomiej DragowskiB. Dragowski,18,Polska,Bramkarz,BRK,"2,50 mln €",Włochy,AC Fiorentina,"2,50 mln €",Sprzedaż,Jagiellonia Białystok,2016/2017
1240,Adam WaszkiewiczA. Waszkiewicz,23,Polska,Prawy obrońca,POB,50 tys. €,Polska,Stalowa Wola,Bez odstępnego,Sprzedaż,Jagiellonia Białystok,2016/2017
1241,Martin BaranM. Baran,28,Słowacja,Środkowy obrońca,ŚOB,200 tys. €,Polska,Podbeskidzie,Bez odstępnego,Sprzedaż,Jagiellonia Białystok,2016/2017
1242,Damian KadziorD. Kadzior,24,Polska,Prawy napastnik,PNP,200 tys. €,Polska,Wigry Suwałki,Bez odstępnego,Sprzedaż,Jagiellonia Białystok,2016/2017
1243,Igors TarasovsI. Tarasovs,27,Łotwa,Środkowy obrońca,ŚOB,300 tys. €,Turcja,Giresunspor,Bez odstępnego,Sprzedaż,Jagiellonia Białystok,2016/2017
1244,Lukasz SolowiejL. Solowiej,28,Polska,Środkowy obrońca,ŚOB,150 tys. €,Polska,Raków,Bez odstępnego,Sprzedaż,Jagiellonia Białystok,2016/2017
1245,Krzysztof BaranK. Baran,26,Polska,Bramkarz,BRK,100 tys. €,Polska,Termalica,Bez odstępnego,Sprzedaż,Jagiellonia Białystok,2016/2017
1246,Sebastian MaderaS. Madera,31,Polska,Środkowy obrońca,ŚOB,400 tys. €,Polska,Zagłębie Lubin,Bez odstępnego,Sprzedaż,Jagiellonia Białystok,2016/2017
1247,Michal PawlikM. Pawlik,21,Polska,Środkowy obrońca,ŚOB,50 tys. €,Polska,Chrobry Głogów,Bez odstępnego,Sprzedaż,Jagiellonia Białystok,2016/2017
1248,Matija SirokM. Sirok,25,Słowenia,Prawy obrońca,POB,300 tys. €,Słowenia,NK Domzale,Bez odstępnego,Sprzedaż,Jagiellonia Białystok,2016/2017
1249,Piotr GrzelczakP. Grzelczak,28,Polska,Środkowy napastnik,ŚNP,250 tys. €,Polska,Górnik Łęczna,Bez odstępnego,Sprzedaż,Jagiellonia Białystok,2016/2017
1250,Tomasz PorebskiT. Porebski,24,Polska,Środkowy obrońca,ŚOB,-,Polska,MKS Ełk,Bez odstępnego,Sprzedaż,Jagiellonia Białystok,2016/2017
1251,Rafal WolskiR. Wolski,23,Polska,Ofensywny pomocnik,OPM,"1,00 mln €",Włochy,AC Fiorentina,500 tys. €,Kupno,Lechia Gdańsk,2016/2017
1252,Dusan KuciakD. Kuciak,31,Słowacja,Bramkarz,BRK,"1,00 mln €",Anglia,Hull City,Bez odstępnego,Kupno,Lechia Gdańsk,2016/2017
1253,Denis PergerD. Perger,23,Słowenia,Lewy obrońca,LOB,200 tys. €,Słowenia,Drava Ptuj,Bez odstępnego,Kupno,Lechia Gdańsk,2016/2017
1254,Milen GamakovM. Gamakov,22,Bułgaria,Defensywny pomocnik,DPM,600 tys. €,Bułgaria,Botev Plovdiv,Bez odstępnego,Kupno,Lechia Gdańsk,2016/2017
1255,João NunesJ. Nunes,20,Portugalia,Środkowy obrońca,ŚOB,800 tys. €,Portugalia,Benfika B,Bez odstępnego,Kupno,Lechia Gdańsk,2016/2017
1256,Steven VitóriaS. Vitória,29,Kanada,Środkowy obrońca,ŚOB,600 tys. €,Portugalia,Benfica,Bez odstępnego,Kupno,Lechia Gdańsk,2016/2017
1257,Oliver ZelenikaO. Zelenika,23,Chorwacja,Bramkarz,BRK,450 tys. €,-,Bez klubu,-,Kupno,Lechia Gdańsk,2016/2017
1258,Adam BuksaA. Buksa,20,Polska,Środkowy napastnik,ŚNP,150 tys. €,Polska,Zagłębie Lubin,50 tys. €,Sprzedaż,Lechia Gdańsk,2016/2017
1259,Donatas KazlauskasD. Kazlauskas,22,Litwa,Lewy napastnik,LNP,125 tys. €,Litwa,Atlantas,Bez odstępnego,Sprzedaż,Lechia Gdańsk,2016/2017
1260,Tsubasa NishiT. Nishi,26,Japonia,Środkowy pomocnik,ŚPM,50 tys. €,Polska,Stomil,Bez odstępnego,Sprzedaż,Lechia Gdańsk,2016/2017
1261,Adrian BielawskiA. Bielawski,20,Polska,Prawy obrońca,POB,100 tys. €,Polska,Olimpia Grudz.,Bez odstępnego,Sprzedaż,Lechia Gdańsk,2016/2017
1262,Patryk SobczakP. Sobczak,23,Polska,Bramkarz,BRK,-,Polska,Centrum,Bez odstępnego,Sprzedaż,Lechia Gdańsk,2016/2017
1263,Damian GarbacikD. Garbacik,20,Polska,Lewy obrońca,LOB,100 tys. €,Polska,GKS Katowice,Bez odstępnego,Sprzedaż,Lechia Gdańsk,2016/2017
1264,Dariusz TrelaD. Trela,26,Polska,Bramkarz,BRK,250 tys. €,Polska,Termalica,Bez odstępnego,Sprzedaż,Lechia Gdańsk,2016/2017
1265,Nikola LekovicN. Lekovic,26,Serbia,Lewy obrońca,LOB,300 tys. €,Serbia,Napredak,Bez odstępnego,Sprzedaż,Lechia Gdańsk,2016/2017
1266,Neven MarkovicN. Markovic,29,Chorwacja,Lewy obrońca,LOB,200 tys. €,-,Bez klubu,-,Sprzedaż,Lechia Gdańsk,2016/2017
1267,RudinilsonRudinilson,21,Gwinea Bissau,Środkowy obrońca,ŚOB,100 tys. €,-,Bez klubu,-,Sprzedaż,Lechia Gdańsk,2016/2017
1268,Jakub ZubrowskiJ. Zubrowski,24,Polska,Defensywny pomocnik,DPM,100 tys. €,Polska,Stal Mielec,Bez odstępnego,Kupno,Korona Kielce,2016/2017
1269,Michal SmolarczykM. Smolarczyk,23,Polska,Środkowy napastnik,ŚNP,-,Polska,Wierna Malogoszcz,Bez odstępnego,Kupno,Korona Kielce,2016/2017
1270,Miguel PalancaM. Palanca,28,Hiszpania,Ofensywny pomocnik,OPM,300 tys. €,Hiszpania,Gimnàstic,Bez odstępnego,Kupno,Korona Kielce,2016/2017
1271,Mariusz RybickiM. Rybicki,23,Polska,Lewy napastnik,LNP,200 tys. €,Polska,Pogoń Siedlce,Bez odstępnego,Kupno,Korona Kielce,2016/2017
1272,Dani AbaloD. Abalo,28,Hiszpania,Prawy napastnik,PNP,700 tys. €,Hiszpania,Alavés,Bez odstępnego,Kupno,Korona Kielce,2016/2017
1273,Iliyan MitsanskiI. Mitsanski,31,Bułgaria,Środkowy napastnik,ŚNP,500 tys. €,Bułgaria,Levski Sofia,Bez odstępnego,Kupno,Korona Kielce,2016/2017
1274,Mateusz MozdzenM. Mozdzen,25,Polska,Środkowy pomocnik,ŚPM,300 tys. €,Polska,Podbeskidzie,Bez odstępnego,Kupno,Korona Kielce,2016/2017
